Class Name,HastTest,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)"
org.apache.tools.ant.types.selectors.NoneSelector,0,0,0,0,0,0,0,0,0,3,7,14,6,2,52,0.553429955,6,4203.303106,381.0002617,393.1539139,255.1568145,236.0004225,4192.647374,4186.130074,4192.647374,102.4597482,255.1568145,0,,238.7632222,331.6398649,4186.021622,4199.116693,53.71082654,4187.123714,53.76651377,438062.0033,17522829
org.apache.tools.ant.types.selectors.modifiedselector.PropertiesfileCache,0,1,1,0,0,1,0,0,0,12,2,42,1,1,236,0.890745154,2,4020.476216,385.0000155,394.9291076,256.5638322,241.0000248,4009.24993,4002.144425,4009.24993,94.33981132,256.5638322,4,,312.2566695,316.3953223,4002.1029,4014.487514,237.7227343,4002.967399,237.949252,1944682.014,16016209
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,0,1,1,0,0,1,0,0,0,18,21,71,5,16,661,0.668157259,10,3596.8122,377.000146,385.8147224,236.6600938,222.000248,3583.882392,3577.050461,3584.842814,84.17244205,250.7847683,4,,683.0128674,295.2033198,3577.347914,3589.160626,662.9579506,3577.93977,663.1193415,5165786.042,12795105
org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm,0,1,1,0,0,1,0,0,0,4,1,13,0,1,45,0.974671613,0,4210.821535,387.0000008,398.7292314,260.3459237,242.0000013,4199.977738,4193.137847,4199.977738,101.8430165,260.3459237,4,,238.2522999,336.6303611,4193.008542,4206.491293,45.77983577,4194.09883,45.86845944,379408.0027,17581483
org.apache.tools.ant.types.selectors.modifiedselector.EqualComparator,0,1,1,0,0,1,0,0,0,3,1,5,1,0,24,0.974593919,0,4231.733096,387.0000008,398.9711769,260.7163209,242.0000013,4220.943023,4214.145346,4220.885808,103.1212878,259.7883754,4,,243.1777557,341.5333073,4214.001504,4227.817522,24.24604118,4215.11625,24.3254294,202853.0014,17758038
org.apache.tools.ant.types.selectors.modifiedselector.DigestAlgorithm,0,1,1,0,0,1,0,0,0,7,3,25,1,2,211,0.966046146,1,4045.457329,386.0000015,397.0453375,257.3888109,240.0000024,4034.145387,4027.13521,4034.205002,98.68130522,258.3215051,4,,305.9904138,327.6659885,4027.037713,4040.308652,211.7118361,4028.073733,211.82409,1743940.013,16216951
org.apache.tools.ant.types.selectors.modifiedselector.Cache,0,1,1,0,0,1,0,0,0,7,2,7,2,0,7,1,1,4248.571172,386,397.0453375,258.3215051,241,4237.858185,4231.144762,4237.801435,99.3680029,257.3888109,4,,240.1017349,339.411255,4231.003817,4244.591971,9.003779305,4232.021975,9.139358835,59290.00068,17901601
org.apache.tools.ant.types.selectors.modifiedselector.Algorithm,0,1,1,0,0,1,0,0,0,2,3,2,3,0,2,1,1,4253.550517,386,398.246155,259.237343,240,4242.793419,4236.144591,4242.73697,104.0624812,258.3118271,4,,245.0086036,342.2659784,4236.000944,4249.804937,3.45464736,4237.133465,3.490788354,16950.00036,17943941
org.apache.tools.ant.types.selectors.MappingSelector,0,0,0,0,0,0,0,0,0,7,10,23,2,8,139,0.410340292,3,4116.947534,384.0004527,395.1012528,250.8744706,233.0007461,4105.616884,4099.088923,4106.020092,96.84007435,257.3888109,0,,263.5017038,328.2925525,4099.034434,4112.125606,140.051037,4100.054878,140.1356266,1158866.008,16802025
org.apache.tools.ant.types.selectors.MajoritySelector,0,0,0,0,0,0,0,0,0,4,6,15,5,2,83,0.550606333,5,4172.523098,382.0002643,393.8781537,255.704908,237.0004261,4161.753717,4155.131045,4161.753717,101.5135459,255.704908,0,,246.4123792,331.651926,4155.021744,4168.215206,84.07894176,4156.108877,84.15132609,696634.0051,17264257
org.apache.tools.ant.types.selectors.FileSelector,0,0,0,0,0,0,0,0,0,1,16,1,15,1,1,1,3,4254.365405,384,396.5564273,247.6489451,227,4243.076478,4237.136415,4243.076478,104.6756896,247.6489451,0,,246.0059692,334.7312355,4237.012673,4250.201642,10.41033223,4238.156439,10.41334544,8476.006508,17952415
org.apache.tools.ant.types.selectors.FilenameSelector,1,0,0,0,0,0,0,0,0,8,10,23,5,5,198,0.772037285,9,4057.64513,378.0000687,389.0347028,250.505489,233.0001115,4046.713358,4040.111385,4046.945638,96.76776323,254.2302106,0,65,298.8619714,326.105811,4040.044623,4053.140141,198.9254333,4041.047389,199.0400625,1639067.012,16321824
org.apache.tools.ant.types.selectors.ExtendSelector,0,0,0,0,0,0,0,0,0,10,17,36,5,12,253,0.106276291,3,4003.45863,384.00104,394.4058823,243.2611765,226.0017671,3991.403387,3985.066373,3992.041332,92.89241088,253.5133133,0,,329.2461077,317.3168763,3985.096809,3997.613663,254.5820265,3986.016182,254.6827725,2080455.016,15880436
org.apache.tools.ant.types.selectors.ExtendFileSelector,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,1,0,4255.63309,387,399.7111457,259.0772086,239,4244.733796,4238.128478,4244.790219,105.3043209,260,0,,247,344.3965737,4238.000057,4251.970484,0.697616307,4239.179638,0.697616307,0.697616307,17960891
org.apache.tools.ant.types.selectors.DifferentSelector,0,0,0,0,0,0,0,0,0,3,7,14,4,3,92,0.987543086,0,4164.022694,387.0000002,398.9711769,255.1568145,236.0000003,4152.711403,4146.123491,4152.825544,102.1420579,257.007782,0,,250.4925176,333.0660595,4146.017448,4159.356801,92.78789631,4147.134553,92.82765505,771342.0056,17189549
org.apache.tools.ant.types.selectors.DepthSelector,1,0,0,0,0,0,0,0,0,7,9,26,5,4,263,0.859148188,9,3992.932381,378.0000262,389.2723982,251.8034948,234.0000424,3981.88159,3975.120879,3982.059015,98.03060747,254.5937941,0,101,343.3200916,324.0524649,3975.055692,3988.186931,263.8479709,3976.087776,263.9319647,2160045.016,15800846
org.apache.tools.ant.types.selectors.DependSelector,1,0,0,0,0,0,0,0,0,3,9,11,5,4,76,0.954704247,0,4179.953708,387.0000027,398.9711769,253.3081128,234.0000044,4168.572897,4162.115448,4168.742376,101.8331969,256.0820181,0,112,247.9501448,334.462255,4162.01358,4175.417225,76.75297316,4163.130193,76.78903659,638411.0046,17322480
org.apache.tools.ant.types.selectors.DateSelector,1,0,0,0,0,0,0,0,0,11,12,38,5,7,394,0.794676134,9,3862.540615,378.0000558,388.3361946,247.5520147,231.0000913,3850.934562,3844.101976,3851.299131,93.30058949,253.1600284,0,171,445.5516083,315.9905062,3844.110173,3856.965906,395.0998725,3845.030169,395.2225045,3184346.024,14776545
org.apache.tools.ant.types.selectors.ContainsSelector,1,0,0,0,0,0,0,0,0,8,11,30,5,6,299,0.842091441,9,3957.095526,378.000033,389.0347028,249.5756398,232.0000537,3945.826276,3939.106752,3946.123414,96.46242792,254.2302106,0,68,369.1759202,321.3378285,3939.071637,3952.085399,299.9639277,3940.074238,300.0473377,2444953.018,15515938
org.apache.tools.ant.types.selectors.ContainsRegexpSelector,0,0,0,0,0,0,0,0,0,6,14,29,5,9,224,0.830050406,9,4031.758921,378.0000382,389.5125158,247.5419156,229.0000631,4020.526956,4014.084204,4020.99055,97.52948272,254.9607813,0,,312.4264583,322.0139749,4014.066354,4026.895703,225.229956,4015.100497,225.2646391,1848477.014,16112414
org.apache.tools.ant.types.selectors.BaseSelectorContainer,0,0,0,0,0,0,0,0,0,28,23,45,6,23,204,0.550007495,18,4050.841518,369.0002744,375.9587743,231.4821807,220.0004602,4039.994554,4034.017848,4040.897425,72.99315036,246.7387282,0,,287.0126674,310.6444913,4034.147095,4045.943153,206.9974181,4034.642487,207.4180022,1687533.013,16273358
org.apache.tools.ant.types.selectors.BaseSelector,1,0,0,0,0,0,0,0,0,6,18,8,15,3,39,0.942478172,15,4215.446003,372.0000044,383.6925853,243.846263,225.0000074,4205.0239,4199.121932,4205.131389,99.2975327,245.6928977,0,145,242.2680803,329.6209945,4199.028509,4211.917734,41.96344179,4200.052023,42.07600229,329051.0028,17631840
org.apache.tools.ant.types.selectors.BaseExtendSelector,0,0,0,0,0,0,0,0,0,4,12,5,8,4,18,0.984771837,7,4237.074462,380.0000003,391.9387707,250.1539526,231.0000005,4226.317664,4220.113861,4226.482698,100.8811182,252.9268669,0,,242.6915023,336.6303611,4220.008488,4233.405249,19.90383989,4221.091802,19.97013275,152249.0013,17808642
org.apache.tools.ant.types.selectors.AndSelector,0,0,0,0,0,0,0,0,0,3,6,14,5,2,52,0.553429955,5,4203.393867,382.000261,394.1230772,256.0820181,237.0004207,4192.703782,4186.130074,4192.703782,102.4597482,256.0820181,0,,238.7509098,332.3522228,4186.019393,4199.173014,53.53682613,4187.123714,53.59269416,438062.0033,17522829
org.apache.tools.ant.types.ResourceLocation,0,0,0,0,0,0,0,0,0,7,5,8,5,0,47,0.969775571,4,4208.46409,383.0000012,394.1294204,255.5249499,238.0000019,4197.752375,4191.146144,4197.695797,99.3680029,254.5937941,0,,243.5957401,336.5857989,4191.008637,4204.494143,47.74654413,4192.031727,47.90947921,396171.0029,17564720
org.apache.tools.ant.types.ResourceFactory,0,0,0,0,0,0,0,0,0,1,5,1,4,1,1,1,0,4254.637235,387,399.4621384,257.7692767,238,4243.679182,4237.136415,4243.679182,104.6756896,257.7692767,0,,246.0025089,342.2864298,4237.00093,4250.803336,2.977869632,4238.156439,2.988386444,8476.000538,17952415
org.apache.tools.ant.types.Resource,0,0,0,0,0,0,0,0,0,14,8,19,8,0,138,0.823241575,7,4117.5721,380.0000411,389.6100615,250.241883,235.0000665,4106.729234,4100.149388,4106.672132,92.84934033,249.3030285,0,,266.5719525,326.7108814,4100.041213,4112.996475,139.1983318,4100.901852,139.4944157,1150663.008,16810228
org.apache.tools.ant.types.resolver.ApacheCatalogResolver,0,1,1,0,0,0,0,1,0,7,7,32,1,7,128,0.864397831,0,4128.179865,387.0000238,398.0175876,253.6631625,236.000039,4116.770093,4110.095376,4117.059752,97.12363255,258.3215051,2,,250.0801315,322.9643943,4110.059577,4122.669766,129.9315327,4111.052055,130.0246333,1068576.008,16892315
org.apache.tools.ant.types.resolver.ApacheCatalog,0,0,0,0,0,0,0,0,0,4,6,14,1,6,96,0.994897959,1,4159.947115,386,397.7587208,255.704908,237.0000001,4148.774879,4142.10152,4149.005302,100.284595,259.4166533,0,,251.9201265,335.2163481,4142.011778,4155.542564,96.53366543,4143.112357,96.5737761,804494.0058,17156397
org.apache.tools.ant.types.RegularExpression,0,1,1,0,0,0,1,0,0,6,11,23,4,7,95,0.824746021,5,4160.573638,382.0000402,393.3954753,250.3197955,232.0000662,4149.490692,4143.094616,4149.830478,98.08159868,255.8906016,3,,243.2968398,326.8332908,4143.040244,4155.871629,96.7723896,4144.06624,96.85049758,796218.0059,17164673
org.apache.tools.ant.types.Reference,0,1,1,0,0,1,0,0,0,5,35,11,33,2,54,0.942894609,21,4199.977619,366.0000045,378.1282851,228.6678814,208.0000078,4189.166982,4184.130137,4189.216753,100.5683847,229.5778735,4,,242.4549652,315.2411775,4184.1065,4195.85903,61.70108007,4185.078374,61.79117281,454799.0044,17506092
org.apache.tools.ant.types.PropertySet,1,0,0,0,0,0,0,0,0,17,19,67,6,13,468,0.057480846,2,3789.607499,385.0011537,393.8451472,238.8828165,224.0019829,3776.648779,3770.06419,3777.379515,85.86617495,250.1699422,0,17,500.8720055,296.8097033,3770.30919,3781.665771,470.5481584,3770.91355,470.7488934,3747811.029,14213080
org.apache.tools.ant.types.Permissions,1,0,0,0,0,0,0,0,0,12,6,34,3,4,367,0.949882739,5,3889.802694,382.0000033,392.005102,252.8102055,237.0000053,3878.248316,3871.124126,3878.37105,93.30058949,254.6860813,0,100,423.8301632,320.1405941,3871.080428,3884.215622,367.8517046,3872.000129,368.0264575,2976037.023,14984854
org.apache.tools.ant.types.PatternSet,1,0,0,0,0,0,0,0,0,22,12,68,7,6,677,0.386693148,5,3581.43058,382.0004923,389.8820334,243.8134533,231.0008142,3568.484552,3561.118083,3568.745718,83.21658489,247.6065427,0,152,699.3405227,295.4081922,3561.346613,3573.23201,678.8311824,3561.854152,679.1454276,5279991.044,12680900
org.apache.tools.ant.types.Path,1,0,0,0,0,0,0,0,0,30,51,102,40,13,1238,0.009717341,91,3014.567299,296.0016565,304.1644292,204.3624232,192.0025538,3006.137721,3000.080666,3006.792976,73.37574531,213.7849387,0,467,1246.459856,248.6543786,3001.549706,3010.287196,1241.798303,3000.816556,1242.11262,8960746.086,9000145
org.apache.tools.ant.types.Parameterizable,0,0,0,0,0,0,0,0,0,1,5,1,4,1,1,1,1,4254.546392,386,398.4934127,257.7692767,238,4243.679182,4237.136415,4243.679182,104.6756896,257.7692767,0,,246.0025089,342.2864298,4237.00093,4250.803336,2.977869632,4238.156439,2.988386444,8476.000538,17952415
org.apache.tools.ant.types.Parameter,0,0,0,0,0,0,0,0,0,7,24,8,24,0,43,0.969775571,1,4212.721329,386.0000012,397.0453375,237.9285607,219.0000021,4200.712559,4195.146005,4200.660543,99.3680029,237.0084387,0,,243.0399725,323.4887942,4195.055636,4207.4541,48.10702845,4196.030743,48.25577888,362627.0033,17598264
org.apache.tools.ant.types.Mapper,1,0,0,0,0,0,0,0,0,11,16,42,7,9,291,0.045007762,14,3964.585476,373.0012225,383.4709898,243.8237068,227.0020088,3953.522227,3947.085634,3953.989631,92.72000863,251.2886786,0,172,355.7948593,311.8493226,3947.140005,3959.300317,292.9354173,3948.003293,293.0680552,2381877.018,15579014
org.apache.tools.ant.types.FlexInteger,1,0,0,0,0,0,0,0,0,3,0,7,0,0,19,0.984771837,0,4236.712169,387.0000003,398.9711769,261.6447974,243.0000005,4225.992191,4219.145174,4225.934808,103.1212878,260.7163209,0,34,240.7395408,340.8284026,4219.002157,4232.744382,19.45669006,4220.114927,19.53612348,160690.0012,17800201
org.apache.tools.ant.types.FilterSetCollection,0,0,0,0,0,0,0,0,0,5,6,13,5,1,69,0.959803913,3,4186.647465,384.0000021,395.5767941,255.3311575,237.0000034,4175.731074,4169.13864,4175.731074,100.9009415,255.3311575,0,,243.9777971,333.0540497,4169.017386,4182.282391,70.03258373,4170.082253,70.1385307,580096.0042,17380795
org.apache.tools.ant.types.FilterSet,1,0,0,0,0,0,0,0,0,20,11,71,7,6,698,0.604606359,5,3560.551081,382.0002046,390.2870738,245.4057864,232.0003369,3547.594114,3540.118783,3547.791567,85.0940656,248.2438317,0,118,718.8762904,293.6000681,3540.374506,3552.154417,699.9065503,3540.903839,700.1719324,5429115.045,12531776
org.apache.tools.ant.types.FilterChain,0,0,0,0,0,0,0,0,0,25,32,38,5,27,189,0.862162259,1,4067.357496,386.0000246,393.2187686,223.9330257,211.000045,4054.49405,4049.007903,4055.930226,75.42545989,248.5839898,0,,281.6897171,315.9905062,4049.104595,4061.311488,191.3468485,4049.694556,191.7071215,1566281.012,16394610
org.apache.tools.ant.types.FileSet,1,0,0,0,0,0,0,0,0,3,32,9,28,4,23,0.204194771,13,4231.560114,374.0008467,386.374171,232.2283359,211.0015007,4220.277953,4215.113996,4220.429007,101.8331969,234.957443,0,8,239.2435342,320.0624939,4215.074327,4227.134372,34.00370878,4216.115985,34.03700748,194428.0031,17766463
org.apache.tools.ant.types.FileList,1,0,0,0,0,0,0,0,0,8,11,33,6,5,181,0.414587503,2,4075.226865,385.0004451,395.839614,249.5756398,232.0007386,4063.628059,4057.110918,4063.858388,96.76776323,253.2982432,0,99,280.236199,318.5780909,4057.086652,4069.489034,182.9493393,4058.043001,183.0671586,1501428.011,16459463
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,7,9,5,2,47,0.974671613,6,4208.282548,381.0000008,393.1539139,255.1568145,236.0000014,4197.639456,4191.129919,4197.695797,102.4597482,256.0820181,0,,242.6146834,335.8764654,4191.010137,4204.437418,47.89395595,4192.122374,47.95156401,396172.0029,17564719
org.apache.tools.ant.types.EnumeratedAttribute,1,0,0,0,0,0,0,0,0,8,59,14,58,1,87,0.977248135,61,4163.781574,326.0000008,338.7329331,205.7182539,184.0000014,4155.076052,4151.139241,4155.076052,98.08159868,205.7182539,0,51,249.6750521,296.8922363,4151.279854,4161.603777,99.45127318,4152.019388,99.60089065,729857.0071,17231034
org.apache.tools.ant.types.DTDLocation,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,4251.64968,387,399.4621384,261.4670151,242,4240.91028,4234.136512,4240.91028,104.6756896,261.4670151,0,,245.0307204,344.3675362,4234.000062,4247.981285,4.057563824,4235.157258,4.087488663,33890.00023,17927001
org.apache.tools.ant.types.DirSet,1,0,0,0,0,0,0,0,0,3,9,9,5,4,23,0.206803373,3,4232.45567,384.0008192,396.0618639,253.3081128,234.0013444,4221.490377,4215.113996,4221.657731,101.8331969,256.0820181,0,32,239.1215423,335.8764654,4215.010079,4228.361148,24.79178991,4216.115985,24.83744178,194428.0016,17766463
org.apache.tools.ant.types.Description,1,0,0,0,0,0,0,0,0,5,9,24,1,9,137,0.974998221,2,4119.032168,385.0000008,396.5476012,252.5490051,234.0000013,4107.670508,4101.082418,4108.075218,98.49365462,259.0482581,0,25,261.5721531,328.3443315,4101.034206,4114.123357,138.0658554,4102.100194,138.0989923,1142467.008,16818424
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,15,24,29,20,4,169,0.892928994,23,4085.248707,364.0000157,373.7927233,234.9170066,219.0000262,4074.889201,4069.118086,4075.051533,90.47651629,237.7162174,0,,276.2882937,311.1398399,4069.141666,4080.878459,172.3873852,4069.887713,172.663411,1403912.011,16556979
org.apache.tools.ant.types.CommandlineJava,1,0,0,0,0,0,0,0,0,35,12,79,2,11,487,0.003751239,16,3769.302588,371.0013376,376.6510321,239.9708316,231.0021483,3758.106172,3751.076779,3758.670111,69.28924881,248.6463352,0,120,514.3313713,292.9573348,3751.362319,3762.422757,489.8342678,3751.563141,490.3958601,3890722.031,14070169
org.apache.tools.ant.types.Commandline,1,0,0,0,0,0,0,0,0,30,31,65,29,4,634,0.612501566,75,3617.479786,312.0002406,319.7561571,223.2576986,212.0003541,3610.22991,3604.133322,3610.28877,76.55716818,224.2074932,0,91,660.0879402,280.1660222,3604.584812,3614.873303,637.3111688,3604.679736,637.8132893,4971893.041,12988998
org.apache.tools.ant.types.Assertions,1,0,0,0,0,0,0,0,0,12,11,38,2,10,224,0.839529485,14,4031.293217,373.0000345,383.2401336,248.1289987,232.0000555,4020.698944,4014.077852,4021.168487,91.48223871,255.6247249,0,51,306.084431,318.2467596,4014.089783,4026.596205,225.6534242,4014.964508,225.8167596,1848486.014,16112405
org.apache.tools.ant.types.AntFilterReader,0,0,0,0,0,0,0,0,0,10,9,31,2,7,166,0.116941733,1,4090.254271,386.0010101,396.3533777,250.710989,234.0016662,4078.717936,4072.096266,4079.06656,94.25497334,256.3201124,0,,272.2504932,322.8869771,4072.060555,4084.781512,167.5107634,4072.994476,167.662364,1379491.01,16581400
org.apache.tools.ant.types.AbstractFileSet,1,0,0,0,0,0,0,0,0,50,55,123,25,30,918,0.001635637,20,3340.222897,367.0013579,370.3903346,194.5353438,188.0026509,3325.318631,3320.003765,3327.084159,50.24937811,222.6858774,0,196,926.0455778,249.9299902,3321.363609,3329.394089,923.043452,3320.376485,923.7182789,6938367.061,11022524
org.apache.tools.ant.TypeAdapter,0,0,0,0,0,0,0,0,0,5,7,5,6,1,5,1,5,4250.201525,382,393.6356183,254.4032233,236,4239.573681,4233.136544,4239.573681,100.9009415,254.4032233,0,,242.0562171,338.0236678,4233.005905,4246.474891,8.655154217,4234.065895,8.725975708,42360.00091,17918531
org.apache.tools.ant.taskdefs.Zip,1,0,0,0,0,0,0,0,0,38,31,169,3,28,2236,0.102315697,6,2037.931549,381.0010575,386.0116579,220.880058,212.0019006,2013.193483,2002.012238,2016.215514,62.39390996,246.9109151,0,86,2229.939285,251.4060461,2004.190976,2017.723717,2238.078039,2002.95981,2238.181536,13952809.18,4008082
org.apache.tools.ant.taskdefs.XSLTProcess,0,1,1,0,0,0,0,1,0,30,19,93,1,19,949,0.001017193,14,3310.083081,373.0013378,379.5115282,234.6827646,224.0022276,3296.619026,3289.038917,3297.817763,71.80529228,250.9601562,2,,959.4127532,286.0017482,3289.530805,3301.411516,950.9273956,3289.744823,951.2719821,7143216.063,10817675
org.apache.tools.ant.taskdefs.XSLTLoggerAware,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4254.546392,386,398.4934127,260.5417433,241,4243.848489,4237.136415,4243.848489,104.6756896,260.5417433,0,,246.0018025,344.3791515,4237.00006,4250.972359,1.222894049,4238.156439,1.248285164,8476.000082,17952415
org.apache.tools.ant.taskdefs.XSLTLogger,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,1,4254.546392,386,398.4934127,260.5417433,241,4243.848489,4237.144557,4243.791819,105.0047618,259.6170256,0,,246.002026,343.6800838,4237.000236,4250.915784,1.722729579,4238.156439,1.745460462,8476.000177,17952415
org.apache.tools.ant.taskdefs.XSLTLiaison2,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,4254.546392,386,398.4934127,260.5417433,241,4243.848489,4237.128509,4243.848489,104.3551628,260.5417433,0,,246.0018025,344.3791515,4237.00006,4250.972359,1.229316658,4238.156439,1.248285164,8476.000082,17952415
org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,0,3,2,3,2,0,4,1,1,4251.558773,386,398.0012563,259.7883754,241,4240.853334,4234.14466,4240.796623,103.1212878,258.8609665,0,,244.0326798,342.2513696,4234.000954,4247.810259,4.894122933,4235.110978,4.96342777,33891.00035,17927000
org.apache.tools.ant.taskdefs.XmlProperty,1,0,0,0,0,0,0,0,0,28,6,80,0,6,777,0.019786794,3,3482.237355,384.0012511,390.6916943,247.6953774,237.002027,3469.105072,3461.121495,3469.450245,77.62087348,252.4836628,0,215,793.1210975,294.0289101,3461.376701,3473.467144,778.6831935,3461.748835,779.1060999,5982203.05,11978688
org.apache.tools.ant.taskdefs.WhichResource,0,0,0,0,0,0,0,0,0,8,6,28,0,6,221,0.074453106,3,4035.312256,384.0011154,394.8670662,254.2302106,237.0018072,4023.985338,4017.104679,4024.282917,96.46242792,258.8976632,0,,310.7804206,326.3816784,4017.043584,4030.237462,221.8145129,4018.053384,221.9166013,1824383.013,16136508
org.apache.tools.ant.taskdefs.War,1,0,0,0,0,0,0,0,0,10,10,33,0,10,165,0.595130663,4,4090.967856,383.000214,393.4323322,249.7779013,233.0003518,4079.659054,4073.076724,4080.182962,93.40770846,258.1937257,0,16,269.9843497,323.0479841,4073.059665,4085.791111,166.5176172,4073.994232,166.6500931,1371348.01,16589543
org.apache.tools.ant.taskdefs.WaitFor,0,0,0,0,0,0,0,0,0,7,6,18,0,6,139,0.955013918,0,4117.228437,387.0000026,398.0175876,254.5937941,237.0000043,4105.845832,4099.102585,4106.137479,97.41663102,259.254701,0,,267.704281,333.1741286,4099.017332,4112.518207,139.5359703,4100.054878,139.6344753,1158861.008,16802030
org.apache.tools.ant.taskdefs.UpToDate,0,0,0,0,0,0,0,0,0,11,14,39,1,13,332,0.169443938,3,3924.830187,384.0008982,394.1788934,245.6867925,229.0015062,3912.707119,3906.061955,3913.427781,91.67878708,256.908544,0,,391.2353062,318.3472946,3906.091576,3918.951518,333.1419699,3907.013821,333.2409428,2703847.02,15257044
org.apache.tools.ant.taskdefs.Untar,1,0,0,0,0,0,0,0,0,4,8,26,0,8,125,0.972407232,1,4131.073105,386.000001,397.7587208,253.8523193,235.0000016,4119.707999,4113.08862,4120.113227,99.72462083,260.3459237,0,55,253.7426892,327.7270206,4113.036666,4126.036112,126.2401864,4114.120198,126.2595823,1043901.008,16916990
org.apache.tools.ant.taskdefs.Unpack,0,0,0,0,0,0,0,0,0,10,7,26,2,5,162,0.841752231,3,4094.048363,384.0000326,394.4058823,252.5787006,236.0000531,4082.826472,4076.110401,4083.059637,94.86832981,256.3201124,0,,273.8572274,326.2529693,4076.043546,4089.036195,163.1099294,4076.9935,163.2768655,1346894.01,16613997
org.apache.tools.ant.taskdefs.Typedef,1,0,0,0,0,0,0,0,0,1,3,2,2,1,4,1,0,4251.64968,387,399.4621384,259.6170256,240,4240.796623,4234.136512,4240.796623,104.6756896,259.6170256,0,38,245.0325464,342.9650128,4234.000535,4247.867818,4.524289354,4235.157258,4.551146398,33890.0003,17927001
org.apache.tools.ant.taskdefs.Tstamp,1,0,0,0,0,0,0,0,0,6,6,26,1,6,134,0.980211586,4,4121.832723,383.0000005,394.3665807,254.9607813,237.0000008,4110.837506,4104.10246,4111.070055,98.37174391,258.6832039,0,57,258.3061789,326.9892965,4104.039935,4117.005951,135.2433395,4105.07637,135.3198939,1117854.008,16843037
org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,4251.64968,387,399.4621384,261.4670151,242,4240.91028,4234.136512,4240.91028,104.6756896,261.4670151,0,,245.0307204,344.3675362,4234.000062,4247.981285,4.057563824,4235.157258,4.087488663,33890.00023,17927001
org.apache.tools.ant.taskdefs.Touch,1,0,0,0,0,0,0,0,0,8,10,39,0,10,330,0.75423069,3,3926.820597,384.0000786,394.8670662,250.505489,233.0001296,3914.939719,3908.079963,3915.485666,95.33624704,258.8976632,0,75,389.4938875,319.1049984,3908.086416,3921.006503,331.0701744,3909.082757,331.1183909,2688219.02,15272672
org.apache.tools.ant.taskdefs.TempFile,0,0,0,0,0,0,0,0,0,6,5,15,0,5,75,0.868376728,2,4180.764763,385.0000225,396.3092227,255.8906016,238.0000364,4169.797717,4163.108094,4170.027938,98.67117107,259.6150997,0,,243.7486383,335.2431953,4163.011655,4176.476625,75.66439205,4164.061119,75.76169208,630090.0045,17330801
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,10,0,1,67,0.989860664,1,4188.822866,386.0000001,398.0012563,260.7163209,242.0000002,4178.014481,4171.138574,4178.014481,102.7861858,260.7163209,0,,246.2275354,338.7226004,4171.004867,4184.731055,67.29223218,4172.127755,67.3539322,563413.004,17397478
org.apache.tools.ant.taskdefs.Taskdef,1,0,0,0,0,0,0,0,0,2,2,8,0,2,37,0.989821949,0,4218.787741,387.0000001,399.2154807,260.1634102,241.0000002,4207.907081,4201.12961,4207.964472,103.406963,261.0900228,0,45,241.8204615,340.124977,4201.002939,4214.746256,37.33107748,4202.142906,37.36860432,312251.0022,17648640
org.apache.tools.ant.taskdefs.Tar,1,0,0,0,0,0,0,0,0,12,17,87,0,17,687,0.781956415,3,3571.702255,384.0000619,393.9543121,242.5283489,226.0001052,3558.184509,3551.045621,3559.236575,89.82204629,257.503398,0,74,703.9771286,290.1103238,3551.425661,3562.831037,689.2793911,3552.09023,689.2859204,5351130.044,12609761
org.apache.tools.ant.taskdefs.Sync,0,0,0,0,0,0,0,0,0,15,8,49,1,8,463,0.155125899,14,3793.382923,373.0009569,382.5624132,249.89998,235.0015187,3782.307497,3775.096555,3782.685025,89.18520057,255.5503864,0,,502.7377147,311.9054344,3775.14589,3787.863514,464.2198354,3775.956832,464.410229,3710068.029,14250823
