"Class Name","HastTest","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.types.FilterSetCollection","0","0","0","0","0","0","0","0","5","6","13","5","1","69","0.959803913174829","3","4186.64747","384","395.57679","255.33116","237","4175.73107","4169.13864","4175.73107","100.90094","255.33116","0",""
"org.apache.tools.ant.types.FilterSet","1","0","0","0","0","0","0","0","20","11","71","7","6","698","0.604606359182037","5","3560.55108","382.0002","390.28707","245.40579","232.00034","3547.59411","3540.11878","3547.79157","85.09407","248.24383","0","118"
"org.apache.tools.ant.types.FilterChain","0","0","0","0","0","0","0","0","25","32","38","5","27","189","0.862162259366539","1","4067.3575","386.00002","393.21877","223.93303","211.00005","4054.49405","4049.0079","4055.93023","75.42546","248.58399","0",""
"org.apache.tools.ant.types.FileSet","1","0","0","0","0","0","0","0","3","32","9","28","4","23","0.204194770537024","13","4231.56011","374.00085","386.37417","232.22834","211.0015","4220.27795","4215.114","4220.42901","101.8332","234.95744","0","8"
"org.apache.tools.ant.types.FileList","1","0","0","0","0","0","0","0","8","11","33","6","5","181","0.414587503438375","2","4075.22686","385.00045","395.83961","249.57564","232.00074","4063.62806","4057.11092","4063.85839","96.76776","253.29824","0","99"
"org.apache.tools.ant.types.Environment","0","0","0","0","0","0","0","0","3","7","9","5","2","47","0.974671613230881","6","4208.28255","381","393.15391","255.15681","236","4197.63946","4191.12992","4197.6958","102.45975","256.08202","0",""
"org.apache.tools.ant.types.EnumeratedAttribute","1","0","0","0","0","0","0","0","8","59","14","58","1","87","0.977248135249384","61","4163.78157","326","338.73293","205.71825","184","4155.07605","4151.13924","4155.07605","98.08159999999999","205.71825","0","51"
"org.apache.tools.ant.types.DTDLocation","0","0","0","0","0","0","0","0","1","1","2","0","1","4","1","0","4251.64968","387","399.46214","261.46702","242","4240.91028","4234.13651","4240.91028","104.67569","261.46702","0",""
"org.apache.tools.ant.types.DirSet","1","0","0","0","0","0","0","0","3","9","9","5","4","23","0.206803372666869","3","4232.45567","384.00082","396.06186","253.30811","234.00134","4221.49038","4215.114","4221.65773","101.8332","256.08202","0","32"
"org.apache.tools.ant.types.Description","1","0","0","0","0","0","0","0","5","9","24","1","9","137","0.974998220856367","2","4119.03217","385","396.5476","252.54901","234","4107.67051","4101.08242","4108.07522","98.49365","259.04826","0","25"
"org.apache.tools.ant.types.DataType","0","0","0","0","0","0","0","0","15","24","29","20","4","169","0.892928993695283","23","4085.24871","364.00002","373.79272","234.91701","219.00003","4074.8892","4069.11809","4075.05153","90.47651999999999","237.71622","0",""
"org.apache.tools.ant.types.CommandlineJava","1","0","0","0","0","0","0","0","35","12","79","2","11","487","0.0037512392693072","16","3769.30259","371.00134","376.65103","239.97083","231.00215","3758.10617","3751.07678","3758.67011","69.28925","248.64634","0","120"
"org.apache.tools.ant.types.Commandline","1","0","0","0","0","0","0","0","30","31","65","29","4","634","0.612501566300813","75","3617.47979","312.00024","319.75616","223.2577","212.00035","3610.22991","3604.13332","3610.28877","76.55717","224.20749","0","91"
"org.apache.tools.ant.types.Assertions","1","0","0","0","0","0","0","0","12","11","38","2","10","224","0.839529484532235","14","4031.29322","373.00003","383.24013","248.129","232.00006","4020.69894","4014.07785","4021.16849","91.48224","255.62472","0","51"
"org.apache.tools.ant.types.AntFilterReader","0","0","0","0","0","0","0","0","10","9","31","2","7","166","0.116941733081898","1","4090.25427","386.00101","396.35338","250.71099","234.00167","4078.71794","4072.09627","4079.06656","94.25497","256.32011","0",""
"org.apache.tools.ant.types.AbstractFileSet","1","0","0","0","0","0","0","0","50","55","123","25","30","918","0.00163563729731931","20","3340.2229","367.00136","370.39033","194.53534","188.00265","3325.31863","3320.00377","3327.08416","50.24938","222.68588","0","196"
"org.apache.tools.ant.TypeAdapter","0","0","0","0","0","0","0","0","5","7","5","6","1","5","1","5","4250.20152","382","393.63562","254.40322","236","4239.57368","4233.13654","4239.57368","100.90094","254.40322","0",""
"org.apache.tools.ant.taskdefs.Zip","1","0","0","0","0","0","0","0","38","31","169","3","28","2236","0.102315696574298","6","2037.93155","381.00106","386.01166","220.88006","212.0019","2013.19348","2002.01224","2016.21551","62.39391","246.91092","0","86"
"org.apache.tools.ant.taskdefs.XSLTProcess","0","1","0","0","0","0","1","0","30","19","93","1","19","949","0.00101719264433294","14","3310.08308","373.00134","379.51153","234.68276","224.00223","3296.61903","3289.03892","3297.81776","71.80529","250.96016","2",""
"org.apache.tools.ant.taskdefs.XSLTLoggerAware","0","0","0","0","0","0","0","0","1","2","1","1","1","1","1","1","4254.54639","386","398.49341","260.54174","241","4243.84849","4237.13642","4243.84849","104.67569","260.54174","0",""
"org.apache.tools.ant.taskdefs.XSLTLogger","0","0","0","0","0","0","0","0","1","2","1","2","0","1","1","1","4254.54639","386","398.49341","260.54174","241","4243.84849","4237.14456","4243.79182","105.00476","259.61703","0",""
"org.apache.tools.ant.taskdefs.XSLTLiaison2","0","0","0","0","0","0","0","0","1","2","1","1","2","1","1","1","4254.54639","386","398.49341","260.54174","241","4243.84849","4237.12851","4243.84849","104.35516","260.54174","0",""
"org.apache.tools.ant.taskdefs.XSLTLiaison","0","0","0","0","0","0","0","0","3","2","3","2","0","4","1","1","4251.55877","386","398.00126","259.78838","241","4240.85333","4234.14466","4240.79662","103.12129","258.86097","0",""
"org.apache.tools.ant.taskdefs.XmlProperty","1","0","0","0","0","0","0","0","28","6","80","0","6","777","0.0197867937248334","3","3482.23736","384.00125","390.69169","247.69538","237.00203","3469.10507","3461.12149","3469.45024","77.62087","252.48366","0","215"
"org.apache.tools.ant.taskdefs.WhichResource","0","0","0","0","0","0","0","0","8","6","28","0","6","221","0.0744531056068917","3","4035.31226","384.00112","394.86707","254.23021","237.00181","4023.98534","4017.10468","4024.28292","96.46243","258.89766","0",""
"org.apache.tools.ant.taskdefs.War","1","0","0","0","0","0","0","0","10","10","33","0","10","165","0.5951306625031429","4","4090.96786","383.00021","393.43233","249.7779","233.00035","4079.65905","4073.07672","4080.18296","93.40770999999999","258.19373","0","16"
"org.apache.tools.ant.taskdefs.WaitFor","0","0","0","0","0","0","0","0","7","6","18","0","6","139","0.955013917848399","0","4117.22844","387","398.01759","254.59379","237","4105.84583","4099.10258","4106.13748","97.41663","259.2547","0",""
"org.apache.tools.ant.taskdefs.UpToDate","0","0","0","0","0","0","0","0","11","14","39","1","13","332","0.169443938041207","3","3924.83019","384.0009","394.17889","245.68679","229.00151","3912.70712","3906.06196","3913.42778","91.67879000000001","256.90854","0",""
"org.apache.tools.ant.taskdefs.Untar","1","0","0","0","0","0","0","0","4","8","26","0","8","125","0.972407231527965","1","4131.07311","386","397.75872","253.85232","235","4119.708","4113.08862","4120.11323","99.72462","260.34592","0","55"
"org.apache.tools.ant.taskdefs.Unpack","0","0","0","0","0","0","0","0","10","7","26","2","5","162","0.841752231351188","3","4094.04836","384.00003","394.40588","252.5787","236.00005","4082.82647","4076.1104","4083.05964","94.86833","256.32011","0",""
"org.apache.tools.ant.taskdefs.Typedef","1","0","0","0","0","0","0","0","1","3","2","2","1","4","1","0","4251.64968","387","399.46214","259.61703","240","4240.79662","4234.13651","4240.79662","104.67569","259.61703","0","38"
"org.apache.tools.ant.taskdefs.Tstamp","1","0","0","0","0","0","0","0","6","6","26","1","6","134","0.980211586079142","4","4121.83272","383","394.36658","254.96078","237","4110.83751","4104.10246","4111.07006","98.37174","258.6832","0","57"
"org.apache.tools.ant.taskdefs.Transform","0","0","0","0","0","0","0","0","1","1","2","0","1","4","1","0","4251.64968","387","399.46214","261.46702","242","4240.91028","4234.13651","4240.91028","104.67569","261.46702","0",""
"org.apache.tools.ant.taskdefs.Touch","1","0","0","0","0","0","0","0","8","10","39","0","10","330","0.754230689872206","3","3926.8206","384.00008","394.86707","250.50549","233.00013","3914.93972","3908.07996","3915.48567","95.33625000000001","258.89766","0","75"
"org.apache.tools.ant.taskdefs.TempFile","0","0","0","0","0","0","0","0","6","5","15","0","5","75","0.868376728038448","2","4180.76476","385.00002","396.30922","255.8906","238.00004","4169.79772","4163.10809","4170.02794","98.67117","259.6151","0",""
"org.apache.tools.ant.taskdefs.TaskOutputStream","0","0","0","0","0","0","0","0","3","1","10","0","1","67","0.989860664238944","1","4188.82287","386","398.00126","260.71632","242","4178.01448","4171.13857","4178.01448","102.78619","260.71632","0",""
"org.apache.tools.ant.taskdefs.Taskdef","1","0","0","0","0","0","0","0","2","2","8","0","2","37","0.9898219491878379","0","4218.78774","387","399.21548","260.16341","241","4207.90708","4201.12961","4207.96447","103.40696","261.09002","0","45"
"org.apache.tools.ant.taskdefs.Tar","1","0","0","0","0","0","0","0","12","17","87","0","17","687","0.781956415082776","3","3571.70226","384.00006","393.95431","242.52835","226.00011","3558.18451","3551.04562","3559.23658","89.82205","257.5034","0","74"
"org.apache.tools.ant.taskdefs.Sync","0","0","0","0","0","0","0","0","15","8","49","1","8","463","0.155125898925379","14","3793.38292","373.00096","382.56241","249.89998","235.00152","3782.3075","3775.09656","3782.68503","89.18519999999999","255.55039","0",""
"org.apache.tools.ant.taskdefs.SubAnt","1","0","0","0","0","0","0","0","23","15","88","0","15","541","0.0233620618107369","1","3717.09631","386.00124","393.60513","240.6512","228.00209","3704.02389","3697.0541","3704.91201","79.55501","253.95472","0","75"
"org.apache.tools.ant.taskdefs.StreamPumper","0","0","0","0","0","0","0","0","5","1","11","1","0","153","0.9351407295127629","5","4102.82208","382.00001","393.63562","259.97885","242.00001","4092.1619","4085.14994","4092.10288","101.24228","259.04826","0",""
"org.apache.tools.ant.taskdefs.SQLExec","1","2","0","0","0","2","0","0","20","13","97","1","13","895","0.739847287998199","4","3364.8682","383.00009","391.26589","243.51591","230.00015","3350.90271","3343.07239","3351.6757","82.96987","253.93109","6","132"
"org.apache.tools.ant.taskdefs.Sleep","1","0","0","0","0","0","0","0","10","2","20","0","2","132","0.941648063589401","3","4123.91707","384","394.40588","257.25668","241.00001","4113.06662","4106.13261","4113.12533","95.85927","258.19373","0","66"
"org.apache.tools.ant.taskdefs.SignJar","1","0","0","0","0","0","0","0","19","10","61","0","10","504","0.442218719971044","3","3753.69311","384.00041","392.45","246.67793","233.00067","3741.26249","3734.08369","3741.83378","84.77028","255.196","0","28"
"org.apache.tools.ant.taskdefs.Sequential","0","0","0","0","0","0","0","0","3","3","10","0","3","32","0.984745939192003","2","4223.5839","385","397.03148","258.86097","240","4212.8418","4206.12173","4212.95621","102.14206","260.71632","0",""
"org.apache.tools.ant.taskdefs.SendEmail","0","0","0","0","0","0","0","0","2","1","5","0","1","10","0.994897959183673","0","4245.67462","387","399.21548","261.09002","242","4234.92007","4228.13671","4234.92007","103.73042","261.09002","0",""
"org.apache.tools.ant.taskdefs.rmic.WLRmic","0","0","0","0","0","0","0","0","5","11","23","1","10","130","0.07778871537037201","0","4126.18868","387.0011","398.48965","250.69703","232.00183","4114.5459","4108.07607","4115.06318","98.23441","259.04826","0",""
"org.apache.tools.ant.taskdefs.rmic.SunRmic","0","0","0","0","0","0","0","0","3","8","22","1","7","152","0.0777887337322594","0","4104.28617","387.0011","398.97118","254.23218","235.00181","4092.75225","4086.09594","4093.10115","100.96039","259.78838","0",""
"org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory","0","0","0","0","0","0","0","0","3","7","14","1","6","88","0.98576955160235","2","4167.82017","385","397.03148","255.15681","236","4156.70495","4150.10132","4156.99182","101.24228","259.78838","0",""
"org.apache.tools.ant.taskdefs.rmic.RmicAdapter","0","0","0","0","0","0","0","0","4","6","4","3","4","4","1","1","4251.55877","386","397.75872","255.70491","237","4240.6279","4234.11348","4240.74015","100.88112","257.5597","0",""
"org.apache.tools.ant.taskdefs.rmic.KaffeRmic","0","0","0","0","0","0","0","0","3","7","19","1","6","93","0.0176195997521701","1","4162.93418","386.00125","398.00126","255.15681","236.00204","4151.71302","4145.10145","4152.00024","101.24228","259.78838","0",""
"org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter","0","0","0","0","0","0","0","0","16","15","56","4","12","372","9.86112555119028E-5","5","3884.82689","382.00131","391.12658","242.98148","228.00219","3872.71739","3866.06842","3873.31899","87.09191","252.38859","0",""
"org.apache.tools.ant.taskdefs.Rmic","1","0","0","0","0","0","0","0","48","25","109","7","20","819","0.018787736758803","6","3440.16308","381.00126","384.53218","224.11604","218.00221","3425.94294","3419.0329","3427.06668","54.12024","240.68444","0","54"
"org.apache.tools.ant.taskdefs.Replace","1","0","0","0","0","0","0","0","22","9","90","2","9","826","0.844476158891335","3","3433.54045","384.00003","391.8418","246.65766","234.00005","3420.01462","3412.09906","3420.43038","82.21922000000001","252.35689","0","67"
"org.apache.tools.ant.taskdefs.Rename","1","0","0","0","0","0","0","0","5","5","19","0","5","100","0.9438460949602629","2","4155.87163","385","396.5476","256.25963","238.00001","4144.83872","4138.10875","4145.07033","99.62429","259.97885","0","20"
"org.apache.tools.ant.taskdefs.Redirector","0","0","0","0","0","0","0","0","21","13","52","2","11","522","0.664691110996106","7","3735.37896","380.00015","388.12498","243.18923","230.00024","3723.11106","3716.0775","3723.7422","82.56513","252.66777","0",""
"org.apache.tools.ant.taskdefs.RecorderEntry","0","0","0","0","0","0","0","0","16","6","36","1","5","366","0.6443823824627249","2","3891.09355","385.00016","394.0571","251.44582","237.00027","3879.24645","3872.11622","3879.49288","89.19641","255.21951","0",""
"org.apache.tools.ant.taskdefs.Recorder","0","0","0","0","0","0","0","0","9","9","34","0","9","214","0.9175643812852921","3","4042.28054","384.00001","394.63527","251.0717","234.00001","4030.79794","4024.084","4031.27027","94.64143","258.544","0",""
"org.apache.tools.ant.taskdefs.PumpStreamHandler","0","0","0","0","0","0","0","0","15","8","23","6","2","170","0.916710658507752","11","4085.33964","376.00001","385.488","249.89998","235.00001","4074.78208","4068.13385","4074.83987","91.18114","250.84059","0",""
"org.apache.tools.ant.taskdefs.Property","1","0","0","0","0","0","0","0","35","14","90","4","10","815","0.0726649855328344","6","3444.1385","381.00113","386.50485","238.04621","229.00188","3430.65154","3423.09129","3431.26405","69.64194000000001","246.71644","0","69"
"org.apache.tools.ant.taskdefs.ProcessDestroyer","1","1","0","0","0","0","1","0","8","2","33","2","1","269","0.96720121848199","3","3987.5327","384","394.86707","257.96318","241","3976.3101","3969.14563","3976.24961","98.08159999999999","257.02918","2","41"
"org.apache.tools.ant.taskdefs.PreSetDef","1","1","0","0","0","1","0","0","4","11","19","0","11","102","0.116491365725834","0","4154.06608","387.00101","398.72923","251.07768","232.00168","4142.50166","4136.06963","4143.07374","98.95453999999999","260.34592","3","55"
"org.apache.tools.ant.taskdefs.PathConvert","1","0","0","0","0","0","0","0","16","13","48","1","13","485","0.147032876775088","3","3772.59394","384.00095","393.08014","244.85914","230.00158","3760.04109","3753.06448","3760.72998","86.83317","255.21951","0","24"
"org.apache.tools.ant.taskdefs.Patch","0","0","0","0","0","0","0","0","11","11","38","0","11","250","0.76068519215805","2","4006.54078","385.00007","395.15313","248.48541","232.00012","3994.74254","3988.07222","3995.33578","92.17917","257.84685","0",""
"org.apache.tools.ant.taskdefs.Parallel","1","0","0","0","0","0","0","0","19","8","52","2","8","523","0.890293734071133","3","3734.7933","384.00002","392.45","248.5679","235.00003","3722.42528","3715.09811","3722.74428","85.3815","253.30022","0","83"
"org.apache.tools.ant.taskdefs.Pack","0","0","0","0","0","0","0","0","9","5","24","2","3","169","0.940513872967582","5","4086.89185","382","392.68944","254.80385","238.00001","4075.95449","4069.12583","4076.07176","96.46243","256.67294","0",""
"org.apache.tools.ant.taskdefs.Move","1","0","0","0","0","0","0","0","7","9","50","0","9","686","0.82049213576674","2","3572.80408","385.00004","396.07323","251.80349","234.00007","3559.69943","3552.09516","3560.23426","96.56604","259.2547","0","79"
"org.apache.tools.ant.taskdefs.Mkdir","1","0","0","0","0","0","0","0","4","3","17","0","3","99","0.967485473269348","4","4156.68257","383","394.84807","258.48791","240","4145.95236","4139.1237","4146.06862","101.19289","260.34592","0","23"
"org.apache.tools.ant.taskdefs.MatchingTask","0","0","0","0","0","0","0","0","42","39","96","11","28","328","0.0160464859274661","46","3924.84153","341.00142","345.89738","212.08489","204.00237","3915.31812","3910.00627","3916.81771","58.42089","238.17011","0",""
"org.apache.tools.ant.taskdefs.ManifestTask","0","0","0","0","0","0","0","0","7","9","36","0","9","250","0.7857577125427661","2","4006.54078","385.00006","396.07323","251.80349","234.0001","3994.8592","3988.08475","3995.33578","96.56604","259.2547","0",""
"org.apache.tools.ant.taskdefs.ManifestException","0","0","0","0","0","0","0","0","1","6","2","6","0","5","0.994897959183673","2","4250.47221","385","397.52484","256.84626","237","4239.62946","4233.14469","4239.57368","105.00476","255.92382","0",""
"org.apache.tools.ant.taskdefs.Manifest","1","0","0","0","0","0","0","0","17","8","74","3","5","599","0.694877451741293","4","3659.09962","383.00012","391.89029","249.2268","235.0002","3646.58004","3639.12366","3646.84","88.25530999999999","253.00198","0","171"
"org.apache.tools.ant.taskdefs.MacroInstance","0","3","0","0","0","2","1","0","8","15","77","1","14","585","0.150141165844931","2","3673.23209","385.00094","395.83961","245.86175","228.00158","3660.10833","3653.06036","3660.94114","94.36631","257.96318","8",""
"org.apache.tools.ant.taskdefs.MacroDef","1","2","0","0","0","1","1","0","17","15","62","4","14","416","0.466467205297856","6","3840.94324","381.00037","389.93589","242.63759","228.00062","3828.79459","3822.05769","3829.40309","85.61542","252.05753","5","98"
"org.apache.tools.ant.taskdefs.LogStreamHandler","0","0","0","0","0","0","0","0","2","7","9","3","4","31","0.968780355196336","23","4222.71773","364","376.96154","255.53865","236","4213.61424","4207.11421","4213.78334","102.78619","258.31183","0",""
"org.apache.tools.ant.taskdefs.LogOutputStream","0","0","0","0","0","0","0","0","9","10","18","9","1","160","0.889298775651826","15","4094.93199","372.00002","382.96867","250.13996","233.00003","4084.6509","4078.14173","4084.6509","97.14422","250.13996","0",""
"org.apache.tools.ant.taskdefs.LoadProperties","1","0","0","0","0","0","0","0","5","8","41","0","8","230","0.114852736175929","1","4026.54442","386.00101","397.51855","253.47584","235.00167","4014.88344","4008.09094","4015.29924","98.76233999999999","259.97885","0","19"
"org.apache.tools.ant.taskdefs.LoadFile","1","0","0","0","0","0","0","0","7","7","38","0","7","262","0.92853647875349","0","3994.78973","387.00001","398.01759","253.66316","236.00001","3982.99787","3976.09859","3983.35788","97.12363000000001","259.2547","0","67"
"org.apache.tools.ant.taskdefs.KeySubst","0","0","0","0","0","0","0","0","8","2","39","0","2","308","0.893379122645105","3","3948.71574","384.00001","394.86707","257.96318","241.00002","3937.38251","3930.13855","3937.44384","97.73945000000001","258.89766","0",""
"org.apache.tools.ant.taskdefs.JikesOutputParser","0","0","0","0","0","0","0","0","12","3","22","1","2","156","0.91131034271166","1","4100.20975","386.00001","395.90403","255.62472","240.00002","4089.04928","4082.13339","4089.10809","93.98403999999999","256.56383","0",""
"org.apache.tools.ant.taskdefs.Jikes","0","0","0","0","0","0","0","0","2","5","30","0","5","189","0.949213869221157","0","4067.45252","387","399.21548","257.38687","238.00001","4055.98878","4049.11114","4056.22546","102.48902","261.09002","0",""
"org.apache.tools.ant.taskdefs.JDBCTask","0","0","0","0","0","0","0","0","26","9","56","1","8","537","0.113227659072132","2","3720.97111","385.00102","392.04719","245.42209","234.00168","3708.39008","3701.09849","3708.83836","78.77182000000001","252.10514","0",""
"org.apache.tools.ant.taskdefs.Javadoc","0","1","0","0","0","0","1","0","85","35","227","7","35","2412","1.21198983573946E-5","3","1865.93998","384.0013","384.29286","208.54016","208.0024","1837.80848","1826","1841.05975","15","235.47824","2",""
"org.apache.tools.ant.taskdefs.Javac","1","0","0","0","0","0","0","0","75","27","121","11","18","918","2.85446494811404E-5","9","3341.44939","378.00132","378.82582","217.44195","216.00231","3327.01909","3320.04352","3328.02659","30.23243","232.34888","0","135"
"org.apache.tools.ant.taskdefs.Java","1","2","0","0","0","1","1","0","48","22","151","0","22","1000","0.004026094151776","25","3258.17249","362.00137","365.71574","227.03524","221.00224","3245.53308","3238.0261","3247.03064","53.60037","247.52374","5","206"
"org.apache.tools.ant.taskdefs.Jar","1","0","0","0","0","0","0","0","23","15","99","2","13","1007","0.348014201807175","4","3253.62106","383.00055","390.66354","240.6512","228.00093","3239.03458","3231.0749","3239.90139","80.08121","252.0496","0","195"
"org.apache.tools.ant.taskdefs.Input","1","0","0","0","0","0","0","0","7","8","25","0","8","141","0.781111111095098","2","4115.0497","385.00006","396.07323","252.73306","235.0001","4103.73415","4097.08897","4104.14096","96.84007","259.2547","0","43"
"org.apache.tools.ant.taskdefs.ImportTask","0","2","0","0","1","1","0","0","6","8","32","0","8","194","0.83118915967222","0","4062.47523","387.00004","398.25243","253.10275","235.00006","4050.82226","4044.09013","4051.23438","97.80082","259.6151","7",""
"org.apache.tools.ant.taskdefs.GZip","1","0","0","0","0","0","0","0","2","4","13","0","4","56","0.990814309142024","0","4199.86821","387","399.21548","258.31183","239","4188.82382","4182.1149","4188.99606","102.78619","261.09002","0","38"
"org.apache.tools.ant.taskdefs.GUnzip","1","0","0","0","0","0","0","0","3","4","21","0","4","144","0.980346498818314","0","4112.2506","387","398.97118","257.9341","239","4100.97025","4094.11737","4101.14618","101.8332","260.71632","0","29"
"org.apache.tools.ant.taskdefs.Get","1","0","0","0","0","0","0","0","10","7","57","0","7","518","0.845463710715185","4","3739.66429","383.00003","393.43233","252.5787","236.00005","3727.4785","3720.10537","3727.86319","94.25497","258.19373","0","35"
"org.apache.tools.ant.taskdefs.GenerateKey","0","0","0","0","0","0","0","0","14","8","34","0","8","404","0.0112458057876107","2","3853.28185","385.00127","394.48828","250.24188","235.00208","3841.19526","3834.09507","3841.62986","90.13878","256.82679","0",""
"org.apache.tools.ant.taskdefs.FixCRLF","1","0","0","0","0","0","0","0","18","12","84","1","12","1202","0.143869002202608","4","3060.06291","383.00096","391.67972","245.12242","231.00159","3044.77536","3036.08712","3045.55036","85.16455000000001","254.56826","0","143"
"org.apache.tools.ant.taskdefs.Filter","1","0","0","0","0","0","0","0","6","6","18","0","6","95","0.8904291287999599","3","4160.75774","384.00002","395.33783","254.96078","237.00003","4149.77325","4143.1015","4150.06181","98.37174","259.6151","0","70"
"org.apache.tools.ant.taskdefs.Expand","0","0","0","0","0","0","0","0","10","14","61","1","13","543","0.848270118222579","3","3714.89986","384.00003","394.40588","246.05081","229.00005","3702.08941","3695.06549","3702.85106","92.64988","257.25668","0",""
"org.apache.tools.ant.taskdefs.Exit","0","0","0","0","0","0","0","0","8","4","18","0","4","172","0.856338699026943","3","4084.09256","384.00003","394.86707","256.09569","239.00004","4073.01817","4066.11817","4073.19531","97.08244000000001","258.89766","0",""
"org.apache.tools.ant.taskdefs.ExecuteWatchdog","1","0","0","0","0","0","0","0","9","8","23","5","3","148","0.923585157398254","5","4107.80038","382.00001","392.68944","252.00397","235.00001","4096.74566","4090.12518","4096.86087","96.46243","253.87005","0","97"
"org.apache.tools.ant.taskdefs.ExecuteStreamHandler","0","0","0","0","0","0","0","0","5","13","5","13","0","5","1","2","4250.47221","385","396.5476","248.84734","230","4239.24392","4233.14469","4239.18978","101.24228","247.92338","0",""
"org.apache.tools.ant.taskdefs.ExecuteOn","1","0","0","0","0","0","0","0","23","22","77","2","20","1164","0.119532956841821","7","3097.39826","380.00102","387.72284","234.02991","221.00175","3081.93397","3074.0366","3083.35467","78.44743","252.0496","0","490"
"org.apache.tools.ant.taskdefs.ExecuteJava","1","0","0","0","0","0","0","0","11","11","54","1","10","437","0.21586640597228","6","3820.04738","381.00081","391.25695","248.48541","232.00133","3808.07366","3801.08221","3808.63256","92.44458","256.90854","0","57"
"org.apache.tools.ant.taskdefs.Execute","0","2","0","1","0","1","0","0","30","34","111","14","22","1004","0.577785717662794","52","3251.30451","335.00027","342.2353","220.41098","209.00043","3240.74636","3234.02613","3242.02714","71.19691","238.50367","8",""
"org.apache.tools.ant.taskdefs.ExecTask","1","0","0","0","0","0","0","0","36","19","106","4","15","712","0.291954327238833","15","3545.56907","372.00067","377.46523","232.96352","224.00112","3533.10798","3526.05672","3534.0232","67.05222000000001","246.45486","0","377"
"org.apache.tools.ant.taskdefs.Exec","0","0","0","0","0","0","0","0","10","6","44","1","6","367","0.678041932841624","4","3889.90103","383.00014","393.43233","253.51331","237.00022","3878.24832","3871.10863","3878.49481","94.55686","257.25668","0",""
"org.apache.tools.ant.taskdefs.email.UUMailer","0","0","0","0","0","0","0","0","2","4","15","0","4","59","0.997448979591836","0","4196.88098","387","399.21548","258.31183","239","4185.82871","4179.11498","4186.00108","102.78619","261.09002","0",""
"org.apache.tools.ant.taskdefs.email.PlainMailer","0","0","0","0","0","0","0","0","3","7","40","2","5","237","0.992856134162849","0","4019.67287","387","398.97118","255.15681","236","4007.95422","4001.11247","4008.19174","101.53325","258.86097","0",""
"org.apache.tools.ant.taskdefs.email.Message","0","0","0","0","0","0","0","0","11","6","26","4","2","181","0.912480085480847","5","4074.94454","382.00001","392.2308","253.16003","237.00002","4063.91658","4057.13421","4063.97502","94.92102","254.09644","0",""
"org.apache.tools.ant.taskdefs.email.Mailer","0","0","0","0","0","0","0","0","18","8","20","3","5","134","0.9072422300581851","4","4121.83272","383.00001","391.67972","248.89556","235.00002","4110.72269","4104.10965","4110.9533","87.31552000000001","252.67568","0",""
"org.apache.tools.ant.taskdefs.email.EmailTask","1","0","0","0","0","0","0","0","30","14","89","1","13","844","0.146424833616872","2","3415.76653","385.00095","391.3119","239.45981","229.00159","3401.71677","3394.0713","3402.54566","73.37575","250.96016","0","14"
"org.apache.tools.ant.taskdefs.email.EmailAddress","1","0","0","0","0","0","0","0","8","4","15","4","0","286","0.827116549789751","5","3970.41912","382.00004","392.92238","256.09569","239.00006","3959.22025","3952.15498","3959.16001","98.43272","255.16269","0","59"
"org.apache.tools.ant.taskdefs.Echo","1","0","0","0","0","0","0","0","7","7","23","0","7","145","0.888812192326109","2","4111.06726","385.00002","396.07323","253.66316","236.00003","4099.79817","4093.09577","4100.14792","97.12363000000001","259.2547","0","23"
"org.apache.tools.ant.taskdefs.Ear","0","0","0","0","0","0","0","0","8","10","31","0","10","149","0.60432959925351","4","4106.89786","383.0002","393.89466","250.50549","233.00034","4095.63304","4089.07642","4096.1549","95.33625000000001","258.89766","0",""
"org.apache.tools.ant.taskdefs.Dirname","1","0","0","0","0","0","0","0","4","5","10","0","5","48","0.945804629703295","2","4207.65077","385","396.78836","256.63203","238.00001","4196.75398","4190.1074","4196.98273","100.57833","260.34592","0","34"
"org.apache.tools.ant.taskdefs.DependSet","1","1","0","0","0","0","1","0","6","10","33","0","10","511","0.940544505190005","2","3746.83253","385","396.30922","251.24689","233.00001","3734.2761","3727.08385","3734.84846","97.26767","259.6151","2","30"
"org.apache.tools.ant.taskdefs.Deltree","1","0","0","0","0","0","0","0","4","3","18","0","3","152","0.95440632693031","3","4104.00439","384","395.81814","258.48791","240","4093.04239","4086.1253","4093.16015","101.19289","260.34592","0","14"
"org.apache.tools.ant.taskdefs.Delete","1","0","0","0","0","0","0","0","41","28","98","0","28","890","0.610050995552033","6","3369.60903","381.0002","385.54118","222.94842","215.00035","3354.89627","3348.00732","3356.73472","59.4138","249.08834","0","20"
"org.apache.tools.ant.taskdefs.Definer","0","1","0","0","0","0","1","0","22","17","73","4","15","618","0.765570299780221","5","3640.09945","382.00007","389.88203","239.08158","226.00012","3627.04784","3620.05525","3627.81532","80.52329","250.45558","2",""
