Class Name,HastTest,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.types.AbstractFileSet,1,0,0,0,0,0,0,0,0,50,55,123,25,30,918,0.001635637,20,3340.223,367.001,370.39,194.535,188.003,3325.319,3320.004,3327.084,50.249,222.686,0,196
org.apache.tools.ant.TypeAdapter,0,0,0,0,0,0,0,0,0,5,7,5,6,1,5,1,5,4250.202,382,393.636,254.403,236,4239.574,4233.137,4239.574,100.901,254.403,0,
org.apache.tools.ant.taskdefs.Zip,1,0,0,0,0,0,0,0,0,38,31,169,3,28,2236,0.102315697,6,2037.932,381.001,386.012,220.88,212.002,2013.193,2002.012,2016.216,62.394,246.911,0,86
org.apache.tools.ant.taskdefs.XSLTProcess,0,1,1,0,0,0,0,1,0,30,19,93,1,19,949,0.001017193,14,3310.083,373.001,379.512,234.683,224.002,3296.619,3289.039,3297.818,71.805,250.96,2,
org.apache.tools.ant.taskdefs.XSLTLoggerAware,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4254.546,386,398.493,260.542,241,4243.848,4237.136,4243.848,104.676,260.542,0,
org.apache.tools.ant.taskdefs.XSLTLogger,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,1,4254.546,386,398.493,260.542,241,4243.848,4237.145,4243.792,105.005,259.617,0,
org.apache.tools.ant.taskdefs.XSLTLiaison2,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,4254.546,386,398.493,260.542,241,4243.848,4237.129,4243.848,104.355,260.542,0,
org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,0,3,2,3,2,0,4,1,1,4251.559,386,398.001,259.788,241,4240.853,4234.145,4240.797,103.121,258.861,0,
org.apache.tools.ant.taskdefs.XmlProperty,1,0,0,0,0,0,0,0,0,28,6,80,0,6,777,0.019786794,3,3482.237,384.001,390.692,247.695,237.002,3469.105,3461.121,3469.45,77.621,252.484,0,215
org.apache.tools.ant.taskdefs.WhichResource,0,0,0,0,0,0,0,0,0,8,6,28,0,6,221,0.074453106,3,4035.312,384.001,394.867,254.23,237.002,4023.985,4017.105,4024.283,96.462,258.898,0,
org.apache.tools.ant.taskdefs.War,1,0,0,0,0,0,0,0,0,10,10,33,0,10,165,0.595130663,4,4090.968,383,393.432,249.778,233,4079.659,4073.077,4080.183,93.408,258.194,0,16
org.apache.tools.ant.taskdefs.WaitFor,0,0,0,0,0,0,0,0,0,7,6,18,0,6,139,0.955013918,0,4117.228,387,398.018,254.594,237,4105.846,4099.103,4106.137,97.417,259.255,0,
org.apache.tools.ant.taskdefs.UpToDate,0,0,0,0,0,0,0,0,0,11,14,39,1,13,332,0.169443938,3,3924.83,384.001,394.179,245.687,229.002,3912.707,3906.062,3913.428,91.679,256.909,0,
org.apache.tools.ant.taskdefs.Untar,1,0,0,0,0,0,0,0,0,4,8,26,0,8,125,0.972407232,1,4131.073,386,397.759,253.852,235,4119.708,4113.089,4120.113,99.725,260.346,0,55
org.apache.tools.ant.taskdefs.Unpack,0,0,0,0,0,0,0,0,0,10,7,26,2,5,162,0.841752231,3,4094.048,384,394.406,252.579,236,4082.826,4076.11,4083.06,94.868,256.32,0,
org.apache.tools.ant.taskdefs.Typedef,1,0,0,0,0,0,0,0,0,1,3,2,2,1,4,1,0,4251.65,387,399.462,259.617,240,4240.797,4234.137,4240.797,104.676,259.617,0,38
org.apache.tools.ant.taskdefs.Tstamp,1,0,0,0,0,0,0,0,0,6,6,26,1,6,134,0.980211586,4,4121.833,383,394.367,254.961,237,4110.838,4104.102,4111.07,98.372,258.683,0,57
org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,4251.65,387,399.462,261.467,242,4240.91,4234.137,4240.91,104.676,261.467,0,
org.apache.tools.ant.taskdefs.Touch,1,0,0,0,0,0,0,0,0,8,10,39,0,10,330,0.75423069,3,3926.821,384,394.867,250.505,233,3914.94,3908.08,3915.486,95.336,258.898,0,75
org.apache.tools.ant.taskdefs.TempFile,0,0,0,0,0,0,0,0,0,6,5,15,0,5,75,0.868376728,2,4180.765,385,396.309,255.891,238,4169.798,4163.108,4170.028,98.671,259.615,0,
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,10,0,1,67,0.989860664,1,4188.823,386,398.001,260.716,242,4178.014,4171.139,4178.014,102.786,260.716,0,
org.apache.tools.ant.taskdefs.Taskdef,1,0,0,0,0,0,0,0,0,2,2,8,0,2,37,0.989821949,0,4218.788,387,399.215,260.163,241,4207.907,4201.13,4207.964,103.407,261.09,0,45
org.apache.tools.ant.taskdefs.Tar,1,0,0,0,0,0,0,0,0,12,17,87,0,17,687,0.781956415,3,3571.702,384,393.954,242.528,226,3558.185,3551.046,3559.237,89.822,257.503,0,74
org.apache.tools.ant.taskdefs.Sync,0,0,0,0,0,0,0,0,0,15,8,49,1,8,463,0.155125899,14,3793.383,373.001,382.562,249.9,235.002,3782.307,3775.097,3782.685,89.185,255.55,0,
org.apache.tools.ant.taskdefs.SubAnt,1,0,0,0,0,0,0,0,0,23,15,88,0,15,541,0.023362062,1,3717.096,386.001,393.605,240.651,228.002,3704.024,3697.054,3704.912,79.555,253.955,0,75
org.apache.tools.ant.taskdefs.StreamPumper,0,0,0,0,0,0,0,0,0,5,1,11,1,0,153,0.93514073,5,4102.822,382,393.636,259.979,242,4092.162,4085.15,4092.103,101.242,259.048,0,
org.apache.tools.ant.taskdefs.SQLExec,1,2,1,0,0,0,2,0,0,20,13,97,1,13,895,0.739847288,4,3364.868,383,391.266,243.516,230,3350.903,3343.072,3351.676,82.97,253.931,6,132
org.apache.tools.ant.taskdefs.Sleep,1,0,0,0,0,0,0,0,0,10,2,20,0,2,132,0.941648064,3,4123.917,384,394.406,257.257,241,4113.067,4106.133,4113.125,95.859,258.194,0,66
org.apache.tools.ant.taskdefs.SignJar,1,0,0,0,0,0,0,0,0,19,10,61,0,10,504,0.44221872,3,3753.693,384,392.45,246.678,233.001,3741.262,3734.084,3741.834,84.77,255.196,0,28
org.apache.tools.ant.taskdefs.Sequential,0,0,0,0,0,0,0,0,0,3,3,10,0,3,32,0.984745939,2,4223.584,385,397.031,258.861,240,4212.842,4206.122,4212.956,102.142,260.716,0,
org.apache.tools.ant.taskdefs.SendEmail,0,0,0,0,0,0,0,0,0,2,1,5,0,1,10,0.994897959,0,4245.675,387,399.215,261.09,242,4234.92,4228.137,4234.92,103.73,261.09,0,
org.apache.tools.ant.taskdefs.rmic.WLRmic,0,0,0,0,0,0,0,0,0,5,11,23,1,10,130,0.077788715,0,4126.189,387.001,398.49,250.697,232.002,4114.546,4108.076,4115.063,98.234,259.048,0,
org.apache.tools.ant.taskdefs.rmic.SunRmic,0,0,0,0,0,0,0,0,0,3,8,22,1,7,152,0.077788734,0,4104.286,387.001,398.971,254.232,235.002,4092.752,4086.096,4093.101,100.96,259.788,0,
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,0,0,0,0,0,0,0,0,0,3,7,14,1,6,88,0.985769552,2,4167.82,385,397.031,255.157,236,4156.705,4150.101,4156.992,101.242,259.788,0,
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,0,4,6,4,3,4,4,1,1,4251.559,386,397.759,255.705,237,4240.628,4234.113,4240.74,100.881,257.56,0,
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,93,0.0176196,1,4162.934,386.001,398.001,255.157,236.002,4151.713,4145.101,4152,101.242,259.788,0,
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,0,0,0,0,0,0,0,0,0,16,15,56,4,12,372,9.86113E-05,5,3884.827,382.001,391.127,242.981,228.002,3872.717,3866.068,3873.319,87.092,252.389,0,
org.apache.tools.ant.taskdefs.Rmic,1,0,0,0,0,0,0,0,0,48,25,109,7,20,819,0.018787737,6,3440.163,381.001,384.532,224.116,218.002,3425.943,3419.033,3427.067,54.12,240.684,0,54
org.apache.tools.ant.taskdefs.Replace,1,0,0,0,0,0,0,0,0,22,9,90,2,9,826,0.844476159,3,3433.54,384,391.842,246.658,234,3420.015,3412.099,3420.43,82.219,252.357,0,67
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,5,5,19,0,5,100,0.943846095,2,4155.872,385,396.548,256.26,238,4144.839,4138.109,4145.07,99.624,259.979,0,20
org.apache.tools.ant.taskdefs.Redirector,0,0,0,0,0,0,0,0,0,21,13,52,2,11,522,0.664691111,7,3735.379,380,388.125,243.189,230,3723.111,3716.078,3723.742,82.565,252.668,0,
org.apache.tools.ant.taskdefs.RecorderEntry,0,0,0,0,0,0,0,0,0,16,6,36,1,5,366,0.644382382,2,3891.094,385,394.057,251.446,237,3879.246,3872.116,3879.493,89.196,255.22,0,
org.apache.tools.ant.taskdefs.Recorder,0,0,0,0,0,0,0,0,0,9,9,34,0,9,214,0.917564381,3,4042.281,384,394.635,251.072,234,4030.798,4024.084,4031.27,94.641,258.544,0,
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,0,0,0,0,0,0,0,0,15,8,23,6,2,170,0.916710659,11,4085.34,376,385.488,249.9,235,4074.782,4068.134,4074.84,91.181,250.841,0,
org.apache.tools.ant.taskdefs.Property,1,0,0,0,0,0,0,0,0,35,14,90,4,10,815,0.072664986,6,3444.138,381.001,386.505,238.046,229.002,3430.652,3423.091,3431.264,69.642,246.716,0,69
org.apache.tools.ant.taskdefs.ProcessDestroyer,1,1,1,0,0,0,0,1,0,8,2,33,2,1,269,0.967201218,3,3987.533,384,394.867,257.963,241,3976.31,3969.146,3976.25,98.082,257.029,2,41
org.apache.tools.ant.taskdefs.PreSetDef,1,1,1,0,0,0,1,0,0,4,11,19,0,11,102,0.116491366,0,4154.066,387.001,398.729,251.078,232.002,4142.502,4136.07,4143.074,98.955,260.346,3,55
org.apache.tools.ant.taskdefs.PathConvert,1,0,0,0,0,0,0,0,0,16,13,48,1,13,485,0.147032877,3,3772.594,384.001,393.08,244.859,230.002,3760.041,3753.064,3760.73,86.833,255.22,0,24
org.apache.tools.ant.taskdefs.Patch,0,0,0,0,0,0,0,0,0,11,11,38,0,11,250,0.760685192,2,4006.541,385,395.153,248.485,232,3994.743,3988.072,3995.336,92.179,257.847,0,
org.apache.tools.ant.taskdefs.Parallel,1,0,0,0,0,0,0,0,0,19,8,52,2,8,523,0.890293734,3,3734.793,384,392.45,248.568,235,3722.425,3715.098,3722.744,85.381,253.3,0,83
org.apache.tools.ant.taskdefs.Pack,0,0,0,0,0,0,0,0,0,9,5,24,2,3,169,0.940513873,5,4086.892,382,392.689,254.804,238,4075.954,4069.126,4076.072,96.462,256.673,0,
org.apache.tools.ant.taskdefs.Move,1,0,0,0,0,0,0,0,0,7,9,50,0,9,686,0.820492136,2,3572.804,385,396.073,251.803,234,3559.699,3552.095,3560.234,96.566,259.255,0,79
org.apache.tools.ant.taskdefs.Mkdir,1,0,0,0,0,0,0,0,0,4,3,17,0,3,99,0.967485473,4,4156.683,383,394.848,258.488,240,4145.952,4139.124,4146.069,101.193,260.346,0,23
org.apache.tools.ant.taskdefs.MatchingTask,0,0,0,0,0,0,0,0,0,42,39,96,11,28,328,0.016046486,46,3924.842,341.001,345.897,212.085,204.002,3915.318,3910.006,3916.818,58.421,238.17,0,
org.apache.tools.ant.taskdefs.ManifestTask,0,0,0,0,0,0,0,0,0,7,9,36,0,9,250,0.785757713,2,4006.541,385,396.073,251.803,234,3994.859,3988.085,3995.336,96.566,259.255,0,
org.apache.tools.ant.taskdefs.ManifestException,0,0,0,0,0,0,0,0,0,1,6,2,6,0,5,0.994897959,2,4250.472,385,397.525,256.846,237,4239.629,4233.145,4239.574,105.005,255.924,0,
org.apache.tools.ant.taskdefs.Manifest,1,0,0,0,0,0,0,0,0,17,8,74,3,5,599,0.694877452,4,3659.1,383,391.89,249.227,235,3646.58,3639.124,3646.84,88.255,253.002,0,171
org.apache.tools.ant.taskdefs.MacroInstance,0,3,1,0,0,0,2,1,0,8,15,77,1,14,585,0.150141166,2,3673.232,385.001,395.84,245.862,228.002,3660.108,3653.06,3660.941,94.366,257.963,8,
org.apache.tools.ant.taskdefs.MacroDef,1,2,1,0,0,0,1,1,0,17,15,62,4,14,416,0.466467205,6,3840.943,381,389.936,242.638,228.001,3828.795,3822.058,3829.403,85.615,252.058,5,98
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,2,7,9,3,4,31,0.968780355,23,4222.718,364,376.962,255.539,236,4213.614,4207.114,4213.783,102.786,258.312,0,
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,9,10,18,9,1,160,0.889298776,15,4094.932,372,382.969,250.14,233,4084.651,4078.142,4084.651,97.144,250.14,0,
org.apache.tools.ant.taskdefs.LoadProperties,1,0,0,0,0,0,0,0,0,5,8,41,0,8,230,0.114852736,1,4026.544,386.001,397.519,253.476,235.002,4014.883,4008.091,4015.299,98.762,259.979,0,19
org.apache.tools.ant.taskdefs.LoadFile,1,0,0,0,0,0,0,0,0,7,7,38,0,7,262,0.928536479,0,3994.79,387,398.018,253.663,236,3982.998,3976.099,3983.358,97.124,259.255,0,67
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,308,0.893379123,3,3948.716,384,394.867,257.963,241,3937.383,3930.139,3937.444,97.739,258.898,0,
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,22,1,2,156,0.911310343,1,4100.21,386,395.904,255.625,240,4089.049,4082.133,4089.108,93.984,256.564,0,
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,2,5,30,0,5,189,0.949213869,0,4067.453,387,399.215,257.387,238,4055.989,4049.111,4056.225,102.489,261.09,0,
org.apache.tools.ant.taskdefs.JDBCTask,0,0,0,0,0,0,0,0,0,26,9,56,1,8,537,0.113227659,2,3720.971,385.001,392.047,245.422,234.002,3708.39,3701.098,3708.838,78.772,252.105,0,
org.apache.tools.ant.taskdefs.Javadoc,0,1,1,0,0,0,0,1,0,85,35,227,7,35,2412,1.21199E-05,3,1865.94,384.001,384.293,208.54,208.002,1837.808,1826,1841.06,15,235.478,2,
org.apache.tools.ant.taskdefs.Javac,1,0,0,0,0,0,0,0,0,75,27,121,11,18,918,2.85446E-05,9,3341.449,378.001,378.826,217.442,216.002,3327.019,3320.044,3328.027,30.232,232.349,0,135
org.apache.tools.ant.taskdefs.Java,1,2,1,0,0,0,1,1,0,48,22,151,0,22,1000,0.004026094,25,3258.172,362.001,365.716,227.035,221.002,3245.533,3238.026,3247.031,53.6,247.524,5,206
org.apache.tools.ant.taskdefs.Jar,1,0,0,0,0,0,0,0,0,23,15,99,2,13,1007,0.348014202,4,3253.621,383.001,390.664,240.651,228.001,3239.035,3231.075,3239.901,80.081,252.05,0,195
org.apache.tools.ant.taskdefs.Input,1,0,0,0,0,0,0,0,0,7,8,25,0,8,141,0.781111111,2,4115.05,385,396.073,252.733,235,4103.734,4097.089,4104.141,96.84,259.255,0,43
org.apache.tools.ant.taskdefs.ImportTask,0,2,1,0,0,1,1,0,0,6,8,32,0,8,194,0.83118916,0,4062.475,387,398.252,253.103,235,4050.822,4044.09,4051.234,97.801,259.615,7,
org.apache.tools.ant.taskdefs.GZip,1,0,0,0,0,0,0,0,0,2,4,13,0,4,56,0.990814309,0,4199.868,387,399.215,258.312,239,4188.824,4182.115,4188.996,102.786,261.09,0,38
org.apache.tools.ant.taskdefs.GUnzip,1,0,0,0,0,0,0,0,0,3,4,21,0,4,144,0.980346499,0,4112.251,387,398.971,257.934,239,4100.97,4094.117,4101.146,101.833,260.716,0,29
org.apache.tools.ant.taskdefs.Get,1,0,0,0,0,0,0,0,0,10,7,57,0,7,518,0.845463711,4,3739.664,383,393.432,252.579,236,3727.479,3720.105,3727.863,94.255,258.194,0,35
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,8,34,0,8,404,0.011245806,2,3853.282,385.001,394.488,250.242,235.002,3841.195,3834.095,3841.63,90.139,256.827,0,
org.apache.tools.ant.taskdefs.FixCRLF,1,0,0,0,0,0,0,0,0,18,12,84,1,12,1202,0.143869002,4,3060.063,383.001,391.68,245.122,231.002,3044.775,3036.087,3045.55,85.165,254.568,0,143
org.apache.tools.ant.taskdefs.Filter,1,0,0,0,0,0,0,0,0,6,6,18,0,6,95,0.890429129,3,4160.758,384,395.338,254.961,237,4149.773,4143.101,4150.062,98.372,259.615,0,70
org.apache.tools.ant.taskdefs.Expand,0,0,0,0,0,0,0,0,0,10,14,61,1,13,543,0.848270118,3,3714.9,384,394.406,246.051,229,3702.089,3695.065,3702.851,92.65,257.257,0,
org.apache.tools.ant.taskdefs.Exit,0,0,0,0,0,0,0,0,0,8,4,18,0,4,172,0.856338699,3,4084.093,384,394.867,256.096,239,4073.018,4066.118,4073.195,97.082,258.898,0,
org.apache.tools.ant.taskdefs.ExecuteWatchdog,1,0,0,0,0,0,0,0,0,9,8,23,5,3,148,0.923585157,5,4107.8,382,392.689,252.004,235,4096.746,4090.125,4096.861,96.462,253.87,0,97
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,0,5,13,5,13,0,5,1,2,4250.472,385,396.548,248.847,230,4239.244,4233.145,4239.19,101.242,247.923,0,
org.apache.tools.ant.taskdefs.ExecuteOn,1,0,0,0,0,0,0,0,0,23,22,77,2,20,1164,0.119532957,7,3097.398,380.001,387.723,234.03,221.002,3081.934,3074.037,3083.355,78.447,252.05,0,490
org.apache.tools.ant.taskdefs.ExecuteJava,1,0,0,0,0,0,0,0,0,11,11,54,1,10,437,0.215866406,6,3820.047,381.001,391.257,248.485,232.001,3808.074,3801.082,3808.633,92.445,256.909,0,57
org.apache.tools.ant.taskdefs.Execute,0,2,1,0,1,0,1,0,0,30,34,111,14,22,1004,0.577785718,52,3251.305,335,342.235,220.411,209,3240.746,3234.026,3242.027,71.197,238.504,8,
org.apache.tools.ant.taskdefs.ExecTask,1,0,0,0,0,0,0,0,0,36,19,106,4,15,712,0.291954327,15,3545.569,372.001,377.465,232.964,224.001,3533.108,3526.057,3534.023,67.052,246.455,0,377
org.apache.tools.ant.taskdefs.Exec,0,0,0,0,0,0,0,0,0,10,6,44,1,6,367,0.678041933,4,3889.901,383,393.432,253.513,237,3878.248,3871.109,3878.495,94.557,257.257,0,
org.apache.tools.ant.taskdefs.email.UUMailer,0,0,0,0,0,0,0,0,0,2,4,15,0,4,59,0.99744898,0,4196.881,387,399.215,258.312,239,4185.829,4179.115,4186.001,102.786,261.09,0,
org.apache.tools.ant.taskdefs.email.PlainMailer,0,0,0,0,0,0,0,0,0,3,7,40,2,5,237,0.992856134,0,4019.673,387,398.971,255.157,236,4007.954,4001.112,4008.192,101.533,258.861,0,
org.apache.tools.ant.taskdefs.email.Message,0,0,0,0,0,0,0,0,0,11,6,26,4,2,181,0.912480085,5,4074.945,382,392.231,253.16,237,4063.917,4057.134,4063.975,94.921,254.096,0,
org.apache.tools.ant.taskdefs.email.Mailer,0,0,0,0,0,0,0,0,0,18,8,20,3,5,134,0.90724223,4,4121.833,383,391.68,248.896,235,4110.723,4104.11,4110.953,87.316,252.676,0,
org.apache.tools.ant.taskdefs.email.EmailTask,1,0,0,0,0,0,0,0,0,30,14,89,1,13,844,0.146424834,2,3415.767,385.001,391.312,239.46,229.002,3401.717,3394.071,3402.546,73.376,250.96,0,14
org.apache.tools.ant.taskdefs.email.EmailAddress,1,0,0,0,0,0,0,0,0,8,4,15,4,0,286,0.82711655,5,3970.419,382,392.922,256.096,239,3959.22,3952.155,3959.16,98.433,255.163,0,59
org.apache.tools.ant.taskdefs.Echo,1,0,0,0,0,0,0,0,0,7,7,23,0,7,145,0.888812192,2,4111.067,385,396.073,253.663,236,4099.798,4093.096,4100.148,97.124,259.255,0,23
org.apache.tools.ant.taskdefs.Ear,0,0,0,0,0,0,0,0,0,8,10,31,0,10,149,0.604329599,4,4106.898,383,393.895,250.505,233,4095.633,4089.076,4096.155,95.336,258.898,0,
org.apache.tools.ant.taskdefs.Dirname,1,0,0,0,0,0,0,0,0,4,5,10,0,5,48,0.94580463,2,4207.651,385,396.788,256.632,238,4196.754,4190.107,4196.983,100.578,260.346,0,34
org.apache.tools.ant.taskdefs.DependSet,1,1,1,0,0,0,0,1,0,6,10,33,0,10,511,0.940544505,2,3746.833,385,396.309,251.247,233,3734.276,3727.084,3734.848,97.268,259.615,2,30
org.apache.tools.ant.taskdefs.Deltree,1,0,0,0,0,0,0,0,0,4,3,18,0,3,152,0.954406327,3,4104.004,384,395.818,258.488,240,4093.042,4086.125,4093.16,101.193,260.346,0,14
org.apache.tools.ant.taskdefs.Delete,1,0,0,0,0,0,0,0,0,41,28,98,0,28,890,0.610050996,6,3369.609,381,385.541,222.948,215,3354.896,3348.007,3356.735,59.414,249.088,0,20
org.apache.tools.ant.taskdefs.Definer,0,1,1,0,0,0,0,1,0,22,17,73,4,15,618,0.7655703,5,3640.099,382,389.882,239.082,226,3627.048,3620.055,3627.815,80.523,250.456,2,
org.apache.tools.ant.taskdefs.DefBase,0,0,0,0,0,0,0,0,0,12,11,27,2,9,90,0.048008208,14,4164.737,373.001,383.24,248.129,232.002,4154.483,4148.081,4154.937,91.761,255.625,0,
org.apache.tools.ant.taskdefs.DefaultExcludes,1,0,0,0,0,0,0,0,0,6,3,18,0,3,128,0.952652429,2,4127.993,385,396.309,257.752,240,4117.001,4110.125,4117.118,99.298,259.615,0,74
org.apache.tools.ant.taskdefs.CVSPass,1,0,0,0,0,0,0,0,0,6,3,30,0,3,1270,0.91250164,1,2992.995,386,397.281,257.752,240,2977.688,2968.173,2977.85,99.298,259.615,0,75
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,0,0,0,0,0,0,0,0,0,3,5,12,1,4,40,0.963812251,4,4215.435,383,395.092,257.008,238,4204.741,4198.114,4204.912,101.833,259.788,0,
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,0,0,0,0,0,0,0,0,0,2,4,4,1,3,16,0.98148789,2,4239.518,385,397.277,258.312,239,4228.759,4222.121,4228.873,103.092,260.163,0,
org.apache.tools.ant.taskdefs.cvslib.RCSFile,0,0,0,0,0,0,0,0,0,5,2,7,2,0,39,0.96477699,2,4216.613,385,396.548,259.048,241,4205.91,4199.146,4205.853,101.242,258.118,0,
org.apache.tools.ant.taskdefs.cvslib.CvsUser,0,0,0,0,0,0,0,0,0,6,2,11,1,1,56,0.974755155,0,4199.868,387,398.252,258.683,241,4188.938,4182.138,4188.938,99.96,258.683,0,
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,0,0,0,0,0,0,0,0,0,7,1,11,1,0,105,0.93514073,2,4150.893,385,396.073,259.255,242,4140.079,4133.148,4140.021,99.368,258.322,0,
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,0,1,1,0,0,0,1,0,0,12,5,60,0,5,720,0.866441237,5,3538.679,382,392.005,253.748,238,3526.041,3518.128,3526.314,92.973,257.503,3,
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,0,0,0,0,0,0,0,0,0,9,4,18,3,1,88,0.9308436,3,4167.728,384,394.635,255.738,239,4156.876,4150.139,4156.876,97.144,255.738,0,
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,0,0,0,0,0,0,0,0,0,4,3,25,1,2,183,0.995395408,1,4073.33,386,397.759,258.488,240,4062.096,4055.134,4062.155,101.514,259.417,0,
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,0,0,0,0,0,0,0,0,0,15,16,78,0,16,502,0.915827869,5,3755.479,382,391.343,242.392,227,3742.89,3736.048,3743.83,87.098,256.494,0,
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,0,0,0,0,0,0,0,0,0,12,4,37,3,1,340,0.976454619,3,3916.869,384,393.954,254.686,239,3905.32,3898.148,3905.32,94.34,254.686,0,
org.apache.tools.ant.taskdefs.Cvs,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,0.994897959,0,4251.65,387,399.462,261.467,242,4240.91,4234.137,4240.91,104.676,261.467,0,
org.apache.tools.ant.taskdefs.Copyfile,1,0,0,0,0,0,0,0,0,6,5,24,0,5,137,0.933597678,2,4119.032,385,396.309,255.891,238,4107.9,4101.11,4108.134,98.671,259.615,0,35
org.apache.tools.ant.taskdefs.Copydir,1,0,0,0,0,0,0,0,0,8,7,39,0,7,277,0.154168039,3,3979.57,384.001,394.867,253.298,236.002,3968.024,3961.099,3968.386,96.167,258.898,0,33
org.apache.tools.ant.taskdefs.Copy,1,0,0,0,0,0,0,0,0,31,20,97,3,17,1137,0.113214979,7,3124.196,380.001,386.214,233.431,223.002,3109.008,3101.052,3110.196,71.309,248.761,0,102
org.apache.tools.ant.taskdefs.ConditionTask,0,0,0,0,0,0,0,0,0,4,5,16,0,5,95,0.901016505,0,4161.036,387,398.729,256.632,238,4149.83,4143.109,4150.062,100.578,260.346,0,
org.apache.tools.ant.taskdefs.condition.Socket,0,0,0,0,0,0,0,0,0,4,4,13,1,3,89,0.972300382,0,4167.01,387,398.729,257.56,239,4155.878,4149.123,4155.994,101.193,259.417,0,
org.apache.tools.ant.taskdefs.condition.Os,0,0,0,0,0,0,0,0,0,13,14,23,12,2,357,0.969771872,13,3898.979,374,383.986,244.969,229,3887.75,3881.14,3887.809,93.048,245.904,0,
org.apache.tools.ant.taskdefs.condition.Or,0,0,0,0,0,0,0,0,0,2,3,7,1,3,23,0.994897959,0,4232.729,387,399.215,259.237,240,4221.827,4215.121,4221.884,103.092,260.163,0,
org.apache.tools.ant.taskdefs.condition.Not,0,0,0,0,0,0,0,0,0,2,3,8,1,3,33,0.9797539,0,4222.771,387,399.215,259.237,240,4211.843,4205.122,4211.901,103.092,260.163,0,
org.apache.tools.ant.taskdefs.condition.IsTrue,0,0,0,0,0,0,0,0,0,3,4,6,1,3,30,0.992359954,0,4225.758,387,398.971,257.934,239,4214.782,4208.122,4214.896,102.142,259.788,0,
org.apache.tools.ant.taskdefs.condition.IsSet,0,0,0,0,0,0,0,0,0,3,5,7,1,4,29,0.933448402,0,4226.754,387,398.971,257.008,238,4215.724,4209.114,4215.894,101.833,259.788,0,
org.apache.tools.ant.taskdefs.condition.IsReference,1,0,0,0,0,0,0,0,0,4,6,14,1,5,68,0.949226769,0,4187.919,387,398.729,255.705,237,4176.729,4170.108,4176.958,100.578,259.417,0,24
org.apache.tools.ant.taskdefs.condition.IsFalse,0,0,0,0,0,0,0,0,0,3,4,6,1,3,34,0.992359954,0,4221.775,387,398.971,257.934,239,4210.788,4204.122,4210.902,102.142,259.788,0,
org.apache.tools.ant.taskdefs.condition.Http,0,0,0,0,0,0,0,0,0,4,4,15,1,3,109,0.970298587,0,4147.097,387,398.729,257.56,239,4135.911,4129.124,4136.027,101.193,259.417,0,
org.apache.tools.ant.taskdefs.condition.FilesMatch,0,0,0,0,0,0,0,0,0,4,4,13,1,3,60,0.982750794,0,4195.885,387,398.729,257.56,239,4184.83,4178.123,4184.945,101.193,259.417,0,
