"Class Name","Tested","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.taskdefs.SQLExec","0","1","0","1","0","0","0","0","26","15","108","1","15","1156","0.5328624437262089","5","904.18803","190.00057","196.7257","131.3088","121.0009","892.24268","884.09558","894.09843","52.63079","143.37713","5",""
"org.apache.tools.ant.taskdefs.StreamPumper","0","0","0","0","0","0","0","0","2","1","6","1","0","39","0.948350694444444","1","2010.3823","194.00001","207.99279","154.43445","135.00001","2005.5488","2001.19589","2005.48174","80.05623","153.56106","0",""
"org.apache.tools.ant.taskdefs.Tar","1","1","0","0","0","1","0","0","8","13","65","0","13","608","0.632543247780909","3","1444.81417","192.00035","204.02206","141.03191","123.00055","1437.27276","1432.07856","1438.3494","70.61161","151.61135","3","31"
"org.apache.tools.ant.taskdefs.Taskdef","1","1","0","0","0","1","0","0","2","4","4","1","3","11","0.979275173611111","0","2038.34884","195","208.92582","151.81897","132","2033.28921","2029.15401","2033.42003","79.05694","153.56106","3","23"
"org.apache.tools.ant.taskdefs.TaskOutputStream","0","0","0","0","0","0","0","0","3","1","9","0","1","58","0.981932466412768","1","1991.47182","194","207.63429","153.95129","135","1986.59231","1982.1839","1986.59231","78.77182000000001","153.95129","0",""
"org.apache.tools.ant.taskdefs.Touch","0","0","0","0","0","0","0","0","8","11","39","3","8","294","0.7946355116598049","5","1756.30749","190.00011","202.14104","142.77955","125.00017","1750.46879","1746.11454","1750.98258","71.84010000000001","148.9463","0",""
"org.apache.tools.ant.taskdefs.Transform","0","0","0","0","0","0","0","0","1","1","2","0","1","4","1","0","2045.31685","195","209.28688","154.92256","135","2040.47078","2036.17902","2040.47078","80.65358000000001","154.92256","0",""
"org.apache.tools.ant.taskdefs.Tstamp","0","0","0","0","0","0","0","0","3","6","17","1","6","91","0.980280219184027","3","1958.43432","192","205.76686","149.5861","130","1953.33075","1949.12416","1953.60103","77.20104000000001","153.07514","0",""
"org.apache.tools.ant.taskdefs.Typedef","0","1","0","0","0","1","0","0","2","3","4","0","3","11","0.979275173611111","0","2038.34884","195","208.92582","152.68923","133","2033.35437","2029.15401","2033.48617","79.05694","154.43445","3",""
"org.apache.tools.ant.taskdefs.Untar","0","0","0","0","0","0","0","0","5","9","43","0","9","276","0.905598897329845","3","1774.41821","192.00002","205.05609","145.98973","127.00004","1768.5658","1764.10232","1769.15827","74.46476","153","0",""
"org.apache.tools.ant.taskdefs.UpToDate","0","0","0","0","0","0","0","0","10","14","35","1","13","216","0.710606234938058","4","1833.97301","191.00022","202.41047","139.18692","122.00034","1828.07549","1824.06168","1828.91553","68.65858","149.81655","0",""
"org.apache.tools.ant.taskdefs.War","0","0","0","0","0","0","0","0","9","8","33","0","8","163","0.740572676131988","4","1886.69287","191.00018","202.74368","144.94137","128.00026","1881.35935","1877.10655","1881.84856","70.88018","151.15886","0",""
"org.apache.tools.ant.taskdefs.XSLTLiaison","0","0","0","0","0","0","0","0","3","2","3","2","0","4","1","1","2045.22175","194","207.63429","153.07514","134","2040.40486","2036.19253","2040.33943","79.12016","152.20053","0",""
"org.apache.tools.ant.taskdefs.XSLTProcess","0","0","0","0","0","0","0","0","21","13","73","1","13","737","0.226565901725203","4","1316.92445","191.00157","199.0402","135.14807","123.00243","1308.79257","1303.08634","1309.87213","57.97413","145.23085","0",""
"org.apache.tools.ant.taskdefs.Zip","1","1","0","0","0","1","0","0","28","21","123","3","18","1423","0.148471988372908","7","645.0062","188.00193","194.28072","125.004","115.00315","627.62568","617.0810300000001","630.96196","50.01","140.80128","3","32"
"org.apache.tools.ant.types.Commandline","1","1","0","0","0","1","0","0","19","30","46","29","3","448","0.622865930054456","55","1598.14392","140.00051","151.53877","120.83046","106.00067","1595.52499","1592.19628","1595.52499","63.15853","120.83046","3","59"
"org.apache.tools.ant.types.CommandlineJava","1","1","0","1","0","0","0","0","26","9","62","1","8","437","0.149075464083333","10","1613.63998","185.00196","191.90102","136.85759","127.00285","1608.02301","1603.12476","1608.591","54.78138","143.37713","5","40"
"org.apache.tools.ant.types.DataType","0","0","0","0","0","0","0","0","10","14","24","10","4","146","0.8410770491219079","8","1903.20913","187.00007","198.64038","139.18692","122.0001","1897.92518","1894.15205","1898.12039","71.16880999999999","141.82383","0",""
"org.apache.tools.ant.types.Description","1","0","0","0","0","0","0","0","2","3","8","0","3","28","0.979275173611111","0","2021.42747","195","208.92582","152.68923","133","2016.39108","2012.15531","2016.52399","79.05694","154.43445","0","25"
"org.apache.tools.ant.types.EnumeratedAttribute","1","0","0","0","0","0","0","0","5","21","11","20","1","59","0.974174782081886","20","1988.71466","175","189.23266","135.67977","115","1984.33515","1981.18399","1984.33515","76.89603","135.67977","0","51"
"org.apache.tools.ant.types.Environment","0","0","0","0","0","0","0","0","3","6","9","4","2","47","0.948672824435764","4","2002.13136","191.00001","204.83408","149.5861","130.00001","1997.23534","1993.16959","1997.30068","78.43469","150.45597","0",""
"org.apache.tools.ant.types.FileList","1","0","0","0","0","0","0","0","8","5","29","1","4","177","0.774381719170994","1","1873.07368","194.00013","205.90532","148.0608","131.00019","1867.60006","1863.15458","1867.81289","73.05477","150.7216","0","99"
"org.apache.tools.ant.types.FileSet","1","0","0","0","0","0","0","0","18","31","62","23","8","396","0.13838081587113","15","1653.82466","180.00206","189.42281","120.44086","105.00354","1647.34969","1644.12165","1647.81067","62.29767","126.58989","0","164"
"org.apache.tools.ant.types.FilterSet","1","0","0","0","0","0","0","0","18","10","59","6","5","466","0.4206691570885","5","1585.42613","190.00088","198.94974","139.12944","126.00133","1579.03515","1574.16803","1579.27737","63.32456","141.85204","0","63"
"org.apache.tools.ant.types.FilterSetCollection","0","0","0","0","0","0","0","0","5","5","13","4","1","69","0.91923267385106","2","1980.42672","193.00002","205.99272","149.48244","131.00002","1975.34858","1971.18492","1975.34858","76.89603","149.48244","0",""
"org.apache.tools.ant.types.Mapper","1","0","0","0","0","0","0","0","11","11","38","3","8","287","0.686510380602822","6","1763.1591","189.00026","200.19241","141.35417","125.00039","1757.451","1753.11409","1757.96274","68.96375999999999","147.58049","0","110"
"org.apache.tools.ant.types.Path","1","1","0","0","0","1","0","0","26","33","80","26","8","719","0.609867743660083","82","1325.82427","113.00067","123.9758","114.93476","103.00074","1325.00943","1321.15139","1325.48934","54.78138","120.34118","3","224"
"org.apache.tools.ant.types.PatternSet","1","0","0","0","0","0","0","0","20","10","60","5","6","557","0.31370534998479","3","1495.37721","192.00123","200.2823","138.29317","126.00187","1488.34304","1483.16317","1488.68701","61.09828","141.94717","0","141"
"org.apache.tools.ant.types.Reference","0","1","0","0","0","1","0","0","5","19","12","17","2","55","0.929348303716333","8","1993.78886","187.00001","200.38213","137.37904","117.00002","1988.44512","1985.17027","1988.50421","76.55064","138.23169","3",""
"org.apache.tools.ant.types.ZipFileSet","0","1","0","1","0","0","0","0","9","11","20","4","7","108","0.29375306460901","14","1940.46","181.00138","193.35201","142.29898","125.002","1936.03951","1932.11413","1936.43616","71.16880999999999","147.59743","5",""
"org.apache.tools.ant.types.ZipScanner","0","0","0","0","0","0","0","0","6","3","11","2","1","68","0.881033177763499","20","1979.74973","175.00004","188.85444","150.76472","133.00005","1976.47995","1972.18483","1976.47995","75.96052","150.76472","0",""
"org.apache.tools.ant.UnknownElement","0","3","0","0","0","3","0","0","8","12","38","3","10","243","0.273042879494612","23","1805.21273","172.00154","185.32404","141.9049","124.00213","1801.27316","1797.09015","1801.84156","71.30919","148.9463","9",""
"org.apache.tools.ant.util.DOMElementWriter","1","0","0","0","0","0","0","0","5","1","36","1","0","375","0.701517740885416","4","1675.91945","191.00023","204.12006","153","135.00033","1670.46401","1665.23542","1670.38349","77.25283","152.11837","0","35"
"org.apache.tools.ant.util.FileNameMapper","0","0","0","0","0","0","0","0","3","17","3","17","0","3","1","2","2046.12267","193","206.70027","140.13208","119","2040.47298","2037.19243","2040.41491","79.12016","139.28388","0",""
"org.apache.tools.ant.util.FileUtils","1","1","0","0","0","1","0","0","16","7","78","5","3","745","0.772463642417654","7","1308.57518","188.00014","197.64868","142.69548","129.0002","1301.40924","1295.24129","1301.50874","65.9242","143.60014","3","137"
"org.apache.tools.ant.util.FlatFileNameMapper","0","0","0","0","0","0","0","0","4","2","7","1","1","20","0.969074390552662","0","2029.3903","195","208.21623","152.59423","134","2024.43968","2020.18044","2024.43968","77.83315","152.59423","0",""
"org.apache.tools.ant.util.GlobPatternMapper","1","1","0","0","0","1","0","0","5","2","15","1","1","137","0.93889707400475","2","1912.76188","193.00001","205.99272","152.11837","134.00001","1907.71198","1903.19153","1907.71198","76.89603","152.11837","3","59"
"org.apache.tools.ant.util.IdentityMapper","0","0","0","0","0","0","0","0","4","2","5","1","1","16","0.969074390552662","0","2033.37183","195","208.21623","152.59423","134","2028.43092","2024.18008","2028.43092","77.83315","152.59423","0",""
"org.apache.tools.ant.util.MergingMapper","0","0","0","0","0","0","0","0","4","4","5","3","1","24","0.969074390552662","3","2025.12222","192","205.40935","150.84098","132","2020.31681","2016.1808","2020.31681","77.83315","150.84098","0",""
"org.apache.tools.ant.util.regexp.JakartaOroMatcher","1","0","0","0","0","0","0","0","5","7","17","0","7","75","0.959964081828977","1","1974.55337","194","206.92994","147.73287","129.00001","1969.2298","1965.11221","1969.63195","75","153","0","8"
"org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","1","0","0","0","0","0","0","0","5","4","13","0","4","65","0.959964081828977","1","1984.50523","194","206.92994","150.35957","132.00001","1979.40622","1975.14582","1979.60855","75.89466","153","0","8"
"org.apache.tools.ant.util.regexp.RegexpMatcher","1","0","0","0","0","0","0","0","4","5","4","4","1","4","1","2","2045.12714","193","206.34437","149.96666","131","2040.21004","2036.17902","2040.21004","77.83315","149.96666","0","53"
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","0","1","0","0","0","1","0","0","3","3","9","1","2","48","0.965509137512173","4","2001.13593","191","204.83408","152.20053","133","1996.43507","1992.16967","1996.50194","78.43469","153.07514","3",""
"org.apache.tools.ant.util.RegexpPatternMapper","0","1","0","0","0","1","0","0","5","4","20","0","4","144","0.955451750663088","1","1905.89926","194.00001","206.92994","150.35957","132.00001","1900.58938","1896.15189","1900.80009","75.89466","153","3",""
"org.apache.tools.ant.util.SourceFileScanner","0","1","0","1","0","0","0","0","3","9","25","7","2","277","0.722000687210648","9","1772.78453","186.00021","200.17992","146.98639","127.0003","1767.56839","1763.19171","1767.64052","78.43469","147.85128","5",""
"org.apache.tools.ant.XmlLogger","0","0","0","0","0","0","0","0","11","11","61","0","11","517","0.680974767957764","1","1535.30616","194.00026","204.9195","141.35417","125.00041","1528.12107","1523.09488","1528.97155","68.15424","150.26976","0",""
"org.apache.tools.mail.MailMessage","0","0","0","0","0","0","0","0","27","3","63","1","2","527","0.0457079497623654","2","1525.25998","193.00236","199.37151","142.088","133.00342","1518.83442","1513.22338","1518.92232","56.35601","143.02447","0",""
"org.apache.tools.mail.MailPrintStream","0","0","0","0","0","0","0","0","5","1","9","1","0","81","0.921858170399358","2","1968.48419","193.00002","205.99272","153","135.00002","1963.6461","1959.20009","1963.5776","77.25283","152.11837","0",""
"org.apache.tools.mail.SmtpResponseReader","0","0","0","0","0","0","0","0","5","1","18","1","0","96","0.928696290946301","1","1953.65606","194.00001","206.92994","153","135.00002","1948.68186","1944.20164","1948.61284","77.25283","152.11837","0",""
"org.apache.tools.tar.TarBuffer","0","0","0","0","0","0","0","0","21","2","35","2","0","617","0.723217958558963","3","1435.89449","192.0002","200","145.23085","134.00029","1429.29528","1423.27545","1429.20188","62.6099","144.3087","0",""
"org.apache.tools.tar.TarConstants","0","0","0","0","0","0","0","0","0","1","0","1","0","24","1","0","2025.40885","195","209.65209","155.41557","135","2020.51503","2016.19444","2020.44847","81.9329","154.54773","0",""
"org.apache.tools.tar.TarEntry","0","0","0","0","0","0","0","0","31","6","65","4","2","747","0.0742635193234161","4","1307.03099","191.00224","196.46119","137.89851","130.0033","1299.51876","1293.26138","1299.61917","52.83938","138.84164","0",""
"org.apache.tools.tar.TarInputStream","0","0","0","0","0","0","0","0","16","3","40","1","2","604","0.288141892187046","2","1448.91166","193.00131","202.41047","146.32156","133.00191","1442.14597","1436.23536","1442.23854","66.30988000000001","147.23111","0",""
"org.apache.tools.tar.TarOutputStream","0","0","0","0","0","0","0","0","15","3","37","1","2","437","0.355481674262509","2","1614.57672","193.00108","202.71408","146.74127","133.00156","1608.508","1603.21084","1608.591","67.23095000000001","147.64823","0",""
"org.apache.tools.tar.TarUtils","0","0","0","0","0","0","0","0","8","1","14","1","0","274","0.717817731134258","2","1776.51485","193.00021","204.96341","151.61135","135.00029","1771.15245","1766.22196","1771.07651","74.46476","150.7216","0",""
"org.apache.tools.zip.AsiExtraField","1","0","0","0","0","0","0","0","20","4","42","0","4","376","0.495843535128121","1","1675.27072","194.00066","202.2004","143.78108","132.00096","1669.22737","1664.17307","1669.46728","61.84658","146.5401","0","95"
"org.apache.tools.zip.ExtraFieldUtils","1","0","0","0","0","0","0","0","8","4","39","1","3","377","0.83437959353129","1","1674.27746","194.00007","205.90532","148.9463","132.0001","1668.2305","1663.1879","1668.38994","73.38937","150.7216","0","71"
"org.apache.tools.zip.UnixStat","0","0","0","0","0","0","0","0","0","1","0","1","0","7","1","0","2042.33053","195","209.65209","155.41557","135","2037.47736","2033.19281","2037.41135","81.9329","154.54773","0",""
"org.apache.tools.zip.UnrecognizedExtraField","0","0","0","0","0","0","0","0","10","3","13","1","2","76","0.905322864286548","2","1973.46016","193.00002","204.2988","148.9228","133.00003","1968.49816","1964.17209","1968.56598","71.86793","149.81655","0",""
"org.apache.tools.zip.ZipEntry","1","0","0","0","0","0","0","0","23","5","68","2","3","462","0.463657763880868","3","1589.63769","192.00075","199.44924","141.69333","131.0011","1583.42824","1578.19802","1583.59496","59.5063","143.54442","0","48"
"org.apache.tools.zip.ZipExtraField","0","0","0","0","0","0","0","0","6","5","6","4","1","6","1","2","2043.13607","193","205.64533","149.00336","131","2038.21417","2034.1792","2038.21417","75.96052","149.00336","0",""
"org.apache.tools.zip.ZipLong","1","0","0","0","0","0","0","0","7","2","8","2","0","147","0.929322828858086","3","1902.71201","192.00001","204.36242","151.18201","134.00002","1897.73681","1893.20707","1897.66646","75.39230999999999","150.29637","0","34"
"org.apache.tools.zip.ZipOutputStream","0","0","0","0","0","0","0","0","17","7","81","4","3","1159","0.175603912520324","2","901.8924500000001","193.00176","202.11136","142.27087","129.00263","890.39429","881.35464","890.68625","65","144.08678","0",""
"org.apache.tools.zip.ZipShort","1","0","0","0","0","0","0","0","7","6","8","6","0","89","0.929322828858086","4","1960.32701","191.00001","203.4232","147.64823","130.00002","1955.32632","1951.20091","1955.26009","75.39230999999999","146.76853","0","32"
