Class Name,Tested,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.taskdefs.Sequential,0,0,0,0,0,0,0,0,0,3,3,10,0,3,32,0.968967014,3,2017.158397,192.0000025,205.7668584,152.2005256,133.0000036,2012.399811,2008.155621,2012.532981,78.10889834,153.951291,0,
org.apache.tools.ant.taskdefs.SignJar,0,0,0,0,0,0,0,0,0,18,8,55,0,8,474,0.595850397,4,1577.60483,191.0004276,199.9049774,140.943251,128.000638,1571.222454,1566.127709,1571.808194,62.29767251,147.3295625,0,
org.apache.tools.ant.taskdefs.Sleep,1,0,0,0,0,0,0,0,0,10,2,21,0,2,135,0.8790815,4,1914.551122,191.0000383,202.410474,149.8165545,134.0000546,1909.707046,1905.17742,1909.777474,71.86793444,150.7116452,0,65
org.apache.tools.ant.taskdefs.SQLExec,0,1,1,0,1,0,0,0,0,26,15,108,1,15,1156,0.532862444,5,904.1880335,190.0005743,196.7256974,131.3087964,121.0009017,892.24268,884.0955831,894.0984286,52.63078947,143.3771251,5,
org.apache.tools.ant.taskdefs.StreamPumper,0,0,0,0,0,0,0,0,0,2,1,6,1,0,39,0.948350694,1,2010.382302,194.0000069,207.9927883,154.4344521,135.0000099,2005.548803,2001.195892,2005.481738,80.05623024,153.5610628,0,
org.apache.tools.ant.taskdefs.Tar,1,1,1,0,0,0,1,0,0,8,13,65,0,13,608,0.632543248,3,1444.814175,192.0003516,204.0220576,141.0319113,123.0005489,1437.272765,1432.078559,1438.349401,70.61161378,151.6113452,3,31
org.apache.tools.ant.taskdefs.Taskdef,1,1,1,0,0,0,1,0,0,2,4,4,1,3,11,0.979275174,0,2038.348842,195.0000011,208.9258242,151.8189711,132.0000016,2033.289207,2029.154011,2033.420025,79.0569415,153.5610628,3,23
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,9,0,1,58,0.981932466,1,1991.471818,194.0000008,207.6342939,153.951291,135.0000012,1986.592308,1982.183897,1986.592308,78.77182237,153.951291,0,
org.apache.tools.ant.taskdefs.Touch,0,0,0,0,0,0,0,0,0,8,11,39,3,8,294,0.794635512,5,1756.30749,190.000111,202.1410399,142.7795504,125.0001687,1750.468794,1746.114544,1750.982581,71.84010022,148.946299,0,
org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,2045.316846,195,209.2868844,154.9225613,135,2040.470779,2036.17902,2040.470779,80.65358021,154.9225613,0,
org.apache.tools.ant.taskdefs.Tstamp,0,0,0,0,0,0,0,0,0,3,6,17,1,6,91,0.980280219,3,1958.434324,192.000001,205.7668584,149.5860956,130.0000015,1953.330745,1949.124162,1953.601034,77.20103626,153.0751449,0,
org.apache.tools.ant.taskdefs.Typedef,0,1,1,0,0,0,1,0,0,2,3,4,0,3,11,0.979275174,0,2038.348842,195.0000011,208.9258242,152.6892269,133.0000016,2033.354371,2029.154011,2033.486169,79.0569415,154.4344521,3,
org.apache.tools.ant.taskdefs.Untar,0,0,0,0,0,0,0,0,0,5,9,43,0,9,276,0.905598897,3,1774.418215,192.0000232,205.0560899,145.9897257,127.0000351,1768.565803,1764.102321,1769.158274,74.46475676,153,0,
org.apache.tools.ant.taskdefs.UpToDate,0,0,0,0,0,0,0,0,0,10,14,35,1,13,216,0.710606235,4,1833.97301,191.0002192,202.410474,139.1869247,122.0003432,1828.075491,1824.061677,1828.915526,68.65857558,149.8165545,0,
org.apache.tools.ant.taskdefs.War,0,0,0,0,0,0,0,0,0,9,8,33,0,8,163,0.740572676,4,1886.692874,191.0001762,202.7436805,144.9413675,128.0002629,1881.359349,1877.10655,1881.848559,70.88018059,151.1588568,0,
org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,0,3,2,3,2,0,4,1,1,2045.221748,194,207.6342939,153.0751449,134,2040.404862,2036.192525,2040.339433,79.12016178,152.2005256,0,
org.apache.tools.ant.taskdefs.XSLTProcess,0,0,0,0,0,0,0,0,0,21,13,73,1,13,737,0.226565902,4,1316.924447,191.001566,199.0401969,135.1480669,123.0024317,1308.792573,1303.086336,1309.872131,57.97413216,145.2308507,0,
org.apache.tools.ant.taskdefs.Zip,1,1,1,0,0,0,1,0,0,28,21,123,3,18,1423,0.148471988,7,645.0062015,188.0019284,194.2807247,125.0039999,115.0031526,627.6256846,617.081032,630.961964,50.009999,140.8012784,3,32
org.apache.tools.ant.types.Commandline,1,1,1,0,0,0,1,0,0,19,30,46,29,3,448,0.62286593,55,1598.143923,140.000508,151.5387739,120.8304597,106.0006709,1595.524992,1592.196282,1595.524992,63.1585307,120.8304597,3,59
org.apache.tools.ant.types.CommandlineJava,1,1,1,0,1,0,0,0,0,26,9,62,1,8,437,0.149075464,10,1613.639985,185.0019569,191.9010162,136.8575902,127.0028506,1608.02301,1603.124761,1608.590998,54.7813837,143.3771251,5,40
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,10,14,24,10,4,146,0.841077049,8,1903.209132,187.0000675,198.6403786,139.1869247,122.0001035,1897.925183,1894.152053,1898.120386,71.16881339,141.8238344,0,
org.apache.tools.ant.types.Description,1,0,0,0,0,0,0,0,0,2,3,8,0,3,28,0.979275174,0,2021.427466,195.0000011,208.9258242,152.6892269,133.0000016,2016.391083,2012.155312,2016.523989,79.0569415,154.4344521,0,25
org.apache.tools.ant.types.EnumeratedAttribute,1,0,0,0,0,0,0,0,0,5,21,11,20,1,59,0.974174782,20,1988.71466,175.0000019,189.232661,135.67977,115.0000029,1984.335153,1981.183989,1984.335153,76.89603371,135.67977,0,51
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,6,9,4,2,47,0.948672824,4,2002.131364,191.0000069,204.8340792,149.5860956,130.0000101,1997.235339,1993.169586,1997.300678,78.4346862,150.4559736,0,
org.apache.tools.ant.types.FileList,1,0,0,0,0,0,0,0,0,8,5,29,1,4,177,0.774381719,1,1873.073677,194.0001312,205.905318,148.0607983,131.0001943,1867.600064,1863.154583,1867.812892,73.05477397,150.7215977,0,99
org.apache.tools.ant.types.FileSet,1,0,0,0,0,0,0,0,0,18,31,62,23,8,396,0.138380816,15,1653.824658,180.0020622,189.4228075,120.4408569,105.0035351,1647.34969,1644.12165,1647.810669,62.29767251,126.589889,0,164
org.apache.tools.ant.types.FilterSet,1,0,0,0,0,0,0,0,0,18,10,59,6,5,466,0.420669157,5,1585.426126,190.0008832,198.9497424,139.1294361,126.0013318,1579.035148,1574.168034,1579.277366,63.3245608,141.8520356,0,63
org.apache.tools.ant.types.FilterSetCollection,0,0,0,0,0,0,0,0,0,5,5,13,4,1,69,0.919232674,2,1980.426722,193.0000169,205.9927183,149.4824404,131.0000249,1975.348577,1971.184923,1975.348577,76.89603371,149.4824404,0,
org.apache.tools.ant.types.Mapper,1,0,0,0,0,0,0,0,0,11,11,38,3,8,287,0.686510381,6,1763.159097,189.00026,200.1924074,141.3541651,125.0003931,1757.450995,1753.114086,1757.962741,68.9637586,147.5804865,0,110
org.apache.tools.ant.types.Path,1,1,1,0,0,0,1,0,0,26,33,80,26,8,719,0.609867744,82,1325.824272,113.0006735,123.9758041,114.9347641,103.0007388,1325.009434,1321.151392,1325.489344,54.7813837,120.3411816,3,224
org.apache.tools.ant.types.PatternSet,1,0,0,0,0,0,0,0,0,20,10,60,5,6,557,0.31370535,3,1495.37721,192.0012266,200.2823008,138.2931669,126.001869,1488.343038,1483.163174,1488.687005,61.09828148,141.9471733,0,141
org.apache.tools.ant.types.Reference,0,1,1,0,0,0,1,0,0,5,19,12,17,2,55,0.929348304,8,1993.788855,187.0000133,200.3821349,137.3790377,117.0000213,1988.445121,1985.17027,1988.504212,76.55063684,138.2316896,3,
org.apache.tools.ant.types.ZipFileSet,0,1,1,0,1,0,0,0,0,9,11,20,4,7,108,0.293753065,14,1940.459997,181.0013779,193.3520106,142.298981,125.0019951,1936.039514,1932.114127,1936.43616,71.16881339,147.5974255,5,
org.apache.tools.ant.types.ZipScanner,0,0,0,0,0,0,0,0,0,6,3,11,2,1,68,0.881033178,20,1979.749732,175.0000404,188.8544413,150.7647174,133.0000532,1976.479952,1972.184829,1976.479952,75.96051606,150.7647174,0,
org.apache.tools.ant.UnknownElement,0,3,1,0,0,0,3,0,0,8,12,38,3,10,243,0.273042879,23,1805.21273,172.0015362,185.3240405,141.9048977,124.0021309,1801.273161,1797.090148,1801.841558,71.30918594,148.946299,9,
org.apache.tools.ant.util.DOMElementWriter,1,0,0,0,0,0,0,0,0,5,1,36,1,0,375,0.701517741,4,1675.919449,191.0002332,204.1200627,153,135.00033,1670.464007,1665.235419,1670.383489,77.25283166,152.118375,0,35
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,3,17,3,17,0,3,1,2,2046.122675,193,206.7002661,140.1320806,119,2040.472984,2037.192431,2040.414909,79.12016178,139.2838828,0,
org.apache.tools.ant.util.FileUtils,1,1,1,0,0,0,1,0,0,16,7,78,5,3,745,0.772463642,7,1308.575179,188.0001377,197.6486782,142.69548,129.0002007,1301.409236,1295.24129,1301.50874,65.9241989,143.6001393,3,137
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.969074391,0,2029.390303,195.0000025,208.2162338,152.5942332,134.0000036,2024.439676,2020.180437,2024.439676,77.83315489,152.5942332,0,
org.apache.tools.ant.util.GlobPatternMapper,1,1,1,0,0,0,1,0,0,5,2,15,1,1,137,0.938897074,2,1912.761877,193.0000097,205.9927183,152.118375,134.0000139,1907.71198,1903.19153,1907.71198,76.89603371,152.118375,3,59
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,4,2,5,1,1,16,0.969074391,0,2033.37183,195.0000025,208.2162338,152.5942332,134.0000036,2028.430921,2024.180081,2028.430921,77.83315489,152.5942332,0,
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.969074391,3,2025.122219,192.0000025,205.4093474,150.8409759,132.0000036,2020.316807,2016.180795,2020.316807,77.83315489,150.8409759,0,
org.apache.tools.ant.util.regexp.JakartaOroMatcher,1,0,0,0,0,0,0,0,0,5,7,17,0,7,75,0.959964082,1,1974.553367,194.0000041,206.9299398,147.732867,129.0000062,1969.229799,1965.112211,1969.631945,75,153,0,8
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1,0,0,0,0,0,0,0,0,5,4,13,0,4,65,0.959964082,1,1984.505228,194.0000041,206.9299398,150.359569,132.0000061,1979.406224,1975.145817,1979.608547,75.89466384,153,0,8
org.apache.tools.ant.util.regexp.RegexpMatcher,1,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,2,2045.127135,193,206.3443723,149.966663,131,2040.210038,2036.17902,2040.210038,77.83315489,149.966663,0,53
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,1,1,0,0,0,1,0,0,3,3,9,1,2,48,0.965509138,4,2001.135927,191.0000031,204.8340792,152.2005256,133.0000045,1996.435073,1992.169671,1996.501941,78.4346862,153.0751449,3,
org.apache.tools.ant.util.RegexpPatternMapper,0,1,1,0,0,0,1,0,0,5,4,20,0,4,144,0.955451751,1,1905.899263,194.0000051,206.9299398,150.359569,132.0000075,1900.589382,1896.151893,1900.800095,75.89466384,153,3,
org.apache.tools.ant.util.SourceFileScanner,0,1,1,0,1,0,0,0,0,3,9,25,7,2,277,0.722000687,9,1772.784533,186.0002078,200.1799191,146.9863939,127.0003043,1767.568386,1763.191708,1767.640518,78.4346862,147.8512766,5,
org.apache.tools.ant.XmlLogger,0,0,0,0,0,0,0,0,0,11,11,61,0,11,517,0.680974768,1,1535.306158,194.0002623,204.9194964,141.3541651,125.0004071,1528.121069,1523.094876,1528.97155,68.15423685,150.2697574,0,
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,27,3,63,1,2,527,0.04570795,2,1525.259978,193.0023592,199.3715125,142.0880009,133.0034235,1518.834422,1513.223381,1518.922315,56.35601121,143.0244734,0,
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.92185817,2,1968.484188,193.0000158,205.9927183,153,135.0000226,1963.646098,1959.200092,1963.577602,77.25283166,152.118375,0,
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,5,1,18,1,0,96,0.928696291,1,1953.65606,194.0000131,206.9299398,153,135.0000188,1948.681862,1944.201636,1948.61284,77.25283166,152.118375,0,
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.723217959,3,1435.894495,192.0001995,200,145.2308507,134.0002859,1429.295281,1423.275448,1429.201875,62.60990337,144.3086969,0,
org.apache.tools.tar.TarConstants,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,0,2025.408848,195,209.6520928,155.4155719,135,2020.515033,2016.194435,2020.448465,81.93289938,154.5477273,0,
org.apache.tools.tar.TarEntry,0,0,0,0,0,0,0,0,0,31,6,65,4,2,747,0.074263519,4,1307.030987,191.0022434,196.4611921,137.8985134,130.0032961,1299.518757,1293.261381,1299.619175,52.83937925,138.8416364,0,
org.apache.tools.tar.TarInputStream,0,0,0,0,0,0,0,0,0,16,3,40,1,2,604,0.288141892,2,1448.911661,193.0013128,202.410474,146.3215637,133.001905,1442.14597,1436.235357,1442.238538,66.3098786,147.2311108,0,
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.355481674,2,1614.576725,193.0010762,202.7140844,146.7412689,133.0015617,1608.508004,1603.210841,1608.590998,67.23094526,147.6482306,0,
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.717817731,2,1776.514847,193.0002063,204.9634114,151.6113452,135.0002949,1771.15245,1766.221957,1771.076509,74.46475676,150.7215977,0,
org.apache.tools.zip.AsiExtraField,1,0,0,0,0,0,0,0,0,20,4,42,0,4,376,0.495843535,1,1675.270724,194.0006551,202.2003956,143.7810836,132.0009628,1669.227366,1664.173068,1669.46728,61.84658438,146.5400969,0,95
org.apache.tools.zip.ExtraFieldUtils,1,0,0,0,0,0,0,0,0,8,4,39,1,3,377,0.834379594,1,1674.277456,194.0000707,205.905318,148.946299,132.0001039,1668.2305,1663.187903,1668.389942,73.38937253,150.7215977,0,71
org.apache.tools.zip.UnixStat,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,2042.330532,195,209.6520928,155.4155719,135,2037.477362,2033.192809,2037.411348,81.93289938,154.5477273,0,
org.apache.tools.zip.UnrecognizedExtraField,0,0,0,0,0,0,0,0,0,10,3,13,1,2,76,0.905322864,2,1973.460159,193.0000232,204.2988008,148.9227988,133.0000337,1968.498158,1964.17209,1968.565976,71.86793444,149.8165545,0,
org.apache.tools.zip.ZipEntry,1,0,0,0,0,0,0,0,0,23,5,68,2,3,462,0.463657764,3,1589.637695,192.0007491,199.4492417,141.6933308,131.0010979,1583.428243,1578.198023,1583.594961,59.50630219,143.5444182,0,48
org.apache.tools.zip.ZipExtraField,0,0,0,0,0,0,0,0,0,6,5,6,4,1,6,1,2,2043.13607,193,205.6453257,149.0033557,131,2038.214169,2034.179196,2038.214169,75.96051606,149.0033557,0,
org.apache.tools.zip.ZipLong,1,0,0,0,0,0,0,0,0,7,2,8,2,0,147,0.929322829,3,1902.712012,192.000013,204.3624232,151.1820095,134.0000186,1897.73681,1893.207067,1897.666462,75.3923073,150.2963739,0,34
org.apache.tools.zip.ZipOutputStream,0,0,0,0,0,0,0,0,0,17,7,81,4,3,1159,0.175603913,2,901.8924548,193.0017607,202.1113554,142.2708684,129.0026342,890.3942947,881.3546392,890.6862523,65,144.0867794,0,
org.apache.tools.zip.ZipShort,1,0,0,0,0,0,0,0,0,7,6,8,6,0,89,0.929322829,4,1960.327014,191.0000131,203.4232042,147.6482306,130.0000192,1955.326315,1951.200912,1955.260085,75.3923073,146.7685252,0,32
