Class Name,Tested,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.types.CommandlineJava,1,1,1,0,1,0,0,0,0,26,9,62,1,8,437,0.149075464,10,1613.64,185.002,191.901,136.858,127.003,1608.023,1603.125,1608.591,54.781,143.377,5,40
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,10,14,24,10,4,146,0.841077049,8,1903.209,187,198.64,139.187,122,1897.925,1894.152,1898.12,71.169,141.824,0,
org.apache.tools.ant.types.Description,1,0,0,0,0,0,0,0,0,2,3,8,0,3,28,0.979275174,0,2021.427,195,208.926,152.689,133,2016.391,2012.155,2016.524,79.057,154.434,0,25
org.apache.tools.ant.types.EnumeratedAttribute,1,0,0,0,0,0,0,0,0,5,21,11,20,1,59,0.974174782,20,1988.715,175,189.233,135.68,115,1984.335,1981.184,1984.335,76.896,135.68,0,51
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,6,9,4,2,47,0.948672824,4,2002.131,191,204.834,149.586,130,1997.235,1993.17,1997.301,78.435,150.456,0,
org.apache.tools.ant.types.FileList,1,0,0,0,0,0,0,0,0,8,5,29,1,4,177,0.774381719,1,1873.074,194,205.905,148.061,131,1867.6,1863.155,1867.813,73.055,150.722,0,99
org.apache.tools.ant.types.FileSet,1,0,0,0,0,0,0,0,0,18,31,62,23,8,396,0.138380816,15,1653.825,180.002,189.423,120.441,105.004,1647.35,1644.122,1647.811,62.298,126.59,0,164
org.apache.tools.ant.types.FilterSet,1,0,0,0,0,0,0,0,0,18,10,59,6,5,466,0.420669157,5,1585.426,190.001,198.95,139.129,126.001,1579.035,1574.168,1579.277,63.325,141.852,0,63
org.apache.tools.ant.types.FilterSetCollection,0,0,0,0,0,0,0,0,0,5,5,13,4,1,69,0.919232674,2,1980.427,193,205.993,149.482,131,1975.349,1971.185,1975.349,76.896,149.482,0,
org.apache.tools.ant.types.Mapper,1,0,0,0,0,0,0,0,0,11,11,38,3,8,287,0.686510381,6,1763.159,189,200.192,141.354,125,1757.451,1753.114,1757.963,68.964,147.58,0,110
org.apache.tools.ant.types.Path,1,1,1,0,0,0,1,0,0,26,33,80,26,8,719,0.609867744,82,1325.824,113.001,123.976,114.935,103.001,1325.009,1321.151,1325.489,54.781,120.341,3,224
org.apache.tools.ant.types.PatternSet,1,0,0,0,0,0,0,0,0,20,10,60,5,6,557,0.31370535,3,1495.377,192.001,200.282,138.293,126.002,1488.343,1483.163,1488.687,61.098,141.947,0,141
org.apache.tools.ant.types.Reference,0,1,1,0,0,0,1,0,0,5,19,12,17,2,55,0.929348304,8,1993.789,187,200.382,137.379,117,1988.445,1985.17,1988.504,76.551,138.232,3,
org.apache.tools.ant.types.ZipFileSet,0,1,1,0,1,0,0,0,0,9,11,20,4,7,108,0.293753065,14,1940.46,181.001,193.352,142.299,125.002,1936.04,1932.114,1936.436,71.169,147.597,5,
org.apache.tools.ant.types.ZipScanner,0,0,0,0,0,0,0,0,0,6,3,11,2,1,68,0.881033178,20,1979.75,175,188.854,150.765,133,1976.48,1972.185,1976.48,75.961,150.765,0,
org.apache.tools.ant.UnknownElement,0,3,1,0,0,0,3,0,0,8,12,38,3,10,243,0.273042879,23,1805.213,172.002,185.324,141.905,124.002,1801.273,1797.09,1801.842,71.309,148.946,9,
org.apache.tools.ant.util.DOMElementWriter,1,0,0,0,0,0,0,0,0,5,1,36,1,0,375,0.701517741,4,1675.919,191,204.12,153,135,1670.464,1665.235,1670.383,77.253,152.118,0,35
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,3,17,3,17,0,3,1,2,2046.123,193,206.7,140.132,119,2040.473,2037.192,2040.415,79.12,139.284,0,
org.apache.tools.ant.util.FileUtils,1,1,1,0,0,0,1,0,0,16,7,78,5,3,745,0.772463642,7,1308.575,188,197.649,142.695,129,1301.409,1295.241,1301.509,65.924,143.6,3,137
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.969074391,0,2029.39,195,208.216,152.594,134,2024.44,2020.18,2024.44,77.833,152.594,0,
org.apache.tools.ant.util.GlobPatternMapper,1,1,1,0,0,0,1,0,0,5,2,15,1,1,137,0.938897074,2,1912.762,193,205.993,152.118,134,1907.712,1903.192,1907.712,76.896,152.118,3,59
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,4,2,5,1,1,16,0.969074391,0,2033.372,195,208.216,152.594,134,2028.431,2024.18,2028.431,77.833,152.594,0,
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.969074391,3,2025.122,192,205.409,150.841,132,2020.317,2016.181,2020.317,77.833,150.841,0,
org.apache.tools.ant.util.regexp.JakartaOroMatcher,1,0,0,0,0,0,0,0,0,5,7,17,0,7,75,0.959964082,1,1974.553,194,206.93,147.733,129,1969.23,1965.112,1969.632,75,153,0,8
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1,0,0,0,0,0,0,0,0,5,4,13,0,4,65,0.959964082,1,1984.505,194,206.93,150.36,132,1979.406,1975.146,1979.609,75.895,153,0,8
org.apache.tools.ant.util.regexp.RegexpMatcher,1,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,2,2045.127,193,206.344,149.967,131,2040.21,2036.179,2040.21,77.833,149.967,0,53
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,1,1,0,0,0,1,0,0,3,3,9,1,2,48,0.965509138,4,2001.136,191,204.834,152.201,133,1996.435,1992.17,1996.502,78.435,153.075,3,
org.apache.tools.ant.util.RegexpPatternMapper,0,1,1,0,0,0,1,0,0,5,4,20,0,4,144,0.955451751,1,1905.899,194,206.93,150.36,132,1900.589,1896.152,1900.8,75.895,153,3,
org.apache.tools.ant.util.SourceFileScanner,0,1,1,0,1,0,0,0,0,3,9,25,7,2,277,0.722000687,9,1772.785,186,200.18,146.986,127,1767.568,1763.192,1767.641,78.435,147.851,5,
org.apache.tools.ant.XmlLogger,0,0,0,0,0,0,0,0,0,11,11,61,0,11,517,0.680974768,1,1535.306,194,204.919,141.354,125,1528.121,1523.095,1528.972,68.154,150.27,0,
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,27,3,63,1,2,527,0.04570795,2,1525.26,193.002,199.372,142.088,133.003,1518.834,1513.223,1518.922,56.356,143.024,0,
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.92185817,2,1968.484,193,205.993,153,135,1963.646,1959.2,1963.578,77.253,152.118,0,
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,5,1,18,1,0,96,0.928696291,1,1953.656,194,206.93,153,135,1948.682,1944.202,1948.613,77.253,152.118,0,
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.723217959,3,1435.894,192,200,145.231,134,1429.295,1423.275,1429.202,62.61,144.309,0,
org.apache.tools.tar.TarConstants,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,0,2025.409,195,209.652,155.416,135,2020.515,2016.194,2020.448,81.933,154.548,0,
org.apache.tools.tar.TarEntry,0,0,0,0,0,0,0,0,0,31,6,65,4,2,747,0.074263519,4,1307.031,191.002,196.461,137.899,130.003,1299.519,1293.261,1299.619,52.839,138.842,0,
org.apache.tools.tar.TarInputStream,0,0,0,0,0,0,0,0,0,16,3,40,1,2,604,0.288141892,2,1448.912,193.001,202.41,146.322,133.002,1442.146,1436.235,1442.239,66.31,147.231,0,
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.355481674,2,1614.577,193.001,202.714,146.741,133.002,1608.508,1603.211,1608.591,67.231,147.648,0,
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.717817731,2,1776.515,193,204.963,151.611,135,1771.152,1766.222,1771.077,74.465,150.722,0,
org.apache.tools.zip.AsiExtraField,1,0,0,0,0,0,0,0,0,20,4,42,0,4,376,0.495843535,1,1675.271,194.001,202.2,143.781,132.001,1669.227,1664.173,1669.467,61.847,146.54,0,95
org.apache.tools.zip.ExtraFieldUtils,1,0,0,0,0,0,0,0,0,8,4,39,1,3,377,0.834379594,1,1674.277,194,205.905,148.946,132,1668.23,1663.188,1668.39,73.389,150.722,0,71
org.apache.tools.zip.UnixStat,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,2042.331,195,209.652,155.416,135,2037.477,2033.193,2037.411,81.933,154.548,0,
org.apache.tools.zip.UnrecognizedExtraField,0,0,0,0,0,0,0,0,0,10,3,13,1,2,76,0.905322864,2,1973.46,193,204.299,148.923,133,1968.498,1964.172,1968.566,71.868,149.817,0,
org.apache.tools.zip.ZipEntry,1,0,0,0,0,0,0,0,0,23,5,68,2,3,462,0.463657764,3,1589.638,192.001,199.449,141.693,131.001,1583.428,1578.198,1583.595,59.506,143.544,0,48
org.apache.tools.zip.ZipExtraField,0,0,0,0,0,0,0,0,0,6,5,6,4,1,6,1,2,2043.136,193,205.645,149.003,131,2038.214,2034.179,2038.214,75.961,149.003,0,
org.apache.tools.zip.ZipLong,1,0,0,0,0,0,0,0,0,7,2,8,2,0,147,0.929322829,3,1902.712,192,204.362,151.182,134,1897.737,1893.207,1897.666,75.392,150.296,0,34
org.apache.tools.zip.ZipOutputStream,0,0,0,0,0,0,0,0,0,17,7,81,4,3,1159,0.175603913,2,901.892,193.002,202.111,142.271,129.003,890.394,881.355,890.686,65,144.087,0,
org.apache.tools.zip.ZipShort,1,0,0,0,0,0,0,0,0,7,6,8,6,0,89,0.929322829,4,1960.327,191,203.423,147.648,130,1955.326,1951.201,1955.26,75.392,146.769,0,32
