Class Name,Tested,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)","d(WMC, RFC)",#Hbugs,#Mbugs,#Lbugs,#Nbugs,#Severity,#Score,#Risk
org.apache.tools.ant.taskdefs.ExecuteWatchdog,1,0,0,0,0,0,0,0,0,8,6,25,5,1,169,0.838935819,3,1880.825617,192.0000676,204.0220576,147.1767645,130.0000998,1875.510864,1871.194805,1875.510864,74.09453421,147.1767645,0,104,240.3861419,214.8045623,1871.143697,1883.290206,170.5808832,1872.271882,170.7626268,660984.022,3500812,4932,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Exit,0,0,0,0,0,0,0,0,0,4,5,12,0,5,48,0.898412716,3,2001.231621,192.0000269,205.4093474,149.966663,131.0000394,1996.302833,1992.132777,1996.569308,76.53757247,153.4731247,0,,190.1307788,228.2126202,1992.024013,2005.029925,49.04459831,1993.337152,49.09961803,193548.0062,3968248,5513,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Expand,0,0,0,0,0,0,0,0,0,6,9,48,0,9,300,0.591616748,4,1750.451656,191.0004366,203.7694776,145.4991409,127.0006566,1744.628614,1740.103733,1745.229211,73.4982993,152.5319639,0,,333.832714,200.3222404,1740.407751,1751.493363,302.4437066,1741.447961,302.3606517,1134048.04,3027748,5189,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Filter,1,0,0,0,0,0,0,0,0,6,6,16,0,6,95,0.875484231,4,1954.355648,191.0000406,203.7694776,148.1249473,130.0000596,1949.339632,1945.124418,1949.679461,74.33034374,152.5319639,0,62,203.4299284,225,1945.043402,1957.970888,95.95159976,1946.295455,96.04025962,378591.0121,3783205,5221,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.FixCRLF,1,1,1,0,0,0,1,0,0,17,10,83,1,10,1273,0.265454417,4,790.4239369,191.0014124,200.2023976,139.5564402,126.0021411,777.2805156,767.2111834,778.6173643,62.64183905,146.8196172,3,97,1270.878327,175.2854814,769.5591727,786.7744276,1274.524561,769.3432264,1273.654095,3573394.225,588402,3713,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,7,33,0,7,404,0.588754761,3,1647.227975,192.0004404,202.0717694,143.5618334,129.0006555,1641.077999,1636.134774,1641.560538,66.40783086,148.9765082,0,,434.6246815,211.6459307,1636.212152,1649.633293,404.9155045,1637.21257,405.0978429,1485137.055,2676659,4132,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Get,1,0,0,0,0,0,0,0,0,8,7,46,0,7,394,0.828701993,4,1657.044658,191.0000768,203.0812645,146.2942241,129.0001137,1651.047243,1646.133956,1651.526869,72.12489168,151.6113452,0,32,420.5924893,201.8043607,1646.397785,1658.324757,395.7164729,1647.445598,395.6655655,1452330.054,2709466,4911,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.GUnzip,1,0,0,0,0,0,0,0,0,4,5,32,0,5,215,0.954739149,3,1835.071933,192.0000053,205.4093474,149.966663,131.0000078,1829.695603,1825.144926,1829.986339,76.53757247,153.4731247,0,25,269.9922646,212.4170426,1825.179215,1837.320331,216.5628615,1826.459416,216.5092698,831007.0281,3330789,5493,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.GZip,1,0,0,0,0,0,0,0,0,6,3,24,0,3,151,0.930302109,4,1898.631613,191.0000127,203.7694776,150.7647174,133.0000183,1893.676319,1889.165424,1893.817837,75.27283707,152.5319639,0,27,228.6431137,218.6526926,1889.099011,1901.612474,152.2601251,1890.333833,152.3514919,593303.0194,3568493,5213,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Jar,1,0,0,0,0,0,0,0,0,14,12,64,2,10,531,0.607529825,4,1521.039776,191.0004032,201.1218536,139.0863041,124.0006211,1514.086193,1509.107352,1514.849828,65.520989,147.1665723,0,30,545.8141506,187.3846312,1509.848429,1520.590017,533.4907102,1510.314537,533.5438062,1884583.075,2277213,4101,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Java,1,0,0,0,0,0,0,0,0,26,19,87,0,19,514,0.145324301,19,1536.115881,176.0020752,183.2402794,127.6322843,117.0031216,1530.478683,1526.02654,1531.959856,51.7880295,144.3121616,0,46,523.965152,173.5108066,1527.361792,1535.832673,518.1933189,1526.85199,518.6250109,1833011.073,2328785,2710,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Javac,0,1,1,0,0,1,0,0,0,50,24,82,11,14,646,0.373587486,7,1406.620062,188.0010436,189.9289341,115.2085066,112.0017517,1398.492045,1394.0703,1399.504198,30.41381265,126.9054766,4,,654.9554242,168.4399003,1395.734119,1404.139594,649.8547326,1394.261453,650.9179676,2218446.095,1943350,843,1,0,0,0,2,5,4
org.apache.tools.ant.taskdefs.JavacOutputStream,0,0,0,0,0,0,0,0,0,4,1,11,0,1,68,0.971704003,1,1981.519619,194.0000021,207.2800039,153.4731247,135.000003,1976.615542,1972.184829,1976.615542,77.83315489,153.4731247,0,,197.0485885,229.0196498,1972.020419,1985.25414,68.59685804,1973.350704,68.6906923,272827.0086,3888969,5514,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Javadoc,0,1,1,0,1,0,0,0,0,77,28,196,6,28,2040,0.258191238,4,191,191.0014405,191,108,108.0025476,108,0,129,0,129,5,,1915.462032,129,108.9936974,129,2043.101472,0,2044.3602,4161796.442,0,0,1,0,0,0,2,5,5
org.apache.tools.ant.taskdefs.Jikes,0,0,0,0,0,0,0,0,0,2,5,29,0,5,176,0.896809896,0,1874.172084,195.0000273,208.9258242,150.950323,131.0000406,1868.597602,1864.141894,1868.882286,78.44743463,154.4344521,0,,242.3164193,214.7417053,1864.14502,1876.328862,177.5791291,1865.508242,177.474214,687133.0228,3474663,5792,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,21,1,2,147,0.825385407,1,1902.914869,194.0000786,204.599609,148.0337799,133.0001146,1897.666462,1893.178544,1897.73681,70.00714249,148.9328708,0,,228.3709499,220.4109798,1893.081655,1905.788551,148.0613104,1894.115625,148.3824672,578172.0189,3583624,4400,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,265,0.814494974,4,1785.246762,191.0000901,203.0812645,150.7215977,134.0001284,1780.050842,1775.190412,1780.1264,73.73601562,151.6113452,0,,307.4448346,207.0603777,1775.26952,1787.036373,266.8010309,1776.34062,266.9106003,1011014.035,3150782,4918,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,7,7,15,6,1,92,0.871216601,9,1956.859729,186.0000446,198.7360058,146.7685252,129.0000643,1952.266631,1948.187106,1952.266631,75.02666193,146.7685252,0,,203.1280185,222.2656069,1948.063493,1960.639181,93.33970511,1949.257294,93.52732183,366911.0119,3794885,5081,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,2,10,9,6,4,31,0.901490997,22,2016.434973,173.000028,188.5576835,146.6321929,126.0000385,2012.947342,2009.14335,2013.137352,78.74642849,149.2179614,0,,189.6054734,227.178344,2009.029112,2021.803898,32.87856029,2010.399463,32.88272324,125528.0044,4036268,5812,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Manifest,0,0,0,0,0,0,0,0,0,9,5,53,1,4,396,0.663695396,2,1655.290005,193.000293,204.6289325,147.5974255,131.0004317,1649.211023,1644.175173,1649.45203,72.11102551,150.2664301,0,,420.0974904,195.9719368,1644.536965,1655.639152,398.2402197,1645.405725,398.2700218,1458917.054,2702879,4767,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.ManifestException,0,0,0,0,0,0,0,0,0,1,4,2,4,0,5,0.989583333,2,2044.1316,193.0000003,207.4246851,152.3154621,132.0000004,2039.276587,2035.19262,2039.212103,80.99382693,151.4496616,0,,194.0710225,234.0875904,2035.003749,2048.419391,6.344521346,2036.41867,6.371720085,20377.00105,4141419,5970,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.MatchingTask,0,0,0,0,0,0,0,0,0,14,20,41,13,7,174,0.209921937,18,1874.375896,177.0017633,187.8776197,132.0037878,116.0026906,1869.602097,1866.118163,1869.983957,66.40783086,137.3062271,0,,233.3829441,197.2536438,1866.444682,1876.396813,178.7778062,1867.063202,179.0850028,679685.0236,3482111,4124,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Mkdir,1,0,0,0,0,0,0,0,0,3,3,14,0,3,84,0.961687865,4,1965.303284,191.0000038,204.8340792,152.2005256,133.0000055,1960.516514,1956.159758,1960.653207,78.10889834,153.951291,0,23,200.3694564,226.6031774,1956.033165,1969.082274,84.8008634,1957.399295,84.82165784,335678.0107,3826118,5658,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Move,0,1,1,0,0,0,1,0,0,5,10,42,0,10,481,0.882281771,1,1571.024188,194.0000357,206.9299398,145.1206395,126.000055,1564.083438,1559.103909,1564.834177,74.21590126,153,3,,503.7448557,204.7950195,1559.35344,1572.393717,482.2323563,1560.661719,481.935774,1731161.067,2430635,5338,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.optional.TraXLiaison,1,0,0,0,0,0,0,0,0,5,1,24,0,1,147,0.88905425,1,1902.914869,194.0000317,206.9299398,153,135.0000456,1897.807683,1893.192542,1897.807683,76.89603371,153,0,20,226.0342854,218.6526926,1893.098802,1905.585999,148.2665123,1894.36876,148.350095,578175.0189,3583621,5356,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Parallel,0,0,0,0,0,0,0,0,0,3,5,22,1,5,149,0.984429253,3,1900.722231,192.0000006,205.7668584,150.4559736,131.0000009,1895.532115,1891.139868,1895.741807,77.49193506,153.0751449,0,,228.896713,219.6178499,1891.089282,1903.710325,150.1807375,1892.447357,150.1341224,585741.0192,3576055,5650,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Patch,0,0,0,0,0,0,0,0,0,9,9,29,0,9,168,0.696721981,3,1881.820395,192.0002395,203.6860329,144.0590157,127.0003621,1876.303014,1872.096418,1876.861476,70.60453243,151.1588568,0,,236.5987032,214.7417053,1872.1444,1884.276519,169.6962857,1873.234636,169.817437,657245.0218,3504551,4791,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.PathConvert,0,0,0,0,0,0,0,0,0,14,8,41,1,8,385,0.767175649,4,1665.984994,191.0001419,201.1218536,142.6639408,128.0002117,1659.942469,1655.120842,1660.415912,66.09841148,148.0709289,0,,414.1454122,204.8926548,1655.330988,1667.634852,386.4913841,1656.19866,386.6734163,1422616.052,2739180,4124,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Property,1,0,0,0,0,0,0,0,0,26,12,74,2,10,643,0.408195258,5,1409.861341,190.0009217,196.7256974,134.0783353,124.0014122,1402.492424,1397.115958,1403.316785,54.08326913,142.442971,0,28,652.6493907,180.4799158,1398.183405,1408.609953,645.6429517,1397.930613,646.0870461,2210065.094,1951731,2723,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,1,1,0,0,0,1,0,0,13,8,20,6,2,111,0.835985272,8,1938.042827,187.0000719,197.6486782,143.1083506,128.0001051,1933.242096,1929.175212,1933.308563,69.07966416,144.0034722,3,,208.1612203,218.2131985,1929.101415,1941.303171,112.7653674,1930.061398,113.133918,440579.0145,3721217,4272,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.Recorder,0,0,0,0,0,0,0,0,0,8,9,32,0,9,201,0.850771161,4,1848.892101,191.0000583,203.0812645,144.5337331,127.0000877,1843.380048,1839.098149,1843.948481,71.56814934,151.6113452,0,,259.0399278,212.4170426,1839.17785,1851.227161,202.7139902,1840.293998,202.778145,779711.0262,3382085,4925,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.RecorderEntry,0,0,0,0,0,0,0,0,0,17,5,39,1,4,359,0.54881134,2,1692.043144,193.0005274,202.1113554,144.0867794,131.000777,1686.096676,1681.171318,1686.332411,64.62197769,146.8196172,0,,391.0317448,206.4097866,1681.296685,1693.625106,360.407408,1682.07045,360.7674078,1335878.048,2825918,3757,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,5,4,17,0,4,101,0.922100375,3,1948.482743,192.0000158,205.0560899,150.359569,132.000023,1943.487844,1939.148524,1943.693906,75.89466384,153,0,20,205.4147395,224.2008029,1939.049057,1951.9188,101.9806734,1940.336311,102.0527403,401896.0129,3759900,5363,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Replace,1,0,0,0,0,0,0,0,0,20,7,71,2,7,677,0.497681564,4,1376.317551,191.0006605,199.3238571,141.0319113,129.000978,1369.090939,1363.161766,1369.473622,60.74537019,144.699689,0,32,686.4651151,182.5212316,1364.128364,1375.166535,679.299148,1364.191336,679.5293285,2303902.1,1857894,3374,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Rmic,0,0,0,0,0,0,0,0,0,44,19,91,6,14,724,0.28571459,6,1329.502539,189.0013497,191.8593235,121.5647975,117.0021803,1321.190751,1316.074466,1322.307453,35.84689666,133.1540461,0,,729.7480634,166.3309953,1317.94975,1326.469751,727.6551106,1316.413689,728.5719359,2429835.108,1731961,1194,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,0,0,0,0,0,0,0,0,0,17,15,66,4,12,630,0.136030323,5,1422.743828,190.0019643,199.2485885,135.0592463,121.0030844,1415.18232,1410.090777,1416.072385,62.09669879,144.0867794,0,,641.6958377,184.5562245,1411.012248,1422.027074,632.3632664,1411.276018,632.4382773,2173566.091,1988230,3730,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,96,0.470710905,0,1953.755614,195.0007183,208.5689334,148.7178537,129.0010858,1948.275391,1944.124482,1948.61284,77.20103626,153.0751449,0,,201.2860343,222.0022522,1944.065772,1956.635122,97.38954157,1945.407926,97.36692927,382483.0123,3779313,5653,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,0,4,6,4,3,4,4,1,1,2045.221748,194,207.2800039,149.0939301,130,2040.146073,2036.141449,2040.274491,76.84399781,150.8409759,0,,192.0456599,232.9978541,2036.006129,2049.288657,6.431688123,2037.308273,6.491106815,16308.0013,4145488,5521,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.rmic.RmicAdapterFactory,0,0,0,0,0,0,0,0,0,3,7,15,1,6,112,0.966970782,2,1937.635931,193.0000028,206.7002661,148.7178537,129.0000042,1932.310793,1928.125515,1932.651029,77.20103626,153.0751449,0,,212.750324,225.2043516,1928.042418,1941.108189,112.7940497,1929.419602,112.7607002,444431.0142,3717365,5657,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.rmic.SunRmic,0,0,0,0,0,0,0,0,0,3,8,22,1,7,152,0.460955503,0,1898.043466,195.000745,208.5689334,147.8512766,128.001135,1892.334009,1888.116787,1892.749323,76.92203845,153.0751449,0,,230.8522169,219.6178499,1888.089424,1900.730386,153.18155,1889.449655,153.1097252,597078.0196,3564718,5650,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.rmic.WLRmic,0,0,0,0,0,0,0,0,0,5,7,18,1,6,95,0.460955503,0,1954.750623,195.000745,207.8677464,147.732867,129.0011262,1949.273198,1945.124418,1949.610474,75.2861209,152.118375,0,,201.6948637,222.8003591,1945.05934,1957.719336,96.27414427,1946.332192,96.32623092,378593.0122,3783203,5362,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.SendEmail,0,0,0,0,0,0,0,0,0,8,5,41,0,5,236,0.910895845,0,1814.508473,195.0000204,206.8477701,148.0607983,131.0000303,1808.750121,1804.146613,1809.044223,72.73238618,151.6113452,0,,281.8626347,205.5480479,1804.29175,1815.672327,238.2650097,1805.319085,238.3522383,907225.0311,3254571,4916,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Sequential,0,0,0,0,0,0,0,0,0,3,3,10,0,3,32,0.968967014,3,2017.158397,192.0000025,205.7668584,152.2005256,133.0000036,2012.399811,2008.155621,2012.532981,78.10889834,153.951291,0,,188.7205985,229.8281967,2008.016602,2021.109844,33.06076863,2009.363083,33.11218694,129546.0042,4032250,5662,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.SignJar,0,0,0,0,0,0,0,0,0,18,8,55,0,8,474,0.595850397,4,1577.60483,191.0004276,199.9049774,140.943251,128.000638,1571.222454,1566.127709,1571.808194,62.29767251,147.3295625,0,,493.2369107,195.2075818,1566.58439,1578.119767,475.9913278,1567.111036,476.2674,1709299.066,2452497,3622,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Sleep,1,0,0,0,0,0,0,0,0,10,2,21,0,2,135,0.8790815,4,1914.551122,191.0000383,202.410474,149.8165545,134.0000546,1909.707046,1905.17742,1909.777474,71.86793444,150.7116452,0,65,220.8278292,221.0203611,1905.075614,1917.778663,136.0774448,1906.177851,136.3355072,532596.0173,3629200,4664,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.SQLExec,0,1,1,0,1,0,0,0,0,26,15,108,1,15,1156,0.532862444,5,904.1880335,190.0005743,196.7256974,131.3087964,121.0009017,892.24268,884.0955831,894.0984286,52.63078947,143.3771251,5,,1153.724586,160.3121954,887.4065673,898.4186107,1158.703449,885.4699317,1158.589878,3380252.197,781544,2689,1,0,0,0,2,5,5
org.apache.tools.ant.taskdefs.StreamPumper,0,0,0,0,0,0,0,0,0,2,1,6,1,0,39,0.948350694,1,2010.382302,194.0000069,207.9927883,154.4344521,135.0000099,2005.548803,2001.195892,2005.481738,80.05623024,153.5610628,0,,193.9573751,232.4994624,2001.007543,2014.461963,39.38139853,2002.405054,39.43225667,157605.0049,4004191,5815,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Tar,1,1,1,0,0,0,1,0,0,8,13,65,0,13,608,0.632543248,3,1444.814175,192.0003516,204.0220576,141.0319113,123.0005489,1437.272765,1432.078559,1438.349401,70.61161378,151.6113452,3,31,620.107669,188.111669,1432.868527,1444.3026,610.1560073,1433.661397,609.8347708,2111041.088,2050755,4892,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.Taskdef,1,1,1,0,0,0,1,0,0,2,4,4,1,3,11,0.979275174,0,2038.348842,195.0000011,208.9258242,151.8189711,132.0000016,2033.289207,2029.154011,2033.420025,79.0569415,153.5610628,3,23,192.3172533,234.1367122,2029.003666,2042.464443,11.69259599,2030.385678,11.71983932,44763.00153,4117033,5817,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,9,0,1,58,0.981932466,1,1991.471818,194.0000008,207.6342939,153.951291,135.0000012,1986.592308,1982.183897,1986.592308,78.77182237,153.951291,0,,195.7495974,230.6382449,1982.013648,1995.37415,58.47272774,1983.380952,58.53569019,233285.0073,3928511,5663,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Touch,0,0,0,0,0,0,0,0,0,8,11,39,3,8,294,0.794635512,5,1756.30749,190.000111,202.1410399,142.7795504,125.0001687,1750.468794,1746.114544,1750.982581,71.84010022,148.946299,0,,332.8350762,205.1170398,1746.309501,1758.00711,295.9096345,1747.36287,295.9217539,1113123.039,3048673,4918,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,2045.316846,195,209.2868844,154.9225613,135,2040.470779,2036.17902,2040.470779,80.65358021,154.9225613,0,,194.0410526,236.3493177,2036.000664,2049.672413,4.336955407,2037.417974,4.356919803,16306.00057,4145490,5970,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Tstamp,0,0,0,0,0,0,0,0,0,3,6,17,1,6,91,0.980280219,3,1958.434324,192.000001,205.7668584,149.5860956,130.0000015,1953.330745,1949.124162,1953.601034,77.20103626,153.0751449,0,,200.7404318,223.6000894,1949.053149,1961.784392,92.19844868,1950.404317,92.17905593,363016.0117,3798780,5655,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Typedef,0,1,1,0,0,0,1,0,0,2,3,4,0,3,11,0.979275174,0,2038.348842,195.0000011,208.9258242,152.6892269,133.0000016,2033.354371,2029.154011,2033.486169,79.0569415,154.4344521,3,,192.3134669,234.7104599,2029.002656,2042.530294,11.51608069,2030.385678,11.5437406,44763.00147,4117033,5817,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.Untar,0,0,0,0,0,0,0,0,0,5,9,43,0,9,276,0.905598897,3,1774.418215,192.0000232,205.0560899,145.9897257,127.0000351,1768.565803,1764.102321,1769.158274,74.46475676,153,0,,314.9621547,204.0441129,1764.326663,1775.761808,278.1693128,1765.468776,278.0641713,1049947.037,3111849,5337,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.UpToDate,0,0,0,0,0,0,0,0,0,10,14,35,1,13,216,0.710606235,4,1833.97301,191.0002192,202.410474,139.1869247,122.0003432,1828.075491,1824.061677,1828.915526,68.65857558,149.8165545,0,,269.0377229,209.4683747,1824.223038,1835.98829,218.0047583,1825.230122,218.0960423,834659.0283,3327137,4650,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.War,0,0,0,0,0,0,0,0,0,9,8,33,0,8,163,0.740572676,4,1886.692874,191.0001762,202.7436805,144.9413675,128.0002629,1881.359349,1877.10655,1881.848559,70.88018059,151.1588568,0,,230.2436568,211.6459307,1877.184915,1888.89465,165.2002331,1878.231349,165.3342196,638504.0213,3523292,4787,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.XSLTLiaison,0,0,0,0,0,0,0,0,0,3,2,3,2,0,4,1,1,2045.221748,194,207.6342939,153.0751449,134,2040.404862,2036.192525,2040.339433,79.12016178,152.2005256,0,,193.0440256,234.3885663,2036.003192,2049.447243,5.384603126,2037.34435,5.465826272,16307.00092,4145489,5669,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.XSLTProcess,0,0,0,0,0,0,0,0,0,21,13,73,1,13,737,0.226565902,4,1316.924447,191.001566,199.0401969,135.1480669,123.0024317,1308.792573,1303.086336,1309.872131,57.97413216,145.2308507,0,,744.816301,181.8928256,1304.207157,1315.634448,739.2376378,1304.202822,739.3812584,2463864.11,1697932,3259,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Zip,1,1,1,0,0,0,1,0,0,28,21,123,3,18,1423,0.148471988,7,645.0062015,188.0019284,194.2807247,125.0039999,115.0031526,627.6256846,617.081032,630.961964,50.009999,140.8012784,3,32,1415.38385,150.8409759,623.1248646,635.1708432,1425.777277,618.9426468,1425.177308,3781034.265,380762,2474,0,1,0,1,1,1,3
org.apache.tools.ant.types.Commandline,1,1,1,0,0,0,1,0,0,19,30,46,29,3,448,0.62286593,55,1598.143923,140.000508,151.5387739,120.8304597,106.0006709,1595.524992,1592.196282,1595.524992,63.1585307,120.8304597,3,59,473.3333559,183.6736236,1592.926449,1602.560451,451.2770394,1593.056182,451.67475,1627182.063,2534614,3514,0,1,0,1,1,1,3
org.apache.tools.ant.types.CommandlineJava,1,1,1,0,1,0,0,0,0,26,9,62,1,8,437,0.149075464,10,1613.639985,185.0019569,191.9010162,136.8575902,127.0028506,1608.02301,1603.124761,1608.590998,54.7813837,143.3771251,5,40,456.0039012,189.5046174,1603.733204,1614.162631,439.7488958,1603.811086,440.3195953,1592053.06,2569743,2735,1,0,0,0,2,5,5
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,10,14,24,10,4,146,0.841077049,8,1903.209132,187.0000675,198.6403786,139.1869247,122.0001035,1897.925183,1894.152053,1898.120386,71.16881339,141.8238344,0,,225.8315242,212.6240814,1894.169902,1905.897426,148.2272805,1895.184688,148.4518098,574388.0192,3587408,4661,0,0,0,0,0,0,0
org.apache.tools.ant.types.Description,1,0,0,0,0,0,0,0,0,2,3,8,0,3,28,0.979275174,0,2021.427466,195.0000011,208.9258242,152.6892269,133.0000016,2016.391083,2012.155312,2016.523989,79.0569415,154.4344521,0,25,190.0645528,231.4497786,2012.010642,2025.268624,28.79039824,2013.397378,28.80837125,113464.0036,4048332,5813,0,0,0,0,0,0,0
org.apache.tools.ant.types.EnumeratedAttribute,1,0,0,0,0,0,0,0,0,5,21,11,20,1,59,0.974174782,20,1988.71466,175.0000019,189.232661,135.67977,115.0000029,1984.335153,1981.183989,1984.335153,76.89603371,135.67977,0,51,194.5256835,217.8302091,1981.102614,1992.94029,62.35807097,1982.307998,62.48726544,237250.0085,3924546,5369,0,0,0,0,0,0,0
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,6,9,4,2,47,0.948672824,4,2002.131364,191.0000069,204.8340792,149.5860956,130.0000101,1997.235339,1993.169586,1997.300678,78.4346862,150.4559736,0,,192.8553688,228.3199509,1993.023477,2006.035643,48.00731877,1994.373335,48.06292803,189560.0061,3972236,5663,0,0,0,0,0,0,0
org.apache.tools.ant.types.FileList,1,0,0,0,0,0,0,0,0,8,5,29,1,4,177,0.774381719,1,1873.073677,194.0001312,205.905318,148.0607983,131.0001943,1867.600064,1863.154583,1867.812892,73.05477397,150.7215977,0,99,243.0924075,214.1144554,1863.153031,1875.263715,178.64075,1864.27734,178.7772789,690860.023,3470936,4928,0,0,0,0,0,0,0
org.apache.tools.ant.types.FileSet,1,0,0,0,0,0,0,0,0,18,31,62,23,8,396,0.138380816,15,1653.824658,180.0020622,189.4228075,120.4408569,105.0035351,1647.34969,1644.12165,1647.810669,62.29767251,126.589889,0,164,418.6744606,174.642492,1645.22016,1653.250132,401.1049918,1645.058358,401.4247443,1458926.055,2702870,3615,0,0,0,0,0,0,0
org.apache.tools.ant.types.FilterSet,1,0,0,0,0,0,0,0,0,18,10,59,6,5,466,0.420669157,5,1585.426126,190.0008832,198.9497424,139.1294361,126.0013318,1579.035148,1574.168034,1579.277366,63.3245608,141.8520356,0,63,484.9389374,188.17545,1574.788195,1585.208504,468.679349,1575.105393,469.0006816,1684183.065,2477613,3618,0,0,0,0,0,0,0
org.apache.tools.ant.types.FilterSetCollection,0,0,0,0,0,0,0,0,0,5,5,13,4,1,69,0.919232674,2,1980.426722,193.0000169,205.9927183,149.4824404,131.0000249,1975.348577,1971.184923,1975.348577,76.89603371,149.4824404,0,,195.6161284,225.0555487,1971.042464,1983.807198,70.2096346,1972.31463,70.33821242,276772.0089,3885024,5367,0,0,0,0,0,0,0
org.apache.tools.ant.types.Mapper,1,0,0,0,0,0,0,0,0,11,11,38,3,8,287,0.686510381,6,1763.159097,189.00026,200.1924074,141.3541651,125.0003931,1757.450995,1753.114086,1757.962741,68.9637586,147.5804865,0,110,327.178611,205.8834622,1753.294062,1765.048725,288.8682754,1754.242002,289.0000601,1088629.038,3073167,4514,0,0,0,0,0,0,0
