@relation 'Ant14AllModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Remove-R1-8,38-39,42-43-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31-weka.filters.unsupervised.attribute.Remove-R30-31-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute 'd(WMC, RFC)' numeric
@attribute #Hbugs numeric

@data
8,9,32,0,9,201,0.850771,4,1848.892101,191.000058,203.081265,144.533733,127.000088,1843.380048,1839.098149,1843.948481,71.568149,151.611345,259.039928,212.417043,1839.17785,1851.227161,202.71399,1840.293998,202.778145,779711.0262,3382085,4925,0
17,5,39,1,4,359,0.548811,2,1692.043144,193.000527,202.111355,144.086779,131.000777,1686.096676,1681.171318,1686.332411,64.621978,146.819617,391.031745,206.409787,1681.296685,1693.625106,360.407408,1682.07045,360.767408,1335878.048,2825918,3757,0
5,4,17,0,4,101,0.9221,3,1948.482743,192.000016,205.05609,150.359569,132.000023,1943.487844,1939.148524,1943.693906,75.894664,153,205.414739,224.200803,1939.049057,1951.9188,101.980673,1940.336311,102.05274,401896.0129,3759900,5363,0
20,7,71,2,7,677,0.497682,4,1376.317551,191.000661,199.323857,141.031911,129.000978,1369.090939,1363.161766,1369.473622,60.74537,144.699689,686.465115,182.521232,1364.128364,1375.166535,679.299148,1364.191336,679.529329,2303902.1,1857894,3374,0
44,19,91,6,14,724,0.285715,6,1329.502539,189.00135,191.859323,121.564797,117.00218,1321.190751,1316.074466,1322.307453,35.846897,133.154046,729.748063,166.330995,1317.94975,1326.469751,727.655111,1316.413689,728.571936,2429835.108,1731961,1194,0
17,15,66,4,12,630,0.13603,5,1422.743828,190.001964,199.248589,135.059246,121.003084,1415.18232,1410.090777,1416.072385,62.096699,144.086779,641.695838,184.556225,1411.012248,1422.027074,632.363266,1411.276018,632.438277,2173566.091,1988230,3730,0
3,7,19,1,6,96,0.470711,0,1953.755614,195.000718,208.568933,148.717854,129.001086,1948.275391,1944.124482,1948.61284,77.201036,153.075145,201.286034,222.002252,1944.065772,1956.635122,97.389542,1945.407926,97.366929,382483.0123,3779313,5653,0
4,6,4,3,4,4,1,1,2045.221748,194,207.280004,149.09393,130,2040.146073,2036.141449,2040.274491,76.843998,150.840976,192.04566,232.997854,2036.006129,2049.288657,6.431688,2037.308273,6.491107,16308.0013,4145488,5521,0
3,7,15,1,6,112,0.966971,2,1937.635931,193.000003,206.700266,148.717854,129.000004,1932.310793,1928.125515,1932.651029,77.201036,153.075145,212.750324,225.204352,1928.042418,1941.108189,112.79405,1929.419602,112.7607,444431.0142,3717365,5657,0
3,8,22,1,7,152,0.460956,0,1898.043466,195.000745,208.568933,147.851277,128.001135,1892.334009,1888.116787,1892.749323,76.922038,153.075145,230.852217,219.61785,1888.089424,1900.730386,153.18155,1889.449655,153.109725,597078.0196,3564718,5650,0
5,7,18,1,6,95,0.460956,0,1954.750623,195.000745,207.867746,147.732867,129.001126,1949.273198,1945.124418,1949.610474,75.286121,152.118375,201.694864,222.800359,1945.05934,1957.719336,96.274144,1946.332192,96.326231,378593.0122,3783203,5362,0
8,5,41,0,5,236,0.910896,0,1814.508473,195.00002,206.84777,148.060798,131.00003,1808.750121,1804.146613,1809.044223,72.732386,151.611345,281.862635,205.548048,1804.29175,1815.672327,238.26501,1805.319085,238.352238,907225.0311,3254571,4916,0
3,3,10,0,3,32,0.968967,3,2017.158397,192.000002,205.766858,152.200526,133.000004,2012.399811,2008.155621,2012.532981,78.108898,153.951291,188.720598,229.828197,2008.016602,2021.109844,33.060769,2009.363083,33.112187,129546.0042,4032250,5662,0
18,8,55,0,8,474,0.59585,4,1577.60483,191.000428,199.904977,140.943251,128.000638,1571.222454,1566.127709,1571.808194,62.297673,147.329563,493.236911,195.207582,1566.58439,1578.119767,475.991328,1567.111036,476.2674,1709299.066,2452497,3622,0
10,2,21,0,2,135,0.879081,4,1914.551122,191.000038,202.410474,149.816554,134.000055,1909.707046,1905.17742,1909.777474,71.867934,150.711645,220.827829,221.020361,1905.075614,1917.778663,136.077445,1906.177851,136.335507,532596.0173,3629200,4664,0
26,15,108,1,15,1156,0.532862,5,904.188033,190.000574,196.725697,131.308796,121.000902,892.24268,884.095583,894.098429,52.630789,143.377125,1153.724586,160.312195,887.406567,898.418611,1158.703449,885.469932,1158.589878,3380252.197,781544,2689,1
2,1,6,1,0,39,0.948351,1,2010.382302,194.000007,207.992788,154.434452,135.00001,2005.548803,2001.195892,2005.481738,80.05623,153.561063,193.957375,232.499462,2001.007543,2014.461963,39.381399,2002.405054,39.432257,157605.0049,4004191,5815,0
8,13,65,0,13,608,0.632543,3,1444.814175,192.000352,204.022058,141.031911,123.000549,1437.272765,1432.078559,1438.349401,70.611614,151.611345,620.107669,188.111669,1432.868527,1444.3026,610.156007,1433.661397,609.834771,2111041.088,2050755,4892,0
2,4,4,1,3,11,0.979275,0,2038.348842,195.000001,208.925824,151.818971,132.000002,2033.289207,2029.154011,2033.420025,79.056941,153.561063,192.317253,234.136712,2029.003666,2042.464443,11.692596,2030.385678,11.719839,44763.00153,4117033,5817,0
3,1,9,0,1,58,0.981932,1,1991.471818,194.000001,207.634294,153.951291,135.000001,1986.592308,1982.183897,1986.592308,78.771822,153.951291,195.749597,230.638245,1982.013648,1995.37415,58.472728,1983.380952,58.53569,233285.0073,3928511,5663,0
8,11,39,3,8,294,0.794636,5,1756.30749,190.000111,202.14104,142.77955,125.000169,1750.468794,1746.114544,1750.982581,71.8401,148.946299,332.835076,205.11704,1746.309501,1758.00711,295.909634,1747.36287,295.921754,1113123.039,3048673,4918,0
1,1,2,0,1,4,1,0,2045.316846,195,209.286884,154.922561,135,2040.470779,2036.17902,2040.470779,80.65358,154.922561,194.041053,236.349318,2036.000664,2049.672413,4.336955,2037.417974,4.35692,16306.00057,4145490,5970,0
3,6,17,1,6,91,0.98028,3,1958.434324,192.000001,205.766858,149.586096,130.000001,1953.330745,1949.124162,1953.601034,77.201036,153.075145,200.740432,223.600089,1949.053149,1961.784392,92.198449,1950.404317,92.179056,363016.0117,3798780,5655,0
2,3,4,0,3,11,0.979275,0,2038.348842,195.000001,208.925824,152.689227,133.000002,2033.354371,2029.154011,2033.486169,79.056941,154.434452,192.313467,234.71046,2029.002656,2042.530294,11.516081,2030.385678,11.543741,44763.00147,4117033,5817,0
5,9,43,0,9,276,0.905599,3,1774.418215,192.000023,205.05609,145.989726,127.000035,1768.565803,1764.102321,1769.158274,74.464757,153,314.962155,204.044113,1764.326663,1775.761808,278.169313,1765.468776,278.064171,1049947.037,3111849,5337,0
10,14,35,1,13,216,0.710606,4,1833.97301,191.000219,202.410474,139.186925,122.000343,1828.075491,1824.061677,1828.915526,68.658576,149.816554,269.037723,209.468375,1824.223038,1835.98829,218.004758,1825.230122,218.096042,834659.0283,3327137,4650,0
9,8,33,0,8,163,0.740573,4,1886.692874,191.000176,202.743681,144.941368,128.000263,1881.359349,1877.10655,1881.848559,70.880181,151.158857,230.243657,211.645931,1877.184915,1888.89465,165.200233,1878.231349,165.33422,638504.0213,3523292,4787,0
3,2,3,2,0,4,1,1,2045.221748,194,207.634294,153.075145,134,2040.404862,2036.192525,2040.339433,79.120162,152.200526,193.044026,234.388566,2036.003192,2049.447243,5.384603,2037.34435,5.465826,16307.00092,4145489,5669,0
21,13,73,1,13,737,0.226566,4,1316.924447,191.001566,199.040197,135.148067,123.002432,1308.792573,1303.086336,1309.872131,57.974132,145.230851,744.816301,181.892826,1304.207157,1315.634448,739.237638,1304.202822,739.381258,2463864.11,1697932,3259,0
28,21,123,3,18,1423,0.148472,7,645.006201,188.001928,194.280725,125.004,115.003153,627.625685,617.081032,630.961964,50.009999,140.801278,1415.38385,150.840976,623.124865,635.170843,1425.777277,618.942647,1425.177308,3781034.265,380762,2474,0
19,30,46,29,3,448,0.622866,55,1598.143923,140.000508,151.538774,120.83046,106.000671,1595.524992,1592.196282,1595.524992,63.158531,120.83046,473.333356,183.673624,1592.926449,1602.560451,451.277039,1593.056182,451.67475,1627182.063,2534614,3514,0
26,9,62,1,8,437,0.149075,10,1613.639985,185.001957,191.901016,136.85759,127.002851,1608.02301,1603.124761,1608.590998,54.781384,143.377125,456.003901,189.504617,1603.733204,1614.162631,439.748896,1603.811086,440.319595,1592053.06,2569743,2735,1
10,14,24,10,4,146,0.841077,8,1903.209132,187.000068,198.640379,139.186925,122.000103,1897.925183,1894.152053,1898.120386,71.168813,141.823834,225.831524,212.624081,1894.169902,1905.897426,148.227281,1895.184688,148.45181,574388.0192,3587408,4661,0
2,3,8,0,3,28,0.979275,0,2021.427466,195.000001,208.925824,152.689227,133.000002,2016.391083,2012.155312,2016.523989,79.056941,154.434452,190.064553,231.449779,2012.010642,2025.268624,28.790398,2013.397378,28.808371,113464.0036,4048332,5813,0
5,21,11,20,1,59,0.974175,20,1988.71466,175.000002,189.232661,135.67977,115.000003,1984.335153,1981.183989,1984.335153,76.896034,135.67977,194.525684,217.830209,1981.102614,1992.94029,62.358071,1982.307998,62.487265,237250.0085,3924546,5369,0
3,6,9,4,2,47,0.948673,4,2002.131364,191.000007,204.834079,149.586096,130.00001,1997.235339,1993.169586,1997.300678,78.434686,150.455974,192.855369,228.319951,1993.023477,2006.035643,48.007319,1994.373335,48.062928,189560.0061,3972236,5663,0
8,5,29,1,4,177,0.774382,1,1873.073677,194.000131,205.905318,148.060798,131.000194,1867.600064,1863.154583,1867.812892,73.054774,150.721598,243.092408,214.114455,1863.153031,1875.263715,178.64075,1864.27734,178.777279,690860.023,3470936,4928,0
18,31,62,23,8,396,0.138381,15,1653.824658,180.002062,189.422808,120.440857,105.003535,1647.34969,1644.12165,1647.810669,62.297673,126.589889,418.674461,174.642492,1645.22016,1653.250132,401.104992,1645.058358,401.424744,1458926.055,2702870,3615,0
18,10,59,6,5,466,0.420669,5,1585.426126,190.000883,198.949742,139.129436,126.001332,1579.035148,1574.168034,1579.277366,63.324561,141.852036,484.938937,188.17545,1574.788195,1585.208504,468.679349,1575.105393,469.000682,1684183.065,2477613,3618,0
5,5,13,4,1,69,0.919233,2,1980.426722,193.000017,205.992718,149.48244,131.000025,1975.348577,1971.184923,1975.348577,76.896034,149.48244,195.616128,225.055549,1971.042464,1983.807198,70.209635,1972.31463,70.338212,276772.0089,3885024,5367,0
11,11,38,3,8,287,0.68651,6,1763.159097,189.00026,200.192407,141.354165,125.000393,1757.450995,1753.114086,1757.962741,68.963759,147.580487,327.178611,205.883462,1753.294062,1765.048725,288.868275,1754.242002,289.00006,1088629.038,3073167,4514,0
26,33,80,26,8,719,0.609868,82,1325.824272,113.000674,123.975804,114.934764,103.000739,1325.009434,1321.151392,1325.489344,54.781384,120.341182,728.270366,159.176003,1323.349247,1330.555523,723.34766,1321.984115,723.772913,2416639.108,1745157,2717,0
20,10,60,5,6,557,0.313705,3,1495.37721,192.001227,200.282301,138.293167,126.001869,1488.343038,1483.163174,1488.687005,61.098281,141.947173,572.172946,188.138247,1483.837783,1494.886283,559.255616,1484.09501,559.582993,1962371.079,2199425,3385,0
5,19,12,17,2,55,0.929348,8,1993.788855,187.000013,200.382135,137.379038,117.000021,1988.445121,1985.17027,1988.504212,76.550637,138.23169,192.320768,218.586367,1985.09487,1996.998998,58.34425,1986.305364,58.462549,221387.0079,3940409,5368,0
9,11,20,4,7,108,0.293753,14,1940.459997,181.001378,193.352011,142.298981,125.001995,1936.039514,1932.114127,1936.43616,71.168813,147.597426,206.508085,219.401458,1932.089457,1944.417908,109.665537,1933.196317,109.841291,428996.014,3732800,4800,1
6,3,11,2,1,68,0.881033,20,1979.749732,175.00004,188.854441,150.764717,133.000053,1976.479952,1972.184829,1976.479952,75.960516,150.764717,197.095315,227.84644,1972.026107,1985.11914,68.760179,1973.27773,68.925969,272827.0087,3888969,5226,0
8,12,38,3,10,243,0.273043,23,1805.21273,172.001536,185.32404,141.904898,124.002131,1801.273161,1797.090148,1801.841558,71.309186,148.946299,289.531854,205.883462,1797.286863,1808.75565,245.213478,1798.32422,245.239699,932429.0321,3229367,4919,0
5,1,36,1,0,375,0.701518,4,1675.919449,191.000233,204.120063,153,135.00033,1670.464007,1665.235419,1670.383489,77.252832,152.118375,406.859627,208.700743,1665.257661,1678.028903,376.099223,1666.55603,376.039316,1389411.051,2772385,5344,0
3,17,3,17,0,3,1,2,2046.122675,193,206.700266,140.132081,119,2040.472984,2037.192431,2040.414909,79.120162,139.283883,193.042428,226.2145,2037.034057,2049.522383,12.155155,2038.34369,12.182579,12234.00634,4149562,5669,0
16,7,78,5,3,745,0.772464,7,1308.575179,188.000138,197.648678,142.69548,129.000201,1301.409236,1295.24129,1301.50874,65.924199,143.600139,752.265641,175.567651,1296.503764,1306.846969,747.561898,1296.435883,747.627596,2484653.112,1677143,3839,0
4,2,7,1,1,20,0.969074,0,2029.390303,195.000002,208.216234,152.594233,134.000004,2024.439676,2020.180437,2024.439676,77.833155,152.594233,190.057609,231.682973,2020.009858,2033.242976,20.983179,2021.318629,21.099877,81207.00271,4080589,5518,0
5,2,15,1,1,137,0.938897,2,1912.761877,193.00001,205.992718,152.118375,134.000014,1907.71198,1903.19153,1907.71198,76.896034,152.118375,226.851442,225.204352,1903.042976,1916.279207,137.596281,1904.361573,137.686368,540206.0175,3621590,5365,0
4,2,5,1,1,16,0.969074,0,2033.37183,195.000002,208.216234,152.594233,134.000004,2028.430921,2024.180081,2028.430921,77.833155,152.594233,191.671585,233.31738,2024.005402,2037.403495,16.680954,2025.316025,16.800572,65029.00214,4096767,5520,0
4,4,5,3,1,24,0.969074,3,2025.122219,192.000002,205.409347,150.840976,132.000004,2020.316807,2016.180795,2020.316807,77.833155,150.840976,192.520108,232.174503,2016.008399,2029.325257,24.706438,2017.321244,24.823149,97349.00317,4064447,5520,0
5,7,17,0,7,75,0.959964,1,1974.553367,194.000004,206.92994,147.732867,129.000006,1969.229799,1965.112211,1969.631945,75,153,194.011706,224.200803,1965.048408,1977.748973,76.336367,1966.318642,76.389568,300392.0096,3861404,5363,0
5,4,13,0,4,65,0.959964,1,1984.505228,194.000004,206.92994,150.359569,132.000006,1979.406224,1975.145817,1979.608547,75.894664,153,194.151937,227.407124,1975.028373,1988.049044,65.902205,1976.311969,65.995351,260988.0083,3900808,5367,0
4,5,4,4,1,4,1,2,2045.127135,193,206.344372,149.966663,131,2040.210038,2036.17902,2040.210038,77.833155,149.966663,192.047076,232.432786,2036.007594,2049.224487,6.857764,2037.308273,6.935399,16308.0015,4145488,5521,0
3,3,9,1,2,48,0.965509,4,2001.135927,191.000003,204.834079,152.200526,133.000004,1996.435073,1992.169671,1996.501941,78.434686,153.075145,193.052248,230.054341,1992.015822,2005.240385,48.674342,1993.374024,48.72976,193545.0061,3968251,5663,0
5,4,20,0,4,144,0.955452,1,1905.899263,194.000005,206.92994,150.359569,132.000008,1900.589382,1896.151893,1900.800095,75.894664,153,227.188803,221.812984,1896.069043,1908.930853,144.946233,1897.366596,144.991765,566804.0184,3594992,5360,0
3,9,25,7,2,277,0.722001,9,1772.784533,186.000208,200.179919,146.986394,127.000304,1767.568386,1763.191708,1767.640518,78.434686,147.851277,325.378473,213.600094,1763.168752,1775.892452,278.072457,1764.552351,277.972722,1053456.037,3108340,5647,1
11,11,61,0,11,517,0.680975,1,1535.306158,194.000262,204.919496,141.354165,125.000407,1528.121069,1523.094876,1528.97155,68.154237,150.269757,532.874692,190.918831,1523.727352,1534.919868,519.235623,1524.429401,519.161923,1842132.073,2319664,4491,0
27,3,63,1,2,527,0.045708,2,1525.259978,193.002359,199.371512,142.088001,133.003423,1518.834422,1513.223381,1518.922315,56.356011,143.024473,542.107917,188.798835,1513.799569,1524.734075,529.260065,1513.825948,529.915174,1872494.074,2289302,2633,0
5,1,9,1,0,81,0.921858,2,1968.484188,193.000016,205.992718,153,135.000023,1963.646098,1959.200092,1963.577602,77.252832,152.118375,203.743199,230.054341,1959.016088,1972.461913,81.380259,1960.322678,81.517537,323928.0102,3837868,5371,0
5,1,18,1,0,96,0.928696,1,1953.65606,194.000013,206.92994,153,135.000019,1948.681862,1944.201636,1948.61284,77.252832,152.118375,202.165941,222.800359,1944.059371,1956.725837,97.185472,1945.332876,97.313165,382482.0123,3779314,5362,0
21,2,35,2,0,617,0.723218,3,1435.894495,192.0002,200,145.230851,134.000286,1429.295281,1423.275448,1429.201875,62.609903,144.308697,635.976462,208.830074,1423.298815,1438.241635,617.605644,1424.101471,618.039658,2136706.089,2025090,3297,0
0,1,0,1,0,24,1,0,2025.408848,195,209.652093,155.415572,135,2020.515033,2016.194435,2020.448465,81.932899,154.547727,197.46557,237.427884,2016.000079,2029.933004,24.004382,2017.46995,23.989392,97344.00296,4064452,6125,0
31,6,65,4,2,747,0.074264,4,1307.030987,191.002243,196.461192,137.898513,130.003296,1299.518757,1293.261381,1299.619175,52.839379,138.841636,756.275004,185.261977,1294.074818,1306.204808,748.789827,1293.817993,749.49199,2489816.112,1671980,2247,0
16,3,40,1,2,604,0.288142,2,1448.911661,193.001313,202.410474,146.321564,133.001905,1442.14597,1436.235357,1442.238538,66.309879,147.231111,622.100584,205.650188,1436.364196,1450.650888,604.822212,1437.295029,605.022774,2099544.087,2062252,3877,0
15,3,37,1,2,437,0.355482,2,1614.576725,193.001076,202.714084,146.741269,133.001562,1608.508004,1603.210841,1608.590998,67.230945,147.648231,463.966117,207.935086,1603.281797,1616.430017,438.013907,1604.198554,438.286073,1592028.06,2569768,4003,0
8,1,14,1,0,274,0.717818,2,1776.514847,193.000206,204.963411,151.611345,135.000295,1771.15245,1766.221957,1771.076509,74.464757,150.721598,328.42601,226.008849,1766.040667,1780.403325,274.232205,1767.347447,274.367106,1042858.036,3118938,4943,0
20,4,42,0,4,376,0.495844,1,1675.270724,194.000655,202.200396,143.781084,132.000963,1669.227366,1664.173068,1669.46728,61.846584,146.540097,405.385081,204.795019,1664.331143,1676.555099,377.481788,1664.975976,377.937631,1392746.051,2769050,3403,0
8,4,39,1,3,377,0.83438,1,1674.277456,194.000071,205.905318,148.946299,132.000104,1668.2305,1663.187903,1668.389942,73.389373,150.721598,407.528179,206.409787,1663.299896,1675.760723,378.324919,1664.430834,378.342448,1396070.051,2765726,4918,0
0,1,0,1,0,7,1,0,2042.330532,195,209.652093,155.415572,135,2037.477362,2033.192809,2037.411348,81.932899,154.547727,196.126776,237.427884,2033.000079,2046.817285,7.022171,2034.457667,7.017848,28511.00088,4133285,6125,0
10,3,13,1,2,76,0.905323,2,1973.460159,193.000023,204.298801,148.922799,133.000034,1968.498158,1964.17209,1968.565976,71.867934,149.816554,198.114137,226.814902,1964.031814,1977.053616,76.837586,1965.142488,77.124634,304317.0097,3857479,4672,0
23,5,68,2,3,462,0.463658,3,1589.637695,192.000749,199.449242,141.693331,131.001098,1583.428243,1578.198023,1583.594961,59.506302,143.544418,478.312092,184.588732,1578.903446,1588.759579,465.070599,1578.923684,465.601925,1671584.064,2490212,3044,0
6,5,6,4,1,6,1,2,2043.13607,193,205.645326,149.003356,131,2038.214169,2034.179196,2038.214169,75.960516,149.003356,190.102698,230.783448,2034.01278,2047.050805,9.388466,2035.238807,9.518392,24450.00186,4137346,5231,0
7,2,8,2,0,147,0.929323,3,1902.712012,192.000013,204.362423,151.182009,134.000019,1897.73681,1893.207067,1897.666462,75.392307,150.296374,238.522409,230.288949,1893.01568,1906.956213,147.186878,1894.2938,147.360429,578159.0187,3583637,5088,0
17,7,81,4,3,1159,0.175604,2,901.892455,193.001761,202.111355,142.270868,129.002634,890.394295,881.354639,890.686252,65,144.086779,1159.492798,174.315805,883.298293,898.079618,1160.585734,883.040769,1160.160766,3385520.197,776276,3715,0
7,6,8,6,0,89,0.929323,4,1960.327014,191.000013,203.423204,147.648231,130.000019,1955.326315,1951.200912,1955.260085,75.392307,146.768525,208.088893,228.002193,1951.025584,1964.277475,89.550378,1952.255362,89.755165,355207.0113,3806589,5088,0
