@relation 'Ant17ALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,1-weka.filters.unsupervised.attribute.Remove-R2-7,35-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToBinary-Rlast'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #BugsBinary_binarized {0,1}

@data
-0.583333,-0.891784,-0.736111,-0.967871,0.189189,-0.912795,-1,-0.962529,0.904367,0.962521,0.917843,0.84545,0.891767,0.902118,0.912091,0.902992,0.504148,0.936631,-0.971931,0.884837,0.91225,0.901053,-0.911568,0.911037,-0.91051,-0.829388,0.829388,0
-0.75,-0.927856,-0.541667,-0.963855,-0.297297,-0.861264,0.833716,-0.971897,0.848182,0.971885,0.94302,0.898694,0.927842,0.845535,0.860192,0.845858,0.698642,0.941651,-0.937405,0.823932,0.860422,0.842666,-0.859346,0.858732,-0.857878,-0.732146,0.732146,0
-0.7,-0.943888,-0.708333,-0.971888,-0.621622,-0.843206,0.680008,-0.962529,0.828368,0.962515,0.927307,0.914786,0.943877,0.825768,0.842016,0.825975,0.675236,0.94822,-0.912796,0.880581,0.842205,0.823269,-0.841761,0.840334,-0.840076,-0.698702,0.698702,0
-0.533333,-0.91984,-0.458333,-0.995984,0.081081,-0.778463,-0.73373,-0.985948,0.757937,0.985944,0.942842,0.876282,0.919827,0.753769,0.776754,0.754662,0.459965,0.967682,-0.854824,0.835647,0.777068,0.75036,-0.776356,0.77438,-0.773978,-0.581459,0.581459,0
-0.8,-0.93988,-0.673611,-0.963855,-0.567568,-0.894296,-0.805706,-0.934426,0.883883,0.934411,0.901614,0.916224,0.939871,0.882277,0.893486,0.882445,0.768097,0.944788,-0.960887,0.861848,0.893643,0.880079,-0.892834,0.89236,-0.891703,-0.794176,0.794175,0
-0.783333,-0.903808,-0.6875,-0.947791,-0.405405,-0.916758,-1,-0.93911,0.908466,0.939097,0.905845,0.872102,0.903793,0.906669,0.916108,0.90711,0.739217,0.924536,-0.977533,0.849291,0.916262,0.905011,-0.915048,0.915194,-0.914125,-0.836978,0.836978,0
-0.55,-0.975952,-0.680556,-0.987952,-0.837838,-0.072451,0.142242,-0.981265,-0.009931,0.981256,0.938332,0.944616,0.975948,-0.022625,0.065527,-0.022958,0.552105,0.958921,-0.039313,0.889026,0.066376,-0.032005,-0.065574,0.056449,-0.056496,0.424925,-0.424925,0
-0.766667,-0.95992,-0.631944,-0.967871,-0.567568,-0.815459,0.53245,-0.967213,0.798122,0.967201,0.938727,0.938056,0.959912,0.795287,0.814058,0.795196,0.735538,0.94749,-0.887984,0.853806,0.814293,0.791916,-0.81369,0.812159,-0.811787,-0.647942,0.647942,0
-0.75,-0.947896,-0.395833,-1,-0.297297,-0.780665,0.831656,-0.981265,0.76029,0.981255,0.954485,0.922646,0.947886,0.756613,0.778989,0.757158,0.698642,0.984907,-0.859091,0.823932,0.779294,0.752654,-0.778504,0.776762,-0.776272,-0.585377,0.585377,0
-0.716667,-0.975952,-0.756944,-1,-0.675676,-0.908831,-0.254812,-0.943794,0.899852,0.943778,0.905769,0.954173,0.975949,0.898867,0.908135,0.899046,0.696213,0.982898,-0.968068,0.924439,0.908242,0.897159,-0.908011,0.907087,-0.906963,-0.821814,0.821814,0
-0.75,-0.975952,-0.701389,-0.995984,-0.72973,-0.911033,-0.445496,-0.967213,0.902489,0.967203,0.937288,0.956197,0.975949,0.901306,0.910357,0.901429,0.733388,0.980099,-0.972927,0.903567,0.910467,0.899336,-0.910045,0.909349,-0.909035,-0.82602,0.82602,0
-0.566667,-0.97996,-0.708333,-1,-0.72973,-0.881524,0.34017,-0.981265,0.870402,0.981256,0.939607,0.950345,0.979956,0.868692,0.880627,0.868804,0.556783,0.974317,-0.948572,0.909814,0.880761,0.866461,-0.880474,0.879222,-0.879068,-0.770063,0.770063,0
-0.75,1,-0.791667,1,-0.945946,-0.932614,0.805228,1,0.91637,-1,-1,-1,-1,0.911653,0.932113,0.911558,0.754169,-1,-0.974021,-0.477589,0.937232,0.909921,-0.84405,0.931298,-0.842462,-0.867496,0.867496,0
-0.6,-0.943888,-0.548611,-0.991968,-0.351351,-0.84673,-0.956282,-0.985948,0.832457,0.985945,0.947957,0.908903,0.943881,0.829668,0.845551,0.830163,0.555169,0.96651,-0.923221,0.855607,0.845768,0.82686,-0.845095,0.843854,-0.843393,-0.7052,0.7052,0
-0.616667,-0.975952,-0.555556,-0.991968,-0.783784,-0.819863,-0.999976,-0.985948,0.803126,0.985945,0.949268,0.948327,0.975951,0.800392,0.818509,0.800421,0.61012,0.967448,-0.895666,0.857524,0.818724,0.796886,-0.818155,0.816539,-0.816182,-0.655946,0.655946,0
-0.783333,-0.951904,-0.708333,-0.97992,-0.621622,-0.897379,-0.938792,-0.962529,0.887529,0.962521,0.934455,0.929523,0.951898,0.885856,0.896595,0.886083,0.756295,0.962938,-0.961705,0.888925,0.896731,0.883887,-0.896212,0.895485,-0.895099,-0.800021,0.800021,0
-0.716667,-0.963928,-0.645833,-0.97992,-0.783784,-0.848492,-1,-0.981265,0.834332,0.98126,0.951664,0.93978,0.963925,0.831902,0.847351,0.831942,0.706221,0.958843,-0.92072,0.870458,0.847532,0.829031,-0.847007,0.84572,-0.845373,-0.708456,0.708456,0
-0.783333,-0.967936,-0.659722,-0.995984,-0.621622,-0.801806,-0.176232,-0.971897,0.783266,0.971887,0.945904,0.948678,0.967931,0.780296,0.800306,0.780493,0.756295,0.982149,-0.873211,0.891315,0.800526,0.777202,-0.800188,0.798285,-0.798167,-0.623248,0.623248,0
-0.783333,-0.975952,-0.5,-1,-0.675676,-0.725611,0.732882,-0.981265,0.700213,0.981255,0.957357,0.958258,0.975947,0.696142,0.723544,0.696255,0.760919,0.986953,-0.79545,0.85095,0.723857,0.691602,-0.723326,0.720796,-0.720577,-0.488861,0.488861,0
-0.783333,-0.963928,-0.763889,-0.975904,-0.783784,-0.912354,-1,-0.943794,0.903701,0.943781,0.911565,0.943888,0.963925,0.902603,0.911691,0.902615,0.770584,0.958136,-0.970032,0.901655,0.911798,0.900786,-0.911354,0.910714,-0.910374,-0.828546,0.828546,0
-0.766667,-0.935872,-0.402778,-0.987952,-0.243243,-0.801365,-0.931768,-0.985948,0.782934,0.985945,0.961646,0.90932,0.935863,0.779344,0.799842,0.779888,0.711438,0.971509,-0.881199,0.81272,0.800141,0.77561,-0.799201,0.797825,-0.797178,-0.622451,0.622451,0
-0.766667,-0.955912,-0.798611,-0.987952,-0.567568,-0.952433,-0.996312,-0.929742,0.947353,0.929727,0.892929,0.933266,0.955907,0.946882,0.952058,0.947183,0.735538,0.971509,-0.991955,0.924827,0.952132,0.945875,-0.951687,0.951466,-0.951092,-0.905996,0.905996,0
-0.616667,-0.983968,-0.708333,-1,-0.783784,-0.890333,0.388998,-0.985948,0.880069,0.98594,0.949268,0.957947,0.983965,0.878499,0.889505,0.878559,0.61012,0.977094,-0.956099,0.909814,0.889627,0.876299,-0.889328,0.888211,-0.888033,-0.786675,0.786675,0
-0.4,-0.951904,-0.229167,-1,-0.351351,-0.556926,0.178846,-0.990632,0.5164,0.990626,0.939034,0.907832,0.951895,0.50939,0.553576,0.509854,0.360178,0.965673,-0.607446,0.78422,0.554134,0.502557,-0.55324,0.548978,-0.548639,-0.212001,0.212,0
-0.75,-0.97996,-0.708333,-0.987952,-0.891892,-0.763048,0.129478,-0.981265,0.741063,0.981256,0.954485,0.960992,0.979957,0.7376,0.761275,0.737485,0.748767,0.970485,-0.83043,0.897275,0.76151,0.73404,-0.761224,0.758845,-0.758792,-0.554166,0.554166,0
-0.733333,-0.975952,-0.722222,-0.987952,-0.837838,-0.88813,-0.96545,-0.981265,0.877616,0.98126,0.953068,0.955181,0.975951,0.875949,0.88729,0.875951,0.727462,0.96947,-0.953381,0.90144,0.887415,0.873725,-0.887056,0.886045,-0.885809,-0.782515,0.782515,0
-0.733333,-0.963928,-0.729167,-0.983936,-0.72973,-0.869192,0.79427,-0.981265,0.856935,0.981255,0.953068,0.940793,0.963921,0.854815,0.868203,0.854921,0.71726,0.964661,-0.936405,0.899367,0.868352,0.852546,-0.86801,0.866784,-0.866589,-0.746936,0.746936,0
-0.583333,-0.859719,-0.729167,-0.963855,0.405405,-0.916758,-0.522134,-0.985948,0.90893,0.985943,0.946659,0.807017,0.859695,0.90609,0.916079,0.907329,0.495003,0.931807,-0.97518,0.878563,0.916243,0.905398,-0.915445,0.915069,-0.91443,-0.836978,0.836978,0
-0.483333,-0.923848,-0.256944,-1,0.027027,-0.569698,-1,-0.990632,0.530317,0.99063,0.944925,0.878371,0.923837,0.523029,0.566425,0.523956,0.413489,0.969878,-0.621885,0.790531,0.566982,0.516883,-0.566104,0.562023,-0.561698,-0.231968,0.231968,0
-0.733333,-0.947896,-0.784722,-0.97992,-0.567568,-0.927329,-1,-0.971897,0.920336,0.971891,0.941596,0.921616,0.94789,0.918968,0.926766,0.919259,0.703021,0.959853,-0.979028,0.91224,0.926867,0.917658,-0.926449,0.925912,-0.925593,-0.857296,0.857296,0
-0.783333,-0.967936,-0.819444,-1,-0.567568,-0.956838,-1,-0.75644,0.950588,0.756386,0.683497,0.948678,0.967934,0.951922,0.956496,0.952226,0.751812,0.986953,-0.992462,0.94372,0.95656,0.951047,-0.956327,0.955956,-0.955787,-0.914605,0.914605,0
-0.833333,-0.975952,-0.777778,-0.995984,-0.72973,-0.940982,-0.990046,-0.798595,0.933624,0.79855,0.739489,0.961419,0.975951,0.93447,0.94053,0.934605,0.814216,0.985293,-0.987696,0.926659,0.940605,0.933105,-0.940281,0.939863,-0.939612,-0.883703,0.883703,0
-0.816667,-0.955912,-0.729167,-0.963855,-0.891892,-0.733539,0.386974,-0.967213,0.708709,0.967201,0.943122,0.936429,0.955904,0.704604,0.731546,0.704474,0.81289,0.945853,-0.79749,0.878563,0.731817,0.700849,-0.731444,0.728883,-0.72878,-0.502576,0.502576,0
-0.8,-0.955912,-0.479167,-0.995984,-0.405405,-0.799604,0.48816,-0.985948,0.781011,0.98594,0.964537,0.935366,0.955903,0.777684,0.798075,0.778056,0.755612,0.983188,-0.877008,0.841127,0.798343,0.774037,-0.79766,0.796057,-0.795638,-0.61928,0.61928,0
-0.766667,-0.963928,-0.638889,-0.995984,-0.567568,-0.793878,-0.979334,-0.985948,0.774762,0.985945,0.961646,0.942847,0.963925,0.771466,0.792315,0.77172,0.735538,0.981119,-0.865629,0.885282,0.792549,0.768268,-0.792179,0.790211,-0.790073,-0.608995,0.608995,0
-0.816667,-0.951904,-0.715278,-0.987952,-0.513514,-0.894296,0.708068,-0.976581,0.884303,0.97657,0.95456,0.931646,0.951894,0.882442,0.893483,0.88278,0.780125,0.974637,-0.95889,0.899355,0.893622,0.880584,-0.893209,0.892372,-0.892096,-0.794176,0.794176,0
-0.816667,-0.967936,-0.736111,-0.991968,-0.675676,-0.911033,-0.50102,-0.971897,0.902536,0.971888,0.94884,0.950784,0.967932,0.901195,0.910354,0.901373,0.793343,0.979436,-0.970853,0.909797,0.910464,0.89942,-0.910101,0.909393,-0.909138,-0.82602,0.82602,0
-0.8,-0.967936,-0.826389,-0.991968,-0.675676,-0.959921,-1,-0.747073,0.953878,0.747016,0.673773,0.949726,0.967934,0.955336,0.959608,0.955533,0.777125,0.978386,-0.993158,0.937649,0.959665,0.954411,-0.959334,0.959102,-0.958827,-0.920642,0.920642,0
-0.65,-0.991984,-0.75,-0.991968,-1,-0.726932,0.699222,-0.985948,0.701707,0.98594,0.951929,0.969466,0.991982,0.697848,0.724898,0.697593,0.664575,0.969353,-0.790097,0.914009,0.725148,0.694007,-0.724923,0.722046,-0.72207,-0.491146,0.491146,0
-0.816667,-0.967936,-0.819444,-1,-0.567568,-0.966527,-1,-0.75644,0.961184,0.756386,0.686766,0.950784,0.967934,0.962654,0.966258,0.962962,0.784392,0.989036,-0.996048,0.94372,0.966313,0.961873,-0.965996,0.965832,-0.965569,-0.933612,0.933612,0
-0.8,-0.955912,-0.805556,-0.97992,-0.675676,-0.905748,-0.575976,-0.962529,0.89667,0.962519,0.935923,0.935366,0.955906,0.895177,0.905029,0.895352,0.777125,0.963985,-0.96273,0.918738,0.905141,0.893638,-0.904871,0.904006,-0.903848,-0.815935,0.815935,0
-0.633333,-0.947896,-0.444444,-1,-0.297297,-0.701387,-0.999996,-0.990632,0.673892,0.99063,0.956348,0.915631,0.94789,0.66893,0.699117,0.669467,0.583744,0.978038,-0.769585,0.836334,0.699486,0.664368,-0.698859,0.696055,-0.695794,-0.447353,0.447353,0
-0.783333,-0.891784,-0.840278,-0.899598,-0.891892,-0.823827,0.939548,-0.929742,0.806871,0.929721,0.894407,0.857758,0.891762,0.803586,0.822509,0.803497,0.780799,0.86699,-0.887337,0.847915,0.822721,0.801179,-0.822072,0.820681,-0.82024,-0.663172,0.663172,0
-0.566667,-0.967936,-0.583333,-0.995984,-0.621622,-0.768333,-0.973064,-0.990632,0.746933,0.99063,0.951142,0.9359,0.967934,0.743266,0.766582,0.743453,0.546218,0.969489,-0.840106,0.869498,0.766846,0.739535,-0.766401,0.764098,-0.763915,-0.563496,0.563496,0
-0.483333,-0.971944,-0.645833,-1,-0.621622,-0.834398,-0.358358,-0.990632,0.819042,0.990627,0.944925,0.936233,0.97194,0.816418,0.833142,0.816627,0.466083,0.969878,-0.907089,0.891497,0.833333,0.813586,-0.832975,0.831241,-0.831073,-0.682503,0.682503,0
-0.85,-0.931864,-0.729167,-0.975904,-0.405405,-0.844528,0.89492,-0.971897,0.829907,0.971885,0.951827,0.909914,0.93185,0.827062,0.843335,0.827495,0.804844,0.962387,-0.913222,0.89104,0.84353,0.82489,-0.843146,0.84178,-0.841588,-0.701138,0.701138,0
-0.716667,-0.991984,-0.4375,-0.995984,-0.945946,-0.711958,0.823454,-0.990632,0.685422,0.990625,0.963146,0.97337,0.991982,0.681295,0.709808,0.681093,0.722291,0.978086,-0.781587,0.830234,0.710131,0.676069,-0.709503,0.706863,-0.706556,-0.465393,0.465393,0
-0.566667,-0.971944,-0.652778,-1,-0.621622,-0.827351,-1,-0.990632,0.811349,0.99063,0.951142,0.940715,0.971942,0.80862,0.826042,0.808826,0.546218,0.974317,-0.899741,0.893505,0.826238,0.805747,-0.825899,0.824123,-0.823979,-0.669602,0.669602,0
-0.75,-0.971944,-0.763889,-0.991968,-0.72973,-0.874037,-1,-0.985948,0.862273,0.985945,0.960219,0.951403,0.971942,0.860291,0.873084,0.860399,0.733388,0.975292,-0.939106,0.918248,0.873221,0.858216,-0.873,0.871722,-0.871638,-0.756004,0.756004,0
-0.783333,-0.951904,-0.743056,-0.983936,-0.459459,-0.881524,0.891936,-0.985948,0.870449,0.98594,0.963085,0.929523,0.951894,0.8683,0.880612,0.868578,0.743272,0.96774,-0.946611,0.903579,0.880763,0.866376,-0.880415,0.879359,-0.879161,-0.770063,0.770063,0
-0.75,-0.943888,-0.423611,-1,-0.243243,-0.750716,-0.996418,-0.990632,0.727708,0.99063,0.965954,0.917855,0.943881,0.723422,0.748812,0.724023,0.694958,0.984907,-0.825316,0.830975,0.749142,0.719324,-0.748445,0.746303,-0.745933,-0.532496,0.532496,0
-0.666667,-0.97996,-0.625,-0.995984,-0.783784,-0.690377,0.602902,-0.990632,0.661882,0.990625,0.959029,0.956012,0.979956,0.657254,0.688053,0.65723,0.6581,0.975137,-0.752966,0.881294,0.688369,0.652759,-0.687993,0.68488,-0.684819,-0.428683,0.428683,0
-0.75,-0.971944,-0.833333,-0.991968,-0.72973,-0.951993,-0.682156,-0.976581,0.947325,0.976574,0.948752,0.951403,0.971941,0.94661,0.951624,0.946749,0.733388,0.975292,-0.989355,0.939837,0.951684,0.945583,-0.951446,0.951007,-0.950828,-0.905136,0.905136,0
-0.833333,-0.97996,-0.6875,-0.995984,-0.72973,-0.841885,-0.826822,-0.985948,0.827168,0.985944,0.967479,0.966203,0.979959,0.824819,0.840691,0.824858,0.814216,0.985293,-0.912704,0.899456,0.840865,0.822056,-0.840557,0.839081,-0.838945,-0.696267,0.696267,0
-0.633333,-0.97996,-0.673611,-1,-0.72973,-0.839242,0.442182,-0.990632,0.824332,0.990625,0.956348,0.954086,0.979956,0.821895,0.838029,0.82199,0.620788,0.978038,-0.910749,0.89957,0.838205,0.819107,-0.8379,0.836259,-0.836129,-0.691403,0.691403,0
-0.7,-0.975952,-0.618056,-1,-0.675676,-0.858181,0.49173,-0.990632,0.845009,0.990625,0.961761,0.953176,0.975947,0.842797,0.857106,0.842957,0.680068,0.981907,-0.931525,0.883535,0.857277,0.840032,-0.856831,0.855563,-0.855286,-0.726414,0.726414,0
-0.666667,-0.971944,-0.638889,-1,-0.621622,-0.833957,0.149262,-0.990632,0.818562,0.990626,0.959029,0.946404,0.971939,0.81593,0.832698,0.816139,0.642898,0.979954,-0.906929,0.889496,0.83289,0.813066,-0.83252,0.830905,-0.830726,-0.681696,0.681696,0
-0.633333,-0.967936,-0.680556,-1,-0.567568,-0.853336,0.441254,-0.990632,0.839719,0.990625,0.956348,0.939662,0.96793,0.837321,0.852219,0.837593,0.605752,0.978038,-0.924117,0.901605,0.852391,0.834871,-0.852076,0.850594,-0.85045,-0.717424,0.717424,0
-0.833333,-0.947896,-0.819444,-0.971888,-0.621622,-0.951553,-0.99464,-0.962529,0.946706,0.962521,0.938898,0.92794,0.94789,0.945799,0.951174,0.945989,0.805066,0.956515,-0.990013,0.914868,0.951249,0.944758,-0.950666,0.950614,-0.950102,-0.904276,0.904276,0
-0.6,-0.971944,-0.701389,-1,-0.621622,-0.863907,0.438862,-0.990632,0.85126,0.990625,0.953719,0.942573,0.971939,0.849078,0.862871,0.849297,0.578386,0.976159,-0.933092,0.907751,0.863028,0.846759,-0.862745,0.861324,-0.861196,-0.737071,0.737071,0
-0.633333,-0.971944,-0.6875,-1,-0.621622,-0.864787,0.417562,-0.990632,0.852222,0.990625,0.956348,0.94447,0.971939,0.850053,0.863759,0.850272,0.610614,0.978038,-0.93456,0.903647,0.863917,0.847686,-0.863605,0.86224,-0.862085,-0.738713,0.738713,0
-0.65,-0.971944,-0.6875,-1,-0.621622,-0.86699,0.46452,-0.990632,0.854627,0.990625,0.957682,0.945432,0.971939,0.85249,0.865978,0.85271,0.626749,0.978991,-0.93659,0.903647,0.866133,0.850145,-0.865819,0.86449,-0.86433,-0.742822,0.742822,0
-0.75,-0.987976,-0.798611,-0.987952,-1,-0.929091,0.786714,-0.985948,0.922399,0.98594,0.960219,0.970583,0.987974,0.921466,0.928567,0.921321,0.759707,0.970485,-0.979313,0.924827,0.928635,0.919795,-0.928368,0.927714,-0.927514,-0.860693,0.860693,0
-0.8,-0.93988,-0.3125,-0.995984,-0.243243,-0.645893,-0.941446,-0.990632,0.613371,0.99063,0.970262,0.916224,0.939872,0.607463,0.643204,0.608058,0.744418,0.983188,-0.708903,0.799164,0.643664,0.601931,-0.642834,0.63974,-0.639366,-0.354474,0.354474,0
-0.883333,-0.951904,-0.680556,-0.983936,-0.567568,-0.883726,0.95037,-0.976581,0.872759,0.97657,0.960571,0.936003,0.951894,0.870738,0.882836,0.871017,0.849668,0.974148,-0.951731,0.884837,0.88299,0.86858,-0.88248,0.881668,-0.881309,-0.774208,0.774208,0
-0.7,-0.943888,-0.694444,-0.991968,-0.351351,-0.854217,0.5604,-0.990632,0.840681,0.990625,0.961761,0.914786,0.943877,0.837957,0.853095,0.838453,0.653288,0.97228,-0.924234,0.897322,0.85328,0.835796,-0.852924,0.851532,-0.85136,-0.719057,0.719057,0
-0.666667,-0.971944,-0.708333,-1,-0.621622,-0.884166,0.47217,-0.990632,0.873383,0.990625,0.959029,0.946404,0.971939,0.871505,0.883283,0.871731,0.642898,0.979954,-0.950859,0.909814,0.883421,0.869412,-0.883123,0.881971,-0.88181,-0.775038,0.775038,0
-0.883333,-0.93988,-0.777778,-0.975904,-0.513514,-0.90795,-0.988222,-0.93911,0.898844,0.939096,0.914947,0.92168,0.939872,0.897397,0.907238,0.897736,0.845543,0.964569,-0.965965,0.905948,0.907363,0.895924,-0.906965,0.906303,-0.906027,-0.820134,0.820134,0
-0.816667,-0.971944,-0.819444,-0.97992,-0.891892,-0.920282,-0.049864,-0.976581,0.912685,0.976572,0.95456,0.95557,0.97194,0.911492,0.919685,0.911452,0.81289,0.965041,-0.972233,0.923102,0.919769,0.909932,-0.91951,0.918799,-0.918623,-0.843739,0.843739,0
-0.683333,-0.963928,-0.854167,-0.983936,-0.72973,-0.937018,0.805226,-0.981265,0.931012,0.981255,0.948895,0.937782,0.963921,0.929916,0.936537,0.930049,0.668958,0.961666,-0.980326,0.938231,0.936611,0.928832,-0.936424,0.935735,-0.935622,-0.876018,0.876018,0
-0.816667,-0.967936,-0.8125,-0.991968,-0.621622,-0.958599,-0.97754,-0.981265,0.954588,0.98126,0.96028,0.950784,0.967934,0.953873,0.958273,0.954069,0.788798,0.979436,-0.993629,0.933292,0.958336,0.952877,-0.957953,0.95777,-0.957447,-0.918054,0.918053,0
-0.833333,-0.963928,-0.861111,-0.971888,-0.891892,-0.935697,0.758478,-0.920375,0.928976,0.920351,0.887507,0.947068,0.963921,0.928453,0.935216,0.928421,0.828956,0.956515,-0.97904,0.92816,0.935284,0.92722,-0.935015,0.934488,-0.934285,-0.87346,0.87346,0
-0.783333,-0.971944,-0.805556,-0.991968,-0.72973,-0.919401,-0.503104,-0.985948,0.911816,0.985943,0.963085,0.953468,0.971941,0.910516,0.918788,0.910643,0.765682,0.977346,-0.972601,0.931123,0.91888,0.909056,-0.918681,0.917881,-0.917774,-0.842048,0.842048,0
-0.683333,-0.971944,-0.722222,-1,-0.621622,-0.889011,0.491552,-0.990632,0.878674,0.990625,0.960388,0.947385,0.971939,0.876868,0.888164,0.877096,0.65906,0.980926,-0.954252,0.913959,0.888296,0.87488,-0.88802,0.886909,-0.886764,-0.784178,0.784178,0
-0.833333,-0.93988,-0.75,-0.975904,-0.513514,-0.890333,-0.98375,-0.985948,0.880069,0.985945,0.967479,0.918378,0.939872,0.877888,0.889489,0.878221,0.796466,0.961311,-0.953615,0.897389,0.889633,0.87613,-0.889215,0.888352,-0.888074,-0.786676,0.786676,0
-0.666667,-0.971944,-0.729167,-1,-0.621622,-0.874477,0.481978,-0.990632,0.862802,0.990625,0.959029,0.946404,0.971939,0.860778,0.873521,0.861001,0.642898,0.979954,-0.941326,0.916041,0.873665,0.858677,-0.873424,0.872116,-0.872018,-0.756829,0.756829,0
-0.833333,-0.983968,-0.840278,-0.983936,-1,-0.868751,0.62634,-0.967213,0.856311,0.9672,0.944612,0.970989,0.983965,0.854611,0.867777,0.854433,0.839449,0.970902,-0.930512,0.933808,0.867895,0.85253,-0.867781,0.866404,-0.866408,-0.746114,0.746114,0
-0.866667,-0.935872,-0.826389,-0.947791,-0.837838,-0.946267,-0.75434,-0.948478,0.940796,0.948465,0.924805,0.915794,0.935862,0.939784,0.945862,0.93981,0.856164,0.929947,-0.986861,0.892431,0.945939,0.938556,-0.945062,0.945261,-0.944455,-0.893976,0.893976,0
-0.783333,-0.971944,-0.638889,-1,-0.621622,-0.843647,-1,-0.990632,0.82914,0.99063,0.968814,0.953468,0.971942,0.826654,0.84246,0.826866,0.756295,0.986953,-0.916535,0.889496,0.842644,0.823885,-0.842262,0.840837,-0.840638,-0.699513,0.699513,0
-0.85,-0.967936,-0.736111,-0.995984,-0.567568,-0.848051,-0.549068,-0.985948,0.8339,0.985943,0.968969,0.952927,0.967932,0.831471,0.846894,0.831684,0.817011,0.98636,-0.916547,0.913963,0.847065,0.829143,-0.846828,0.845363,-0.845297,-0.707644,0.707644,0
-0.716667,-0.971944,-0.729167,-1,-0.621622,-0.893856,0.49929,-0.990632,0.883964,0.990625,0.963146,0.949375,0.971939,0.882232,0.893045,0.882461,0.691424,0.982898,-0.957899,0.916041,0.893172,0.880319,-0.892903,0.891857,-0.891714,-0.793342,0.793342,0
-0.766667,-0.971944,-0.701389,-1,-0.621622,-0.829993,-0.98653,-0.990632,0.814234,0.99063,0.967378,0.952431,0.971942,0.811544,0.828704,0.811751,0.74006,0.985925,-0.900444,0.907751,0.828891,0.808897,-0.828632,0.82694,-0.826867,-0.674435,0.674435,0
-0.766667,-0.983968,-0.701389,-0.995984,-0.837838,-0.898701,0.813276,-0.990632,0.889255,0.990625,0.967378,0.966809,0.983965,0.887763,0.897939,0.88777,0.759555,0.981119,-0.96332,0.903567,0.898054,0.88556,-0.897684,0.896817,-0.89656,-0.802529,0.802529,0
-0.883333,-0.963928,-0.819444,-0.97992,-0.783784,-0.937899,-0.824442,-0.934426,0.931518,0.934411,0.909249,0.950331,0.963924,0.930892,0.937428,0.93097,0.867515,0.969358,-0.983101,0.923102,0.937503,0.929613,-0.93716,0.936762,-0.936492,-0.877724,0.877724,0
-0.666667,-0.97996,-0.854167,-0.987952,-0.891892,-0.944946,0.777736,-0.985948,0.939719,0.98594,0.953279,0.956012,0.979956,0.938914,0.944534,0.938887,0.668958,0.965503,-0.984544,0.942335,0.94459,0.937743,-0.944422,0.943788,-0.943676,-0.891406,0.891406,0
-0.85,-0.97996,-0.833333,-0.97992,-1,-0.931293,0.919658,-0.971897,0.924666,0.971885,0.951827,0.967274,0.979956,0.923794,0.930786,0.923651,0.855443,0.967181,-0.978355,0.927493,0.930851,0.922291,-0.930601,0.93002,-0.929834,-0.864944,0.864944,0
-0.733333,-0.971944,-0.736111,-1,-0.621622,-0.896939,0.45177,-0.990632,0.887331,0.990625,0.964544,0.950384,0.971939,0.885645,0.896151,0.885875,0.707624,0.983898,-0.960023,0.918131,0.896274,0.883791,-0.896016,0.895004,-0.894867,-0.799186,0.799186,0
-0.816667,-0.975952,-0.631944,-1,-0.675676,-0.832636,0.781006,-0.990632,0.817119,0.990625,0.971724,0.960356,0.975947,0.814526,0.83137,0.814677,0.793343,0.989036,-0.905884,0.887502,0.831562,0.811563,-0.831183,0.829663,-0.829474,-0.679273,0.679273,0
-0.866667,-0.971944,-0.784722,-1,-0.621622,-0.935257,-0.75235,-0.981265,0.929088,0.981259,0.96476,0.958792,0.971942,0.928074,0.934756,0.928317,0.837631,0.992229,-0.984027,0.932942,0.934839,0.926792,-0.934603,0.934063,-0.933909,-0.872606,0.872606,0
