Class Name,HasTC,#Bugs,#BugsBinary,#Blocker,#Critical,Critique,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,Si,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)","d(WMC, RFC)",#Hbugs,#Mbugs,#Lbugs,#Nbugs,#Severity,#Score,#Risk
org.apache.tools.ant.taskdefs.Mkdir,1,2,1,0,0,2,0,2,0,0,3,3,14,0,3,84,0.961687865,0.010204082,2,2113.380467,136.0000054,152.0526225,120.9297317,100.0000073,2111.369461,2109.076812,2111.322334,70.34202158,120.1041215,6,23,191.3767988,198.4565444,2109.035573,2118.316785,84.9119293,2110.095969,84.94095831,361382.0099,4448053,4796,2,2,2,4,2,14,12
org.apache.tools.ant.taskdefs.Move,0,2,1,0,0,2,0,2,0,0,4,6,32,0,6,325,0.883432073,0.06122449,1,1873.017085,137.0000496,152.5057376,117.889779,97.00007004,1870.516774,1868.060224,1870.621554,68.65857558,119.540788,6,,359.2894342,183.0764867,1868.204322,1876.949919,326.2125042,1869.201166,326.1203869,1319857.04,3489578,4643,2,2,2,4,2,14,12
org.apache.tools.ant.taskdefs.Patch,0,1,1,0,0,1,0,1,0,0,9,9,29,0,9,168,0.696721981,0.010204082,2,2029.561775,136.0003382,149.4657151,112.6055061,94.00048924,2027.180554,2025.035555,2027.418556,63.15061362,116.8118145,3,,229.8061061,185.6071119,2025.155538,2033.488382,169.9287872,2025.948913,170.0624409,708653.0203,4100782,4001,1,1,1,2,2,7,6
org.apache.tools.ant.taskdefs.Property,1,2,1,0,0,2,0,0,2,0,27,11,83,2,9,658,0.582620931,0.448979592,4,1540.837759,134.00065,141.0390017,101.9803903,92.00094676,1537.754532,1535.046905,1538.061767,45.607017,106.51291,4,11,665.1944456,141.4849815,1536.559971,1541.50673,661.6843179,1535.630489,662.146677,2453107.089,2356328,2039,2,0,2,2,2,12,10
org.apache.tools.ant.taskdefs.PumpStreamHandler,0,2,1,1,0,3,0,1,0,0,11,8,17,6,2,93,0.872439737,0.241051828,7,2104.081985,131.0000621,144.0867794,112.3610253,95.00008564,2102.147711,2100.085951,2102.058277,62.93647591,110.6752005,9,,192.9834633,192.8989373,2100.075496,2108.840914,94.70377327,2100.856968,94.97631394,399266.0113,4410169,3769,4,1,1,2,2,22,20
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,0,5,4,18,0,4,107,0.889840236,0,2,2090.428664,136.0000446,151.1687798,118.9831921,99.00006129,2088.347912,2086.06927,2088.347912,68.15423685,118.9831921,0,20,199.1193692,195,2086.059126,2095.094509,108.1774969,2087.043842,108.2506348,457871.0127,4351564,4524,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Replace,1,3,1,0,0,3,1,1,1,0,19,8,69,2,8,632,0.550566281,0.204487544,3,1566.826729,135.0007481,144.6685868,108.3005078,95.0010631,1563.888103,1561.054131,1564.01087,53.60037313,110.059075,9,32,641.974279,151.9802619,1562.104256,1568.381012,634.7687583,1561.865871,635.0044959,2372597.085,2436838,2821,3,1,2,3,2,18,18
org.apache.tools.ant.taskdefs.Rmic,0,5,1,0,0,5,1,4,0,0,22,16,72,1,16,675,0.238567094,0.112244898,3,1523.991142,135.0021473,143.6175477,99.84988733,87.00333201,1520.491039,1518.008234,1521.160084,49.25444142,109.5673309,16,,683.6453276,150.3329638,1519.200085,1525.425842,677.7864898,1518.790637,678.0515226,2504997.091,2304438,2515,5,4,4,8,2,33,31
org.apache.tools.ant.taskdefs.SendEmail,0,1,1,0,0,1,0,1,0,0,8,4,41,0,4,236,0.910895845,0.081632653,0,1961.859577,138.0000288,151.7003626,117.3456433,99.0000401,1959.502488,1957.073836,1959.502488,65.2533524,117.3456433,3,,276.7563861,175.5733465,1957.31533,1964.860046,238.6271307,1958.01379,238.7344879,979441.029,3829994,4114,1,1,1,2,2,7,6
org.apache.tools.ant.taskdefs.SignJar,0,1,1,0,0,1,1,0,0,0,14,5,35,0,5,307,0.45236518,0.256589533,3,1890.825481,135.0011108,146.5400969,113.3710721,98.00153011,1888.544413,1886.067867,1888.596569,59.20304046,114.2365966,4,,341.7999281,180.5602393,1886.240908,1894.623445,308.5090426,1886.86115,308.7630323,1252288.038,3557147,3400,1,0,0,0,2,5,7
org.apache.tools.ant.taskdefs.SQLExec,0,5,1,0,0,5,1,4,0,0,23,10,96,1,10,1034,0.582991973,0.300710165,4,1166.720618,134.0006489,142.3376268,104.6565813,93.00093492,1162.725247,1159.052199,1163.135848,49.24428901,109.1237829,16,,1036.014241,133.056379,1161.598234,1166.612618,1036.959709,1159.993534,1037.066566,3466064.155,1343371,2394,5,4,4,8,2,33,31
org.apache.tools.ant.taskdefs.StreamPumper,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,39,0.948350694,0.102040816,1,2158.352381,137.0000097,153.3949152,123.1462545,102.0000131,2156.413689,2154.102365,2156.228188,72.12489168,119.8540779,0,,184.1776648,204.9487741,2154.007694,2163.728264,39.42084679,2155.10487,39.46634258,169539.0046,4639896,4941,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Tar,1,2,1,0,0,2,0,2,0,0,8,12,65,0,12,583,0.67134428,0.102040816,2,1615.733889,136.0003971,149.8832879,110.6797181,91.00059348,1612.569688,1610.025155,1613.040917,63.63961031,117.3456433,6,23,594.6336452,156.3393744,1610.917666,1617.572873,585.6045043,1611.232137,585.4466997,2217214.077,2592221,4090,2,2,2,4,2,14,12
org.apache.tools.ant.taskdefs.Taskdef,1,0,0,0,0,0,0,0,0,0,8,8,25,1,7,157,0.871882808,0.030612245,3,2040.470779,135.0000608,148.9765082,113.9912277,95.00008639,2038.215151,2036.048133,2038.357182,64.5368112,116.5032188,0,23,224.7913938,188.4807682,2036.121303,2044.705602,158.6172092,2036.974472,158.7381589,663978.0189,4145457,4130,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,0,3,1,9,0,1,58,0.981932466,0.010204082,1,2139.391035,137.0000012,152.9477035,122.5887434,102.0000016,2137.435145,2135.093675,2137.294084,70.88018059,120.1041215,0,,186.2417054,202.8053254,2135.014618,2144.610687,58.54243718,2136.082629,58.60143122,251033.0068,4558402,4801,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Touch,0,3,1,0,0,3,0,2,1,0,8,7,32,3,4,300,0.82522551,0.040803311,4,1897.73681,134.000114,148.0709289,114.8259553,96.00015909,1895.432668,1893.076332,1895.432668,65.2533524,114.8259553,8,,337.0408319,181.4717609,1893.225723,1901.678469,301.4451298,1894.048046,301.5215474,1225832.037,3583603,4123,3,2,3,5,2,20,17
org.apache.tools.ant.taskdefs.Transform,0,1,1,0,0,1,0,1,0,0,9,12,36,0,12,375,0.395803447,0.010204082,3,1823.005485,135.001352,148.5563866,110.1135777,91.00200577,1820.276078,1818.022277,1820.693549,62.64982043,116.8118145,3,,403.4602265,179.7247896,1818.263961,1826.862064,376.3556027,1819.056899,376.3694271,1504161.047,3305274,3994,1,1,1,2,2,7,6
org.apache.tools.ant.taskdefs.Tstamp,0,0,0,0,0,0,0,0,0,0,3,5,17,1,5,91,0.980280219,0,2,2106.395025,136.0000014,152.0526225,119.2811804,98.00000198,2104.283251,2102.060894,2104.283251,69.85699679,119.2811804,0,,191.919105,195.3586445,2102.056027,2111.058739,92.32420106,2103.099617,92.33383431,390862.0109,4418573,4793,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Untar,0,3,1,0,0,3,0,3,0,0,4,8,42,0,8,242,0.886505904,0.020408163,2,1955.734389,136.0000474,151.6080473,116.2497312,95.00006779,1953.311547,1951.043311,1953.510174,68.24954212,119.540788,9,,281.3648044,174.7483906,1951.331327,1958.810353,244.7134062,1952.150097,244.6557459,1002890.03,3806545,4633,3,3,3,6,2,21,18
org.apache.tools.ant.taskdefs.UpToDate,0,1,1,0,0,1,0,1,0,0,7,11,32,0,11,189,0.765261427,0.041028827,2,2008.609469,136.0002026,150.3063538,112.0714058,92.00029947,2006.110665,2004.02495,2006.443869,64.77653896,117.8855377,3,,243.6339764,183.0764867,2004.190457,2012.345149,191.083668,2005.021696,191.1348716,793265.0229,4016170,4250,1,1,1,2,2,7,6
org.apache.tools.ant.taskdefs.War,0,0,0,0,0,0,0,0,0,0,9,7,33,0,7,163,0.691610197,0,3,2034.483964,135.0003522,148.5563866,114.280357,96.00049533,2032.268683,2030.048275,2032.412606,63.56099433,116.8118145,0,,223.4270233,182.2361106,2030.199629,2038.163389,165.5191069,2030.946577,165.6670613,688382.0198,4121053,3997,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.XSLTLiaison,0,1,1,0,0,1,1,0,0,0,3,1,3,1,0,3,1,0,1,2194.280976,137,152.9477035,122.5887434,102,2192.374056,2190.100683,2192.191597,71.16881339,119.2811804,4,,183.0252797,207.5885353,2190.002219,2199.816583,4.326371097,2191.055453,4.391876292,13152.00072,4796283,4807,1,0,0,0,2,5,7
org.apache.tools.ant.taskdefs.XSLTProcess,0,6,1,0,0,6,1,5,0,0,13,7,55,1,7,590,0.358785208,0.12244898,3,1608.67461,135.0015228,146.931957,112.1605991,96.00214142,1605.872037,1603.061134,1605.992839,59.66573556,113.8771268,19,,603.6269743,163.6001222,1603.691978,1611.326782,591.9167727,1604.048939,591.9772679,2239695.078,2569740,3495,6,5,5,10,2,40,37
org.apache.tools.ant.taskdefs.Zip,1,7,1,0,0,7,1,5,1,0,22,15,104,2,13,1180,0.37310558,0.895765891,5,1021.693692,133.0014774,141.7391971,100.7223908,88.00223291,1016.815126,1013.031589,1017.633529,49.64876635,108.6738239,21,23,1180.45145,127.0157471,1016.451204,1020.931927,1183.032879,1014.184401,1182.92882,3783184.184,1026251,2483,7,5,6,11,2,46,42
org.apache.tools.ant.types.Commandline,1,3,1,0,0,3,0,3,0,0,19,23,46,22,3,448,0.62286593,12.78655705,35,1748.037185,103.0006904,115.3819743,95.41488354,80.00088893,1746.832848,1745.092834,1746.698028,55.02726597,92.91393867,9,59,469.8766279,159.7779709,1745.743011,1752.299632,450.8930788,1745.774613,451.257448,1764270.058,3045165,2844,3,3,3,6,2,21,18
org.apache.tools.ant.types.CommandlineJava,1,1,1,0,0,1,0,1,0,0,21,9,47,1,8,277,0.284056646,0.440839076,7,1920.473119,131.0019564,140.2176879,106.4706532,94.00272642,1918.30446,1916.044102,1918.504626,51.66236541,110.0181803,3,42,309.6770166,170.0735135,1916.430796,1923.533467,280.0201208,1916.65229,280.4557729,1138240.034,3671195,2639,1,1,1,2,2,7,6
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,0,9,8,15,5,3,98,0.892646795,5.792864731,6,2099.154354,132.0000437,145.8355238,113.4416149,95.00006066,2097.152832,2095.077326,2097.10777,64.56004957,112.6055061,0,,197.1538828,195.1332878,2095.057877,2104.067965,99.25250392,2095.917222,99.45852253,420239.0117,4389196,4015,0,0,0,0,0,0,0
org.apache.tools.ant.types.EnumeratedAttribute,1,1,1,0,0,1,0,1,0,0,5,12,11,11,1,59,0.974174782,0.12244898,10,2137.835354,128.0000026,144.0138882,112.4144119,91.00000366,2135.939372,2134.093719,2135.813662,68.9637586,110,3,51,184.8126453,195.8800653,2134.051501,2142.971068,60.84087921,2135.020375,60.9590506,255304.0073,4554131,4531,1,1,1,2,2,7,6
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,0,3,5,9,3,2,47,0.948672824,0.520381086,3,2150.242079,135.0000098,151.1588568,119.2811804,98.00001344,2148.236486,2146.084108,2148.146178,70.60453243,117.6435294,0,,183.156254,201.3578903,2146.02036,2155.425944,47.93674628,2147.077083,47.99119993,203942.0057,4605493,4801,0,0,0,0,0,0,0
org.apache.tools.ant.types.FileSet,1,0,0,0,0,0,0,0,0,0,16,24,56,16,8,353,0.26936373,0.104751212,13,1844.241036,125.0021353,136.5650028,96.26006441,79.00337859,1841.695143,1840.045923,1841.87106,56.5154846,99.5690715,0,150,376.5169254,154.2368309,1840.866308,1846.453086,357.5420645,1840.821827,357.8112348,1423705.045,3385730,3155,0,0,0,0,0,0,0
org.apache.tools.ant.types.Mapper,1,0,0,0,0,0,0,0,0,0,11,11,37,3,8,285,0.686510381,0.06143699,6,1912.560587,132.0003723,144.9965517,109.8362417,92.00053411,1910.216742,1908.044287,1910.413568,61.39218191,113.2077736,0,110,321.4395406,177.2484133,1908.293323,1916.21528,287.0130267,1908.943163,287.1616237,1168822.035,3640613,3749,0,0,0,0,0,0,0
org.apache.tools.ant.types.Path,1,2,1,0,0,2,1,1,0,0,24,27,80,20,8,693,0.605948041,2.804661524,40,1503.197924,98.00079223,108.6876258,89.35882721,76.00102155,1501.924099,1500.056332,1502.078893,48.76474136,91.92388155,7,224,701.2127151,132.2006051,1502.052959,1505.814398,697.4764303,1500.736153,697.8427612,2559329.095,2250106,2315,2,1,1,2,2,12,13
org.apache.tools.ant.types.PatternSet,1,2,1,0,0,2,0,2,0,0,17,10,55,5,6,461,0.507831562,5.607636492,3,1737.253292,135.0008971,145.3994498,107.54069,93.0013023,1734.495027,1732.064953,1734.548933,56.04462508,108.4066419,6,127,478.9480613,161.2358521,1732.706349,1739.488718,463.6821202,1732.841597,463.952418,1809480.059,2999955,3047,2,2,2,4,2,14,12
org.apache.tools.ant.types.Reference,0,0,0,0,0,0,0,0,0,0,5,16,12,14,2,55,0.929348304,0.855083997,6,2142.070961,132.0000189,147.5804865,109.2016483,87.00002869,2139.76938,2138.084423,2139.688996,68.68041933,107.6150547,0,,182.6504555,193.6517493,2138.068017,2146.752198,57.59878158,2139.018466,57.70810919,238217.0071,4571218,4530,0,0,0,0,0,0,0
org.apache.tools.ant.types.ZipFileSet,0,0,0,0,0,0,0,0,0,0,9,10,20,3,7,110,0.41427837,0.112244898,12,2086.80737,126.0013614,140.4279175,111.7720895,93.00184444,2085.075059,2083.047047,2085.21102,63.56099433,114.280357,0,,199.1505461,191.760267,2083.086157,2091.80807,111.6723401,2083.922503,111.8428721,470380.0132,4339055,4010,0,0,0,0,0,0,0
org.apache.tools.ant.types.ZipScanner,0,0,0,0,0,0,0,0,0,0,6,3,11,2,1,68,0.881033178,0.853299052,20,2128.273714,118.00006,134.7182245,119.2686044,100.0000708,2127.35164,2125.094116,2127.21273,68.00735254,116.7647207,0,,187.7546841,200.0849819,2125.026542,2134.398979,68.83080361,2125.993885,68.97774943,293635.0081,4515800,4400,0,0,0,0,0,0,0
org.apache.tools.ant.UnknownElement,0,1,1,0,0,1,0,1,0,0,6,10,33,3,8,198,0.382510947,0.054846939,3,1999.562452,135.0014122,149.8332406,113.4636506,93.00204994,1997.166493,1995.042355,1997.308439,66.28725368,115.9353268,3,,250.1665826,180.6239187,1995.226786,2003.160004,200.3296668,1996.058616,200.3615333,829257.0242,3980178,4378,1,1,1,2,2,7,6
org.apache.tools.ant.util.DOMElementWriter,1,1,1,0,0,1,0,1,0,0,5,1,35,1,0,354,0.717644586,0.448979592,3,1843.948481,135.0002953,150.2697574,121.4907404,102.0003908,1841.826539,1839.119898,1841.609351,69.26037828,118.1524439,3,35,384.5140047,180.0138884,1839.2561,1847.78949,355.3087408,1840.183958,355.2932319,1427363.044,3382072,4507,1,1,1,2,2,7,6
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,0,3,15,3,15,0,3,1,0,1,2194.280976,137,152.9477035,111.2115102,88,2191.767323,2190.100683,2191.610367,71.16881339,108.0740487,0,,183.0358623,201.3578903,2190.019951,2199.237368,9.817612238,2191.055453,9.846654282,13152.00382,4796283,4807,0,0,0,0,0,0,0
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.969074391,0.030612245,0,2177.377551,138.0000035,153.4046935,121.2023102,101.0000047,2175.345949,2173.092037,2175.208726,69.92138443,118.7139419,0,,180.1166025,204.0710661,2173.010129,2182.561339,21.07989961,2174.032658,21.18231539,87327.00255,4722108,4668,0,0,0,0,0,0,0
org.apache.tools.ant.util.GlobPatternMapper,1,1,1,0,0,1,1,0,0,0,5,3,15,2,1,137,0.938897074,0.301023664,3,2060.427383,135.0000138,150.2697574,119.8165264,100.0000187,2058.43047,2056.097274,2058.286909,68.9637586,117.3243368,4,59,219.0784364,196.5960325,2056.048416,2065.377932,137.7279427,2057.059066,137.8141879,582128.0163,4227307,4527,1,0,0,0,2,5,7
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,0,4,2,5,1,1,16,0.969074391,0.030612245,0,2181.369524,138.0000035,153.4046935,121.2023102,101.0000047,2179.341644,2177.091868,2179.204671,69.92138443,118.7139419,0,,181.7083445,205.8275978,2177.005466,2186.708485,16.73547519,2178.030762,16.84034434,69925.00201,4739510,4670,0,0,0,0,0,0,0
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.969074391,0.056223927,3,2173.197184,135.0000035,150.7116452,119.540788,99.00000483,2171.258161,2169.092206,2171.123442,69.92138443,117.0683561,0,,182.5987229,204.8828934,2169.007817,2178.65509,24.70442019,2170.034562,24.80757962,104693.0029,4704742,4670,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.JakartaOroMatcher,1,0,0,0,0,0,0,0,0,0,5,7,17,0,7,75,0.959964082,0.030612245,1,2122.426206,137.0000058,152.0690633,116.498927,96.00000835,2120.174521,2118.04627,2120.312477,67.46851117,118.9831921,0,8,184.8625317,195.8621965,2118.052015,2127.036906,76.50804827,2119.028079,76.57346563,323342.009,4486093,4525,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1,0,0,0,0,0,0,0,0,0,5,4,13,0,4,65,0.959964082,0.030612245,1,2132.405449,137.0000058,152.0690633,118.9831921,99.0000081,2130.301622,2128.067903,2130.301622,68.15423685,118.9831921,0,8,184.7840504,199.3238571,2128.03044,2137.31467,66.02118362,2129.02325,66.1129366,280878.0077,4528557,4529,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.RegexpMatcher,1,0,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,0,1,2193.282927,137,152.5057376,118.7139419,98,2191.192598,2189.091364,2191.060474,69.92138443,116.2497312,0,53,182.0478342,205.3022163,2189.00667,2198.606377,6.728591029,2190.025114,6.797584365,17532.00133,4791903,4671,0,0,0,0,0,0,0
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,0,0,0,0,0,0,0,0,0,3,3,9,1,2,43,0.965509138,0.020408163,2,2154.297101,136.0000044,152.0526225,120.9297317,100.0000059,2152.324325,2150.083952,2152.232329,70.60453243,119.2811804,0,,182.1485611,202.319055,2150.016358,2159.498321,43.82656033,2151.07508,43.88286623,186758.0051,4622677,4801,0,0,0,0,0,0,0
org.apache.tools.ant.util.RegexpPatternMapper,0,1,1,0,0,1,1,0,0,0,5,4,20,0,4,144,0.955451751,0.010204082,1,2053.574932,137.0000072,152.0690633,118.9831921,99.00001002,2051.39026,2049.070521,2051.39026,68.15423685,118.9831921,4,,219.6517011,193.2795902,2049.074103,2058.095722,145.0804122,2050.062682,145.1363365,610868.0172,4198567,4522,1,0,0,0,2,5,7
org.apache.tools.ant.util.SourceFileScanner,0,0,0,0,0,0,0,0,0,0,3,9,25,7,2,277,0.739717837,1.609015373,9,1920.337731,129.0002626,145.8252379,116.0172401,94.00036035,1918.30446,1916.094204,1918.207497,70.60453243,114.4027972,0,,320.4128454,185.4319282,1916.166688,1924.952207,278.1569506,1917.206301,278.0936102,1138218.034,3671217,4785,0,0,0,0,0,0,0
org.apache.tools.ant.XmlLogger,0,3,1,0,0,3,1,1,1,0,10,9,49,0,9,382,0.73227789,0.040816327,0,1816.250258,138.0002597,150.8807476,112.0580207,94.00038125,1813.437895,1811.039757,1813.703945,62.16912417,116.2841348,9,,405.3810314,169.0266251,1811.479552,1818.870804,384.3274809,1812.027042,384.3883277,1529577.048,3279858,3858,3,1,2,3,2,18,18
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,0,27,3,63,1,2,527,0.04570795,1.716073532,2,1671.541803,136.003348,142.9405471,109.2520023,100.0045533,1668.998502,1666.10834,1668.879864,47.92702787,107.424392,0,,540.5341077,157.2672884,1666.85683,1673.406406,529.6947002,1666.580931,530.2676667,2033756.069,2775679,2059,0,0,0,0,0,0,0
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.92185817,0.43599672,2,2116.374258,136.0000224,151.1687798,121.4907404,102.0000299,2114.461634,2112.104401,2114.272452,69.26037828,118.1524439,0,,194.6373215,202.319055,2112.016652,2121.668447,81.42920524,2113.030998,81.5504533,348714.0095,4460721,4533,0,0,0,0,0,0,0
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,0,5,1,18,1,0,96,0.928696291,0.936903947,1,2101.470438,137.0000186,152.0690633,121.4907404,102.0000249,2099.479221,2097.105148,2099.288689,69.26037828,118.1524439,0,,193.466797,194.4942159,2097.062665,2106.000237,97.35469599,2098.03837,97.46835938,411858.0115,4397577,4524,0,0,0,0,0,0,0
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.723217959,0.830830947,3,1581.771475,135.0002837,143.9618005,112.6987134,101.0003792,1579.233042,1576.139905,1578.982267,54.23098745,109.1283648,0,,634.4813224,179.4714462,1576.309486,1586.185992,617.7507797,1576.792948,618.1457244,2325508.082,2483927,2651,0,0,0,0,0,0,0
org.apache.tools.tar.TarConstants,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,24,1,0,0,2173.385608,138,155.1934277,124.2779144,102,2171.397016,2169.101657,2171.212795,74.04052944,121.0165278,3,,187.5446426,210.2379604,2169.00005,2179.165207,24.00345022,2170.161745,23.99185756,104688.0028,4704747,5227,1,1,1,2,2,7,6
org.apache.tools.tar.TarEntry,0,2,1,0,0,2,0,2,0,0,31,6,65,4,2,747,0.074263519,0.545736798,4,1452.195579,134.0031977,139.8427689,104.9237819,97.00441736,1449.249806,1446.124822,1449.117318,44.28317965,103.0776406,6,,755.8639541,153.8375767,1447.11783,1454.160239,749.1373329,1446.553145,749.755715,2718398.103,2091037,1721,2,2,2,4,2,14,12
org.apache.tools.tar.TarInputStream,0,2,1,0,0,2,0,2,0,0,16,3,40,1,2,604,0.288141892,0.496985617,2,1594.809393,136.001863,146.7003749,114.1271221,100.0025337,1592.143524,1589.113589,1592.019158,58.1893461,112.3788236,6,,620.6315407,175.8408371,1589.382451,1598.699784,604.9924123,1589.951572,605.2025733,2284368.08,2525067,3171,2,2,2,4,2,14,12
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.355481674,0.020408163,2,1761.258641,136.0015272,147.0782105,114.6123903,100.002077,1758.845076,1756.102787,1758.732498,59.13543777,112.8716085,0,,461.231071,178.3395638,1756.298262,1765.032861,438.1947323,1756.892712,438.4525951,1725750.056,3083685,3285,0,0,0,0,0,0,0
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.717817731,3.603441792,2,1923.813141,136.0002927,149.8832879,119.8874472,102.0003903,1921.708875,1919.1149,1921.500716,66.40783086,116.5032188,0,,323.2856668,197.9595918,1919.042331,1929.183506,274.2819778,1920.033854,274.4113771,1126702.033,3682733,4141,0,0,0,0,0,0,0
