Class Name,HasTC,#Bugs,#BugsBinary,#Blocker,#Critical,Critique,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,Si,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,0,3,15,3,15,0,3,1,0,1,2194.280976,137,152.9477035,111.2115102,88,2191.767323,2190.100683,2191.610367,71.16881339,108.0740487,0,
org.apache.tools.ant.util.FlatFileNameMapper,0,0,0,0,0,0,0,0,0,0,4,2,7,1,1,20,0.969074391,0.030612245,0,2177.377551,138.0000035,153.4046935,121.2023102,101.0000047,2175.345949,2173.092037,2175.208726,69.92138443,118.7139419,0,
org.apache.tools.ant.util.GlobPatternMapper,1,1,1,0,0,1,1,0,0,0,5,3,15,2,1,137,0.938897074,0.301023664,3,2060.427383,135.0000138,150.2697574,119.8165264,100.0000187,2058.43047,2056.097274,2058.286909,68.9637586,117.3243368,4,59
org.apache.tools.ant.util.IdentityMapper,0,0,0,0,0,0,0,0,0,0,4,2,5,1,1,16,0.969074391,0.030612245,0,2181.369524,138.0000035,153.4046935,121.2023102,101.0000047,2179.341644,2177.091868,2179.204671,69.92138443,118.7139419,0,
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.969074391,0.056223927,3,2173.197184,135.0000035,150.7116452,119.540788,99.00000483,2171.258161,2169.092206,2171.123442,69.92138443,117.0683561,0,
org.apache.tools.ant.util.regexp.JakartaOroMatcher,1,0,0,0,0,0,0,0,0,0,5,7,17,0,7,75,0.959964082,0.030612245,1,2122.426206,137.0000058,152.0690633,116.498927,96.00000835,2120.174521,2118.04627,2120.312477,67.46851117,118.9831921,0,8
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher,1,0,0,0,0,0,0,0,0,0,5,4,13,0,4,65,0.959964082,0.030612245,1,2132.405449,137.0000058,152.0690633,118.9831921,99.0000081,2130.301622,2128.067903,2130.301622,68.15423685,118.9831921,0,8
org.apache.tools.ant.util.regexp.RegexpMatcher,1,0,0,0,0,0,0,0,0,0,4,5,4,4,1,4,1,0,1,2193.282927,137,152.5057376,118.7139419,98,2191.192598,2189.091364,2191.060474,69.92138443,116.2497312,0,53
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,0,0,0,0,0,0,0,0,0,3,3,9,1,2,43,0.965509138,0.020408163,2,2154.297101,136.0000044,152.0526225,120.9297317,100.0000059,2152.324325,2150.083952,2152.232329,70.60453243,119.2811804,0,
org.apache.tools.ant.util.RegexpPatternMapper,0,1,1,0,0,1,1,0,0,0,5,4,20,0,4,144,0.955451751,0.010204082,1,2053.574932,137.0000072,152.0690633,118.9831921,99.00001002,2051.39026,2049.070521,2051.39026,68.15423685,118.9831921,4,
org.apache.tools.ant.util.SourceFileScanner,0,0,0,0,0,0,0,0,0,0,3,9,25,7,2,277,0.739717837,1.609015373,9,1920.337731,129.0002626,145.8252379,116.0172401,94.00036035,1918.30446,1916.094204,1918.207497,70.60453243,114.4027972,0,
org.apache.tools.ant.XmlLogger,0,3,1,0,0,3,1,1,1,0,10,9,49,0,9,382,0.73227789,0.040816327,0,1816.250258,138.0002597,150.8807476,112.0580207,94.00038125,1813.437895,1811.039757,1813.703945,62.16912417,116.2841348,9,
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,0,27,3,63,1,2,527,0.04570795,1.716073532,2,1671.541803,136.003348,142.9405471,109.2520023,100.0045533,1668.998502,1666.10834,1668.879864,47.92702787,107.424392,0,
org.apache.tools.mail.MailPrintStream,0,0,0,0,0,0,0,0,0,0,5,1,9,1,0,81,0.92185817,0.43599672,2,2116.374258,136.0000224,151.1687798,121.4907404,102.0000299,2114.461634,2112.104401,2114.272452,69.26037828,118.1524439,0,
org.apache.tools.mail.SmtpResponseReader,0,0,0,0,0,0,0,0,0,0,5,1,18,1,0,96,0.928696291,0.936903947,1,2101.470438,137.0000186,152.0690633,121.4907404,102.0000249,2099.479221,2097.105148,2099.288689,69.26037828,118.1524439,0,
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.723217959,0.830830947,3,1581.771475,135.0002837,143.9618005,112.6987134,101.0003792,1579.233042,1576.139905,1578.982267,54.23098745,109.1283648,0,
org.apache.tools.tar.TarConstants,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,24,1,0,0,2173.385608,138,155.1934277,124.2779144,102,2171.397016,2169.101657,2171.212795,74.04052944,121.0165278,3,
org.apache.tools.tar.TarEntry,0,2,1,0,0,2,0,2,0,0,31,6,65,4,2,747,0.074263519,0.545736798,4,1452.195579,134.0031977,139.8427689,104.9237819,97.00441736,1449.249806,1446.124822,1449.117318,44.28317965,103.0776406,6,
org.apache.tools.tar.TarInputStream,0,2,1,0,0,2,0,2,0,0,16,3,40,1,2,604,0.288141892,0.496985617,2,1594.809393,136.001863,146.7003749,114.1271221,100.0025337,1592.143524,1589.113589,1592.019158,58.1893461,112.3788236,6,
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.355481674,0.020408163,2,1761.258641,136.0015272,147.0782105,114.6123903,100.002077,1758.845076,1756.102787,1758.732498,59.13543777,112.8716085,0,
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.717817731,3.603441792,2,1923.813141,136.0002927,149.8832879,119.8874472,102.0003903,1921.708875,1919.1149,1921.500716,66.40783086,116.5032188,0,
