"Class Name","HasTC","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","Si","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","1","0","0","0","0","0","0","0","5","4","13","0","4","65","0.959964081828977","0.0306122449001122","1","137.00001","137.59257","169.02663","199.32386","173.46963","173","2128","17.00005","2130.30162","100.44899","0","8"
"org.apache.tools.ant.util.regexp.RegexpMatcher","1","0","0","0","0","0","0","0","4","5","4","4","1","4","1","0","1","137","137.59541","168.44287","206.70752","182.44861","182","2189","20","2191.1926","100.02","0","53"
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","0","0","0","0","0","0","0","0","3","3","9","1","2","43","0.965509137512173","0.0204081632673478","2","136","136.59786","168.80758","203.29535","177.45978","177","2150","19.00003","2152.32433","101.789","0",""
"org.apache.tools.ant.util.RegexpPatternMapper","0","1","0","0","1","0","0","0","5","4","20","0","4","144","0.955451750663088","0.0102040816327644","1","137.00001","137.59446","169.02663","193.27959","166.49095","166.00001","2049","17.00006","2051.39026","100.44899","4",""
"org.apache.tools.ant.util.SourceFileScanner","0","0","0","0","0","0","0","0","3","9","25","7","2","277","0.739717836733217","1.60901537330755","9","129.00026","129.48335","159.61516","186.43229","161.38754","161.00021","1916.00002","19.00178","1918.30446","95.90098999999999","0",""
"org.apache.tools.ant.XmlLogger","0","3","0","0","1","1","1","0","10","9","49","0","9","382","0.73227788979021","0.0408163265310577","0","138.00026","138.58735","166.97305","166.14752","137.59162","137.00026","1811.00002","12.00299","1813.4379","94.76286","9",""
"org.apache.tools.mail.MailMessage","0","0","0","0","0","0","0","0","27","3","63","1","2","527","0.0457079497623654","1.71607353181025","2","136.00335","136.44983","168.80758","158.52129","123.49719","123.0037","1666.00027","19.02395","1668.9985","101.789","0",""
"org.apache.tools.mail.MailPrintStream","0","0","0","0","0","0","0","0","5","1","9","1","0","81","0.921858170399358","0.435996720116236","2","136.00002","136.55964","170","204.28656","177.43037","177.00002","2112","21.00015","2114.46163","104.13933","0",""
"org.apache.tools.mail.SmtpResponseReader","0","0","0","0","0","0","0","0","5","1","18","1","0","96","0.928696290946301","0.936903947336759","1","137.00002","137.51151","170.80105","196.54007","168.41738","168.00002","2097","21.00012","2099.47922","104.13933","0",""
"org.apache.tools.tar.TarBuffer","0","0","0","0","0","0","0","0","21","2","35","2","0","617","0.723217958558963","0.830830947123104","3","135.00028","135.52837","168.60012","181.66453","151.47257","151.00025","1576.00002","21.00182","1579.23304","103.16007","0",""
"org.apache.tools.tar.TarConstants","0","1","0","0","0","1","0","0","0","1","0","1","0","24","1","0","0","138","138.59111","171.6042","212.13203","186.43899","186","2169","21","2171.39702","104.13933","3",""
"org.apache.tools.tar.TarEntry","0","2","0","0","0","2","0","0","31","6","65","4","2","747","0.0742635193234161","0.5457367978615359","4","134.0032","134.55793","165.4237","155.08062","121.61759","121.00354","1446.0003","19.02254","1449.24981","98.84331","6",""
"org.apache.tools.tar.TarInputStream","0","2","0","0","0","2","0","0","16","3","40","1","2","604","0.288141892187046","0.496985616504389","2","136.00186","136.55414","168.80758","176.96327","146.51633","146.00174","1589.00016","19.01333","1592.14352","101.789","6",""
"org.apache.tools.tar.TarOutputStream","0","0","0","0","0","0","0","0","15","3","37","1","2","437","0.355481674262509","0.0204081632655288","2","136.00153","136.59786","168.80758","179.44637","149.54589","149.00139","1756.00012","19.01093","1758.84508","101.789","0",""
"org.apache.tools.tar.TarUtils","0","0","0","0","0","0","0","0","8","1","14","1","0","274","0.717817731134258","3.60344179224739","2","136.00029","136.30968","170","199.97","172.24497","172.00023","1919.00002","21.0019","1921.70887","104.13933","0",""
