Class Name;HasTC;#Bugs;#Blocker;#Critical;Critique;#Major;#Normal;#Minor;#Trivial;WMC;CBO;RFC;Ca;Ce;LOC;Qi;Si;FANIN;d(LOC,FANIN);d(Qi,FANIN);d(WMC,FANIN);d( WMC,CBO);d(Qi,CBO);d(LOC, CBO);d(LOC, Ce);d(LOC, Ca);d(WMC, Ce);d(WMC, Ca);Risk1;TLOC
org.apache.tools.ant.util.IdentityMapper;0;0;0;0;0;0;0;0;0;4;2;5;1;1;16;0,969074391;0,030612245;0;138,0000035;138,58829;171,0116955;207,2727671;181,4489298;181,0000026;2177;20,00002391;2179,341644;102,9611577;0;
org.apache.tools.ant.util.MergingMapper;0;0;0;0;0;0;0;0;0;4;4;5;3;1;24;0,969074391;0,056223927;3;135,0000035;135,5988989;167,4096771;206,3055986;181,4471311;181,0000026;2169;20,00002391;2171,258161;101;0;
org.apache.tools.ant.util.regexp.JakartaOroMatcher;1;0;0;0;0;0;0;0;0;5;7;17;0;7;75;0,959964082;0,030612245;1;137,0000058;137,5925657;167,2871782;194,3630623;169,480719;169,0000047;2118;14,00005725;2120,174521;97,01546269;0;8
org.apache.tools.ant.util.regexp.JakartaRegexpMatcher;1;0;0;0;0;0;0;0;0;5;4;13;0;4;65;0,959964082;0,030612245;1;137,0000058;137,5925657;169,0266251;199,3238571;173,4696346;173,0000046;2128;17,00004714;2130,301622;100,448992;0;8
org.apache.tools.ant.util.regexp.RegexpMatcher;1;0;0;0;0;0;0;0;0;4;5;4;4;1;4;1;0;1;137;137,595407;168,4428687;206,7075228;182,4486121;182;2189;20;2191,192598;100,019998;0;53
org.apache.tools.ant.util.regexp.RegexpMatcherFactory;0;0;0;0;0;0;0;0;0;3;3;9;1;2;43;0,965509138;0,020408163;2;136,0000044;136,5978571;168,8075828;203,2953516;177,4597829;177,0000034;2150;19,00003131;2152,324325;101,7889974;0;
org.apache.tools.ant.util.RegexpPatternMapper;0;1;0;0;1;1;0;0;0;5;4;20;0;4;144;0,955451751;0,010204082;1;137,0000072;137,5944592;169,0266251;193,2795902;166,4909463;166,000006;2049;17,00005837;2051,39026;100,448992;4;
org.apache.tools.ant.util.SourceFileScanner;0;0;0;0;0;0;0;0;0;3;9;25;7;2;277;0,739717837;1,609015373;9;129,0002626;129,4833481;159,6151622;186,4322933;161,3875381;161,0002104;1916,000018;19,00178273;1918,30446;95,90099061;0;
org.apache.tools.ant.XmlLogger;0;3;0;0;3;1;1;1;0;10;9;49;0;9;382;0,73227789;0,040816327;0;138,0002597;138,5873512;166,9730517;166,1475248;137,59162;137,0002616;1811,00002;12,00298609;1813,437895;94,76286192;9;
org.apache.tools.mail.MailMessage;0;0;0;0;0;0;0;0;0;27;3;63;1;2;527;0,04570795;1,716073532;2;136,003348;136,4498282;168,8075828;158,5212919;123,4971887;123,0037019;1666,000273;19,02394999;1668,998502;101,7889974;0;
org.apache.tools.mail.MailPrintStream;0;0;0;0;0;0;0;0;0;5;1;9;1;0;81;0,92185817;0,43599672;2;136,0000224;136,5596439;170;204,2865634;177,4303704;177,0000172;2112,000001;21,00014538;2114,461634;104,1393297;0;
org.apache.tools.mail.SmtpResponseReader;0;0;0;0;0;0;0;0;0;5;1;18;1;0;96;0,928696291;0,936903947;1;137,0000186;137,511506;170,8010539;196,5400722;168,4173812;168,0000151;2097,000001;21,00012105;2099,479221;104,1393297;0;
org.apache.tools.tar.TarBuffer;0;0;0;0;0;0;0;0;0;21;2;35;2;0;617;0,723217959;0,830830947;3;135,0002837;135,5283712;168,6001186;181,664526;151,4725698;151,0002537;1576,000024;21,00182393;1579,233042;103,1600698;0;
org.apache.tools.tar.TarConstants;0;1;0;0;1;0;1;0;0;0;1;0;1;0;24;1;0;0;138;138,591111;171,6041958;212,1320344;186,4389874;186;2169;21;2171,397016;104,1393297;3;
org.apache.tools.tar.TarEntry;0;2;0;0;2;0;2;0;0;31;6;65;4;2;747;0,074263519;0,545736798;4;134,0031977;134,5579343;165,4236984;155,0806242;121,6175879;121,0035412;1446,000296;19,02253895;1449,249806;98,84331035;6;
org.apache.tools.tar.TarInputStream;0;2;0;0;2;0;2;0;0;16;3;40;1;2;604;0,288141892;0,496985617;2;136,001863;136,5541415;168,8075828;176,963273;146,5163253;146,0017354;1589,000159;19,01333064;1592,143524;101,7889974;6;
org.apache.tools.tar.TarOutputStream;0;0;0;0;0;0;0;0;0;15;3;37;1;2;437;0,355481674;0,020408163;2;136,0015272;136,5978571;168,8075828;179,4463708;149,5458945;149,001394;1756,000118;19,01092854;1758,845076;101,7889974;0;
org.apache.tools.tar.TarUtils;0;0;0;0;0;0;0;0;0;8;1;14;1;0;274;0,717817731;3,603441792;2;136,0002927;136,3096827;170;199,9699977;172,2449698;172,0002315;1919,000021;21,00189579;1921,708875;104,1393297;0;
