"Class Name","HasTC","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","Si","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.types.FileSet","1","0","0","0","0","0","0","0","16","24","56","16","8","353","0.269363730065568","0.104751211734765","13","125.002","125.642","147871.5658941907","152121.6618368338","130617.1053091727","130002.0531736285","1840000.14506232","13020.51571017614","1841695.143067929","80062.47560499239","0","150"
"org.apache.tools.ant.types.Mapper","1","0","0","0","0","0","0","0","11","11","37","3","8","285","0.686510380602822","0.0614369897975848","6","132","132.612","160897.4828889501","175114.2484208524","149542.397602067","149000.3297840024","1908000.025753601","13003.77928686387","1910216.741629075","92913.93867445293","0","110"
"org.apache.tools.ant.types.Path","1","2","0","0","1","1","0","0","24","27","80","20","8","693","0.60594804099138","2.80466152437111","40","98.001","98.50700000000001","124016.12798342","130430.0578854429","106468.9543402519","106000.7324358959","1500000.051758981","13005.97081906609","1501924.099280653","77103.82610480493","7","224"
"org.apache.tools.ant.types.PatternSet","1","2","0","0","0","2","0","0","17","10","55","5","6","461","0.507831561688974","5.60763649165346","3","135.001","135.191","163932.913107771","160654.9096666516","131196.558264304","131000.9245378507","1732000.069927762","15008.07215373345","1734495.027378286","94201.91080864549","6","127"
"org.apache.tools.ant.types.Reference","0","0","0","0","0","0","0","0","5","16","12","14","2","55","0.929348303716333","0.855083996963003","6","132","132.538","158091.7455150647","194537.9140424817","174408.6008465229","174000.0143438563","2138000.001167367","19000.13135907717","2139769.380096836","89050.54744357274","0",""
"org.apache.tools.ant.types.ZipFileSet","0","0","0","0","0","0","0","0","9","10","20","3","7","110","0.414278369991583","0.112244897962227","12","126.001","126.636","156604.5976336582","190276.1151589973","166483.1468604415","166001.0333396388","2083000.082349933","14012.24713698198","2085075.058601008","94047.86015641186","0",""
"org.apache.tools.ant.types.ZipScanner","0","0","0","0","0","0","0","0","6","3","11","2","1","68","0.881033177763499","0.853299052188958","20","118","118.602","154673.8504078825","201556.4437074637","175406.3928323843","175000.0404374376","2125000.003330143","20000.35382449003","2127351.639950481","101980.3902718557","0",""
"org.apache.tools.ant.UnknownElement","0","1","0","0","0","1","0","0","6","10","33","3","8","198","0.382510946827059","0.0548469387758814","3","135.001","135.599","163932.913107771","179047.4797365213","153528.8130690275","153001.2460496018","1995000.095562086","13014.65684260589","1997166.49280925","93904.20650854784","3",""
"org.apache.tools.ant.util.DOMElementWriter","1","1","0","0","0","1","0","0","5","1","35","1","0","354","0.717644585503472","0.448979591837996","3","135","135.563","169201.0638264429","182222.3915988373","151503.1874831795","151000.263988445","1839000.021676068","21001.89811850575","1841826.539063872","104139.3297462587","3","35"
"org.apache.tools.ant.util.FileNameMapper","0","0","0","0","0","0","0","0","3","15","3","15","0","3","1","0","1","137","137.595","162828.1302478168","203059.104696145","183446.166602688","183000","2190000","21000","2191767.323417338","90470.98982546836","0",""
"org.apache.tools.ant.util.FlatFileNameMapper","0","0","0","0","0","0","0","0","4","2","7","1","1","20","0.969074390552662","0.0306122449001122","0","138","138.588","171011.695506477","205528.5868194495","179453.9331636366","179000.0026714897","2173000.000220063","20000.0239098187","2175345.949498608","102961.1577246488","0",""
"org.apache.tools.ant.util.GlobPatternMapper","1","1","0","0","1","0","0","0","5","3","15","2","1","137","0.93889707400475","0.301023663725573","3","135","135.576","168002.9761641144","198093.4123084359","171455.2085647076","171000.0109168639","2056000.000907969","20000.09333897132","2058430.470042649","101980.3902718557","4","59"
"org.apache.tools.ant.util.IdentityMapper","0","0","0","0","0","0","0","0","4","2","5","1","1","16","0.969074390552662","0.0306122449001122","0","138","138.588","171011.695506477","207272.7671451317","181448.9298064306","181000.0026419705","2177000.000219658","20000.0239098187","2179341.643708026","102961.1577246488","0",""
"org.apache.tools.ant.util.MergingMapper","0","0","0","0","0","0","0","0","4","4","5","3","1","24","0.969074390552662","0.0562239267019322","3","135","135.599","167409.6771396445","206305.5985667864","181447.131091837","181000.0026419705","2169000.000220469","20000.0239098187","2171258.160606426","101000","0",""
"org.apache.tools.ant.util.regexp.JakartaOroMatcher","1","0","0","0","0","0","0","0","5","7","17","0","7","75","0.959964081828977","0.0306122448982932","1","137","137.593","167287.1782295344","194363.0623343849","169480.7190446719","169000.0047422329","2118000.000378394","14000.05724540953","2120174.521118486","97015.46268507923","0","8"
"org.apache.tools.ant.util.regexp.JakartaRegexpMatcher","1","0","0","0","0","0","0","0","5","4","13","0","4","65","0.959964081828977","0.0306122449001122","1","137","137.593","169026.6251216062","199323.8570768688","173469.6345989665","173000.0046325859","2128000.000376615","17000.04714330945","2130301.621836682","100448.9920307815","0","8"
"org.apache.tools.ant.util.regexp.RegexpMatcher","1","0","0","0","0","0","0","0","4","5","4","4","1","4","1","0","1","137","137.595","168442.8686528462","206707.5228432676","182448.6120561655","182000","2189000","20000","2191192.597650877","100019.9980003999","0","53"
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","0","0","0","0","0","0","0","0","3","3","9","1","2","43","0.965509137512173","0.0204081632673478","2","136","136.598","168807.5827680735","203295.3516438583","177459.7829296161","177000.0033605073","2150000.000276655","19000.03130575303","2152324.325003088","101788.9974407843","0",""
"org.apache.tools.ant.util.RegexpPatternMapper","0","1","0","0","1","0","0","0","5","4","20","0","4","144","0.955451750663088","0.0102040816327644","1","137","137.594","169026.6251216062","193279.5902313537","166490.9462859785","166000.0059775496","2049000.000484272","17000.05836891506","2051390.260286911","100448.9920307815","4",""
"org.apache.tools.ant.util.SourceFileScanner","0","0","0","0","0","0","0","0","3","9","25","7","2","277","0.739717836733217","1.60901537330755","9","129","129.483","159615.1621870554","186432.2933399683","161387.5380503678","161000.2103936654","1916000.017679229","19001.78272701051","1918304.459672656","95900.99061010788","0",""
"org.apache.tools.ant.XmlLogger","0","3","0","0","1","1","1","0","10","9","49","0","9","382","0.73227788979021","0.0408163265310577","0","138","138.587","166973.0517179344","166147.5248085267","137591.6200450379","137000.2615878097","1811000.019788826","12002.98609214787","1813437.895269645","94762.86192385707","9",""
"org.apache.tools.mail.MailMessage","0","0","0","0","0","0","0","0","27","3","63","1","2","527","0.0457079497623654","1.71607353181025","2","136.003","136.45","168807.5827680735","158521.2919452778","123497.1886536329","123003.7018683468","1666000.273311297","19023.94999250016","1668998.502096392","101788.9974407843","0",""
"org.apache.tools.mail.MailPrintStream","0","0","0","0","0","0","0","0","5","1","9","1","0","81","0.921858170399358","0.435996720116236","2","136","136.56","170000","204286.5634347986","177430.3704005867","177000.0172489978","2112000.001445584","21000.14538391421","2114461.63360795","104139.3297462587","0",""
"org.apache.tools.mail.SmtpResponseReader","0","0","0","0","0","0","0","0","5","1","18","1","0","96","0.928696290946301","0.936903947336759","1","137","137.512","170801.0538609174","196540.0722499104","168417.381165602","168000.0151316033","2097000.00121226","21000.12105248265","2099479.221140328","104139.3297462587","0",""
"org.apache.tools.tar.TarBuffer","0","0","0","0","0","0","0","0","21","2","35","2","0","617","0.723217958558963","0.830830947123104","3","135","135.528","168600.1186239203","181664.5259812713","151472.569750016","151000.2536696494","1576000.024304663","21001.82392789884","1579233.041700939","103160.0697944704","0",""
"org.apache.tools.tar.TarConstants","0","1","0","0","0","1","0","0","0","1","0","1","0","24","1","0","0","138","138.591","171604.1957529011","212132.0343559643","186438.9874495707","186000","2169000","21000","2171397.015748157","104139.3297462587","3",""
"org.apache.tools.tar.TarEntry","0","2","0","0","0","2","0","0","31","6","65","4","2","747","0.0742635193234161","0.5457367978615359","4","134.003","134.558","165423.6984231703","155080.6241927082","121617.5878747487","121003.5412210389","1446000.296330548","19022.53894809143","1449249.805934091","98843.31034521255","6",""
"org.apache.tools.tar.TarInputStream","0","2","0","0","0","2","0","0","16","3","40","1","2","604","0.288141892187046","0.496985616504389","2","136.002","136.554","168807.5827680735","176963.2730257892","146516.3252543762","146001.7354073768","1589000.159453096","19013.33063841417","1592143.523681204","101788.9974407843","6",""
"org.apache.tools.tar.TarOutputStream","0","0","0","0","0","0","0","0","15","3","37","1","2","437","0.355481674262509","0.0204081632655288","2","136.002","136.598","168807.5827680735","179446.3708186933","149545.8944853603","149001.393966205","1756000.118281281","19010.92853787556","1758845.075610698","101788.9974407843","0",""
"org.apache.tools.tar.TarUtils","0","0","0","0","0","0","0","0","8","1","14","1","0","274","0.717817731134258","3.60344179224739","2","136","136.31","170000","199969.9977496624","172244.9697548741","172000.2314731956","1919000.02074696","21001.89579140089","1921708.874933974","104139.3297462587","0",""
