Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)","d(WMC, RFC)",#Hbugs,#Mbugs,#Lbugs,#Nbugs,#Severity,#Score,#Risk
org.apache.tools.ant.types.XMLCatalog,1,0,0,0,0,0,0,0,0,28,17,105,7,12,874,3.62046E-11,7,3690.973991,420.0011905,429.9581375,490.7015386,482.0010373,3698.54201,3667.085219,3699.725666,95.33624704,499.5447928,0,291,887.463776,523.9942748,3667.35167,3704.248777,875.5238917,3668.153895,875.9049694,7173897.053,13447072,8647,0,0,0,0,0,0,0
org.apache.tools.ant.util.FileUtils,1,3,1,0,0,2,1,0,0,58,142,158,134,12,1752,8.88441E-19,97,2808.455269,330.0015151,335.7737333,362.3437594,357.0014006,2811.755679,2789.112045,2812.653018,66.85057965,369.2424678,11,305,1760.270623,386.5177874,2795.346843,2815.655696,1762.108676,2789.689051,1762.977071,12842318.12,7778651,3974,2,1,0,1,2,11,11
org.apache.tools.ant.DirectoryScanner,1,1,1,0,0,0,1,0,0,63,61,144,51,10,2303,0.179168571,30,2272.939286,397.0008486,401.071066,441.6933325,438.0007691,2280.457849,2238.162863,2282.20354,63.07138812,450.6195735,3,338,2290.444254,469.6221886,2240.469223,2286.742006,2305.371652,2238.725754,2306.258234,15612181.17,5008788,3393,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.ExecTask,1,0,0,0,0,0,0,0,0,43,25,120,9,16,920,0.022600299,16,3644.25054,411.0011622,418.1506905,480.2134942,474.0010077,3651.892249,3621.060894,3653.869456,79.81227976,495.0252519,0,377,929.5547249,517.0541558,3621.460116,3657.729624,921.8831315,3621.818604,922.5744605,7509160.056,13111809,6097,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Ant,1,0,0,0,0,0,0,0,0,28,18,132,3,15,1139,7.69496E-84,5,3428.073511,422.0011848,431.9120281,489.7193074,481.0010395,3435.835415,3402.071134,3437.823294,94.59386872,503.4769111,0,410,1141.007948,519,3402.457274,3441.360923,1140.428743,3403.243747,1140.706195,9047209.071,11573760,8620,0,0,0,0,0,0,0
org.apache.tools.ant.types.Path,1,0,0,0,0,0,0,0,0,34,112,112,101,13,1021,1.28267E-10,89,3536.190606,338.0014793,348.7692647,396.4404117,387.001292,3541.210104,3520.081817,3542.316897,89.28605714,406.2080748,0,467,1040.788736,434.2637447,3522.803578,3546.686482,1030.676675,3521.050411,1031.153981,8230393.065,12390576,7572,0,0,0,0,0,0,0
org.apache.tools.ant.IntrospectionHelper,1,0,0,0,0,0,0,0,0,35,32,120,20,28,2098,1.05399E-22,9,2478.502169,418.0011962,426.554803,474.6725187,467.0010707,2487.235011,2443.016578,2489.323804,85.47514259,485.4987127,0,536,2085.570383,506.6635965,2443.949459,2494.986373,2099.223754,2444.478267,2099.212467,14652552.15,5968417,7393,0,0,0,0,0,0,0
org.apache.tools.mail.MailMessage,1,0,0,0,0,0,0,0,0,31,5,70,2,3,615,0.20968207,3,3948.829194,424.0007366,433.2401182,501.9531851,494.0006322,3956.957417,3926.147221,3957.207601,95.27329112,503.9216209,0,554,648.6400405,541.7933185,3926.138583,3963.207792,615.8717373,3927.008658,616.4598525,5207275.036,15413694,8139,0,0,0,0,0,0,0
org.apache.tools.ant.UnknownElement,1,1,1,0,1,0,0,0,0,31,29,119,19,15,900,4.831E-111,38,3661.72118,389.0012853,399.0513751,478.3523806,470.0010638,3671.209746,3641.066465,3672.372802,91.67878708,487.1981117,5,,911.5470881,507.9389727,3641.613493,3676.259376,902.5469441,3642.087588,902.9750392,7363919.055,13257050,8090,1,0,0,0,2,5,5
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,1,2,1,0,0,0,2,0,0,63,36,267,4,35,2328,3.99744E-26,8,2252.316585,419.0011933,422.8593147,466.4954448,463.0010799,2260.915301,2213.000904,2267.466648,57.03507693,497.2775885,6,,2300.745872,494.4461548,2214.457645,2267.563891,2329.51958,2213.73395,2330.236504,15723579.17,4897390,3270,0,2,0,2,1,2,6
org.apache.tools.ant.taskdefs.Sync,1,2,1,0,0,0,2,0,0,18,12,80,1,12,549,0.058575135,13,4013.410021,414.0010704,426.3801121,497.5670809,487.0009099,4021.595828,3992.078281,4022.819036,105.0190459,507.3588474,6,,583.6210413,538.7698952,3992.16242,4028.192771,550.2362553,3993.302894,550.4615555,4684697.032,15936272,10612,0,2,0,2,1,2,6
org.apache.tools.ant.taskdefs.optional.SchemaValidate,1,0,0,0,0,0,0,0,0,17,3,58,0,3,345,0.074051939,13,4216.374272,414.0010355,426.6204402,506.5816815,496.0008643,4225.213841,4196.137748,4225.449089,108.4665847,508.5400673,0,,412.6997432,548.5471721,4196.082006,4231.704148,345.993101,4197.26399,346.3163239,3014323.02,17606646,10839,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.Javah,1,0,0,0,0,0,0,0,0,31,16,79,4,14,466,7.79966E-06,4,4096.895654,423.001182,432.2614949,491.131347,483.0010352,4103.524583,4075.064907,4104.833858,91.92388155,501.9531851,0,,508.2440095,536.3925801,4075.180813,4110.151092,467.6482407,4075.971786,468.1899269,4015135.027,16605834,8130,0,0,0,0,0,0,0
org.apache.tools.ant.types.TarFileSet,1,0,0,0,0,0,0,0,0,21,10,42,2,8,274,3.4595E-07,11,4287.230458,416.0012019,427.61782,498.9208354,489.0010225,4294.928405,4267.098546,4295.73102,103.1600698,505.7835505,0,,367.0285376,553.6533211,4267.052305,4302.768992,274.8495663,4268.14831,275.2490149,2413434.015,18207535,10047,0,0,0,0,0,0,0
org.apache.tools.zip.ZipOutputStream,1,0,0,0,0,0,0,0,0,27,8,101,5,3,1286,0.182074811,3,3282.4992,424.0007889,434.0794858,499.7299271,491.0006813,3291.824114,3255.177568,3292.123023,99.02019996,501.6951265,0,,1289.623515,527.2741223,3255.346662,3297.429757,1286.834525,3256.3283,1287.133986,10025757.08,10595212,8836,0,0,0,0,0,0,0
org.apache.tools.ant.types.resources.TarResource,1,0,0,0,0,0,0,0,0,11,8,49,2,6,265,0.001170586,26,4294.761577,401.001244,415.5502376,502.9532781,491.0010159,4304.097699,4276.11237,4304.670951,113.3225485,507.8356033,0,,355.7030388,550.5787864,4276.068491,4311.300616,266.1252896,4277.38904,266.298297,2336554.015,18284415,12120,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.Native2Ascii,1,0,0,0,0,0,0,0,0,16,19,56,5,16,362,0.008250222,5,4200.252969,422.0011654,434.6262762,491.1374553,480.0010245,4206.476079,4179.052763,4207.979325,106.0990104,503.8501761,0,,428.3957449,544.8605326,4179.107108,4214.369941,363.3162304,4180.293889,363.5247912,3156696.021,17464273,11048,0,0,0,0,0,0,0
org.apache.tools.ant.types.resources.JavaResource,1,1,1,0,0,0,1,0,0,11,8,45,1,7,279,2.67184E-05,50,4278.64149,377.0013262,392.4410784,502.9532781,491.0010183,4290.18939,4262.105583,4290.880213,113.0530849,508.8123426,3,,368.658458,553.2250898,4262.05451,4297.755461,279.8606771,4263.393601,280.0225735,2456082.016,18164887,12124,0,1,0,1,1,1,3
org.apache.tools.ant.types.optional.ScriptSelector,1,0,0,0,0,0,0,0,0,17,8,32,0,8,140,3.55218E-21,52,4416.947589,375.0013333,388.8881587,501.6871535,491.0010183,4428.304642,4401.095545,4429.086249,107.0046728,508.5400673,0,,291.3167704,559.946426,4401.025001,4436.478446,140.8228488,4402.205129,141.1617703,1251912.008,19369057,10865,0,0,0,0,0,0,0
org.apache.tools.ant.launch.Locator,1,1,1,0,0,0,1,0,0,11,8,75,7,1,968,0.670770347,6,3597.717332,421.0001287,434.8815931,502.9532781,491.0001104,3606.578711,3573.181356,3606.578711,114.7911146,502.9532781,3,,984.8473308,535.2102391,3573.219113,3612.862992,968.762023,3574.662222,968.7315792,7854427.059,12766542,12094,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.Javadoc,1,2,1,0,0,0,2,0,0,92,34,261,8,34,2704,1.4205E-34,2,1885.522209,425.0011765,425.9213542,465.842248,465.0010753,1894.939049,1837.00245,1901.228287,28.16025568,490.799348,6,,2667.025065,490.7433138,1838.921234,1901.419996,2705.437951,1837.213379,2706.676821,17246373.21,3374596,811,0,2,0,2,1,2,6
org.apache.tools.ant.taskdefs.Apt,1,0,0,0,0,0,0,0,0,17,9,34,2,7,137,1.19298E-18,5,4424.172239,422.0011848,434.3880753,500.708498,490.0010204,4431.175465,4404.102179,4431.842958,107.2800075,506.5816815,0,,288.2473372,557.2539816,4404.034876,4439.115678,138.1490196,4405.204309,138.4944796,1225499.008,19395470,10863,0,0,0,0,0,0,0
org.apache.tools.ant.Location,1,0,0,0,0,0,0,0,0,11,150,26,149,1,134,0.791448461,13,4426.403167,414.0000525,428.1086311,365.6254915,349.0000623,4420.797439,4407.147036,4420.797439,114.7911146,365.6254915,0,,300.5777081,436.4000458,4409.172058,4428.554392,192.6187507,4408.347763,192.7925076,1199058.017,19421911,12143,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,1,0,0,0,0,0,0,0,0,12,4,41,3,1,381,0.970730572,3,4181.551865,424.000001,437.5385697,506.644846,495.0000009,4189.346608,4160.155766,4189.346608,113.8419958,506.644846,0,,452.1899683,553.2033984,4160.055959,4196.621737,381.5896627,4161.401687,381.793812,3315122.022,17305847,11911,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.Rpm,1,0,0,0,0,0,0,0,0,16,15,65,0,15,483,0.330803358,2,4080.194726,425.0005269,437.5397125,495.0474725,484.0004626,4086.761554,4058.059635,4088.443225,106.3014581,508.7435503,0,,528.9760143,545.6491547,4058.104564,4094.520363,483.9528355,4059.332457,484.130088,4153382.028,16467587,11039,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Recorder,1,1,1,0,0,0,1,0,0,20,9,46,0,9,206,0.849807047,2,4355.783512,425.0000265,436.6062299,500.09999,490.000023,4362.6053,4335.090426,4363.511086,103.8460399,507.9409414,3,,316.9029014,553.6858315,4335.051326,4370.216585,207.1215007,4336.153249,207.5070627,1828502.012,18792467,10242,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.UpToDate,1,1,1,0,0,0,1,0,0,14,17,48,1,16,384,0.000712054,2,4178.668927,425.0011748,438.019406,493.5179835,482.0010359,4184.850415,4157.053043,4186.604591,108.0601684,508.1781184,3,,450.7232787,551.9139426,4157.062893,4193.478031,384.7619424,4158.351236,384.9138774,3340080.022,17280889,11476,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.MakeUrl,1,0,0,0,0,0,0,0,0,14,7,46,0,7,372,3.45265E-41,2,4190.606877,425.0011765,438.019406,503.2891813,492.0010163,4197.931038,4169.107938,4198.63847,110.1635148,509.1561646,0,,441.6765192,553.6858315,4169.05337,4205.606853,372.6245355,4170.347348,372.8351848,3240166.021,17380803,11478,0,0,0,0,0,0,0
org.apache.tools.tar.TarOutputStream,1,0,0,0,0,0,0,0,0,15,3,39,1,2,469,0.587304957,2,4094.118831,425.0002004,437.7784828,506.9921104,496.0001717,4102.097025,4072.150415,4102.218059,110.6797181,507.9704716,0,,528.2636891,555.8866791,4072.043834,4109.76812,469.3649089,4073.353532,469.6119878,4039536.027,16581433,11274,0,0,0,0,0,0,0
org.apache.tools.ant.util.ReaderInputStream,1,0,0,0,0,0,0,0,0,9,2,23,2,0,246,0.878951048,4,4315.779651,423.0000173,437.3213921,509.2445385,497.0000147,4323.659792,4295.159368,4323.544958,117.0042734,508.2686298,0,,360.6110471,562.3530919,4295.01798,4331.658574,246.2892629,4296.434103,246.4647018,2173679.014,18447290,12586,0,0,0,0,0,0,0
org.apache.tools.ant.ProjectComponent,1,0,0,0,0,0,0,0,0,10,67,14,66,2,75,0.438526923,303,4467.721119,124.0012712,165.758861,445.7847014,432.0003649,4486.845217,4466.137145,4486.845217,115.4339638,445.7847014,0,,285.798969,511.5662225,4466.447367,4495.203666,98.08540447,4467.354474,98.26372678,675539.0078,19945430,12374,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.WhichResource,1,0,0,0,0,0,0,0,0,8,5,30,0,5,214,0.000228857,2,4347.821753,425.0011759,439.5099544,506.5372642,494.0010117,4355.107921,4327.118325,4355.563454,116.4817582,510.4390267,0,,334.2796343,560.8636198,4327.022381,4363.198024,214.4685863,4328.44926,214.5877963,1897782.012,18723187,12802,0,0,0,0,0,0,0
org.apache.tools.ant.util.XMLFragment,1,0,0,0,0,0,0,0,0,7,6,21,2,5,90,4.3735E-21,3,4471.149405,424.0011792,438.7994986,505.7845391,493.0010142,4478.219512,4451.115029,4478.55077,117.4436035,508.7091507,0,,281.6221798,563.2983224,4451.014811,4486.502647,90.7492235,4452.434166,90.87943013,809301.005,19811668,13036,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.condition.IsSigned,1,0,0,0,0,0,0,0,0,5,7,26,2,5,193,0.917801921,3,4368.624497,424.000008,439.3187909,505.2613185,492.0000069,4375.747708,4348.117754,4376.199264,119.3691753,509.1571467,0,,324.7711416,560.9456302,4348.022012,4384.035128,193.512335,4349.520548,193.5598156,1715603.011,18905366,13487,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.condition.AntVersion,1,0,0,0,0,0,0,0,0,8,4,22,0,4,169,1.0969E-256,2,4392.608451,425.0011765,439.5099544,507.5125614,495.0010101,4399.93284,4372.124541,4400.271355,116.7604385,510.4390267,0,,314.5283023,564.5883456,4372.011881,4408.303982,169.3173988,4373.434348,169.4577333,1506319.009,19114650,12810,0,0,0,0,0,0,0
org.apache.tools.ant.util.LineOrientedOutputStream,1,0,0,0,0,0,0,0,0,7,2,15,2,0,143,0.943172556,3,4418.39111,424.0000038,438.7994986,509.684216,497.0000032,4425.992883,4398.155636,4425.880703,118.9033221,508.7091507,0,,307.8312411,566.1669365,4398.008436,4434.29239,143.2384841,4399.451443,143.3927947,1278292.008,19342677,13042,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.condition.IsReachable,1,0,0,0,0,0,0,0,0,7,3,30,0,3,278,0.844129485,1,4284.232137,426.0000285,440.7323451,508.7091507,496.0000245,4291.757798,4263.135583,4291.989399,118.0042372,510.6593777,0,,377.9024679,560.8636198,4263.022717,4299.736852,278.3474409,4264.497391,278.4359189,2447542.016,18173427,13027,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.junit.DOMUtil,1,0,0,0,0,0,0,0,0,5,3,41,1,2,241,0.863686307,1,4321.050335,426.0000218,441.2493626,509.1571467,496.0000187,4328.511985,4300.14244,4328.626688,120.2081528,510.1313556,0,,344.0413585,554.9936937,4300.045527,4335.668115,241.803406,4301.537516,241.8585411,2130722.014,18490247,13472,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.condition.ParserSupports,1,0,0,0,0,0,0,0,0,8,5,19,0,5,165,0.815328973,1,4396.68648,426.00004,440.4770142,506.5372642,494.0000345,4403.795181,4376.117,4404.245679,116.4817582,510.4390267,0,,314.9836582,566.0079505,4376.008794,4412.452946,165.2509125,4377.433038,165.3850826,1471324.009,19149645,12813,0,0,0,0,0,0,0
org.apache.tools.ant.types.optional.ScriptMapper,1,0,0,0,0,0,0,0,0,7,3,16,0,3,55,1.56371E-64,1,4506.181532,426.0011737,440.7323451,508.7091507,496.0010081,4513.337125,4486.128843,4513.557355,118.0042372,510.6593777,0,,277.4179516,567.4398647,4486.006006,4521.745681,55.49372773,4487.42298,55.64861887,496501.0031,20124468,13041,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,1,0,0,0,0,0,0,0,0,4,6,33,1,5,157,0.995395408,1,4404.648908,426,441.5110418,506.4632267,493,4411.632918,4384.116787,4412.081708,120.3328717,510.3577177,0,,298.9513545,558.6000358,4384.029861,4419.444535,157.849611,4385.534403,157.882219,1401258.009,19219711,13711,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.condition.IsFileSelected,1,0,0,0,0,0,0,0,0,6,7,16,1,6,72,0.854607527,1,4489.257957,426.0000248,440.9897958,505.0346523,492.0000215,4496.001001,4469.107517,4496.5509,118.1397478,509.9068542,0,,281.2572857,566.5624414,4469.007557,4504.770138,72.49470945,4470.45378,72.59817311,648736.004,19972233,13268,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.condition.TypeFound,1,0,0,0,0,0,0,0,0,5,7,14,0,7,70,1.07529E-53,1,4491.248935,426.0011737,441.2493626,505.2613185,492.0010163,4497.988995,4471.100647,4498.649242,118.8486432,511.1056642,0,,282.6689317,568.4012667,4471.004551,4506.9858,70.32419604,4472.478731,70.39621153,630854.0039,19990115,13499,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Nice,1,0,0,0,0,0,0,0,0,4,3,16,0,3,76,0.488619331,1,4485.276023,426.0003069,441.5110418,509.3839416,496.0002636,4492.464914,4465.129449,4492.686168,120.8801059,511.331595,0,,282.2654109,567.4398647,4465.006035,4500.912463,76.35912026,4466.506577,76.43205083,684472.0042,19936497,13728,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.ManifestClassPath,1,2,1,0,0,1,1,0,0,6,6,33,0,6,292,2.22649E-41,0,4270.40162,427.001171,441.9558802,506.0088932,493.0010142,4277.505114,4249.113084,4278.084268,118.1397478,510.881591,7,,386.1914035,559.4899463,4249.027514,4285.677309,292.4218537,4250.529026,292.4562616,2566713.016,18054256,13251,1,1,0,1,2,6,7
org.apache.tools.ant.taskdefs.EchoXML,1,1,1,0,0,0,1,0,0,4,6,15,0,6,85,0.980237365,0,4476.412068,427.0000005,442.475988,506.4632267,493.0000004,4483.189155,4456.107831,4483.741741,120.0708124,511.331595,3,,285.7413696,567.9198887,4456.005282,4492.04508,85.30340911,4457.509619,85.35186089,764760.0047,19856209,13729,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.condition.IsFailure,1,0,0,0,0,0,0,0,0,4,2,6,0,2,19,0.989821485,0,4542.115476,427.0000001,442.475988,510.3577177,497.0000001,4549.229935,4522.135447,4549.339293,121.1651765,511.331595,0,,282.6244686,572.3006203,4522.00068,4558.071083,19.16063398,4523.487593,19.25806287,172203.001,20448766,13738,0,0,0,0,0,0,0
org.apache.tools.ant.types.selectors.SignedSelector,1,0,0,0,0,0,0,0,0,3,4,11,0,4,35,0.451314956,0,4526.186585,427.0003525,442.7392009,508.6393614,495.0003041,4533.107212,4506.120837,4533.435783,121.5647975,511.5593807,0,,279.1626132,569.8534899,4506.002694,4541.890465,35.35904212,4507.518719,35.41104593,316656.0019,20304313,13966,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.condition.Xor,1,0,0,0,0,0,0,0,0,2,3,7,0,3,25,0.994897959,0,4536.142083,427,443.0045146,509.8431131,496,4543.156612,4516.127988,4543.375397,122.8006515,511.789019,0,,282.0870984,571.8085344,4516.000978,4552.056788,25.18291498,4517.541367,25.2196744,226432.0014,20394537,14205,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.DependSet,0,2,1,0,0,0,2,0,0,14,25,59,3,25,304,3.08227E-05,2,4258.261852,425.0011764,438.019406,485.707731,474.0010548,4263.43113,4237.016993,4265.816921,106.6770828,506.2222832,6,30,379.2441752,545.4044371,4237.101836,4271.959152,305.533405,4238.325731,305.6744083,2668571.017,17952398,11465,0,2,0,2,1,2,6
org.apache.tools.ant.taskdefs.Length,0,1,1,0,0,0,1,0,0,17,18,53,4,18,348,0.824980751,1,4214.584796,426.000036,438.2750278,491.9044623,481.0000318,4220.498786,4193.043048,4222.000118,104.7377678,504.6236221,3,76,418.3559179,547.0475299,4193.091716,4228.535207,349.1948734,4194.264894,349.4227028,3039485.02,17581484,10844,0,1,0,1,1,1,3
org.apache.tools.ant.taskdefs.ExecuteOn,0,0,0,0,0,0,0,0,0,31,29,104,4,25,1270,0.024552879,7,3297.853999,420.0011327,429.3262163,478.3523806,470.0010122,3304.593924,3271.022012,3308.092653,89.80534505,501.9531851,0,490,1273.387823,527.1546263,3271.346704,3313.205849,1271.005489,3272.210568,1271.267146,9921344.08,10699625,8105,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.MatchingTask,0,0,0,0,0,0,0,0,0,42,47,98,21,26,327,0.0015116,67,4229.349359,360.0013847,368.3530915,458.6807168,452.0011029,4238.171776,4214.014357,4240.910869,78.77182237,483.3352874,0,,378.3697167,513.4481473,4214.44631,4245.164897,332.820574,4214.721818,333.5508144,2862983.019,17757986,6274,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Execute,0,0,0,0,0,0,0,0,0,33,70,121,54,22,1095,0.287706582,49,3466.669872,378.0006711,387.8827142,437.7327952,429.0005913,3472.600898,3446.032646,3474.485861,88.28363382,452.4433666,0,,1106.307989,474.3680006,3447.462652,3478.496946,1099.696157,3447.098055,1100.079538,8745886.069,11875083,7736,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.XSLTProcess,0,1,1,0,0,0,1,0,0,44,28,137,4,26,1254,6.50241E-10,14,3312.844397,413.0012107,419.9345187,477.0922343,471.0010616,3320.573746,3287.018406,3323.914108,76.79192666,499.8119646,3,,1253.331975,516.5626777,3287.515529,3327.342183,1255.467038,3287.878495,1256.056711,9816449.079,10804520,5927,0,1,0,1,1,1,3
org.apache.tools.ant.ComponentHelper,0,0,0,0,0,0,0,0,0,39,26,154,13,16,1711,1.01653E-89,14,2859.977098,413.0012107,420.8681504,479.885403,473.0010571,2869.255827,2830.077914,2871.258435,83.67795409,491.7173985,0,,1702.140976,503.1709451,2830.905858,2874.383586,1712.554792,2831.15895,1712.92383,12611935.11,8009034,6695,0,0,0,0,0,0,0
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,0,2,1,0,0,0,2,0,0,40,30,121,6,24,1031,0.060768259,14,3534.214057,413.001068,420.6768356,475.7741061,469.0009405,3541.194855,3510.024074,3544.31432,81.04936767,498.4616334,6,,1037.33325,519.5700145,3510.434194,3548.246468,1032.587879,3510.911563,1033.149983,8300702.063,12320267,6567,0,2,0,2,1,2,6
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,0,0,0,0,0,0,0,0,0,33,22,135,7,15,1367,0.060145214,9,3201.405941,418.0010566,426.9578434,484.8690545,477.0009259,3209.642503,3174.076244,3211.752948,89.73850901,498.6481726,0,,1364.965777,514.2859127,3174.57645,3215.395155,1368.396489,3175.19212,1368.730682,10546540.09,10074429,7722,0,0,0,0,0,0,0
org.apache.tools.ant.Task,0,0,0,0,0,0,0,0,0,29,184,66,181,8,375,0.113060637,233,4170.514597,194.0020275,214.2825238,327.881076,315.0012487,4177.891933,4166.100935,4178.043202,95.50916186,329.8029715,0,,448.822145,387.0051679,4170.229694,4183.937022,419.41645,4166.99376,419.9150936,3265191.029,17355778,8503,0,0,0,0,0,0,0
org.apache.tools.ant.types.ArchiveFileSet,0,0,0,0,0,0,0,0,0,34,15,67,4,11,586,4.10645E-22,23,3975.580587,404.0012376,413.0520548,491.5811225,484.0010331,3984.505114,3955.085461,3985.732179,89.84430978,501.4299552,0,,622.9066601,541.1811157,3955.142721,3991.854456,587.0118082,3955.934908,587.6117729,4978723.034,15642246,7617,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.XMLValidateTask,0,0,0,0,0,0,0,0,0,29,18,96,2,17,796,5.49828E-08,13,3767.813822,414.0012077,423.8832386,489.53243,481.0010395,3775.762969,3745.053404,3777.703138,93.17188417,504.2786928,0,,813.3987748,531.8646444,3745.245893,3782.579147,797.2374272,3746.105444,797.6352066,6595752.047,14025217,8473,0,0,0,0,0,0,0
org.apache.tools.ant.types.Resource,0,0,0,0,0,0,0,0,0,29,89,59,85,5,471,3.29317E-07,68,4085.802369,359.0013928,370.3538848,419.9773803,410.0012195,4090.598978,4070.125797,4090.900757,96.46242792,422.9066091,0,,529.3165758,472.2393461,4071.291534,4097.305212,482.0418159,4071.017195,482.5880353,4055840.029,16565129,8510,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.Redirector,0,3,1,0,0,1,2,0,0,42,24,109,6,19,1212,0.628365682,7,3355.389843,420.0001644,427.1814603,481.3616104,475.0001454,3362.717056,3329.048663,3365.160472,80.04998438,498.1445573,10,,1216.200904,523.5503796,3329.394173,3369.917803,1213.168396,3329.913663,1213.753271,9538549.076,11082420,6263,1,2,0,2,2,7,10
org.apache.tools.ant.types.resources.FileResource,0,0,0,0,0,0,0,0,0,24,45,68,41,6,397,4.6623E-26,80,4158.502735,347.0014409,360.0347205,464.0387915,454.0011013,4168.79503,4144.115949,4169.122809,100.8811182,466.9743034,0,,455.6271596,507.1972003,4144.551067,4174.923353,402.7301557,4145.11182,403.1782433,3448013.024,17172956,9436,0,0,0,0,0,0,0
org.apache.tools.ant.Target,0,0,0,0,0,0,0,0,0,28,34,63,29,7,528,1.84796E-83,24,4033.184598,403.0012407,413.3678749,474.0137129,465.0010753,4039.85074,4013.112134,4040.313107,96.76776323,477.9382805,0,,573.7609361,520.1788154,4013.371448,4046.573242,530.8383937,4014.054434,531.3437981,4516575.031,16104394,8689,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,0,0,0,0,0,0,0,0,25,26,103,10,16,1167,0,11,3399.548794,416.0012019,426.7095031,482.4458519,473.0010571,3406.993543,3374.065352,3409.108388,97.29337079,497.1609397,0,,1173.680204,521.8898351,3374.414535,3414.124339,1168.26741,3375.337168,1168.445807,9236908.073,11384061,9210,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,0,0,0,0,0,0,0,0,0,32,16,140,3,14,1196,0.001996792,6,3371.389328,421.0011829,430.0988259,490.9511177,483.0010311,3379.691406,3345.079072,3381.427213,90.95603333,502.7613748,0,,1195.882891,516.6517202,3345.505043,3384.664533,1197.467531,3346.157348,1197.839214,9431796.075,11189173,7892,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,0,0,0,0,0,0,0,0,0,33,15,130,2,14,1220,0.001676865,6,3347.578528,421.0011837,429.8953361,491.7570538,484.0010296,3356.083581,3321.079644,3357.835166,89.9888882,503.5722391,0,,1220.551246,520.5573936,3321.442635,3361.550386,1221.25958,3322.139371,1221.649864,9591770.077,11029199,7727,0,0,0,0,0,0,0
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetCompile,0,0,0,0,0,0,0,0,0,64,15,111,3,12,888,0.055708194,5,3677.29425,422.0010565,425.6994245,487.228899,484.0009212,3684.924015,3653.085545,3686.38495,61.32699243,498.1576056,0,,899.3218796,525.6938272,3653.329787,3690.631789,889.4049444,3653.429211,890.5099907,7276383.054,13344586,3313,0,0,0,0,0,0,0
org.apache.tools.ant.types.resources.CompressedResource,0,0,0,0,0,0,0,0,0,24,7,50,2,5,250,1.53655E-07,70,4305.825124,357.0014006,369.682296,501.2783658,492.0010163,4319.113914,4291.119318,4319.571391,101.1928851,505.2049089,0,,344.1202707,550.1454353,4291.070717,4326.123091,251.22636,4292.073741,251.7199479,2208050.014,18412919,9454,0,0,0,0,0,0,0
