Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC
org.apache.tools.ant.Diagnostics,0,2,1,0,0,1,1,0,0,12,3,47,1,3,466,0.649746832,2,3789.5,295,305.395,205.769,190,3782.775,3778.136,3782.825,85.235,206.693,7,
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,2,1,0,0,1,1,0,0,19,23,92,8,15,899,2.1844E-11,10,3357.29,287.002,295.894,184.619,170.003,3349.317,3345.06,3350.057,74.726,197.585,7,
org.apache.tools.ant.taskdefs.Exit,0,2,1,0,0,1,0,1,0,8,4,17,0,4,112,0.887218341,4,4142.375,293,304.529,206.422,189,4136.32,4132.116,4136.458,88.6,209.172,6,
org.apache.tools.ant.Target,0,2,1,0,0,1,1,0,0,22,19,49,16,5,382,0.790337425,13,3872.428,284,292.262,187.182,174,3865.918,3862.117,3866.008,75.24,189.042,7,
org.apache.tools.ant.taskdefs.compilers.Jikes,0,1,1,0,0,1,0,0,0,2,9,26,1,8,248,0.020244247,0,4007.022,297.002,310.048,204.394,184.003,4000.234,3996.091,4000.562,93.005,210.718,4,
org.apache.tools.ant.filters.BaseFilterReader,0,1,1,0,0,1,0,0,0,10,16,21,14,2,149,0.825203331,13,4104.836,284,295.325,194.654,177,4098.823,4095.133,4098.867,87.464,195.563,4,
org.apache.tools.ant.taskdefs.UpToDate,0,1,1,0,0,1,0,0,0,11,14,37,1,13,317,0.413178357,4,3937.915,293.001,303.725,196.064,179.001,3931.077,3927.062,3931.642,82.97,207.077,4,
org.apache.tools.ant.util.LoaderUtils,0,1,1,0,0,1,0,0,0,6,3,14,2,1,131,0.964860461,2,4123.566,295,307.002,208.147,190,4117.386,4113.141,4117.386,91.548,208.147,4,
org.apache.tools.ant.taskdefs.SignJar,0,3,1,0,0,0,3,0,0,18,10,56,0,10,460,0.664927285,4,3795.327,293,301.957,197.023,183,3788.422,3784.083,3788.868,77.162,205.409,9,
org.apache.tools.ant.taskdefs.Javadoc,0,3,1,0,0,0,3,0,0,81,35,213,7,35,2199,0.000105587,4,2065.883,293.002,293.171,158.316,158.003,2051.095,2045,2053.351,10,185.27,9,
org.apache.tools.ant.RuntimeConfigurable,0,3,1,0,0,0,2,1,0,11,12,32,9,4,190,0.912784745,7,4064.359,290,300.832,197.891,181,4058.039,4054.119,4058.128,85.796,199.722,8,
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,0,2,1,0,0,0,2,0,0,11,4,34,3,1,312,0.972591447,3,3942.976,294,304.69,205.234,189,3936.54,3932.147,3936.54,86.925,205.234,6,
org.apache.tools.ant.taskdefs.rmic.WLRmic,0,2,1,0,0,0,2,0,0,5,11,24,1,10,133,0.073631707,0,4121.714,297.001,309.201,201.296,182.002,4115.027,4111.076,4115.435,89.56,209.468,6,
org.apache.tools.ant.taskdefs.XSLTProcess,0,2,1,0,0,0,2,0,0,26,18,89,1,18,881,0.010821551,7,3375.481,290.002,297.195,186.682,175.003,3367.55,3363.043,3368.42,67.186,201.757,6,
org.apache.tools.ant.taskdefs.Expand,0,3,1,0,0,0,1,2,0,9,11,53,1,10,457,0.855920353,4,3798.318,293,304.258,199.62,182,3791.371,3787.083,3791.814,85.726,207.858,7,
org.apache.tools.ant.taskdefs.JDBCTask,0,2,1,0,0,0,1,1,0,26,9,54,1,8,539,0.105952732,2,3716.726,295.001,302.076,195.144,184.002,3709.566,3705.098,3709.92,70.385,201.757,5,
org.apache.tools.ant.taskdefs.ManifestTask,0,1,1,0,0,0,1,0,0,6,9,32,0,9,216,0.71143388,3,4038.715,294,306.041,202.684,184,4032.2,4028.084,4032.573,88.888,209.974,3,
org.apache.tools.ant.types.selectors.ExtendSelector,0,1,1,0,0,0,1,0,0,10,16,36,4,12,246,0.097176734,3,4008.795,294.001,304.954,194.654,177.002,4001.916,3998.066,4002.418,84.202,204.707,3,
org.apache.tools.ant.filters.ReplaceTokens,0,1,1,0,0,0,1,0,0,12,6,37,1,5,308,0.843222351,1,3947.114,296,306.361,203.002,187,3940.44,3936.114,3940.632,84.504,206.693,3,
org.apache.tools.ant.Task,0,1,1,0,0,0,1,0,0,23,117,37,114,7,255,0.419475634,186,3990.544,111.002,130.173,101.98,76.002,3989.724,3989.098,3989.763,73.539,103.479,3,
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,0,1,1,0,0,0,1,0,0,4,3,23,1,2,174,0.984848485,1,4080.749,296,308.521,208.971,190,4074.432,4070.134,4074.479,93.048,209.881,3,
org.apache.tools.ant.taskdefs.ConditionTask,0,1,1,0,0,0,1,0,0,4,5,16,0,5,95,0.908008687,0,4159.617,297,309.48,207.155,188,4153.257,4149.108,4153.44,92.027,210.791,3,
org.apache.tools.ant.TaskAdapter,0,1,1,0,0,0,1,0,0,6,7,24,4,4,231,0.854173045,6,4023.537,291,303.16,204.502,186,4017.308,4013.12,4017.401,90.477,206.323,3,
org.apache.tools.ant.input.DefaultInputHandler,0,1,1,0,0,0,1,0,0,4,6,21,2,4,91,0.949230175,3,4163.393,294,306.602,206.247,187,4157.208,4153.116,4157.344,92.358,208.971,3,
org.apache.tools.ant.taskdefs.Definer,0,1,1,0,0,0,1,0,0,15,10,47,2,8,452,0.078786336,4,3803.303,293.001,302.696,198.154,183.002,3796.413,3792.096,3796.757,80.654,204.636,3,
org.apache.tools.ant.taskdefs.condition.FilesMatch,0,1,1,0,0,0,1,0,0,4,4,13,1,3,60,0.974466759,0,4194.528,297,309.48,208.062,189,4188.267,4184.122,4188.357,92.698,209.881,3,
org.apache.tools.ant.filters.util.ChainReaderHelper,0,1,1,0,0,0,1,0,0,9,14,38,3,12,310,0.915451325,3,3944.97,294,305.221,196.888,179,3938.07,3934.067,3938.537,85.165,206.022,3,
org.apache.tools.ant.types.ZipFileSet,0,1,1,0,0,0,1,0,0,11,13,30,4,9,168,0.036873158,17,4085.606,280.002,291.204,196.977,180.003,4079.973,4076.083,4080.333,84.119,204.313,3,
org.apache.tools.ant.taskdefs.compilers.JavacExternal,0,1,1,0,0,0,1,0,0,2,6,14,1,5,44,0.012665889,0,4210.488,297.002,310.048,207.099,187.003,4204.161,4200.107,4204.341,93.92,210.718,3,
org.apache.tools.ant.Location,0,1,1,0,0,0,0,1,0,5,69,10,69,0,69,0.962521652,5,4185.199,292,304.401,150.904,124,4176.841,4175.147,4176.811,92.849,150.083,2,
org.apache.tools.ant.taskdefs.StreamPumper,0,1,1,0,0,0,0,1,0,4,1,10,1,0,93,0.947824939,4,4161.328,293,305.644,210.791,192,4155.438,4151.148,4155.392,93.776,209.881,2,
org.apache.tools.ant.helper.ProjectHelperImpl,0,1,1,0,0,0,0,1,0,9,12,50,8,6,288,0.949781356,4,3966.836,293,304.258,198.708,181,3960.139,3956.106,3960.277,86.977,201.445,2,
org.apache.tools.ant.BuildListener,0,0,0,0,0,0,0,0,0,7,9,7,8,1,7,1,1,4247.327,296,307.688,202.267,184,4240.993,4237.136,4240.993,90.62,202.267,0,
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,0,5,11,5,11,0,5,1,2,4249.252,295,307.28,201.296,182,4242.905,4239.144,4242.862,92.849,200.392,0,
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.466730687,2,3818.412,295,304.633,204.636,190.001,3811.738,3807.143,3811.788,82.855,205.565,0,
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,0,0,0,0,0,0,0,0,4,5,11,2,3,62,0.943090497,5,4192.182,292,304.685,207.155,188,4186.224,4182.122,4186.314,92.698,208.971,0,
org.apache.tools.ant.types.selectors.SelectorUtils,0,0,0,0,0,0,0,0,0,11,3,26,3,0,725,0.347814899,4,3531.177,293.001,303.725,206.155,190.001,3524.126,3519.174,3524.072,87.321,205.234,0,
org.apache.tools.ant.filters.HeadFilter,0,0,0,0,0,0,0,0,0,7,5,18,1,4,113,0.926746371,1,4141.591,296,307.688,205.913,188,4135.276,4131.116,4135.413,89.538,208.655,0,
org.apache.tools.ant.taskdefs.compilers.Jvc,0,0,0,0,0,0,0,0,0,2,9,20,1,8,132,0.033682961,0,4122.712,297.002,310.048,204.394,184.003,4116.115,4112.089,4116.434,93.005,210.718,0,
org.apache.tools.ant.types.Parameter,0,0,0,0,0,0,0,0,0,7,20,8,20,0,43,0.95539769,0,4211.485,297,308.65,192.315,173,4204.561,4201.146,4204.52,91,191.416,0,
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,10,22,24,18,4,146,0.88180885,20,4107.351,277,288.6,189.214,171,4101.566,4098.117,4101.692,86.729,191.93,0,
org.apache.tools.ant.filters.util.JavaClassHelper,0,0,0,0,0,0,0,0,0,3,5,19,0,5,89,0.954545455,0,4165.601,297,309.763,207.576,188,4159.251,4155.108,4159.434,92.973,211.206,0,
org.apache.tools.ant.taskdefs.compilers.Gcj,0,0,0,0,0,0,0,0,0,3,9,26,1,8,147,0.001653756,1,4107.679,296.002,308.804,203.961,184.003,4101.13,4097.089,4101.45,92.049,210.297,0,
org.apache.tools.ant.filters.TabsToSpaces,0,0,0,0,0,0,0,0,0,7,5,18,1,4,126,0.926746371,1,4128.624,296,307.688,205.913,188,4122.289,4118.117,4122.427,89.538,208.655,0,
org.apache.tools.ant.types.FilterChain,0,0,0,0,0,0,0,0,0,16,22,29,4,18,135,0.858934104,1,4119.648,296,305.354,186.724,171,4112.557,4109.035,4113.299,76.903,202.408,0,
org.apache.tools.ant.types.selectors.NoneSelector,0,0,0,0,0,0,0,0,0,3,6,14,5,2,52,0.488457153,5,4202.158,292,304.972,206.671,187.001,4196.169,4192.13,4196.169,93.984,206.671,0,
org.apache.tools.mail.ErrorInQuitException,0,0,0,0,0,0,0,0,0,1,1,3,1,0,6,0.992424242,1,4248.324,296,309.38,212.047,192,4242.347,4238.145,4242.302,96.566,211.142,0,
org.apache.tools.ant.taskdefs.condition.IsFalse,0,0,0,0,0,0,0,0,0,3,4,7,1,3,33,0.98866506,0,4221.461,297,309.763,208.483,189,4215.239,4211.122,4215.329,93.638,210.297,0,
org.apache.tools.ant.filters.LineContainsRegExp,0,0,0,0,0,0,0,0,0,8,9,29,1,8,179,0.903853958,1,4075.763,296,307.417,201.854,184,4069.162,4065.09,4069.485,87.281,208.255,0,
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,0,4,6,4,3,4,4,1,1,4250.32,296,308.521,206.247,187,4244.122,4240.113,4244.21,92.358,208.062,0,
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,0,0,0,0,0,0,0,0,0,2,4,4,1,3,16,0.972591447,2,4238.279,295,308.133,208.907,189,4232.222,4228.121,4232.312,94.578,210.718,0,
org.apache.tools.bzip2.BZip2Constants,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2064,1,0,2200.138,297,310.337,211.142,191,2188.351,2180.281,2188.264,96.566,210.238,0,
org.apache.tools.ant.taskdefs.Touch,0,0,0,0,0,0,0,0,0,8,10,37,0,10,315,0.878284637,4,3939.91,293,304.529,200.943,183,3933.259,3929.08,3933.688,86.683,209.172,0,
org.apache.tools.ant.taskdefs.WaitFor,0,0,0,0,0,0,0,0,0,7,6,17,0,6,138,0.933861688,0,4116.727,297,308.65,205,187,4110.256,4106.102,4110.487,88.865,209.571,0,
org.apache.tools.ant.taskdefs.TempFile,0,0,0,0,0,0,0,0,0,6,5,14,0,5,75,0.89980266,3,4179.354,294,306.041,206.323,188,4173.237,4169.108,4173.419,90.139,209.974,0,
org.apache.tools.ant.taskdefs.cvslib.CvsUser,0,0,0,0,0,0,0,0,0,6,2,11,1,1,54,0.96270472,0,4200.513,297,308.924,209.06,191,4194.351,4190.138,4194.351,91.548,209.06,0,
org.apache.tools.ant.taskdefs.compilers.Sj,0,0,0,0,0,0,0,0,0,2,6,9,1,5,33,0.023657224,0,4221.461,297.002,310.048,207.099,187.003,4215.15,4211.107,4215.329,93.92,210.718,0,
org.apache.tools.ant.types.selectors.SelectSelector,0,0,0,0,0,0,0,0,0,9,10,24,4,7,104,0.098298962,8,4150.075,289.001,300.408,200.532,183.002,4144.043,4140.095,4144.266,86.649,205.105,0,
org.apache.tools.ant.BuildException,0,0,0,0,0,0,0,0,0,14,193,26,192,1,153,0.858608239,297,4091,0.141,77,77,0.141,4091,4091.141,4091,84.172,77,0,
org.apache.tools.ant.taskdefs.cvslib.RCSFile,0,0,0,0,0,0,0,0,0,5,2,7,2,0,39,0.94804933,2,4215.335,295,307.28,209.468,191,4209.336,4205.146,4209.29,92.849,208.557,0,
org.apache.tools.ant.NoBannerLogger,0,0,0,0,0,0,0,0,0,4,4,16,0,4,59,0.903790465,1,4195.455,296,308.521,208.062,189,4189.266,4185.115,4189.402,92.358,210.791,0,
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,3,19,3,19,0,3,1,4,4251.109,293,305.93,194.987,174,4244.568,4241.144,4244.527,94.705,194.095,0,
org.apache.tools.ant.filters.StripLineComments,0,0,0,0,0,0,0,0,0,8,6,26,1,5,164,0.903853958,1,4090.723,296,307.417,204.592,187,4084.283,4080.11,4084.468,88.255,208.255,0,
org.apache.tools.ant.taskdefs.XSLTLogger,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,1,4253.312,296,309.38,211.142,191,4247.297,4243.144,4247.252,96.566,210.238,0,
org.apache.tools.tar.TarConstants,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,0,4230.438,297,310.628,212.474,192,4224.366,4220.145,4224.32,97.499,211.57,0,
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,29,5,66,2,3,567,0.093027862,3,3688.735,294.001,300.466,197.96,188.002,3681.803,3677.139,3681.906,69.771,199.86,0,
org.apache.tools.ant.BuildEvent,0,0,0,0,0,0,0,0,0,11,12,15,9,4,97,0.912784745,12,4156.782,285,296.015,197.891,181,4150.948,4147.116,4151.036,85.796,199.722,0,
org.apache.tools.ant.input.InputRequest,0,0,0,0,0,0,0,0,0,5,5,7,5,0,32,0.955342017,4,4222.179,293,305.36,206.737,188,4216.194,4212.145,4216.149,92.849,205.828,0,
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,93,0.074760179,0,4161.611,297.001,309.763,205.767,186.002,4155.165,4151.101,4155.392,92.655,210.297,0,
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,7,9,5,2,47,0.962521652,6,4207.076,291,304.015,205.767,186,4201.119,4197.13,4201.164,93.984,206.671,0,
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,7,9,15,8,1,92,0.8776602,13,4161.702,284,296.162,202.267,184,4156.075,4152.139,4156.075,90.62,202.267,0,
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,0,0,0,0,0,0,0,0,0,9,4,18,3,1,88,0.89890229,3,4166.386,294,305.221,206.022,189,4160.295,4156.139,4160.295,88.769,206.022,0,
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,10,0,1,67,0.984079243,1,4187.475,296,308.804,211.206,192,4181.41,4177.138,4181.41,94.34,211.206,0,
org.apache.tools.tar.TarUtils,0,0,0,0,0,0,0,0,0,8,1,14,1,0,274,0.787130407,2,3980.945,295,306.454,209.172,192,3974.64,3970.154,3974.592,90.078,208.255,0,
org.apache.tools.ant.ProjectComponent,0,0,0,0,0,0,0,0,0,5,98,7,98,1,33,0.942057165,112,4215.062,185,204.012,128.144,95,4212.071,4211.137,4212.049,92.477,127.405,0,
org.apache.tools.zip.UnixStat,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1,0,4247.397,297,310.628,212.474,192,4241.348,4237.145,4241.303,97.499,211.57,0,
org.apache.tools.tar.TarBuffer,0,0,0,0,0,0,0,0,0,21,2,35,2,0,617,0.790635049,3,3638.896,294,302.218,203.423,191,3632.026,3627.169,3631.973,78.262,202.485,0,
org.apache.tools.ant.filters.ChainableReader,0,0,0,0,0,0,0,0,0,1,13,1,13,0,1,1,0,4253.382,297,310.337,201.246,180,4246.816,4243.144,4246.774,96.566,200.352,0,
org.apache.tools.ant.util.MergingMapper,0,0,0,0,0,0,0,0,0,4,4,5,3,1,24,0.977444469,2,4230.298,295,307.561,208.062,189,4224.23,4220.137,4224.23,93.408,208.062,0,
org.apache.tools.ant.util.Watchdog,0,0,0,0,0,0,0,0,0,7,3,22,3,1,111,0.944513272,3,4143.444,294,305.765,207.74,190,4137.365,4133.14,4137.319,90.62,206.826,0,
org.apache.tools.zip.ZipExtraField,0,0,0,0,0,0,0,0,0,6,5,6,4,1,6,1,2,4248.255,295,307.002,206.323,188,4242.168,4238.136,4242.168,91.548,206.323,0,
org.apache.tools.ant.DemuxOutputStream,0,0,0,0,0,0,0,0,0,8,4,25,1,3,163,0.82180269,2,4091.648,295,306.454,206.422,189,4085.374,4081.125,4085.467,88.955,208.255,0,
org.apache.tools.ant.taskdefs.XSLTLoggerAware,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4253.312,296,309.38,211.142,191,4247.297,4243.136,4247.297,96.208,211.142,0,
org.apache.tools.ant.filters.ExpandProperties,0,0,0,0,0,0,0,0,0,4,4,13,1,3,87,0.907560011,1,4167.525,296,308.521,208.062,189,4161.294,4157.123,4161.386,92.698,209.881,0,
org.apache.tools.ant.taskdefs.Exec,0,0,0,0,0,0,0,0,0,10,6,42,1,6,369,0.800059693,5,3885.986,292,303.026,203.789,187,3879.51,3875.109,3879.704,86.035,207.466,0,
org.apache.tools.ant.util.KeepAliveOutputStream,0,0,0,0,0,0,0,0,0,2,0,3,0,0,7,0.984905877,0,4247.397,297,310.048,212.532,193,4241.393,4237.145,4241.348,95.635,211.625,0,
org.apache.tools.ant.taskdefs.GenerateKey,0,0,0,0,0,0,0,0,0,14,8,33,0,8,404,0.735025796,3,3851.238,294,303.916,200.385,185,3844.454,3840.095,3844.797,81.597,206.865,0,
org.apache.tools.ant.filters.PrefixLines,0,0,0,0,0,0,0,0,0,7,5,22,1,4,150,0.903853958,1,4104.687,296,307.688,205.913,188,4098.314,4094.117,4098.453,89.538,208.655,0,
org.apache.tools.ant.types.Parameterizable,0,0,0,0,0,0,0,0,0,1,5,1,4,1,1,1,1,4253.312,296,309.38,208.432,188,4247.163,4243.136,4247.163,96.208,208.432,0,
org.apache.tools.ant.input.InputHandler,0,0,0,0,0,0,0,0,0,1,8,1,6,2,1,1,1,4253.312,296,309.38,205.73,185,4247.031,4243.128,4247.075,95.859,206.63,0,
org.apache.tools.ant.taskdefs.condition.Condition,0,0,0,0,0,0,0,0,0,1,18,1,17,1,1,1,2,4253.243,295,308.423,196.787,175,4246.607,4243.136,4246.607,96.208,196.787,0,
org.apache.tools.ant.taskdefs.compilers.Kjc,0,0,0,0,0,0,0,0,0,4,10,26,1,9,195,0.001986834,1,4059.805,296.002,308.521,202.628,183.003,4053.133,4049.083,4053.502,90.802,209.881,0,
org.apache.tools.ant.util.TaskLogger,0,0,0,0,0,0,0,0,0,6,1,8,0,1,43,0.836380236,0,4211.485,297,308.924,209.974,192,4205.385,4201.138,4205.385,91.548,209.974,0,
org.apache.tools.ant.input.PropertyFileInputHandler,0,0,0,0,0,0,0,0,0,3,3,19,0,3,104,0.95038947,1,4150.568,296,308.804,209.39,190,4144.358,4140.124,4144.45,93.638,211.206,0,
org.apache.tools.ant.types.selectors.MajoritySelector,0,0,0,0,0,0,0,0,0,4,5,15,4,2,83,0.48475672,4,4171.303,293,305.644,207.155,188.001,4165.245,4161.131,4165.245,93.048,207.155,0,
org.apache.tools.ant.filters.StringInputStream,0,0,0,0,0,0,0,0,0,6,1,15,1,0,45,0.948104577,1,4209.42,296,307.963,209.974,192,4203.387,4199.146,4203.342,91.924,209.06,0,
org.apache.tools.ant.taskdefs.JikesOutputParser,0,0,0,0,0,0,0,0,0,12,3,22,1,2,156,0.870517316,1,4098.702,296,306.361,205.769,190,4092.413,4088.133,4092.46,85.615,206.693,0,
org.apache.tools.ant.filters.TailFilter,0,0,0,0,0,0,0,0,0,7,5,19,1,4,285,0.926746371,1,3970.05,296,307.688,205.913,188,3963.461,3959.121,3963.605,89.538,208.655,0,
org.apache.tools.ant.types.selectors.SelectorContainer,0,0,0,0,0,0,0,0,0,19,19,19,3,16,19,1,0,4235.426,297,305.603,188.308,174,4228.581,4225.043,4229.225,74.465,202.25,0,
org.apache.tools.ant.taskdefs.KeySubst,0,0,0,0,0,0,0,0,0,8,2,39,0,2,282,0.83758728,4,3972.819,293,304.529,208.255,191,3966.601,3962.137,3966.649,89.32,209.172,0,
org.apache.tools.ant.types.selectors.BaseExtendSelector,0,0,0,0,0,0,0,0,0,4,9,5,5,4,18,0.977444469,5,4236.076,292,304.685,203.531,184,4230.004,4226.114,4230.135,92.358,206.247,0,
org.apache.tools.ant.util.TimeoutObserver,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,1,0,4253.382,297,310.337,210.238,190,4247.252,4243.136,4247.207,96.208,209.335,0,
org.apache.tools.ant.filters.StripLineBreaks,0,0,0,0,0,0,0,0,0,7,5,17,1,4,107,0.926746371,1,4147.576,296,307.688,205.913,188,4141.269,4137.116,4141.407,89.538,208.655,0,
org.apache.tools.ant.taskdefs.condition.Socket,0,0,0,0,0,0,0,0,0,4,4,12,1,3,70,0.954603765,0,4184.553,297,309.48,208.062,189,4178.277,4174.123,4178.368,92.698,209.881,0,
org.apache.tools.ant.taskdefs.condition.IsSet,0,0,0,0,0,0,0,0,0,3,5,7,1,4,29,0.966308882,0,4225.451,297,309.763,207.576,188,4219.191,4215.114,4219.325,93.301,210.297,0,
org.apache.tools.ant.PathTokenizer,0,0,0,0,0,0,0,0,0,3,3,17,2,1,196,0.845011757,3,4058.662,294,306.888,209.39,190,4052.457,4048.143,4052.457,94.34,209.39,0,
org.apache.tools.ant.types.FilterSetCollection,0,0,0,0,0,0,0,0,0,5,6,13,5,1,69,0.940756643,2,4185.409,295,307.28,205.828,187,4179.186,4175.138,4179.186,92.477,205.828,0,
org.apache.tools.ant.types.AntFilterReader,0,0,0,0,0,0,0,0,0,10,9,31,2,7,166,0.109909347,1,4088.728,296.001,306.883,201.04,184.002,4082.149,4078.096,4082.424,85.703,206.545,0,
org.apache.tools.ant.types.selectors.SelectorScanner,0,0,0,0,0,0,0,0,0,3,3,3,2,1,3,1,1,4251.317,296,308.804,209.39,190,4245.254,4241.136,4245.254,94.34,209.39,0,
org.apache.tools.bzip2.CBZip2InputStream,0,0,0,0,0,0,0,0,0,32,4,40,2,2,2014,0.316790399,3,2249.297,294.001,299.862,197.995,189.001,2237.995,2230.244,2238.08,67.602,198.95,0,
org.apache.tools.ant.taskdefs.rmic.SunRmic,0,0,0,0,0,0,0,0,0,3,8,22,1,7,152,0.073631739,0,4102.764,297.001,309.763,204.863,185.002,4096.18,4092.096,4096.455,92.347,210.297,0,
org.apache.tools.ant.taskdefs.Transform,0,0,0,0,0,0,0,0,0,1,1,2,0,1,4,1,0,4250.389,297,310.337,212.047,192,4244.345,4240.136,4244.345,96.208,212.047,0,
org.apache.tools.ant.util.regexp.RegexpFactory,0,0,0,0,0,0,0,0,0,4,6,12,1,5,71,0.942418387,2,4183.414,295,307.561,206.247,187,4177.188,4173.108,4177.369,92.027,209.881,0,
org.apache.tools.ant.types.Substitution,0,0,0,0,0,0,0,0,0,4,4,15,0,4,70,0.911422288,2,4184.412,295,307.561,208.062,189,4178.277,4174.115,4178.414,92.358,210.791,0,
org.apache.tools.ant.taskdefs.condition.Not,0,0,0,0,0,0,0,0,0,2,3,8,1,3,33,0.970053611,0,4221.461,297,310.048,209.812,190,4215.284,4211.122,4215.329,94.578,210.718,0,
org.apache.tools.ant.taskdefs.condition.IsTrue,0,0,0,0,0,0,0,0,0,3,4,7,1,3,29,0.98866506,0,4225.451,297,309.763,208.483,189,4219.235,4215.121,4219.325,93.638,210.297,0,
org.apache.tools.ant.types.Reference,0,0,0,0,0,0,0,0,0,5,28,11,26,2,54,0.948173536,18,4199.279,279,291.954,186.067,165,4193.248,4190.13,4193.287,92.114,186.955,0,
org.apache.tools.ant.input.MultipleChoiceInputRequest,0,0,0,0,0,0,0,0,0,3,3,8,2,1,32,0.969983061,3,4222.248,294,306.888,209.39,190,4216.283,4212.137,4216.283,94.34,209.39,0,
org.apache.tools.ant.types.RegularExpression,0,0,0,0,0,0,0,0,0,6,8,21,1,7,95,0.866159939,2,4159.474,295,307.002,203.593,185,4153.122,4149.094,4153.394,89.493,209.06,0,
org.apache.tools.ant.taskdefs.compilers.Javac13,0,0,0,0,0,0,0,0,0,2,7,13,1,6,66,0.021005676,0,4188.543,297.002,310.048,206.197,186.003,4182.138,4178.101,4182.364,93.606,210.718,0,
org.apache.tools.ant.taskdefs.LogStreamHandler,0,0,0,0,0,0,0,0,0,2,9,9,5,4,31,0.921359513,23,4221.901,274,288.092,204.394,184,4217.016,4213.114,4217.148,94.244,207.099,0,
org.apache.tools.zip.UnrecognizedExtraField,0,0,0,0,0,0,0,0,0,10,3,13,1,2,76,0.930310883,2,4178.427,295,305.918,206.545,190,4172.328,4168.131,4172.374,87.464,207.466,0,
org.apache.tools.ant.listener.MailLogger,0,0,0,0,0,0,0,0,0,5,5,37,0,5,250,0.904863972,2,4004.88,295,307.28,206.737,188,3998.422,3994.113,3998.612,91.082,210.381,0,
org.apache.tools.ant.types.DTDLocation,0,0,0,0,0,0,0,0,0,5,1,6,1,0,30,0.970039586,1,4224.383,296,308.24,210.381,192,4218.372,4214.145,4218.326,92.849,209.468,0,
org.apache.tools.ant.types.selectors.OrSelector,0,0,0,0,0,0,0,0,0,3,5,14,4,2,52,0.488457153,4,4202.227,293,305.93,207.576,188.001,4196.214,4192.13,4196.214,93.984,207.576,0,
org.apache.tools.ant.DynamicConfigurator,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,4252.315,296,309.091,210.718,191,4246.298,4242.136,4246.298,95.273,210.718,0,
org.apache.tools.tar.TarInputStream,0,0,0,0,0,0,0,0,0,16,3,38,1,2,541,0.389386973,2,3714.732,295.001,304.385,204.267,190.001,3707.871,3703.147,3707.923,81.939,205.197,0,
org.apache.tools.ant.types.selectors.NotSelector,0,0,0,0,0,0,0,0,0,3,6,11,4,3,37,0.616192523,7,4216.983,290,303.058,206.671,187,4211.154,4207.122,4211.199,93.638,207.576,0,
org.apache.tools.ant.listener.AnsiColorLogger,0,0,0,0,0,0,0,0,0,3,1,18,0,1,274,0.979166667,1,3981.019,296,308.804,211.206,192,3974.64,3970.146,3974.64,94.34,211.206,0,
org.apache.tools.ant.taskdefs.ProcessDestroyer,0,0,0,0,0,0,0,0,0,5,1,20,1,0,106,0.955286348,1,4148.573,296,308.24,210.381,192,4142.452,4138.148,4142.406,92.849,209.468,0,
org.apache.tools.ant.filters.BaseParamFilterReader,0,0,0,0,0,0,0,0,0,4,12,7,9,3,22,0.962634704,9,4231.811,288,300.854,200.823,181,4225.878,4222.121,4225.964,92.698,202.628,0,
org.apache.tools.bzip2.CBZip2OutputStream,0,0,0,0,0,0,0,0,0,33,6,43,3,4,4244,0.101077172,3,294,294.001,299.666,195.788,187.002,187,31,189,65.765,197.699,0,
