Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ca))","d(RFC, Ca)","d(LOC,d(RFC, Ca))","d(LOC, RFC, Ca)","d(d(LOC,Ce),d(RFC, Ca))","d(LOC, WMC)","d(d(LOC,WMC),d(RFC, Ca))","D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))","d(LOC, RFC)"
org.apache.tools.ant.types.FileList,1,0,0,0,0,0,0,0,0,8,9,31,4,5,181,0.408463985,1,4073.767912,296.0005911,307.4166554,201.8539076,184.0009509,4067.164246,4063.110754,4067.34717,88.25531145,205.5066909,0,99,256.6128835,261.6639066,4063.073449,4071.417075,182.6586962,4063.847684,182.7679796,1503598.011,16508151
org.apache.tools.ant.util.StringUtils,1,0,0,0,0,0,0,0,0,6,14,24,14,0,116,0.947994085,7,4138.173993,290.0000047,302.2002647,198.1565038,179.0000076,4131.879112,4128.148374,4131.835912,91.92388155,197.2536438,0,29,221.9762544,259.6247292,4128.084864,4136.156307,118.9621174,4128.875028,119.079648,971176.0073,17040573
org.apache.tools.ant.taskdefs.condition.Contains,1,0,0,0,0,0,0,0,0,5,3,9,1,2,64,0.973742028,0,4190.538032,297.0000012,309.2005821,208.5569467,190.0000018,4184.315954,4180.130261,4184.361481,92.11405973,209.4683747,0,13,213.7705833,279.4584048,4180.005267,4189.331331,64.34116003,4180.884595,64.4335349,539145.0038,17472604
org.apache.tools.ant.types.Description,1,0,0,0,0,0,0,0,0,2,3,8,0,3,28,0.984905877,0,4226.448272,297.0000004,310.0483833,209.8118204,190.0000006,4220.279138,4216.12144,4220.369652,94.57801013,211.6246677,0,25,206.8873266,280.8718569,4216.003235,4225.345548,28.48962725,4216.939293,28.51848155,236888.0017,17774861
org.apache.tools.ant.taskdefs.Deltree,1,0,0,0,0,0,0,0,0,4,3,17,0,3,152,0.935319349,4,4102.476447,293.0000071,305.6435833,208.9712899,190.000011,4096.408671,4092.12512,4096.501922,92.6984358,210.791366,0,14,247.8785239,274.3720102,4092.016791,4101.188121,152.4545174,4092.924749,152.5019517,1267089.009,16744660
org.apache.tools.ant.taskdefs.Taskdef,1,0,0,0,0,0,0,0,0,2,4,4,0,4,11,0.883743323,0,4243.406415,297.0000228,310.0483833,208.9066777,189.0000358,4237.217247,4233.113511,4237.352121,94.24436323,211.6246677,0,45,209.2839796,283.8045102,4233.000619,4242.50327,11.25029106,4233.935521,11.2749584,93251.00067,17918498
org.apache.tools.zip.ZipLong,1,0,0,0,0,0,0,0,0,7,2,8,2,0,147,0.948159828,3,4107.535149,294.0000046,305.7646153,208.655218,191.000007,4101.449744,4097.149497,4101.403296,91,207.7402224,0,34,252.1690479,279.5084972,4097.005293,4106.523347,147.1262778,4097.861027,147.2618151,1226135.009,16785614
org.apache.tools.ant.types.selectors.BaseSelector,1,0,0,0,0,0,0,0,0,6,15,8,12,3,39,0.916355335,12,4214.647079,285.0000123,297.4054472,197.2536438,178.0000197,4208.765734,4205.121758,4208.850793,90.82400564,199.0602924,0,107,208.7519368,272.8094573,4205.020986,4213.840291,41.20678955,4205.859009,41.31088693,329519.0026,17682230
org.apache.tools.ant.taskdefs.GZip,1,0,0,0,0,0,0,0,0,2,4,12,0,4,55,0.993162879,0,4199.515448,297.0000001,310.0483833,208.9066777,189.0000001,4193.261499,4189.114704,4193.397787,94.24436323,211.6246677,0,38,208.3503486,277.9658252,4189.007887,4198.212239,55.61087128,4189.945346,55.62725505,463827.0033,17547922
org.apache.tools.ant.taskdefs.GUnzip,1,0,0,0,0,0,0,0,0,3,4,20,0,4,124,0.972455693,0,4130.691104,297.0000013,309.7628125,208.4826132,189.000002,4124.332795,4120.116625,4124.47136,93.30058949,211.2060605,0,29,229.2823215,272.2370291,4120.023304,4128.9845,124.7834978,4120.939699,124.8074781,1037156.007,16974593
org.apache.tools.ant.taskdefs.Copyfile,1,0,0,0,0,0,0,0,0,6,5,22,0,5,137,0.908098962,3,4117.509563,294.0000144,306.0408469,206.322563,188.0000225,4111.300646,4107.109568,4111.485498,90.13878189,209.9738079,0,35,234.9165481,270.8228203,4107.028393,4115.919581,137.8671571,4107.879502,137.9439515,1144109.008,16867640
org.apache.tools.ant.types.selectors.DateSelector,1,0,0,0,0,0,0,0,0,11,11,38,4,7,391,0.796204566,7,3863.898161,290.0000716,300.8321791,198.8064385,182.0001141,3857.296074,3853.101738,3857.583829,84.7584804,204.3134846,0,171,428.0721748,256.8443108,3853.111025,3861.551243,392.1190345,3853.830432,392.2372135,3165965.024,14845784
org.apache.tools.ant.taskdefs.Dirname,1,0,0,0,0,0,0,0,0,4,5,9,0,5,48,0.954733503,3,4206.287199,294.0000035,306.6023483,207.1545317,188.0000054,4200.209519,4196.107244,4200.390458,92.0271699,210.791366,0,34,209.5390779,280.1428207,4196.004221,4205.341365,48.38845656,4196.901833,48.44067132,405129.0029,17606620
org.apache.tools.ant.taskdefs.Rename,1,0,0,0,0,0,0,0,0,5,4,17,0,4,99,0.932106487,3,4155.413457,294.0000078,306.320094,207.6463339,189.0000122,4149.306689,4145.115921,4149.444421,91.41662868,210.3806075,0,20,219.496531,274.3720102,4145.016576,4154.070895,99.70388519,4145.892063,99.7744543,830528.006,17181221
org.apache.tools.ant.util.facade.ImplementationSpecificArgument,1,0,0,0,0,0,0,0,0,3,6,6,5,1,25,0.981175173,2,4229.300888,295.0000006,307.8457406,206.6712365,187.0000009,4223.142195,4219.136997,4223.142195,94.33981132,206.6712365,0,29,208.5172625,278.9587783,4219.006034,4228.21227,25.99003691,4219.917653,26.05403357,211581.0016,17800168
org.apache.tools.ant.types.Commandline,1,0,0,0,0,0,0,0,0,28,31,57,29,4,602,0.477310449,63,3649.509556,234.0005838,242.3324163,173.8188712,162.0008432,3645.601185,3642.131931,3645.645759,70.21395873,174.7512518,0,91,622.4700774,225.6213642,3642.502023,3648.981913,605.0261249,3642.544852,605.4582338,4747429.039,13264320
org.apache.tools.zip.ExtraFieldUtils,1,0,0,0,0,0,0,0,0,8,4,39,1,3,377,0.877327161,1,3878.312133,296.0000254,307.4166554,206.4218981,189.0000398,3871.615942,3867.1324,3871.714091,88.95504483,208.2546518,0,71,414.796329,258.3737603,3867.099357,3875.622015,378.0136763,3867.89064,378.102401,3057886.023,14953863
org.apache.tools.ant.taskdefs.Filter,1,0,0,0,0,0,0,0,0,6,6,16,0,6,95,0.892567169,4,4159.332879,293.0000197,305.0803173,205.4117816,187.0000309,4153.21201,4149.101348,4153.44014,89.81091248,209.9738079,0,70,218.6277352,275.0872589,4149.014601,4158.109426,95.66231154,4149.8706,95.739746,797351.0057,17214398
org.apache.tools.ant.types.FlexInteger,1,0,0,0,0,0,0,0,0,3,0,7,0,0,19,0.977444469,0,4235.426071,297.0000009,309.7628125,212.1155346,193.0000013,4229.405868,4225.144968,4229.360354,94.70480452,211.2060605,0,34,206.8643373,281.6025568,4225.002388,4234.374216,19.50752014,4225.91635,19.58131179,160918.0012,17850831
org.apache.tools.ant.taskdefs.DependSet,1,0,0,0,0,0,0,0,0,6,10,33,0,10,511,0.923539654,3,3744.559387,294.0000099,306.0408469,201.7771047,183.000016,3737.482843,3733.083712,3737.934323,88.60022573,209.9738079,0,30,541.1312633,263.1805464,3733.070324,3742.265758,511.5580241,3733.967595,511.5213816,4076280.032,13935469
org.apache.tools.ant.Main,0,4,1,1,0,0,2,1,0,19,12,103,1,12,1720,0.901345272,2,2541.181025,295.0000165,303.6593486,194.7947638,181.0000269,2530.481575,2524.104792,2531.216506,75.58438992,204.1200627,14,,1720.554337,220.4109798,2524.854513,2533.605534,1721.277191,2525.026733,1721.202508,11641063.13,6370686
org.apache.tools.ant.taskdefs.Execute,0,3,1,1,1,0,1,0,0,24,31,85,12,20,708,0.624032564,30,3546.06613,267.0002647,275.2780413,175.3082999,162.0004363,3539.709028,3536.031815,3540.578484,68.65857558,192.0650931,14,,719.1552663,220.8710031,3536.601489,3542.891474,711.0940283,3536.6347,711.3373181,5508325.046,12503424
org.apache.tools.ant.ProjectHelper,0,3,1,1,0,0,1,1,0,13,15,66,10,7,476,0.376337757,8,3779.066684,289.0006729,299.3409427,194.3399084,178.0010926,3772.202009,3768.104033,3772.392875,82.87339742,198.0101008,11,,498.0460751,233.9508495,3768.360777,3775.255885,478.8716415,3768.807238,479.0147834,3813778.03,14197971
org.apache.tools.ant.taskdefs.Pack,0,2,1,1,0,0,0,1,0,8,5,21,2,3,145,0.916374637,6,4109.316488,291.000012,302.6053536,205.5066909,188.0000186,4103.309031,4099.124907,4103.40115,88.95504483,207.3378885,8,,240.5108312,270.1184925,4099.031133,4107.890578,145.880816,4099.840241,146.0118931,1209756.009,16801993
org.apache.tools.ant.taskdefs.ExecTask,0,2,1,1,0,0,1,0,0,27,19,80,4,15,607,0.401066274,11,3648.227652,286.0006271,293.0733697,185.3968716,174.0010308,3641.159843,3637.05499,3641.855708,67.05221846,198.5950654,9,,620.8092863,230.2889489,3637.428109,3644.283469,609.632879,3637.563058,609.9705917,4783847.039,13227902
org.apache.tools.ant.taskdefs.Recorder,0,2,1,1,0,0,1,0,0,9,9,34,0,9,214,0.865965148,4,4040.637202,293.0000307,304.2581141,201.4447815,184.0000488,4034.198309,4030.08387,4034.571105,86.02325267,208.7773934,9,,278.7473219,262.497619,4030.069082,4038.539959,215.341181,4030.834157,215.4375145,1770670.013,16241079
org.apache.tools.ant.taskdefs.RecorderEntry,0,2,1,1,0,0,1,0,0,16,6,36,1,5,363,0.647423596,2,3892.195524,295.0002107,304.3846251,201.4795275,187.0003324,3885.502541,3881.115948,3885.697106,80.77747211,205.1974659,9,,403.4529444,260.403533,3881.085031,3889.72634,363.9203013,3881.724617,364.1582413,2949411.022,15062338
org.apache.tools.ant.DefaultLogger,0,2,1,1,0,1,0,0,0,16,13,38,6,7,334,0.845336308,6,3920.813819,291.0000411,300.5095672,195,180.0000664,3914.14103,3910.100254,3914.421541,80.05623024,200.551739,10,,376.9178476,255.3840246,3910.120603,3918.331405,335.4368191,3910.719243,335.6640762,2723474.021,15288275
org.apache.tools.ant.taskdefs.email.EmailAddress,0,1,1,1,0,0,0,0,0,7,3,11,3,0,53,0.940921967,3,4201.299442,294.0000059,305.7646153,207.7402224,190.0000092,4195.304637,4191.146144,4195.259468,91,206.8260138,6,,208.8350917,276.6315239,4191.010683,4200.11976,53.82057561,4191.841719,53.96984842,447066.0032,17564683
org.apache.tools.ant.taskdefs.Patch,0,1,1,1,0,0,0,0,0,10,11,36,0,11,236,0.645488677,3,4018.768468,294.0002137,304.9540949,199.2109435,182.0003453,4012.130108,4008.071856,4012.596167,84.48076704,208.3866598,6,,294.7238865,261.1378946,4008.077697,4016.498102,237.3720078,4008.818404,237.4721051,1947508.014,16064241
org.apache.tools.ant.taskdefs.Cvs,0,1,1,1,0,0,0,0,0,1,2,2,1,1,4,0.992424242,0,4250.389276,297.0000001,310.3369137,211.1421322,191.0000002,4244.299824,4240.136319,4244.299824,96.20810777,211.1421322,6,,211.0369903,284.608503,4240.00026,4249.541387,4.259548175,4240.955081,4.28621422,33938.00026,17977811
org.apache.tools.ant.taskdefs.PathConvert,0,1,1,1,0,0,0,0,0,16,13,48,1,13,480,0.29941714,4,3775.386735,293.0008376,302.4466895,195,180.0013634,3768.301474,3764.064293,3768.842926,78.16009212,205.1974659,6,,507.0079274,252.4004754,3764.150805,3772.453048,481.244977,3764.747136,481.408934,3843888.03,14167861
org.apache.tools.ant.taskdefs.email.PlainMailer,0,1,1,1,0,0,0,0,0,3,6,38,1,5,198,0.989400898,0,4056.886121,297.0000002,309.7628125,206.6712365,187.0000003,4050.319123,4046.111219,4050.505771,92.97311439,210.2974084,6,,264.0608824,259.0482581,4046.090396,4054.2844,199.8555884,4046.956881,199.8571159,1641458.012,16370291
org.apache.tools.ant.taskdefs.email.Message,0,1,1,1,0,0,0,0,0,9,5,20,3,2,141,0.909114063,4,4113.448432,293.0000141,304.2581141,205.1048512,188.000022,4107.304834,4103.132706,4107.350728,88.39117603,206.0218435,6,,238.959972,270.1295985,4103.031059,4111.882659,141.8965514,4103.819319,142.0561236,1176947.009,16834802
org.apache.tools.ant.taskdefs.ManifestException,0,1,1,1,0,0,0,0,0,1,5,2,5,0,5,0.992424242,2,4249.252405,295.0000001,308.4234103,208.4322432,188.0000002,4243.16686,4239.144489,4243.122671,96.56603958,207.5307206,6,,211.0623109,281.9397099,4239.002036,4248.365686,6.488428629,4239.955306,6.516418991,42417.00051,17969332
org.apache.tools.tar.TarEntry,0,1,1,1,0,0,0,0,0,32,6,69,4,2,771,0.151901813,4,3485.337573,293.0012274,298.8812473,196.0867155,187.0019232,3478.030765,3473.156777,3478.084674,67.60177512,197.040605,6,,783.5126472,236.8121618,3473.349642,3481.064349,772.545029,3473.501116,773.0468709,5949876.05,12061873
org.apache.tools.ant.taskdefs.BuildNumber,0,1,1,1,0,0,0,0,0,6,5,34,0,5,237,0.914912445,4,4017.698097,293.0000124,305.0803173,206.322563,188.0000193,4011.407858,4007.112302,4011.597313,90.13878189,209.9738079,6,,296.7253554,262.497619,4007.069479,4015.588873,238.1877189,4007.901446,238.2454931,1955521.014,16056228
org.apache.tools.ant.taskdefs.SendEmail,0,1,1,1,0,0,0,0,0,2,1,5,0,1,10,0.992424242,0,4244.403963,297.0000001,310.0483833,211.6246677,192.0000001,4238.351094,4234.136512,4238.351094,95.27329112,211.6246677,6,,208.2354601,283.0688962,4234.001081,4243.451897,10.439798,4234.935301,10.48614456,84785.00063,17926964
org.apache.tools.ant.taskdefs.ExecuteOn,0,1,1,1,0,0,0,0,0,16,19,56,2,17,757,0.357519448,3,3499.372087,294.000702,303.4155566,189.4755921,174.0011861,3491.338569,3487.046458,3492.172533,77.12976079,204.2669822,6,,772.2069339,246.4731223,3487.225092,3495.69993,758.1179035,3487.806474,758.204972,5852423.049,12159326
org.apache.tools.ant.filters.StripJavaComments,0,1,1,1,0,0,0,0,0,4,3,7,1,2,130,0.867106069,1,4124.634772,296.0000298,308.5206638,208.9712899,190.0000465,4118.38512,4114.132351,4118.431376,93.04837452,209.8809186,6,,243.493568,280.9216973,4114.003252,4123.580119,130.0988191,4114.919805,130.1585216,1086547.008,16925202
org.apache.tools.ant.taskdefs.Unpack,0,1,1,1,0,0,0,0,0,10,7,24,2,5,162,0.895617903,4,4092.502046,293.0000186,303.9901314,202.8718808,186.0000293,4086.235431,4082.110239,4086.41946,86.37708029,206.5453945,6,,248.8180584,267.9944029,4082.040128,4090.787821,163.0259511,4082.803571,163.1788719,1348836.01,16662913
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,0,1,1,1,0,0,0,0,0,4,13,23,1,12,195,0.951148432,2,4059.732257,295.000004,307.561376,199.922485,180.0000066,4052.999013,4049.065324,4053.502436,89.9888882,209.8809186,6,,272.0789913,269.4086116,4049.034381,4057.952932,195.7753265,4049.934567,195.7533673,1617158.012,16394591
org.apache.tools.ant.taskdefs.email.Mailer,0,1,1,1,0,0,0,0,0,15,6,29,2,4,190,0.891881278,3,4064.646602,294.0000199,303.6642883,201.8539076,187.0000313,4058.310609,4054.118523,4058.44995,82.07923002,204.6362627,6,,264.3490372,264.4919659,4054.057556,4062.61886,191.2338328,4054.71232,191.4856196,1576649.012,16435100
org.apache.tools.ant.taskdefs.email.EmailTask,0,1,1,1,0,0,0,0,0,23,14,73,1,13,668,0.190789609,2,3588.147294,295.0011099,302.7358585,191.4810696,179.0018291,3580.477203,3576.067673,3581.097178,71.47027354,202.7436805,6,,681.6847762,236.8142732,3576.339543,3583.832725,669.8757552,3576.646474,670.1434306,5223833.043,12787916
org.apache.tools.ant.taskdefs.Chmod,0,1,1,1,0,0,0,0,0,17,15,57,0,15,298,0.124329949,25,3955.363447,272.0014096,281.886502,192.7692922,178.0021539,3950.012658,3946.050684,3950.668298,76.65507159,205.7668584,6,,335.9931925,247.3863375,3946.189848,3953.747083,300.5803996,3946.693806,300.7827829,2440677.018,15571072
org.apache.tools.ant.XmlLogger,0,2,1,0,1,0,1,0,0,15,12,69,0,12,614,0.720474784,1,3642.048325,296.000132,305.6010471,196.3084308,181.0002158,3634.509733,3630.072864,3635.07414,79.40403012,206.494552,8,,629.8585409,240,3630.292646,3637.925233,615.7830519,3630.795505,615.9072654,4834705.039,13177044
org.apache.tools.ant.taskdefs.Ear,0,1,1,0,1,0,0,0,0,7,9,32,0,9,150,0.52702483,4,4104.471342,293.0003817,304.8032152,202.2671501,184.0006079,4098.132746,4094.082559,4098.499726,87.93179175,209.5709904,5,,234.9179101,263.865496,4094.060347,4102.494485,151.683378,4094.861658,151.7507475,1250732.009,16761017
org.apache.tools.ant.taskdefs.MatchingTask,0,1,1,0,1,0,0,0,0,36,35,84,11,24,302,0.013634869,32,3950.89724,265.0018357,270.6473721,167.2991333,158.0030788,3945.165142,3942.015348,3946.15319,56.08921465,189.1718795,5,,328.4875142,222.2656069,3942.516723,3948.261136,308.7820392,3942.38367,309.2505935,2472256.019,15539493
org.apache.tools.ant.types.ZipScanner,0,1,1,0,1,0,0,0,0,6,3,11,2,1,68,0.767375545,24,4184.913978,273.0000991,285.926564,208.146583,190.0001424,4180.320083,4176.138408,4180.320083,91.54780172,208.146583,5,,213.1164013,277.3157046,4176.009227,4185.197725,68.55428759,4176.864973,68.6739348,572571.0041,17439178
org.apache.tools.ant.util.SourceFileScanner,0,1,1,0,1,0,0,0,0,3,11,24,7,4,264,0.98302566,8,3990.478793,289.0000005,302.1009765,202.1583538,182.0000008,3984.159133,3980.120727,3984.297303,93.30058949,204.8633691,5,,324.6421404,264.473061,3980.058728,3988.777507,264.8914474,3980.972745,264.8866485,2171160.016,15840589
org.apache.tools.zip.ZipOutputStream,0,1,1,0,1,0,0,0,0,17,7,81,4,3,1178,0.280651499,3,3080.063636,294.00088,303.1699194,200.1799191,186.001391,3071.636697,3066.166988,3071.758454,80.62257748,202.0396001,5,,1183.874383,229.7128642,3066.518364,3074.593306,1179.309849,3066.89289,1179.431012,8611261.081,9400488
org.apache.tools.ant.UnknownElement,0,3,1,0,0,1,1,1,0,13,12,43,3,10,424,0.219937132,27,3829.529997,270.0011268,281.0409223,197.0913494,181.0016809,3824.285685,3820.081805,3824.672666,81.90848552,204.4627105,9,,456.4192694,254.2066089,3820.133091,3828.448903,425.2437624,3820.796252,425.3761458,3419179.026,14592570
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,0,2,1,0,0,1,1,0,0,16,15,56,4,12,375,0.000105021,5,3880.003222,292.001712,301.4780257,193.1553779,178.0028084,3873.092434,3869.068363,3873.564896,78.44743463,202.4080038,7,,406.2494647,244.9346852,3869.218929,3876.745284,377.3116418,3869.726864,377.4992195,3042431.023,14969318
org.apache.tools.ant.Diagnostics,0,2,1,0,0,1,1,0,0,12,3,47,1,3,466,0.649746832,2,3789.499835,295.0002079,305.3948264,205.7692883,190.0003228,3782.774643,3778.135519,3782.825003,85.23496935,206.6930091,7,,494.1429933,253.0553299,3778.144462,3786.465502,467.1625504,3778.825876,467.3190046,3738299.029,14273450
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,2,1,0,0,1,1,0,0,19,23,92,8,15,899,2.1844E-11,10,3357.289681,287.0017422,295.8935619,184.6185256,170.0029412,3349.317095,3345.05979,3350.056865,74.72616677,197.5854246,7,,906.3076661,220.2203442,3345.648575,3352.24134,901.4785464,3345.774798,901.6103887,6822603.059,11189146
org.apache.tools.ant.taskdefs.Exit,0,2,1,0,0,1,0,1,0,8,4,17,0,4,112,0.887218341,4,4142.375285,293.0000217,304.5291447,206.4218981,189.0000337,4136.320225,4132.116286,4136.458389,88.60022573,209.1721779,6,,225.6403627,274.3720102,4132.016628,4141.099371,112.623731,4132.833532,112.7529839,938129.0067,17073620
org.apache.tools.ant.Target,0,2,1,0,0,1,1,0,0,22,19,49,16,5,382,0.790337425,13,3872.428179,284.0000774,292.2618689,187.1817299,174.0001263,3865.917744,3862.116518,3866.008277,75.23961722,189.0423233,7,,415.9392369,240.5659993,3862.268353,3869.485237,384.7152628,3862.616341,385.0602044,3096541.024,14915208
org.apache.tools.ant.taskdefs.compilers.Jikes,0,1,1,0,0,1,0,0,0,2,9,26,1,8,248,0.020244247,0,4007.021962,297.001616,310.0483833,204.3942269,184.0026085,4000.233993,3996.091215,4000.562086,93.00537619,210.7178208,4,,310.3526474,267.3013281,3996.044191,4004.930212,248.7480112,3996.990993,248.6955871,2043546.015,15968203
org.apache.tools.ant.filters.BaseFilterReader,0,1,1,0,0,1,0,0,0,10,16,21,14,2,149,0.825203331,13,4104.836294,284.0000538,295.3252444,194.6535384,177.0000863,4098.82349,4095.132965,4098.866795,87.46427842,195.563289,4,,243.2686194,261.8167298,4095.071966,4103.361183,150.9603052,4095.801021,151.137124,1242532.009,16769217
org.apache.tools.ant.taskdefs.UpToDate,0,1,1,0,0,1,0,0,0,11,14,37,1,13,317,0.413178357,4,3937.915438,293.0005876,303.7252047,196.0637651,179.0009619,3931.07746,3927.061624,3931.642151,82.96987405,207.0772803,4,,362.2390397,259.7248544,3927.088534,3935.5795,318.1613228,3927.814787,318.2550403,2590244.019,15421505
org.apache.tools.ant.util.LoaderUtils,0,1,1,0,0,1,0,0,0,6,3,14,2,1,131,0.964860461,2,4123.56569,295.0000021,307.0016287,208.146583,190.0000032,4117.386185,4113.140528,4117.386185,91.54780172,208.146583,4,,238.1734294,275.1381471,4113.014593,4122.192378,131.4451785,4113.878219,131.5543101,1094781.008,16916968
org.apache.tools.ant.taskdefs.SignJar,0,3,1,0,0,0,3,0,0,18,10,56,0,10,460,0.664927285,4,3795.326732,293.0001916,301.9569506,197.0228413,183.0003068,3788.422495,3784.082584,3788.867905,77.1621669,205.4093474,9,,485.4706662,248.0181445,3784.191565,3792.119328,461.6187374,3784.704084,461.8436724,3692936.029,14318813
org.apache.tools.ant.taskdefs.Javadoc,0,3,1,0,0,0,3,0,0,81,35,213,7,35,2199,0.000105587,4,2065.883346,293.0017061,293.1705988,158.3161394,158.0031639,2051.094586,2045,2053.35092,10,185.2700731,9,,2194.900014,185,2047.497271,2053.35092,2201.450736,2045.02445,2202.272622,13829724.17,4182025
org.apache.tools.ant.RuntimeConfigurable,0,3,1,0,0,0,2,1,0,11,12,32,9,4,190,0.912784745,7,4064.359236,290.0000131,300.8321791,197.8913844,181.000021,4058.038566,4054.118523,4058.128263,85.79627032,199.7223072,8,,262.5026287,257.3907535,4054.101614,4062.162724,192.165587,4054.789267,192.340069,1576652.012,16435097
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,0,2,1,0,0,0,2,0,0,11,4,34,3,1,312,0.972591447,3,3942.976033,294.0000013,304.6900064,205.2340128,189.000002,3936.539724,3932.146996,3936.539724,86.92525525,205.2340128,6,,359.4508012,260.311352,3932.084532,3940.607314,313.0448801,3932.813751,313.2247163,2550946.019,15460803
org.apache.tools.ant.taskdefs.rmic.WLRmic,0,2,1,0,0,0,2,0,0,5,11,24,1,10,133,0.073631707,0,4121.714449,297.0014447,309.2005821,201.2958022,182.0023576,4115.026731,4111.076015,4115.434606,89.56003573,209.4683747,6,,231.0003829,268.7042984,4111.036781,4119.772202,134.1839224,4111.899439,134.207501,1111239.008,16900510
org.apache.tools.ant.taskdefs.XSLTProcess,0,2,1,0,0,0,2,0,0,26,18,89,1,18,881,0.010821551,7,3375.480558,290.001687,297.195222,186.681547,175.0027956,3367.550148,3363.042967,3368.419511,67.18630813,201.7572799,6,,888.5264958,227.7213209,3363.506565,3370.701114,883.0168589,3363.628101,883.2783561,6701856.058,11309893
org.apache.tools.ant.taskdefs.Expand,0,3,1,0,0,0,1,2,0,9,11,53,1,10,457,0.855920353,4,3798.317786,293.0000354,304.2581141,199.6196383,182.000057,3791.37086,3787.082518,3791.81355,85.72630868,207.8581247,7,,483.6683631,249.1605908,3787.180099,3795.187742,458.5356576,3787.88767,458.5775729,3670220.029,14341529
org.apache.tools.ant.taskdefs.JDBCTask,0,2,1,0,0,0,1,1,0,26,9,54,1,8,539,0.105952732,2,3716.72571,295.0013548,302.0761493,195.1435369,184.0021721,3709.566147,3705.098379,3709.919945,70.38465742,201.7572799,5,,561.3209899,248.5196169,3705.19053,3713.325598,540.3379643,3705.570132,540.7125074,4284565.034,13727184
org.apache.tools.ant.taskdefs.ManifestTask,0,1,1,0,0,0,1,0,0,6,9,32,0,9,216,0.71143388,3,4038.715142,294.0001416,306.0408469,202.6844839,184.0002263,4032.200392,4028.083912,4032.573372,88.88756943,209.9738079,3,,281.5631561,263.865496,4028.061336,4036.633374,217.1849444,4028.896747,217.2191321,1786784.013,16224965
org.apache.tools.ant.types.selectors.ExtendSelector,0,1,1,0,0,0,1,0,0,10,16,36,4,12,246,0.097176734,3,4008.79533,294.0013862,304.9540949,194.6535384,177.0023025,4001.916166,3998.066158,4002.417769,84.20213774,204.7071078,3,,302.9239921,258.2111539,3998.097232,4006.329617,247.6369344,3998.820451,247.7292539,2027568.015,15984181
org.apache.tools.ant.filters.ReplaceTokens,0,1,1,0,0,0,1,0,0,12,6,37,1,5,308,0.843222351,1,3947.114389,296.0000415,306.3608983,203.002463,187.0000657,3940.439696,3936.114328,3940.631548,84.50443775,206.6930091,3,,354.4089256,259.7248544,3936.088331,3944.559925,309.1406761,3936.79273,309.3088624,2519477.019,15492272
org.apache.tools.ant.Task,0,1,1,0,0,0,1,0,0,23,117,37,114,7,255,0.419475634,186,3990.544073,111.001518,130.1729619,101.9803903,76.00221713,3989.723925,3989.098269,3989.762524,73.53910524,103.4794666,3,,312.7175372,192.50974,3990.097629,3993.642573,271.6586126,3989.579552,272.0021642,2099452.018,15912297
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,0,1,1,0,0,0,1,0,0,4,3,23,1,2,174,0.984848485,1,4080.749441,296.0000004,308.5206638,208.9712899,190.0000006,4074.432476,4070.133782,4074.479231,93.04837452,209.8809186,3,,257.4812712,269.4086116,4070.034203,4078.906839,174.7927531,4070.929746,174.8437581,1446659.011,16565090
org.apache.tools.ant.taskdefs.ConditionTask,0,1,1,0,0,0,1,0,0,4,5,16,0,5,95,0.908008687,0,4159.616569,297.0000142,309.4802094,207.1545317,188.0000225,4153.257156,4149.108458,4153.44014,92.0271699,210.791366,3,,218.6277352,275.0872589,4149.014601,4158.109426,95.6552488,4149.912047,95.69857408,797351.0057,17214398
org.apache.tools.ant.TaskAdapter,0,1,1,0,0,0,1,0,0,6,7,24,4,4,231,0.854173045,6,4023.537001,291.0000365,303.1600237,204.5018337,186.0000572,4017.308178,4013.119734,4017.401274,90.47651629,206.322563,3,,298.3497367,266.5801943,4013.047446,4021.844602,231.8313178,4013.900098,231.89792,1907391.014,16104358
org.apache.tools.ant.input.DefaultInputHandler,0,1,1,0,0,0,1,0,0,4,6,21,2,4,91,0.949230175,3,4163.393448,294.0000044,306.6023483,206.2474242,187.0000069,4157.207957,4153.115698,4157.343984,92.35799911,208.9712899,3,,212.4336923,270.1184925,4153.030728,4161.775222,92.40412582,4153.911169,92.45507977,764148.0056,17247601
org.apache.tools.ant.taskdefs.Definer,0,1,1,0,0,0,1,0,0,15,10,47,2,8,452,0.078786336,4,3803.302907,293.0014482,302.6962174,198.1539805,183.0023187,3796.413176,3792.096122,3796.757037,80.65358021,204.6362627,3,,481.0433858,252.3014071,3792.150573,3800.384191,453.2935612,3792.761527,453.4748545,3632319.028,14379430
