@relation 'ImbricationACP-weka.filters.unsupervised.attribute.Remove-R1-2,5-10,30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1'

@attribute #BugsBinary numeric
@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute Risk1 numeric
@attribute 'd(RFC,d(LOC, Ce))' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute #Bugs numeric

@data
0,3,5,14,4,2,52,0.488457,4,4202.227148,293.000447,305.929731,207.576492,188.000696,4196.213531,4192.129888,4196.213531,93.984041,207.576492,0,205.691252,3857.259058,0
0,2,2,2,1,1,2,1,1,4252.314664,296,309.090602,210.717821,191,4246.297799,4242.136254,4246.297799,95.273291,210.717821,0,211.00904,3851.950162,0
0,16,3,38,1,2,541,0.389387,2,3714.732023,295.000632,304.384625,204.266982,190.000981,3707.871222,3703.14704,3707.922599,81.939002,205.197466,0,567.961011,3495.003931,0
0,3,6,11,4,3,37,0.616193,7,4216.9834,290.000254,303.05775,206.671237,187.000394,4211.153999,4207.1217,4211.198523,93.637599,207.576492,0,205.370108,3857.571765,0
0,3,1,18,0,1,274,0.979167,1,3981.019467,296.000001,308.804145,211.206061,192.000001,3974.640109,3970.145589,3974.640109,94.339811,211.206061,0,335.987922,3726.976312,0
0,5,1,20,1,0,106,0.955286,1,4148.573249,296.000003,308.240166,210.380608,192.000005,4142.451931,4138.148016,4142.405702,92.84934,209.468375,0,220.118634,3842.849901,0
0,4,12,7,9,3,22,0.962635,9,4231.811432,288.000002,300.853785,200.823305,181.000004,4225.878015,4222.121268,4225.96415,92.698436,202.627738,0,207.202077,3855.739859,0
0,33,6,43,3,4,4244,0.101077,3,294,294.001374,299.666481,195.788151,187.002161,187,31,189,65.764732,197.699267,0,4062.809145,31,0
0,10,9,33,0,9,145,0.175527,4,4109.458602,293.00116,303.990131,201.039797,184.001847,4103.127709,4099.082458,4103.494243,85.070559,208.38666,0,230.98593,3831.911423,0
0,2,5,30,0,5,186,0.924759,0,4068.854016,297.00001,310.048383,208.002404,188.000015,4062.35252,4058.110891,4062.5396,93.920179,211.624668,0,260.725334,3802.202165,0
0,4,2,7,1,1,20,0.977444,0,4234.428533,297.000001,309.480209,209.880919,191.000001,4228.316095,4224.136835,4228.316095,93.407708,209.880919,0,206.96231,3855.996734,0
0,3,5,12,1,4,40,0.914326,3,4214.267671,294.000013,306.887602,207.576492,188.00002,4208.201516,4204.114294,4208.336607,93.300589,210.297408,0,204.924751,3858.008942,0
0,2,3,7,1,3,23,0.992424,0,4231.435926,297,310.048383,209.81182,190,4225.274074,4221.121297,4225.31916,94.57801,210.717821,0,207.272445,3855.669494,0
0,21,8,73,0,8,669,0.895641,4,3586.986758,293.000019,301.245747,197.800404,185.000029,3579.783513,3575.101957,3580.152092,75.026662,204.362423,0,682.609745,3380.307233,0
0,2,4,2,3,2,2,1,1,4252.314664,296,309.090602,208.906678,189,4246.208309,4242.128357,4246.208309,94.92102,208.906678,0,211.009887,3851.940618,0
0,18,18,23,5,16,110,0.878729,3,4144.441096,294.000025,302.927384,189.6154,175.000042,4137.702382,4134.043662,4138.227277,75.432089,200.743618,0,219.556838,3843.299272,0
0,2,3,7,1,3,23,0.992424,0,4231.435926,297,310.048383,209.81182,190,4225.274074,4221.121297,4225.31916,94.57801,210.717821,0,207.272445,3855.669494,0
0,15,16,77,0,16,504,0.876819,4,3751.459583,293.000026,302.696217,192.626582,177.000043,3744.186026,3740.048262,3744.925099,78.339007,206.494552,0,521.375964,3541.484148,0
0,5,1,9,1,0,81,0.942663,2,4173.439109,295.000006,307.280003,210.380608,192.000009,4167.425224,4163.147127,4167.379272,92.84934,209.468375,0,219.445268,3843.523239,0
0,7,1,11,1,0,98,0.904733,2,4156.481806,295.000015,306.726262,209.57099,192.000024,4150.44335,4146.14773,4150.39721,91,208.655218,0,224.45345,3838.515265,0
0,13,14,23,12,2,308,0.955354,10,3946.44967,287.000004,297.410491,195.256242,179.000006,3940.068147,3936.138336,3940.113704,84.693565,196.173393,0,362.006288,3700.949984,0
0,5,1,19,1,0,108,0.94042,1,4146.578348,296.000006,308.240166,210.380608,192.000009,4140.454081,4136.148087,4140.40783,92.84934,209.468375,0,221.95976,3841.008852,0
0,5,3,20,1,2,168,0.947938,1,4086.733659,296.000005,308.240166,208.556947,190.000007,4080.425958,4076.133585,4080.472644,92.11406,209.468375,0,255.731411,3807.220754,0
0,2,1,7,1,0,20,0.984906,2,4234.288724,295,308.133088,211.624668,192.000001,4228.361385,4224.145002,4228.316095,95.634722,210.717821,0,206.96231,3856.005681,0
0,1,15,1,14,1,1,1,1,4253.312239,296,309.380025,199.459269,178,4246.732038,4243.136222,4246.732038,96.208108,199.459269,0,212.005441,3850.9538,0
0,0,4,0,2,2,0,1,0,4254.379508,297,310.628395,209.766537,189,4248.206327,4244.128297,4248.250934,96.79876,210.667985,0,213,3849.950578,0
0,3,1,3,1,0,4,1,1,4250.319517,296,308.804145,211.206061,192,4244.344944,4240.144455,4244.299824,94.704805,210.297408,0,210.037166,3852.930952,0
0,4,5,4,4,1,4,1,1,4250.319517,296,308.520664,207.154532,188,4244.165878,4240.136319,4244.165878,93.407708,207.154532,0,209.039919,3853.919206,0
0,3,6,14,5,2,52,0.488457,5,4202.157541,292.000448,304.97213,206.671237,187.0007,4196.168848,4192.129888,4196.168848,93.984041,206.671237,0,205.702561,3857.247749,0
0,3,7,14,1,6,88,0.978919,2,4166.456648,295.000001,307.845741,205.766858,186.000001,4160.160093,4156.101178,4160.386641,92.655275,210.297408,0,217.534214,3845.384285,0
0,4,6,16,0,6,46,0.844787,4,4208.212566,293.000041,305.643583,206.247424,187.000064,4202.162895,4198.100166,4202.388369,91.706052,210.791366,0,202.268077,3860.649989,0
0,5,4,20,0,4,144,0.960114,1,4110.670991,296.000003,308.240166,207.646334,189.000004,4104.353908,4100.117193,4104.493148,91.416629,210.380608,0,240.655981,3822.278877,0
0,4,4,5,3,1,16,0.977444,0,4238.418691,297.000001,309.480209,208.062491,189.000001,4232.22223,4228.136705,4232.22223,93.407708,208.062491,0,208.616681,3854.342428,0
0,3,8,20,1,7,151,0.027138,0,4103.761445,297.001593,309.762813,204.863369,185.002558,4097.178785,4093.095772,4097.454088,92.347171,210.297408,0,244.925885,3817.985934,0
0,23,19,40,6,19,179,0.491772,15,4074.769809,282.000458,290.082747,186.815417,174.000742,4068.722281,4065.031488,4069.253126,69.856997,198.0404,0,248.936168,3813.906539,0
0,14,5,14,5,0,14,1,1,4240.343854,296,305.851271,203.157574,188,4234.175717,4230.144797,4234.131434,84.581322,202.232539,0,199.500276,3863.467408,0
0,3,0,4,0,0,20,0.984906,6,4234.011927,291,304.014802,212.115535,193.000001,4228.40691,4224.145002,4228.361385,94.704805,211.206061,0,209.944265,3853.02385,0
0,4,4,15,1,3,109,0.951682,0,4145.652422,297.000004,309.480209,208.062491,189.000006,4139.317093,4135.123819,4139.408895,92.698436,209.880919,0,225.943775,3836.99881,0
0,7,2,8,2,0,1082,0.948105,3,3175.638518,294.000005,305.764615,208.655218,191.000007,3167.763407,3162.193701,3167.703269,91,207.740222,0,1099.821921,2963.193934,0
0,13,9,20,7,2,111,0.87821,9,4143.022206,288.000026,298.375602,199.849944,184.00004,4137.093787,4133.131742,4137.138383,84.693565,200.771014,0,222.699347,3840.251589,0
1,12,11,64,0,11,581,0.8168,4,3674.699716,293.000057,303.463342,198.406149,182.000092,3667.518643,3663.078623,3668.02849,82.565126,207.617437,6,599.048483,3463.843807,1
1,40,17,99,2,15,855,0.393809,5,3401.556261,292.000629,296.42031,183.240279,176.001044,3393.567002,3389.059014,3394.321876,54.781384,196.725697,6,861.504983,3201.366636,1
1,3,5,24,0,5,163,0.972456,0,4091.793006,297.000001,309.762813,207.576492,188.000002,4085.328016,4081.110266,4085.514044,92.973114,211.206061,6,249.40789,3813.519258,1
1,15,11,72,1,10,683,0.847051,4,3573.033725,293.00004,302.696217,197.230829,182.000064,3565.647907,3561.087755,3566.118618,80.00625,205.565075,6,696.55258,3366.349397,1
1,3,6,21,1,6,146,0.988665,3,4108.532585,294,306.887602,206.671237,187,4102.264375,4098.10261,4102.448659,92.655275,210.297408,6,241.085677,3821.833496,1
1,4,8,39,0,8,200,0.967098,0,4054.891491,297.000002,309.480209,204.435809,185.000003,4048.229366,4044.090133,4048.555298,91.093359,210.791366,6,264.866659,3798.038458,1
1,7,7,36,0,7,261,0.892368,0,3994.057836,297.00002,308.650288,204.088216,186.000031,3987.340592,3983.098417,3987.624982,88.543774,209.57099,6,315.047436,3747.866304,1
1,5,11,46,0,11,587,0.868902,1,3668.959662,296.000029,308.240166,201.295802,182.000047,3661.526048,3657.078752,3662.036728,89.286057,210.380608,6,609.537608,3453.354936,1
1,2,5,14,0,5,66,0.993163,0,4188.543064,297,310.048383,208.002404,188,4182.227636,4178.107706,4182.409353,93.920179,211.624668,6,209.609432,3853.316498,1
1,9,9,34,0,9,166,0.511235,4,4088.512321,293.000408,304.258114,201.444782,184.000649,4082.148944,4078.082883,4082.517361,86.023253,208.777393,5,243.943882,3818.95377,1
1,8,8,22,5,3,141,0.888399,5,4113.377323,292.000021,303.567126,202.765875,185.000034,4107.168611,4103.124785,4107.259183,88.955045,204.592278,5,237.401925,3825.54106,1
1,27,10,60,1,9,401,0.008988,13,3853.479596,284.001729,291.121968,193.868512,183.002683,3847.354676,3843.087951,3847.743495,69.079664,201.437335,4,428.73676,3634.165393,1
1,4,6,22,1,6,142,0.970705,5,4112.379846,292.000002,304.685083,206.247424,187.000002,4106.260221,4102.10251,4106.444326,91.706052,209.880919,4,237.886768,3825.032313,1
1,9,4,41,0,4,334,0.523743,4,3920.962764,293.000387,304.258114,206.021844,189.0006,3914.565238,3910.122888,3914.711228,87.664132,208.777393,3,375.276879,3687.662568,1
1,21,10,82,1,9,719,0.057508,3,3537.239178,294.001511,302.218464,195.93111,183.002427,3529.747016,3525.095885,3530.170817,74.672619,203.423204,3,729.931541,3332.979017,1
1,21,12,62,7,6,630,0.296945,3,3625.938775,294.000841,302.218464,194.064422,181.001365,3618.529674,3614.116351,3618.73196,75.769387,197.800404,3,647.375578,3415.556683,1
1,11,15,26,14,2,361,0.893396,21,3892.796553,276.000021,287.360401,195.151223,178.000032,3887.077694,3883.140224,3887.077694,86.539009,195.151223,3,406.712564,3656.245508,1
1,5,5,13,0,5,71,0.91815,3,4183.343758,294.000011,306.320094,206.736547,188.000018,4177.232696,4173.107835,4177.414631,91.08238,210.380608,3,212.173942,3850.752065,1
1,11,14,40,5,9,286,0.049913,8,3968.536884,289.001562,299.868304,196.063765,179.002521,3962.045558,3958.085396,3962.415046,84.118963,203.393707,3,334.112488,3728.787304,1
1,31,20,103,0,20,673,0.013904,25,3581.344021,272.001788,278.539046,183.109257,173.00281,3575.188107,3571.031504,3576.157854,61.846584,201.156655,3,681.035321,3381.807091,1
1,7,3,11,3,0,53,0.940922,3,4201.299442,294.000006,305.764615,207.740222,190.000009,4195.304637,4191.146144,4195.259468,91,206.826014,6,208.835092,3854.132977,1
1,10,11,36,0,11,236,0.645489,3,4018.768468,294.000214,304.954095,199.210944,182.000345,4012.130108,4008.071856,4012.596167,84.480767,208.38666,6,294.723887,3768.161689,1
1,1,2,2,1,1,4,0.992424,0,4250.389276,297,310.336914,211.142132,191,4244.299824,4240.136319,4244.299824,96.208108,211.142132,6,211.03699,3851.922213,1
1,16,13,48,1,13,480,0.299417,4,3775.386735,293.000838,302.44669,195,180.001363,3768.301474,3764.064293,3768.842926,78.160092,205.197466,6,507.007927,3555.869275,1
1,3,6,38,1,5,198,0.989401,0,4056.886121,297,309.762813,206.671237,187,4050.319123,4046.111219,4050.505771,92.973114,210.297408,6,264.060882,3798.866721,1
1,9,5,20,3,2,141,0.909114,4,4113.448432,293.000014,304.258114,205.104851,188.000022,4107.304834,4103.132706,4107.350728,88.391176,206.021844,6,238.959972,3823.991566,1
1,1,5,2,5,0,5,0.992424,2,4249.252405,295,308.42341,208.432243,188,4243.16686,4239.144489,4243.122671,96.56604,207.530721,6,211.062311,3851.90585,1
1,32,6,69,4,2,771,0.151902,4,3485.337573,293.001227,298.881247,196.086716,187.001923,3478.030765,3473.156777,3478.084674,67.601775,197.040605,6,783.512647,3279.462535,1
1,6,5,34,0,5,237,0.914912,4,4017.698097,293.000012,305.080317,206.322563,188.000019,4011.407858,4007.112302,4011.597313,90.138782,209.973808,6,296.725355,3766.203275,1
1,2,1,5,0,1,10,0.992424,0,4244.403963,297,310.048383,211.624668,192,4238.351094,4234.136512,4238.351094,95.273291,211.624668,6,208.23546,3854.723634,1
1,16,19,56,2,17,757,0.357519,3,3499.372087,294.000702,303.415557,189.475592,174.001186,3491.338569,3487.046458,3492.172533,77.129761,204.266982,6,772.206934,3290.651442,1
1,4,3,7,1,2,130,0.867106,1,4124.634772,296.00003,308.520664,208.97129,190.000047,4118.38512,4114.132351,4118.431376,93.048375,209.880919,6,243.493568,3819.458139,1
1,10,7,24,2,5,162,0.895618,4,4092.502046,293.000019,303.990131,202.871881,186.000029,4086.235431,4082.110239,4086.41946,86.37708,206.545395,6,248.818058,3814.109071,1
1,4,13,23,1,12,195,0.951148,2,4059.732257,295.000004,307.561376,199.922485,180.000007,4052.999013,4049.065324,4053.502436,89.988888,209.880919,6,272.078991,3790.799929,1
1,15,6,29,2,4,190,0.891881,3,4064.646602,294.00002,303.664288,201.853908,187.000031,4058.310609,4054.118523,4058.44995,82.07923,204.636263,6,264.349037,3798.586604,1
1,23,14,73,1,13,668,0.19079,2,3588.147294,295.00111,302.735859,191.48107,179.001829,3580.477203,3576.067673,3581.097178,71.470274,202.743681,6,681.684776,3381.195942,1
1,17,15,57,0,15,298,0.12433,25,3955.363447,272.00141,281.886502,192.769292,178.002154,3950.012658,3946.050684,3950.668298,76.655072,205.766858,6,335.993193,3726.869617,1
1,7,9,32,0,9,150,0.527025,4,4104.471342,293.000382,304.803215,202.26715,184.000608,4098.132746,4094.082559,4098.499726,87.931792,209.57099,5,234.91791,3827.979533,1
1,36,35,84,11,24,302,0.013635,32,3950.89724,265.001836,270.647372,167.299133,158.003079,3945.165142,3942.015348,3946.15319,56.089215,189.17188,5,328.487514,3734.337832,1
1,6,3,11,2,1,68,0.767376,24,4184.913978,273.000099,285.926564,208.146583,190.000142,4180.320083,4176.138408,4180.320083,91.547802,208.146583,5,213.116401,3849.842883,1
1,3,11,24,7,4,264,0.983026,8,3990.478793,289.000001,302.100977,202.158354,182.000001,3984.159133,3980.120727,3984.297303,93.300589,204.863369,5,324.64214,3738.295541,1
1,17,7,81,4,3,1178,0.280651,3,3080.063636,294.00088,303.169919,200.179919,186.001391,3071.636697,3066.166988,3071.758454,80.622577,202.0396,5,1183.874383,2879.1126,1
1,2,9,26,1,8,248,0.020244,0,4007.021962,297.001616,310.048383,204.394227,184.002609,4000.233993,3996.091215,4000.562086,93.005376,210.717821,4,310.352647,3752.553633,1
1,10,16,21,14,2,149,0.825203,13,4104.836294,284.000054,295.325244,194.653538,177.000086,4098.82349,4095.132965,4098.866795,87.464278,195.563289,4,243.268619,3819.683079,1
1,11,14,37,1,13,317,0.413178,4,3937.915438,293.000588,303.725205,196.063765,179.000962,3931.07746,3927.061624,3931.642151,82.969874,207.07728,4,362.23904,3700.6355,1
1,6,3,14,2,1,131,0.96486,2,4123.56569,295.000002,307.001629,208.146583,190.000003,4117.386185,4113.140528,4117.386185,91.547802,208.146583,4,238.173429,3824.786838,1
1,6,9,32,0,9,216,0.711434,3,4038.715142,294.000142,306.040847,202.684484,184.000226,4032.200392,4028.083912,4032.573372,88.887569,209.973808,3,281.563156,3781.335376,1
1,10,16,36,4,12,246,0.097177,3,4008.79533,294.001386,304.954095,194.653538,177.002303,4001.916166,3998.066158,4002.417769,84.202138,204.707108,3,302.923992,3759.9555,1
1,12,6,37,1,5,308,0.843222,1,3947.114389,296.000042,306.360898,203.002463,187.000066,3940.439696,3936.114328,3940.631548,84.504438,206.693009,3,354.408926,3708.521564,1
1,23,117,37,114,7,255,0.419476,186,3990.544073,111.001518,130.172962,101.98039,76.002217,3989.723925,3989.098269,3989.762524,73.539105,103.479467,3,312.717537,3750.196137,1
1,4,3,23,1,2,174,0.984848,1,4080.749441,296,308.520664,208.97129,190.000001,4074.432476,4070.133782,4074.479231,93.048375,209.880919,3,257.481271,3805.47096,1
1,4,5,16,0,5,95,0.908009,0,4159.616569,297.000014,309.480209,207.154532,188.000023,4153.257156,4149.108458,4153.44014,92.02717,210.791366,3,218.627735,3844.298468,1
1,6,7,24,4,4,231,0.854173,6,4023.537001,291.000037,303.160024,204.501834,186.000057,4017.308178,4013.119734,4017.401274,90.476516,206.322563,3,298.349737,3764.587047,1
1,4,6,21,2,4,91,0.94923,3,4163.393448,294.000004,306.602348,206.247424,187.000007,4157.207957,4153.115698,4157.343984,92.357999,208.97129,3,212.433692,3850.500244,1
1,15,10,47,2,8,452,0.078786,4,3803.302907,293.001448,302.696217,198.153981,183.002319,3796.413176,3792.096122,3796.757037,80.65358,204.636263,3,481.043386,3581.867523,1
1,4,4,13,1,3,60,0.974467,0,4194.527983,297.000001,309.480209,208.062491,189.000002,4188.266587,4184.122369,4188.357315,92.698436,209.880919,3,208.775587,3854.166404,1
1,9,14,38,3,12,310,0.915451,3,3944.970469,294.000012,305.221231,196.888293,179.00002,3938.070213,3934.067234,3938.537419,85.164547,206.021844,3,355.7351,3707.145394,1
1,11,13,30,4,9,168,0.036873,17,4085.605953,280.001656,291.204396,196.977156,180.002577,4079.972549,4076.082924,4080.33332,84.118963,204.313485,3,248.365306,3814.532448,1
1,2,6,14,1,5,44,0.012666,0,4210.487976,297.001641,310.048383,207.09901,187.002607,4204.160915,4200.107141,4204.340733,93.920179,210.717821,3,203.786913,3859.13884,1
1,5,69,10,69,0,69,0.962522,5,4185.198801,292.000002,304.401051,150.903943,124.000006,4176.841031,4175.146704,4176.811463,92.84934,150.08331,2,215.20362,3847.764712,1
1,4,1,10,1,0,93,0.947825,4,4161.327913,293.000005,305.643583,210.791366,192.000007,4155.438003,4151.147552,4155.391919,93.77633,209.880919,2,223.230367,3839.738297,1
1,9,12,50,8,6,288,0.949781,4,3966.835641,293.000004,304.258114,198.708329,181.000007,3960.138508,3956.106293,3960.276758,86.977008,201.444782,2,330.905011,3732.01681,1
1,11,17,83,0,17,671,0.85568,4,3584.993445,293.000036,303.725205,193.328736,176.000059,3577.332106,3573.04534,3578.154971,82,208,10,682.589627,3380.267443,2
1,10,7,61,0,7,758,0.908702,4,3498.291726,293.000014,303.990131,202.871881,186.000022,3490.958608,3486.112448,3491.283432,85.702975,208.38666,8,772.077587,3290.850679,2
1,48,25,108,7,20,816,0.01742,7,3440.244759,290.001665,293.170599,173.415686,168.002873,3432.114217,3428.032818,3432.988348,45.54119,189.931567,9,821.996401,3240.847457,2
1,19,16,117,1,15,849,0.290581,6,3407.448606,291.000865,299.774916,191.083751,177.001422,3399.61086,3395.05891,3400.368509,74.726167,204.120063,11,853.299834,3209.571626,2
1,3,3,14,0,3,82,0.966554,4,4172.300684,293.000002,305.929731,209.389589,190.000003,4166.3346,4162.123016,4166.426286,93.637599,211.206061,9,215.165687,3847.776524,2
1,34,33,67,27,6,1171,0.191052,25,3085.014263,272.001203,277.908258,169.849934,160.002045,3077.162492,3073.136834,3077.426522,63.953108,174.568038,8,1179.892285,2883.062716,2
1,41,52,102,26,26,698,0.017387,17,3557.037531,280.001724,284.429253,149.602808,141.003424,3548.802192,3546.011421,3549.883378,50.803543,173.366664,6,707.133823,3355.687391,2
1,29,28,120,25,6,1348,0.489026,30,2908.282139,267.000489,274.103995,176.264007,165.000791,2900.69664,2896.145197,2900.811093,68.44706,178.137587,6,1350.645447,2712.318736,2
1,20,14,67,1,13,812,0.002835,4,3444.484432,293.001697,301.479684,192.566872,179.002778,3436.664808,3432.070512,3437.310722,74.330344,203.769478,6,823.978172,3238.905691,2
1,10,10,47,1,9,329,0.892834,2,3926.098572,295.00002,305.91829,200.124961,183.000031,3919.274678,3915.086334,3919.656362,85.070559,207.46566,6,368.144527,3694.7561,2
1,24,25,78,16,21,1203,0.621822,4,3055.08265,293.000244,300.562805,180.867355,168.000426,3045.637043,3041.032226,3046.088804,68.44706,188.321534,5,1209.718475,2853.125019,2
1,3,3,12,3,0,90,0.889578,3,4164.390952,294.000021,306.887602,209.389589,190.000032,4158.342939,4154.147446,4158.297368,94.704805,208.482613,5,220.210454,3842.758085,2
1,19,11,61,7,5,503,0.482122,5,3752.378579,292.000459,300.74574,195.724296,182.000737,3745.424542,3741.120287,3745.571518,78,198.517002,5,525.157686,3537.77866,2
1,8,5,21,2,3,145,0.916375,6,4109.316488,291.000012,302.605354,205.506691,188.000019,4103.309031,4099.124907,4103.40115,88.955045,207.337889,8,240.510831,3822.432262,2
1,27,19,80,4,15,607,0.401066,11,3648.227652,286.000627,293.07337,185.396872,174.001031,3641.159843,3637.05499,3641.855708,67.052218,198.595065,9,620.809286,3442.057964,2
1,9,9,34,0,9,214,0.865965,4,4040.637202,293.000031,304.258114,201.444782,184.000049,4034.198309,4030.08387,4034.571105,86.023253,208.777393,9,278.747322,3784.151144,2
1,16,6,36,1,5,363,0.647424,2,3892.195524,295.000211,304.384625,201.479528,187.000332,3885.502541,3881.115948,3885.697106,80.777472,205.197466,9,403.452944,3659.479171,2
1,16,13,38,6,7,334,0.845336,6,3920.813819,291.000041,300.509567,195,180.000066,3914.14103,3910.100254,3914.421541,80.05623,200.551739,10,376.917848,3685.997647,2
1,15,12,69,0,12,614,0.720475,1,3642.048325,296.000132,305.601047,196.308431,181.000216,3634.509733,3630.072864,3635.07414,79.40403,206.494552,8,629.858541,3433.027651,2
1,16,15,56,4,12,375,0.000105,5,3880.003222,292.001712,301.478026,193.155378,178.002808,3873.092434,3869.068363,3873.564896,78.447435,202.408004,7,406.249465,3656.632015,2
1,12,3,47,1,3,466,0.649747,2,3789.499835,295.000208,305.394826,205.769288,190.000323,3782.774643,3778.135519,3782.825003,85.234969,206.693009,7,494.142993,3568.80962,2
1,19,23,92,8,15,899,0,10,3357.289681,287.001742,295.893562,184.618526,170.002941,3349.317095,3345.05979,3350.056865,74.726167,197.585425,7,906.307666,3156.56484,2
1,8,4,17,0,4,112,0.887218,4,4142.375285,293.000022,304.529145,206.421898,189.000034,4136.320225,4132.116286,4136.458389,88.600226,209.172178,6,225.640363,3837.294003,2
1,22,19,49,16,5,382,0.790337,13,3872.428179,284.000077,292.261869,187.18173,174.000126,3865.917744,3862.116518,3866.008277,75.239617,189.042323,7,415.939237,3646.9933,2
1,11,4,34,3,1,312,0.972591,3,3942.976033,294.000001,304.690006,205.234013,189.000002,3936.539724,3932.146996,3936.539724,86.925255,205.234013,6,359.450801,3703.514415,2
1,5,11,24,1,10,133,0.073632,0,4121.714449,297.001445,309.200582,201.295802,182.002358,4115.026731,4111.076015,4115.434606,89.560036,209.468375,6,231.000383,3831.890315,2
1,26,18,89,1,18,881,0.010822,7,3375.480558,290.001687,297.195222,186.681547,175.002796,3367.550148,3363.042967,3368.419511,67.186308,201.75728,6,888.526496,3174.328171,2
1,26,9,54,1,8,539,0.105953,2,3716.72571,295.001355,302.076149,195.143537,184.002172,3709.566147,3705.098379,3709.919945,70.384657,201.75728,5,561.32099,3501.592252,2
1,27,18,87,1,17,919,0.217969,6,3337.709694,291.001051,297.954695,186.335719,175.001747,3329.602078,3325.048721,3330.481347,66.483081,201.437335,13,926.378441,3136.482355,3
1,24,31,85,12,20,708,0.624033,30,3546.06613,267.000265,275.278041,175.3083,162.000436,3539.709028,3536.031815,3540.578484,68.658576,192.065093,14,719.155266,3343.687524,3
1,13,15,66,10,7,476,0.376338,8,3779.066684,289.000673,299.340943,194.339908,178.001093,3772.202009,3768.104033,3772.392875,82.873397,198.010101,11,498.046075,3564.873033,3
1,13,12,43,3,10,424,0.219937,27,3829.529997,270.001127,281.040922,197.091349,181.001681,3824.285685,3820.081805,3824.672666,81.908486,204.462711,9,456.419269,3606.476526,3
1,18,10,56,0,10,460,0.664927,4,3795.326732,293.000192,301.956951,197.022841,183.000307,3788.422495,3784.082584,3788.867905,77.162167,205.409347,9,485.470666,3577.425833,3
1,81,35,213,7,35,2199,0.000106,4,2065.883346,293.001706,293.170599,158.316139,158.003164,2051.094586,2045,2053.35092,10,185.270073,9,2194.900014,1867.909131,3
1,11,12,32,9,4,190,0.912785,7,4064.359236,290.000013,300.832179,197.891384,181.000021,4058.038566,4054.118523,4058.128263,85.79627,199.722307,8,262.502629,3800.432951,3
1,9,11,53,1,10,457,0.85592,4,3798.317786,293.000035,304.258114,199.619638,182.000057,3791.37086,3787.082518,3791.81355,85.726309,207.858125,7,483.668363,3579.228092,3
1,18,13,90,1,13,778,0.645022,5,3478.27831,292.000216,300.986711,194.239543,180.00035,3470.670829,3466.06982,3471.258705,76.243032,204.474937,15,786.667607,3276.215405,4
1,30,12,77,2,10,717,0.057822,5,3539.066685,292.00152,298.303537,191.002618,181.002452,3531.641262,3527.088601,3532.113956,65.924199,199.551998,14,728.936329,3333.96655,4
1,42,20,115,14,8,1369,0.208178,22,2888.122227,275.00114,279.331345,179.80545,173.001812,2880.20034,2875.12678,2880.50499,55.946403,184.621234,11,1371.252335,2691.69223,4
1,19,12,103,1,12,1720,0.901345,2,2541.181025,295.000017,303.659349,194.794764,181.000027,2530.481575,2524.104792,2531.216506,75.58439,204.120063,14,1720.554337,2342.367731,4
1,17,7,71,2,5,569,0.583372,3,3686.741244,294.000295,303.169919,200.179919,186.000467,3679.703928,3675.122447,3679.908287,79.849859,203.901937,21,585.813421,3477.125143,5
1,34,25,138,3,22,1740,0.234042,7,2520.737194,290.001012,295.548642,177.406313,168.001746,2509.629455,2504.033746,2511.122657,58.463664,197.408207,21,1738.746575,2324.098928,5
1,91,157,212,148,17,2452,0.103268,145,1798.434875,152.002645,152,36,36.011167,1792.361571,1792.0904,1792.540097,18,44,16,2455.711041,1607.198904,5
1,21,15,83,2,13,799,0.319521,4,3457.43749,293.00079,301.245747,191.269444,178.001301,3449.595484,3445.070246,3450.235499,73.375745,202.484567,24,808.534869,3254.348639,6
