"Class Name","HasT","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.filters.StripJavaComments","0","1","1","0","0","0","0","0","4","3","7","1","2","130","0.86710606935454","1","4124.63477","296.00003","308.52066","208.97129","190.00005","4118.38512","4114.13235","4118.43138","93.04837","209.88092","6",""
"org.apache.tools.ant.taskdefs.Unpack","0","1","1","0","0","0","0","0","10","7","24","2","5","162","0.89561790320752","4","4092.50205","293.00002","303.99013","202.87188","186.00003","4086.23543","4082.11024","4086.41946","86.37708","206.54539","6",""
"org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory","0","1","1","0","0","0","0","0","4","13","23","1","12","195","0.95114843246931","2","4059.73226","295","307.56138","199.92248","180.00001","4052.99901","4049.06532","4053.50244","89.98889","209.88092","6",""
"org.apache.tools.ant.taskdefs.email.Mailer","0","1","1","0","0","0","0","0","15","6","29","2","4","190","0.89188127779365","3","4064.6466","294.00002","303.66429","201.85391","187.00003","4058.31061","4054.11852","4058.44995","82.07923","204.63626","6",""
"org.apache.tools.ant.taskdefs.email.EmailTask","0","1","1","0","0","0","0","0","23","14","73","1","13","668","0.19078960857079","2","3588.14729","295.00111","302.73586","191.48107","179.00183","3580.4772","3576.06767","3581.09718","71.47027","202.74368","6",""
"org.apache.tools.ant.taskdefs.Chmod","0","1","1","0","0","0","0","0","17","15","57","0","15","298","0.12432994939768","25","3955.36345","272.00141","281.8865","192.76929","178.00215","3950.01266","3946.05068","3950.6683","76.65507","205.76686","6",""
"org.apache.tools.ant.XmlLogger","0","2","0","1","0","1","0","0","15","12","69","0","12","614","0.72047478443151","1","3642.04832","296.00013","305.60105","196.30843","181.00022","3634.50973","3630.07286","3635.07414","79.40403","206.49455","8",""
"org.apache.tools.ant.taskdefs.Ear","0","1","0","1","0","0","0","0","7","9","32","0","9","150","0.52702482966111","4","4104.47134","293.00038","304.80322","202.26715","184.00061","4098.13275","4094.08256","4098.49973","87.93179","209.57099","5",""
"org.apache.tools.ant.taskdefs.MatchingTask","0","1","0","1","0","0","0","0","36","35","84","11","24","302","0.013634869026045","32","3950.89724","265.00184","270.64737","167.29913","158.00308","3945.16514","3942.01535","3946.15319","56.08921","189.17188","5",""
"org.apache.tools.ant.types.ZipScanner","0","1","0","1","0","0","0","0","6","3","11","2","1","68","0.76737554459944","24","4184.91398","273.0001","285.92656","208.14658","190.00014","4180.32008","4176.13841","4180.32008","91.5478","208.14658","5",""
"org.apache.tools.ant.util.SourceFileScanner","0","1","0","1","0","0","0","0","3","11","24","7","4","264","0.98302566014408","8","3990.47879","289","302.10098","202.15835","182","3984.15913","3980.12073","3984.2973","93.30059","204.86337","5",""
"org.apache.tools.zip.ZipOutputStream","0","1","0","1","0","0","0","0","17","7","81","4","3","1178","0.28065149921054","3","3080.06364","294.00088","303.16992","200.17992","186.00139","3071.6367","3066.16699","3071.75845","80.62258","202.0396","5",""
"org.apache.tools.ant.UnknownElement","0","3","0","0","1","1","1","0","13","12","43","3","10","424","0.21993713157922","27","3829.53","270.00113","281.04092","197.09135","181.00168","3824.28568","3820.08181","3824.67267","81.90849","204.46271","9",""
"org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter","0","2","0","0","1","1","0","0","16","15","56","4","12","375","0.00010502092124097","5","3880.00322","292.00171","301.47803","193.15538","178.00281","3873.09243","3869.06836","3873.5649","78.44743","202.408","7",""
"org.apache.tools.ant.Diagnostics","0","2","0","0","1","1","0","0","12","3","47","1","3","466","0.64974683182813","2","3789.49984","295.00021","305.39483","205.76929","190.00032","3782.77464","3778.13552","3782.825","85.23497","206.69301","7",""
"org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter","0","2","0","0","1","1","0","0","19","23","92","8","15","899","2.1844038677165E-11","10","3357.28968","287.00174","295.89356","184.61853","170.00294","3349.31709","3345.05979","3350.05687","74.72617","197.58542","7",""
"org.apache.tools.ant.taskdefs.Exit","0","2","0","0","1","0","1","0","8","4","17","0","4","112","0.88721834090154","4","4142.37528","293.00002","304.52914","206.4219","189.00003","4136.32022","4132.11629","4136.45839","88.60023","209.17218","6",""
"org.apache.tools.ant.Target","0","2","0","0","1","1","0","0","22","19","49","16","5","382","0.79033742491469","13","3872.42818","284.00008","292.26187","187.18173","174.00013","3865.91774","3862.11652","3866.00828","75.23962","189.04232","7",""
"org.apache.tools.ant.taskdefs.compilers.Jikes","0","1","0","0","1","0","0","0","2","9","26","1","8","248","0.020244247131529","0","4007.02196","297.00162","310.04838","204.39423","184.00261","4000.23399","3996.09122","4000.56209","93.00538","210.71782","4",""
"org.apache.tools.ant.filters.BaseFilterReader","0","1","0","0","1","0","0","0","10","16","21","14","2","149","0.82520333141587","13","4104.83629","284.00005","295.32524","194.65354","177.00009","4098.82349","4095.13296","4098.86679","87.46428","195.56329","4",""
"org.apache.tools.ant.taskdefs.UpToDate","0","1","0","0","1","0","0","0","11","14","37","1","13","317","0.41317835674485","4","3937.91544","293.00059","303.7252","196.06377","179.00096","3931.07746","3927.06162","3931.64215","82.96987","207.07728","4",""
"org.apache.tools.ant.util.LoaderUtils","0","1","0","0","1","0","0","0","6","3","14","2","1","131","0.96486046124817","2","4123.56569","295","307.00163","208.14658","190","4117.38619","4113.14053","4117.38619","91.5478","208.14658","4",""
"org.apache.tools.ant.taskdefs.SignJar","0","3","0","0","0","3","0","0","18","10","56","0","10","460","0.66492728540521","4","3795.32673","293.00019","301.95695","197.02284","183.00031","3788.42249","3784.08258","3788.8679","77.16217","205.40935","9",""
"org.apache.tools.ant.taskdefs.Javadoc","0","3","0","0","0","3","0","0","81","35","213","7","35","2199","0.00010558670356793","4","2065.88335","293.00171","293.1706","158.31614","158.00316","2051.09459","2045","2053.35092","10","185.27007","9",""
"org.apache.tools.ant.RuntimeConfigurable","0","3","0","0","0","2","1","0","11","12","32","9","4","190","0.91278474524193","7","4064.35924","290.00001","300.83218","197.89138","181.00002","4058.03857","4054.11852","4058.12826","85.79627","199.72231","8",""
"org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser","0","2","0","0","0","2","0","0","11","4","34","3","1","312","0.97259144672685","3","3942.97603","294","304.69001","205.23401","189","3936.53972","3932.147","3936.53972","86.92526","205.23401","6",""
"org.apache.tools.ant.taskdefs.rmic.WLRmic","0","2","0","0","0","2","0","0","5","11","24","1","10","133","0.073631707216619","0","4121.71445","297.00144","309.20058","201.2958","182.00236","4115.02673","4111.07601","4115.43461","89.56004","209.46837","6",""
"org.apache.tools.ant.taskdefs.XSLTProcess","0","2","0","0","0","2","0","0","26","18","89","1","18","881","0.010821551042902","7","3375.48056","290.00169","297.19522","186.68155","175.0028","3367.55015","3363.04297","3368.41951","67.18631","201.75728","6",""
"org.apache.tools.ant.taskdefs.Expand","0","3","0","0","0","1","2","0","9","11","53","1","10","457","0.85592035338712","4","3798.31779","293.00004","304.25811","199.61964","182.00006","3791.37086","3787.08252","3791.81355","85.72631","207.85812","7",""
"org.apache.tools.ant.taskdefs.JDBCTask","0","2","0","0","0","1","1","0","26","9","54","1","8","539","0.10595273175121","2","3716.72571","295.00135","302.07615","195.14354","184.00217","3709.56615","3705.09838","3709.91995","70.38466","201.75728","5",""
"org.apache.tools.ant.taskdefs.ManifestTask","0","1","0","0","0","1","0","0","6","9","32","0","9","216","0.71143388010477","3","4038.71514","294.00014","306.04085","202.68448","184.00023","4032.20039","4028.08391","4032.57337","88.88757","209.97381","3",""
"org.apache.tools.ant.types.selectors.ExtendSelector","0","1","0","0","0","1","0","0","10","16","36","4","12","246","0.097176733797903","3","4008.79533","294.00139","304.95409","194.65354","177.0023","4001.91617","3998.06616","4002.41777","84.20214","204.70711","3",""
"org.apache.tools.ant.filters.ReplaceTokens","0","1","0","0","0","1","0","0","12","6","37","1","5","308","0.84322235112199","1","3947.11439","296.00004","306.3609","203.00246","187.00007","3940.4397","3936.11433","3940.63155","84.50444","206.69301","3",""
"org.apache.tools.ant.Task","0","1","0","0","0","1","0","0","23","117","37","114","7","255","0.41947563394552","186","3990.54407","111.00152","130.17296","101.98039","76.00222","3989.72393","3989.09827","3989.76252","73.53911","103.47947","3",""
"org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter","0","1","0","0","0","1","0","0","4","3","23","1","2","174","0.98484848484848","1","4080.74944","296","308.52066","208.97129","190","4074.43248","4070.13378","4074.47923","93.04837","209.88092","3",""
"org.apache.tools.ant.taskdefs.ConditionTask","0","1","0","0","0","1","0","0","4","5","16","0","5","95","0.90800868694155","0","4159.61657","297.00001","309.48021","207.15453","188.00002","4153.25716","4149.10846","4153.44014","92.02717","210.79137","3",""
"org.apache.tools.ant.TaskAdapter","0","1","0","0","0","1","0","0","6","7","24","4","4","231","0.8541730447634","6","4023.537","291.00004","303.16002","204.50183","186.00006","4017.30818","4013.11973","4017.40127","90.47652","206.32256","3",""
"org.apache.tools.ant.input.DefaultInputHandler","0","1","0","0","0","1","0","0","4","6","21","2","4","91","0.94923017537058","3","4163.39345","294","306.60235","206.24742","187.00001","4157.20796","4153.1157","4157.34398","92.358","208.97129","3",""
"org.apache.tools.ant.taskdefs.Definer","0","1","0","0","0","1","0","0","15","10","47","2","8","452","0.07878633579571","4","3803.30291","293.00145","302.69622","198.15398","183.00232","3796.41318","3792.09612","3796.75704","80.65358","204.63626","3",""
"org.apache.tools.ant.taskdefs.condition.FilesMatch","0","1","0","0","0","1","0","0","4","4","13","1","3","60","0.97446675928472","0","4194.52798","297","309.48021","208.06249","189","4188.26659","4184.12237","4188.35732","92.69844","209.88092","3",""
"org.apache.tools.ant.filters.util.ChainReaderHelper","0","1","0","0","0","1","0","0","9","14","38","3","12","310","0.91545132538396","3","3944.97047","294.00001","305.22123","196.88829","179.00002","3938.07021","3934.06723","3938.53742","85.16455","206.02184","3",""
"org.apache.tools.ant.types.ZipFileSet","0","1","0","0","0","1","0","0","11","13","30","4","9","168","0.036873158046482","17","4085.60595","280.00166","291.2044","196.97716","180.00258","4079.97255","4076.08292","4080.33332","84.11896","204.31348","3",""
"org.apache.tools.ant.taskdefs.compilers.JavacExternal","0","1","0","0","0","1","0","0","2","6","14","1","5","44","0.012665889213739","0","4210.48798","297.00164","310.04838","207.09901","187.00261","4204.16092","4200.10714","4204.34073","93.92018","210.71782","3",""
"org.apache.tools.ant.Location","0","1","0","0","0","0","1","0","5","69","10","69","0","69","0.96252165247516","5","4185.1988","292","304.40105","150.90394","124.00001","4176.84103","4175.1467","4176.81146","92.84934","150.08331","2",""
"org.apache.tools.ant.taskdefs.StreamPumper","0","1","0","0","0","0","1","0","4","1","10","1","0","93","0.94782493943526","4","4161.32791","293","305.64358","210.79137","192.00001","4155.438","4151.14755","4155.39192","93.77633","209.88092","2",""
"org.apache.tools.ant.helper.ProjectHelperImpl","0","1","0","0","0","0","1","0","9","12","50","8","6","288","0.94978135626762","4","3966.83564","293","304.25811","198.70833","181.00001","3960.13851","3956.10629","3960.27676","86.97701","201.44478","2",""
"org.apache.tools.ant.BuildListener","0","0","0","0","0","0","0","0","7","9","7","8","1","7","1","1","4247.32681","296","307.68815","202.26715","184","4240.9934","4237.13642","4240.9934","90.62009","202.26715","0",""
"org.apache.tools.ant.taskdefs.ExecuteStreamHandler","0","0","0","0","0","0","0","0","5","11","5","11","0","5","1","2","4249.2524","295","307.28","201.2958","182","4242.90525","4239.14449","4242.86248","92.84934","200.39212","0",""
"org.apache.tools.tar.TarOutputStream","0","0","0","0","0","0","0","0","15","3","37","1","2","437","0.46673068725477","2","3818.4125","295.00048","304.63257","204.63626","190.00075","3811.73832","3807.14302","3811.78829","82.8553","205.56507","0",""
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","0","0","0","0","0","0","0","0","4","5","11","2","3","62","0.94309049662954","5","4192.18177","292.00001","304.68508","207.15453","188.00001","4186.2236","4182.12243","4186.31389","92.69844","208.97129","0",""
"org.apache.tools.ant.types.selectors.SelectorUtils","0","0","0","0","0","0","0","0","11","3","26","3","0","725","0.34781489925058","4","3531.17686","293.00073","303.7252","206.15528","190.00112","3524.12557","3519.17405","3524.07179","87.32125","205.23401","0",""
"org.apache.tools.ant.filters.HeadFilter","0","0","0","0","0","0","0","0","7","5","18","1","4","113","0.92674637124887","1","4141.59112","296.00001","307.68815","205.9126","188.00001","4135.27569","4131.11631","4135.41316","89.5377","208.65522","0",""
"org.apache.tools.ant.taskdefs.compilers.Jvc","0","0","0","0","0","0","0","0","2","9","20","1","8","132","0.033682960646186","0","4122.71185","297.00157","310.04838","204.39423","184.00254","4116.11467","4112.08864","4116.43353","93.00538","210.71782","0",""
"org.apache.tools.ant.types.Parameter","0","0","0","0","0","0","0","0","7","20","8","20","0","43","0.95539768957327","0","4211.48549","297","308.65029","192.31485","173.00001","4204.56062","4201.1458","4204.51959","91","191.41578","0",""
"org.apache.tools.ant.types.DataType","0","0","0","0","0","0","0","0","10","22","24","18","4","146","0.88180884990269","20","4107.35109","277.00003","288.60007","189.21416","171.00004","4101.56616","4098.11725","4101.69233","86.72946","191.92967","0",""
"org.apache.tools.ant.filters.util.JavaClassHelper","0","0","0","0","0","0","0","0","3","5","19","0","5","89","0.95454545454545","0","4165.60128","297","309.76281","207.57649","188.00001","4159.25101","4155.1083","4159.43374","92.97311","211.20606","0",""
"org.apache.tools.ant.taskdefs.compilers.Gcj","0","0","0","0","0","0","0","0","3","9","26","1","8","147","0.0016537563571721","1","4107.67878","296.00168","308.80415","203.96078","184.00271","4101.12972","4097.08897","4101.44974","92.0489","210.29741","0",""
"org.apache.tools.ant.filters.TabsToSpaces","0","0","0","0","0","0","0","0","7","5","18","1","4","126","0.92674637124887","1","4128.62447","296.00001","307.68815","205.9126","188.00001","4122.28917","4118.11668","4122.42708","89.5377","208.65522","0",""
"org.apache.tools.ant.types.FilterChain","0","0","0","0","0","0","0","0","16","22","29","4","18","135","0.85893410364665","1","4119.64768","296.00003","305.35389","186.7244","171.00006","4112.55663","4109.03517","4113.29855","76.90254","202.408","0",""
"org.apache.tools.ant.types.selectors.NoneSelector","0","0","0","0","0","0","0","0","3","6","14","5","2","52","0.48845715286652","5","4202.15754","292.00045","304.97213","206.67124","187.0007","4196.16885","4192.12989","4196.16885","93.98404","206.67124","0",""
"org.apache.tools.mail.ErrorInQuitException","0","0","0","0","0","0","0","0","1","1","3","1","0","6","0.99242424242424","1","4248.32438","296","309.38003","212.04716","192","4242.34699","4238.14452","4242.30185","96.56604","211.14213","0",""
"org.apache.tools.ant.taskdefs.condition.IsFalse","0","0","0","0","0","0","0","0","3","4","7","1","3","33","0.98866505968779","0","4221.46065","297","309.76281","208.48261","189","4215.23926","4211.12158","4215.32941","93.6376","210.29741","0",""
"org.apache.tools.ant.filters.LineContainsRegExp","0","0","0","0","0","0","0","0","8","9","29","1","8","179","0.90385395828233","1","4075.76263","296.00002","307.41666","201.85391","184.00003","4069.1622","4065.08967","4069.48473","87.28115","208.25465","0",""
"org.apache.tools.ant.taskdefs.rmic.RmicAdapter","0","0","0","0","0","0","0","0","4","6","4","3","4","4","1","1","4250.31952","296","308.52066","206.24742","187","4244.1217","4240.11332","4244.21029","92.358","208.06249","0",""
"org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream","0","0","0","0","0","0","0","0","2","4","4","1","3","16","0.97259144672685","2","4238.27901","295","308.13309","208.90668","189","4232.22223","4228.1211","4232.31202","94.57801","210.71782","0",""
"org.apache.tools.bzip2.BZip2Constants","0","0","0","0","0","0","0","0","1","2","1","2","0","2064","1","0","2200.1384","297","310.33691","211.14213","191","2188.35121","2180.28095","2188.26415","96.56604","210.23796","0",""
"org.apache.tools.ant.taskdefs.Touch","0","0","0","0","0","0","0","0","8","10","37","0","10","315","0.87828463694705","4","3939.9099","293.00003","304.52914","200.94278","183.00004","3933.25946","3929.07954","3933.68847","86.68333","209.17218","0",""
"org.apache.tools.ant.taskdefs.WaitFor","0","0","0","0","0","0","0","0","7","6","17","0","6","138","0.93386168832994","0","4116.72746","297.00001","308.65029","205","187.00001","4110.25607","4106.10241","4110.48659","88.86507","209.57099","0",""
"org.apache.tools.ant.taskdefs.TempFile","0","0","0","0","0","0","0","0","6","5","14","0","5","75","0.89980265962558","3","4179.35366","294.00002","306.04085","206.32256","188.00003","4173.23675","4169.10794","4173.41886","90.13878","209.97381","0",""
"org.apache.tools.ant.taskdefs.cvslib.CvsUser","0","0","0","0","0","0","0","0","6","2","11","1","1","54","0.96270471986034","0","4200.51294","297","308.92394","209.0598","191","4194.35108","4190.13795","4194.35108","91.5478","209.0598","0",""
"org.apache.tools.ant.taskdefs.compilers.Sj","0","0","0","0","0","0","0","0","2","6","9","1","5","33","0.023657223904719","0","4221.46065","297.0016","310.04838","207.09901","187.00255","4215.15006","4211.10686","4215.32941","93.92018","210.71782","0",""
"org.apache.tools.ant.types.selectors.SelectSelector","0","0","0","0","0","0","0","0","9","10","24","4","7","104","0.098298961640522","8","4150.07482","289.00141","300.40806","200.53179","183.00222","4144.04259","4140.09468","4144.2664","86.64872","205.10485","0",""
"org.apache.tools.ant.BuildException","0","0","0","0","0","0","0","0","14","193","26","192","1","153","0.85860823859605","297","4091","0.14139","77","77","0.14139","4091","4091.14128","4091","84.17244","77","0",""
"org.apache.tools.ant.taskdefs.cvslib.RCSFile","0","0","0","0","0","0","0","0","5","2","7","2","0","39","0.94804932980918","2","4215.3351","295","307.28","209.46837","191.00001","4209.33558","4205.14566","4209.29032","92.84934","208.55695","0",""
"org.apache.tools.ant.NoBannerLogger","0","0","0","0","0","0","0","0","4","4","16","0","4","59","0.90379046543363","1","4195.4548","296.00002","308.52066","208.06249","189.00002","4189.26557","4185.11481","4189.40199","92.358","210.79137","0",""
"org.apache.tools.ant.util.FileNameMapper","0","0","0","0","0","0","0","0","3","19","3","19","0","3","1","4","4251.10927","293","305.92973","194.98718","174","4244.56794","4241.14442","4244.52706","94.7048","194.09534","0",""
"org.apache.tools.ant.filters.StripLineComments","0","0","0","0","0","0","0","0","8","6","26","1","5","164","0.90385395828233","1","4090.72316","296.00002","307.41666","204.59228","187.00002","4084.28317","4080.11029","4084.46826","88.25531","208.25465","0",""
"org.apache.tools.ant.taskdefs.XSLTLogger","0","0","0","0","0","0","0","0","1","2","1","2","0","1","1","1","4253.31224","296","309.38003","211.14213","191","4247.29679","4243.14435","4247.25194","96.56604","210.23796","0",""
"org.apache.tools.tar.TarConstants","0","0","0","0","0","0","0","0","0","1","0","1","0","24","1","0","4230.43839","297","310.6284","212.47353","192","4224.36551","4220.14514","4224.32018","97.49872","211.57032","0",""
"org.apache.tools.mail.MailMessage","0","0","0","0","0","0","0","0","29","5","66","2","3","567","0.09302786200917","3","3688.73488","294.0014","300.4663","197.95959","188.00219","3681.80296","3677.13924","3681.90562","69.77105","199.85995","0",""
"org.apache.tools.ant.BuildEvent","0","0","0","0","0","0","0","0","11","12","15","9","4","97","0.91278474524193","12","4156.78169","285.00001","296.0152","197.89138","181.00002","4150.94808","4147.11587","4151.03577","85.79627","199.72231","0",""
"org.apache.tools.ant.input.InputRequest","0","0","0","0","0","0","0","0","5","5","7","5","0","32","0.95534201696155","4","4222.1787","293","305.36044","206.73655","188.00001","4216.19354","4212.14542","4216.14907","92.84934","205.8276","0",""
"org.apache.tools.ant.taskdefs.rmic.KaffeRmic","0","0","0","0","0","0","0","0","3","7","19","1","6","93","0.074760178539107","0","4161.61147","297.00144","309.76281","205.76686","186.0023","4155.1651","4151.1013","4155.39192","92.65528","210.29741","0",""
"org.apache.tools.ant.types.Environment","0","0","0","0","0","0","0","0","3","7","9","5","2","47","0.96252165247516","6","4207.07618","291","304.0148","205.76686","186","4201.11949","4197.12973","4201.16389","93.98404","206.67124","0",""
"org.apache.tools.ant.taskdefs.LogOutputStream","0","0","0","0","0","0","0","0","7","9","15","8","1","92","0.87766019972323","13","4161.70158","284.00003","296.16212","202.26715","184.00004","4156.07507","4152.13921","4156.07507","90.62009","202.26715","0",""
"org.apache.tools.ant.taskdefs.cvslib.CVSEntry","0","0","0","0","0","0","0","0","9","4","18","3","1","88","0.89890228976101","3","4166.38596","294.00002","305.22123","206.02184","189.00003","4160.2953","4156.13907","4160.2953","88.76936","206.02184","0",""
"org.apache.tools.ant.taskdefs.TaskOutputStream","0","0","0","0","0","0","0","0","3","1","10","0","1","67","0.98407924322827","1","4187.47478","296","308.80415","211.20606","192","4181.41041","4177.13837","4181.41041","94.33981","211.20606","0",""
"org.apache.tools.tar.TarUtils","0","0","0","0","0","0","0","0","8","1","14","1","0","274","0.78713040716084","2","3980.94524","295.00008","306.45391","209.17218","192.00012","3974.64011","3970.15428","3974.59193","90.07774","208.25465","0",""
"org.apache.tools.ant.ProjectComponent","0","0","0","0","0","0","0","0","5","98","7","98","1","33","0.94205716537389","112","4215.0618","185.00001","204.01225","128.14445","95.00002","4212.07146","4211.13726","4212.04903","92.47702","127.40487","0",""
"org.apache.tools.zip.UnixStat","0","0","0","0","0","0","0","0","0","1","0","1","0","7","1","0","4247.39661","297","310.6284","212.47353","192","4241.34802","4237.14456","4241.30287","97.49872","211.57032","0",""
"org.apache.tools.tar.TarBuffer","0","0","0","0","0","0","0","0","21","2","35","2","0","617","0.79063504880218","3","3638.89612","294.00007","302.21846","203.4232","191.00011","3632.02561","3627.16887","3631.97316","78.26238","202.48457","0",""
"org.apache.tools.ant.filters.ChainableReader","0","0","0","0","0","0","0","0","1","13","1","13","0","1","1","0","4253.38195","297","310.33691","201.24612","180","4246.81634","4243.14435","4246.77407","96.56604","200.35219","0",""
"org.apache.tools.ant.util.MergingMapper","0","0","0","0","0","0","0","0","4","4","5","3","1","24","0.97744446879261","2","4230.29845","295","307.56138","208.06249","189","4224.23023","4220.13696","4224.23023","93.40771","208.06249","0",""
"org.apache.tools.ant.util.Watchdog","0","0","0","0","0","0","0","0","7","3","22","3","1","111","0.94451327222155","3","4143.44362","294.00001","305.76462","207.74022","190.00001","4137.36498","4133.13985","4137.31918","90.62009","206.82601","0",""
"org.apache.tools.zip.ZipExtraField","0","0","0","0","0","0","0","0","6","5","6","4","1","6","1","2","4248.25482","295","307.00163","206.32256","188","4242.16784","4238.13638","4242.16784","91.5478","206.32256","0",""
"org.apache.tools.ant.DemuxOutputStream","0","0","0","0","0","0","0","0","8","4","25","1","3","163","0.82180269011243","2","4091.64832","295.00005","306.45391","206.4219","189.00008","4085.37416","4081.12546","4085.46717","88.95504","208.25465","0",""
"org.apache.tools.ant.taskdefs.XSLTLoggerAware","0","0","0","0","0","0","0","0","1","2","1","1","1","1","1","1","4253.31224","296","309.38003","211.14213","191","4247.29679","4243.13622","4247.29679","96.20811","211.14213","0",""
"org.apache.tools.ant.filters.ExpandProperties","0","0","0","0","0","0","0","0","4","4","13","1","3","87","0.90756001128176","1","4167.52504","296.00001","308.52066","208.06249","189.00002","4161.29427","4157.12316","4161.38559","92.69844","209.88092","0",""
"org.apache.tools.ant.taskdefs.Exec","0","0","0","0","0","0","0","0","10","6","42","1","6","369","0.80005969347285","5","3885.98623","292.00007","303.0264","203.78911","187.00011","3879.50951","3875.10851","3879.70437","86.03488","207.46566","0",""
"org.apache.tools.ant.util.KeepAliveOutputStream","0","0","0","0","0","0","0","0","2","0","3","0","0","7","0.98490587695133","0","4247.39661","297","310.04838","212.53235","193","4241.3934","4237.14456","4241.34802","95.63472","211.62467","0",""
"org.apache.tools.ant.taskdefs.GenerateKey","0","0","0","0","0","0","0","0","14","8","33","0","8","404","0.7350257961883","3","3851.23824","294.00012","303.91611","200.38463","185.00019","3844.4538","3840.09492","3844.797","81.59657","206.86469","0",""
"org.apache.tools.ant.filters.PrefixLines","0","0","0","0","0","0","0","0","7","5","22","1","4","150","0.90385395828233","1","4104.68659","296.00002","307.68815","205.9126","188.00002","4098.31429","4094.11737","4098.453","89.5377","208.65522","0",""
"org.apache.tools.ant.types.Parameterizable","0","0","0","0","0","0","0","0","1","5","1","4","1","1","1","1","4253.31224","296","309.38003","208.43224","188","4247.16294","4243.13622","4247.16294","96.20811","208.43224","0",""
"org.apache.tools.ant.input.InputHandler","0","0","0","0","0","0","0","0","1","8","1","6","2","1","1","1","4253.31224","296","309.38003","205.73041","185","4247.0312","4243.12833","4247.07488","95.85927","206.6301","0",""
"org.apache.tools.ant.taskdefs.condition.Condition","0","0","0","0","0","0","0","0","1","18","1","17","1","1","1","2","4253.24276","295","308.42341","196.78669","175","4246.60735","4243.13622","4246.60735","96.20811","196.78669","0",""
"org.apache.tools.ant.taskdefs.compilers.Kjc","0","0","0","0","0","0","0","0","4","10","26","1","9","195","0.0019868340717757","1","4059.80504","296.00168","308.52066","202.62774","183.00272","4053.13336","4049.08348","4053.50244","90.80198","209.88092","0",""
"org.apache.tools.ant.util.TaskLogger","0","0","0","0","0","0","0","0","6","1","8","0","1","43","0.83638023567939","0","4211.48549","297.00005","308.92394","209.97381","192.00007","4205.38524","4201.13758","4205.38524","91.5478","209.97381","0",""
"org.apache.tools.ant.input.PropertyFileInputHandler","0","0","0","0","0","0","0","0","3","3","19","0","3","104","0.95038946972051","1","4150.56815","296","308.80415","209.38959","190.00001","4144.35761","4140.12367","4144.44978","93.6376","211.20606","0",""
"org.apache.tools.ant.types.selectors.MajoritySelector","0","0","0","0","0","0","0","0","4","5","15","4","2","83","0.48475671989026","4","4171.30315","293.00045","305.64358","207.15453","188.00071","4165.24489","4161.13086","4165.24489","93.04837","207.15453","0",""
"org.apache.tools.ant.filters.StringInputStream","0","0","0","0","0","0","0","0","6","1","15","1","0","45","0.94810457743912","1","4209.42003","296","307.96266","209.97381","192.00001","4203.38732","4199.14587","4203.34177","91.92388","209.0598","0",""
"org.apache.tools.ant.taskdefs.JikesOutputParser","0","0","0","0","0","0","0","0","12","3","22","1","2","156","0.87051731632605","1","4098.70223","296.00003","306.3609","205.76929","190.00004","4092.41298","4088.13319","4092.45953","85.61542","206.69301","0",""
"org.apache.tools.ant.filters.TailFilter","0","0","0","0","0","0","0","0","7","5","19","1","4","285","0.92674637124887","1","3970.05","296.00001","307.68815","205.9126","188.00001","3963.46124","3959.12137","3963.60467","89.5377","208.65522","0",""
"org.apache.tools.ant.types.selectors.SelectorContainer","0","0","0","0","0","0","0","0","19","19","19","3","16","19","1","0","4235.42607","297","305.60268","188.30826","174","4228.58144","4225.04272","4229.22522","74.46476","202.24985","0",""
"org.apache.tools.ant.taskdefs.KeySubst","0","0","0","0","0","0","0","0","8","2","39","0","2","282","0.83758728031705","4","3972.81928","293.00005","304.52914","208.25465","191.00007","3966.60119","3962.13743","3966.64947","89.31965","209.17218","0",""
"org.apache.tools.ant.types.selectors.BaseExtendSelector","0","0","0","0","0","0","0","0","4","9","5","5","4","18","0.97744446879261","5","4236.07601","292","304.68508","203.53132","184","4230.00378","4226.1137","4230.13534","92.358","206.24742","0",""
"org.apache.tools.ant.util.TimeoutObserver","0","0","0","0","0","0","0","0","1","3","1","3","1","1","1","0","4253.38195","297","310.33691","210.23796","190","4247.25194","4243.13622","4247.20732","96.20811","209.33466","0",""
"org.apache.tools.ant.filters.StripLineBreaks","0","0","0","0","0","0","0","0","7","5","17","1","4","107","0.92674637124887","1","4147.5758","296.00001","307.68815","205.9126","188.00001","4141.26949","4137.11615","4141.40677","89.5377","208.65522","0",""
"org.apache.tools.ant.taskdefs.condition.Socket","0","0","0","0","0","0","0","0","4","4","12","1","3","70","0.95460376485929","0","4184.55314","297","309.48021","208.06249","189.00001","4178.2768","4174.12266","4178.36774","92.69844","209.88092","0",""
