Class Name,HasT,#Bugs,#BugsBinary,#Blocker,#Critical,#Major,#Normal,#Minor,#Trivial,WMC,CBO,RFC,Ca,Ce,LOC,Qi,FANIN,"d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)",Risk1,TLOC,"d(RFC,d(LOC, Ce))","d(LOC,d(RFC, Ca))"
org.apache.tools.ant.taskdefs.ExecTask,0,2,1,1,0,0,1,0,0,27,19,80,4,15,607,0.401066274,11,3648.227652,286.0006271,293.0733697,185.3968716,174.0010308,3641.159843,3637.05499,3641.855708,67.05221846,198.5950654,9,,620.8092863,3442.057964
org.apache.tools.ant.taskdefs.Recorder,0,2,1,1,0,0,1,0,0,9,9,34,0,9,214,0.865965148,4,4040.637202,293.0000307,304.2581141,201.4447815,184.0000488,4034.198309,4030.08387,4034.571105,86.02325267,208.7773934,9,,278.7473219,3784.151144
org.apache.tools.ant.taskdefs.RecorderEntry,0,2,1,1,0,0,1,0,0,16,6,36,1,5,363,0.647423596,2,3892.195524,295.0002107,304.3846251,201.4795275,187.0003324,3885.502541,3881.115948,3885.697106,80.77747211,205.1974659,9,,403.4529444,3659.479171
org.apache.tools.ant.DefaultLogger,0,2,1,1,0,1,0,0,0,16,13,38,6,7,334,0.845336308,6,3920.813819,291.0000411,300.5095672,195,180.0000664,3914.14103,3910.100254,3914.421541,80.05623024,200.551739,10,,376.9178476,3685.997647
org.apache.tools.ant.taskdefs.email.EmailAddress,0,1,1,1,0,0,0,0,0,7,3,11,3,0,53,0.940921967,3,4201.299442,294.0000059,305.7646153,207.7402224,190.0000092,4195.304637,4191.146144,4195.259468,91,206.8260138,6,,208.8350917,3854.132977
org.apache.tools.ant.taskdefs.Patch,0,1,1,1,0,0,0,0,0,10,11,36,0,11,236,0.645488677,3,4018.768468,294.0002137,304.9540949,199.2109435,182.0003453,4012.130108,4008.071856,4012.596167,84.48076704,208.3866598,6,,294.7238865,3768.161689
org.apache.tools.ant.taskdefs.Cvs,0,1,1,1,0,0,0,0,0,1,2,2,1,1,4,0.992424242,0,4250.389276,297.0000001,310.3369137,211.1421322,191.0000002,4244.299824,4240.136319,4244.299824,96.20810777,211.1421322,6,,211.0369903,3851.922213
org.apache.tools.ant.taskdefs.PathConvert,0,1,1,1,0,0,0,0,0,16,13,48,1,13,480,0.29941714,4,3775.386735,293.0008376,302.4466895,195,180.0013634,3768.301474,3764.064293,3768.842926,78.16009212,205.1974659,6,,507.0079274,3555.869275
org.apache.tools.ant.taskdefs.email.PlainMailer,0,1,1,1,0,0,0,0,0,3,6,38,1,5,198,0.989400898,0,4056.886121,297.0000002,309.7628125,206.6712365,187.0000003,4050.319123,4046.111219,4050.505771,92.97311439,210.2974084,6,,264.0608824,3798.866721
org.apache.tools.ant.taskdefs.email.Message,0,1,1,1,0,0,0,0,0,9,5,20,3,2,141,0.909114063,4,4113.448432,293.0000141,304.2581141,205.1048512,188.000022,4107.304834,4103.132706,4107.350728,88.39117603,206.0218435,6,,238.959972,3823.991566
org.apache.tools.ant.taskdefs.ManifestException,0,1,1,1,0,0,0,0,0,1,5,2,5,0,5,0.992424242,2,4249.252405,295.0000001,308.4234103,208.4322432,188.0000002,4243.16686,4239.144489,4243.122671,96.56603958,207.5307206,6,,211.0623109,3851.90585
org.apache.tools.tar.TarEntry,0,1,1,1,0,0,0,0,0,32,6,69,4,2,771,0.151901813,4,3485.337573,293.0012274,298.8812473,196.0867155,187.0019232,3478.030765,3473.156777,3478.084674,67.60177512,197.040605,6,,783.5126472,3279.462535
org.apache.tools.ant.taskdefs.BuildNumber,0,1,1,1,0,0,0,0,0,6,5,34,0,5,237,0.914912445,4,4017.698097,293.0000124,305.0803173,206.322563,188.0000193,4011.407858,4007.112302,4011.597313,90.13878189,209.9738079,6,,296.7253554,3766.203275
org.apache.tools.ant.taskdefs.SendEmail,0,1,1,1,0,0,0,0,0,2,1,5,0,1,10,0.992424242,0,4244.403963,297.0000001,310.0483833,211.6246677,192.0000001,4238.351094,4234.136512,4238.351094,95.27329112,211.6246677,6,,208.2354601,3854.723634
org.apache.tools.ant.taskdefs.ExecuteOn,0,1,1,1,0,0,0,0,0,16,19,56,2,17,757,0.357519448,3,3499.372087,294.000702,303.4155566,189.4755921,174.0011861,3491.338569,3487.046458,3492.172533,77.12976079,204.2669822,6,,772.2069339,3290.651442
org.apache.tools.ant.filters.StripJavaComments,0,1,1,1,0,0,0,0,0,4,3,7,1,2,130,0.867106069,1,4124.634772,296.0000298,308.5206638,208.9712899,190.0000465,4118.38512,4114.132351,4118.431376,93.04837452,209.8809186,6,,243.493568,3819.458139
org.apache.tools.ant.taskdefs.Unpack,0,1,1,1,0,0,0,0,0,10,7,24,2,5,162,0.895617903,4,4092.502046,293.0000186,303.9901314,202.8718808,186.0000293,4086.235431,4082.110239,4086.41946,86.37708029,206.5453945,6,,248.8180584,3814.109071
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,0,1,1,1,0,0,0,0,0,4,13,23,1,12,195,0.951148432,2,4059.732257,295.000004,307.561376,199.922485,180.0000066,4052.999013,4049.065324,4053.502436,89.9888882,209.8809186,6,,272.0789913,3790.799929
org.apache.tools.ant.taskdefs.email.Mailer,0,1,1,1,0,0,0,0,0,15,6,29,2,4,190,0.891881278,3,4064.646602,294.0000199,303.6642883,201.8539076,187.0000313,4058.310609,4054.118523,4058.44995,82.07923002,204.6362627,6,,264.3490372,3798.586604
org.apache.tools.ant.taskdefs.email.EmailTask,0,1,1,1,0,0,0,0,0,23,14,73,1,13,668,0.190789609,2,3588.147294,295.0011099,302.7358585,191.4810696,179.0018291,3580.477203,3576.067673,3581.097178,71.47027354,202.7436805,6,,681.6847762,3381.195942
org.apache.tools.ant.taskdefs.Chmod,0,1,1,1,0,0,0,0,0,17,15,57,0,15,298,0.124329949,25,3955.363447,272.0014096,281.886502,192.7692922,178.0021539,3950.012658,3946.050684,3950.668298,76.65507159,205.7668584,6,,335.9931925,3726.869617
org.apache.tools.ant.XmlLogger,0,2,1,0,1,0,1,0,0,15,12,69,0,12,614,0.720474784,1,3642.048325,296.000132,305.6010471,196.3084308,181.0002158,3634.509733,3630.072864,3635.07414,79.40403012,206.494552,8,,629.8585409,3433.027651
org.apache.tools.ant.taskdefs.Ear,0,1,1,0,1,0,0,0,0,7,9,32,0,9,150,0.52702483,4,4104.471342,293.0003817,304.8032152,202.2671501,184.0006079,4098.132746,4094.082559,4098.499726,87.93179175,209.5709904,5,,234.9179101,3827.979533
org.apache.tools.ant.taskdefs.MatchingTask,0,1,1,0,1,0,0,0,0,36,35,84,11,24,302,0.013634869,32,3950.89724,265.0018357,270.6473721,167.2991333,158.0030788,3945.165142,3942.015348,3946.15319,56.08921465,189.1718795,5,,328.4875142,3734.337832
org.apache.tools.ant.types.ZipScanner,0,1,1,0,1,0,0,0,0,6,3,11,2,1,68,0.767375545,24,4184.913978,273.0000991,285.926564,208.146583,190.0001424,4180.320083,4176.138408,4180.320083,91.54780172,208.146583,5,,213.1164013,3849.842883
org.apache.tools.ant.util.SourceFileScanner,0,1,1,0,1,0,0,0,0,3,11,24,7,4,264,0.98302566,8,3990.478793,289.0000005,302.1009765,202.1583538,182.0000008,3984.159133,3980.120727,3984.297303,93.30058949,204.8633691,5,,324.6421404,3738.295541
org.apache.tools.zip.ZipOutputStream,0,1,1,0,1,0,0,0,0,17,7,81,4,3,1178,0.280651499,3,3080.063636,294.00088,303.1699194,200.1799191,186.001391,3071.636697,3066.166988,3071.758454,80.62257748,202.0396001,5,,1183.874383,2879.1126
org.apache.tools.ant.UnknownElement,0,3,1,0,0,1,1,1,0,13,12,43,3,10,424,0.219937132,27,3829.529997,270.0011268,281.0409223,197.0913494,181.0016809,3824.285685,3820.081805,3824.672666,81.90848552,204.4627105,9,,456.4192694,3606.476526
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,0,2,1,0,0,1,1,0,0,16,15,56,4,12,375,0.000105021,5,3880.003222,292.001712,301.4780257,193.1553779,178.0028084,3873.092434,3869.068363,3873.564896,78.44743463,202.4080038,7,,406.2494647,3656.632015
org.apache.tools.ant.Diagnostics,0,2,1,0,0,1,1,0,0,12,3,47,1,3,466,0.649746832,2,3789.499835,295.0002079,305.3948264,205.7692883,190.0003228,3782.774643,3778.135519,3782.825003,85.23496935,206.6930091,7,,494.1429933,3568.80962
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,0,2,1,0,0,1,1,0,0,19,23,92,8,15,899,2.18E-11,10,3357.289681,287.0017422,295.8935619,184.6185256,170.0029412,3349.317095,3345.05979,3350.056865,74.72616677,197.5854246,7,,906.3076661,3156.56484
org.apache.tools.ant.taskdefs.Exit,0,2,1,0,0,1,0,1,0,8,4,17,0,4,112,0.887218341,4,4142.375285,293.0000217,304.5291447,206.4218981,189.0000337,4136.320225,4132.116286,4136.458389,88.60022573,209.1721779,6,,225.6403627,3837.294003
org.apache.tools.ant.Target,0,2,1,0,0,1,1,0,0,22,19,49,16,5,382,0.790337425,13,3872.428179,284.0000774,292.2618689,187.1817299,174.0001263,3865.917744,3862.116518,3866.008277,75.23961722,189.0423233,7,,415.9392369,3646.9933
org.apache.tools.ant.taskdefs.compilers.Jikes,0,1,1,0,0,1,0,0,0,2,9,26,1,8,248,0.020244247,0,4007.021962,297.001616,310.0483833,204.3942269,184.0026085,4000.233993,3996.091215,4000.562086,93.00537619,210.7178208,4,,310.3526474,3752.553633
org.apache.tools.ant.filters.BaseFilterReader,0,1,1,0,0,1,0,0,0,10,16,21,14,2,149,0.825203331,13,4104.836294,284.0000538,295.3252444,194.6535384,177.0000863,4098.82349,4095.132965,4098.866795,87.46427842,195.563289,4,,243.2686194,3819.683079
org.apache.tools.ant.taskdefs.UpToDate,0,1,1,0,0,1,0,0,0,11,14,37,1,13,317,0.413178357,4,3937.915438,293.0005876,303.7252047,196.0637651,179.0009619,3931.07746,3927.061624,3931.642151,82.96987405,207.0772803,4,,362.2390397,3700.6355
org.apache.tools.ant.util.LoaderUtils,0,1,1,0,0,1,0,0,0,6,3,14,2,1,131,0.964860461,2,4123.56569,295.0000021,307.0016287,208.146583,190.0000032,4117.386185,4113.140528,4117.386185,91.54780172,208.146583,4,,238.1734294,3824.786838
org.apache.tools.ant.taskdefs.SignJar,0,3,1,0,0,0,3,0,0,18,10,56,0,10,460,0.664927285,4,3795.326732,293.0001916,301.9569506,197.0228413,183.0003068,3788.422495,3784.082584,3788.867905,77.1621669,205.4093474,9,,485.4706662,3577.425833
org.apache.tools.ant.taskdefs.Javadoc,0,3,1,0,0,0,3,0,0,81,35,213,7,35,2199,0.000105587,4,2065.883346,293.0017061,293.1705988,158.3161394,158.0031639,2051.094586,2045,2053.35092,10,185.2700731,9,,2194.900014,1867.909131
org.apache.tools.ant.RuntimeConfigurable,0,3,1,0,0,0,2,1,0,11,12,32,9,4,190,0.912784745,7,4064.359236,290.0000131,300.8321791,197.8913844,181.000021,4058.038566,4054.118523,4058.128263,85.79627032,199.7223072,8,,262.5026287,3800.432951
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,0,2,1,0,0,0,2,0,0,11,4,34,3,1,312,0.972591447,3,3942.976033,294.0000013,304.6900064,205.2340128,189.000002,3936.539724,3932.146996,3936.539724,86.92525525,205.2340128,6,,359.4508012,3703.514415
org.apache.tools.ant.taskdefs.rmic.WLRmic,0,2,1,0,0,0,2,0,0,5,11,24,1,10,133,0.073631707,0,4121.714449,297.0014447,309.2005821,201.2958022,182.0023576,4115.026731,4111.076015,4115.434606,89.56003573,209.4683747,6,,231.0003829,3831.890315
org.apache.tools.ant.taskdefs.XSLTProcess,0,2,1,0,0,0,2,0,0,26,18,89,1,18,881,0.010821551,7,3375.480558,290.001687,297.195222,186.681547,175.0027956,3367.550148,3363.042967,3368.419511,67.18630813,201.7572799,6,,888.5264958,3174.328171
org.apache.tools.ant.taskdefs.Expand,0,3,1,0,0,0,1,2,0,9,11,53,1,10,457,0.855920353,4,3798.317786,293.0000354,304.2581141,199.6196383,182.000057,3791.37086,3787.082518,3791.81355,85.72630868,207.8581247,7,,483.6683631,3579.228092
org.apache.tools.ant.taskdefs.JDBCTask,0,2,1,0,0,0,1,1,0,26,9,54,1,8,539,0.105952732,2,3716.72571,295.0013548,302.0761493,195.1435369,184.0021721,3709.566147,3705.098379,3709.919945,70.38465742,201.7572799,5,,561.3209899,3501.592252
org.apache.tools.ant.taskdefs.ManifestTask,0,1,1,0,0,0,1,0,0,6,9,32,0,9,216,0.71143388,3,4038.715142,294.0001416,306.0408469,202.6844839,184.0002263,4032.200392,4028.083912,4032.573372,88.88756943,209.9738079,3,,281.5631561,3781.335376
org.apache.tools.ant.types.selectors.ExtendSelector,0,1,1,0,0,0,1,0,0,10,16,36,4,12,246,0.097176734,3,4008.79533,294.0013862,304.9540949,194.6535384,177.0023025,4001.916166,3998.066158,4002.417769,84.20213774,204.7071078,3,,302.9239921,3759.9555
org.apache.tools.ant.filters.ReplaceTokens,0,1,1,0,0,0,1,0,0,12,6,37,1,5,308,0.843222351,1,3947.114389,296.0000415,306.3608983,203.002463,187.0000657,3940.439696,3936.114328,3940.631548,84.50443775,206.6930091,3,,354.4089256,3708.521564
org.apache.tools.ant.Task,0,1,1,0,0,0,1,0,0,23,117,37,114,7,255,0.419475634,186,3990.544073,111.001518,130.1729619,101.9803903,76.00221713,3989.723925,3989.098269,3989.762524,73.53910524,103.4794666,3,,312.7175372,3750.196137
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,0,1,1,0,0,0,1,0,0,4,3,23,1,2,174,0.984848485,1,4080.749441,296.0000004,308.5206638,208.9712899,190.0000006,4074.432476,4070.133782,4074.479231,93.04837452,209.8809186,3,,257.4812712,3805.47096
org.apache.tools.ant.taskdefs.ConditionTask,0,1,1,0,0,0,1,0,0,4,5,16,0,5,95,0.908008687,0,4159.616569,297.0000142,309.4802094,207.1545317,188.0000225,4153.257156,4149.108458,4153.44014,92.0271699,210.791366,3,,218.6277352,3844.298468
org.apache.tools.ant.TaskAdapter,0,1,1,0,0,0,1,0,0,6,7,24,4,4,231,0.854173045,6,4023.537001,291.0000365,303.1600237,204.5018337,186.0000572,4017.308178,4013.119734,4017.401274,90.47651629,206.322563,3,,298.3497367,3764.587047
org.apache.tools.ant.input.DefaultInputHandler,0,1,1,0,0,0,1,0,0,4,6,21,2,4,91,0.949230175,3,4163.393448,294.0000044,306.6023483,206.2474242,187.0000069,4157.207957,4153.115698,4157.343984,92.35799911,208.9712899,3,,212.4336923,3850.500244
org.apache.tools.ant.taskdefs.Definer,0,1,1,0,0,0,1,0,0,15,10,47,2,8,452,0.078786336,4,3803.302907,293.0014482,302.6962174,198.1539805,183.0023187,3796.413176,3792.096122,3796.757037,80.65358021,204.6362627,3,,481.0433858,3581.867523
org.apache.tools.ant.taskdefs.condition.FilesMatch,0,1,1,0,0,0,1,0,0,4,4,13,1,3,60,0.974466759,0,4194.527983,297.0000011,309.4802094,208.0624906,189.0000017,4188.266587,4184.122369,4188.357315,92.6984358,209.8809186,3,,208.7755867,3854.166404
org.apache.tools.ant.filters.util.ChainReaderHelper,0,1,1,0,0,0,1,0,0,9,14,38,3,12,310,0.915451325,3,3944.970469,294.0000122,305.2212312,196.8882932,179.00002,3938.070213,3934.067234,3938.537419,85.16454661,206.0218435,3,,355.7351003,3707.145394
org.apache.tools.ant.types.ZipFileSet,0,1,1,0,0,0,1,0,0,11,13,30,4,9,168,0.036873158,17,4085.605953,280.0016564,291.2043956,196.977156,180.0025767,4079.972549,4076.082924,4080.33332,84.11896338,204.3134846,3,,248.3653061,3814.532448
org.apache.tools.ant.taskdefs.compilers.JavacExternal,0,1,1,0,0,0,1,0,0,2,6,14,1,5,44,0.012665889,0,4210.487976,297.0016411,310.0483833,207.0990101,187.0026065,4204.160915,4200.107141,4204.340733,93.92017888,210.7178208,3,,203.7869126,3859.13884
org.apache.tools.ant.Location,0,1,1,0,0,0,0,1,0,5,69,10,69,0,69,0.962521652,5,4185.198801,292.0000024,304.4010512,150.903943,124.0000057,4176.841031,4175.146704,4176.811463,92.84934033,150.0833102,2,,215.2036199,3847.764712
org.apache.tools.ant.taskdefs.StreamPumper,0,1,1,0,0,0,0,1,0,4,1,10,1,0,93,0.947824939,4,4161.327913,293.0000046,305.6435833,210.791366,192.0000071,4155.438003,4151.147552,4155.391919,93.77632964,209.8809186,2,,223.2303669,3839.738297
org.apache.tools.ant.helper.ProjectHelperImpl,0,1,1,0,0,0,0,1,0,9,12,50,8,6,288,0.949781356,4,3966.835641,293.0000043,304.2581141,198.708329,181.000007,3960.138508,3956.106293,3960.276758,86.97700846,201.4447815,2,,330.9050108,3732.01681
org.apache.tools.ant.BuildListener,0,0,0,0,0,0,0,0,0,7,9,7,8,1,7,1,1,4247.326806,296,307.6881538,202.2671501,184,4240.993398,4237.136415,4240.993398,90.62008607,202.2671501,0,,206.1278046,3856.831207
org.apache.tools.ant.taskdefs.ExecuteStreamHandler,0,0,0,0,0,0,0,0,0,5,11,5,11,0,5,1,2,4249.252405,295,307.2800026,201.2958022,182,4242.905255,4239.144489,4242.862477,92.84934033,200.3921156,0,,208.0697851,3854.898252
org.apache.tools.tar.TarOutputStream,0,0,0,0,0,0,0,0,0,15,3,37,1,2,437,0.466730687,2,3818.412497,295.000482,304.6325656,204.6362627,190.0007484,3811.738317,3807.143023,3811.788294,82.85529555,205.5650749,0,,470.6119804,3592.34874
org.apache.tools.ant.util.regexp.RegexpMatcherFactory,0,0,0,0,0,0,0,0,0,4,5,11,2,3,62,0.943090497,5,4192.181771,292.0000055,304.6850833,207.1545317,188.0000086,4186.223597,4182.122428,4186.313892,92.6984358,208.9712899,0,,211.2822691,3851.659808
org.apache.tools.ant.types.selectors.SelectorUtils,0,0,0,0,0,0,0,0,0,11,3,26,3,0,725,0.347814899,4,3531.176858,293.0007258,303.7252047,206.1552813,190.0011193,3524.125565,3519.174051,3524.071793,87.32124598,205.2340128,0,,747.9334389,3315.060474
org.apache.tools.ant.filters.HeadFilter,0,0,0,0,0,0,0,0,0,7,5,18,1,4,113,0.926746371,1,4141.591119,296.0000091,307.6881538,205.9126028,188.0000143,4135.275686,4131.116314,4135.41316,89.53770156,208.655218,0,,225.2939489,3837.640405
org.apache.tools.ant.taskdefs.compilers.Jvc,0,0,0,0,0,0,0,0,0,2,9,20,1,8,132,0.033682961,0,4122.71185,297.001572,310.0483833,204.3942269,184.0025374,4116.114673,4112.088642,4116.433529,93.00537619,210.7178208,0,,233.7195505,3829.184786
org.apache.tools.ant.types.Parameter,0,0,0,0,0,0,0,0,0,7,20,8,20,0,43,0.95539769,0,4211.485486,297.0000033,308.6502875,192.314846,173.0000057,4204.560619,4201.145796,4204.519592,91,191.4157778,0,,209.6125719,3853.355529
org.apache.tools.ant.types.DataType,0,0,0,0,0,0,0,0,0,10,22,24,18,4,146,0.88180885,20,4107.351093,277.0000252,288.6000693,189.2141644,171.0000408,4101.566164,4098.117251,4101.692334,86.72946443,191.9296746,0,,239.1661,3823.768708
org.apache.tools.ant.filters.util.JavaClassHelper,0,0,0,0,0,0,0,0,0,3,5,19,0,5,89,0.954545455,0,4165.601277,297.0000035,309.7628125,207.5764919,188.0000055,4159.251014,4155.108302,4159.433735,92.97311439,211.2060605,0,,213.364699,3849.561344
org.apache.tools.ant.taskdefs.compilers.Gcj,0,0,0,0,0,0,0,0,0,3,9,26,1,8,147,0.001653756,1,4107.678785,296.0016836,308.804145,203.9607805,184.0027084,4101.129722,4097.088967,4101.449744,92.04890005,210.2974084,0,,237.7384898,3825.165946
org.apache.tools.ant.filters.TabsToSpaces,0,0,0,0,0,0,0,0,0,7,5,18,1,4,126,0.926746371,1,4128.624468,296.0000091,307.6881538,205.9126028,188.0000143,4122.28917,4118.116681,4122.427076,89.53770156,208.655218,0,,232.0703411,3830.864235
org.apache.tools.ant.types.FilterChain,0,0,0,0,0,0,0,0,0,16,22,29,4,18,135,0.858934104,1,4119.647679,296.0000336,305.353893,186.7243958,171.0000582,4112.556626,4109.035167,4113.298555,76.90253572,202.4080038,0,,228.1844533,3834.662374
org.apache.tools.ant.types.selectors.NoneSelector,0,0,0,0,0,0,0,0,0,3,6,14,5,2,52,0.488457153,5,4202.157541,292.0004481,304.9721299,206.6712365,187.0006997,4196.168848,4192.129888,4196.168848,93.9840412,206.6712365,0,,205.7025613,3857.247749
org.apache.tools.mail.ErrorInQuitException,0,0,0,0,0,0,0,0,0,1,1,3,1,0,6,0.992424242,1,4248.324376,296.0000001,309.3800252,212.0471646,192.0000001,4242.346992,4238.144523,4242.301852,96.56603958,211.1421322,0,,210.0842488,3852.883871
org.apache.tools.ant.taskdefs.condition.IsFalse,0,0,0,0,0,0,0,0,0,3,4,7,1,3,33,0.98866506,0,4221.460648,297.0000002,309.7628125,208.4826132,189.0000003,4215.239258,4211.121585,4215.329406,93.63759929,210.2974084,0,,208.6140624,3854.327923
org.apache.tools.ant.filters.LineContainsRegExp,0,0,0,0,0,0,0,0,0,8,9,29,1,8,179,0.903853958,1,4075.762628,296.0000156,307.4166554,201.8539076,184.0000251,4069.162199,4065.089667,4069.484734,87.2811549,208.2546518,0,,256.5411358,3806.363771
org.apache.tools.ant.taskdefs.rmic.RmicAdapter,0,0,0,0,0,0,0,0,0,4,6,4,3,4,4,1,1,4250.319517,296,308.5206638,206.2474242,187,4244.121699,4240.113324,4244.210292,92.35799911,208.0624906,0,,209.0390557,3853.89477
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,0,0,0,0,0,0,0,0,0,2,4,4,1,3,16,0.972591447,2,4238.279014,295.0000013,308.1330881,208.9066777,189.000002,4232.22223,4228.121096,4232.312016,94.57801013,210.7178208,0,,209.6068919,3853.335127
org.apache.tools.bzip2.BZip2Constants,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2064,1,0,2200.138405,297,310.3369137,211.1421322,191,2188.351206,2180.280945,2188.264152,96.56603958,210.2379604,0,,2070.866858,1992.249752
org.apache.tools.ant.taskdefs.Touch,0,0,0,0,0,0,0,0,0,8,10,37,0,10,315,0.878284637,4,3939.909897,293.0000253,304.5291447,200.9427779,183.0000405,3933.259463,3929.079536,3933.688473,86.68333173,209.1721779,0,,360.4518584,3702.441691
org.apache.tools.ant.taskdefs.WaitFor,0,0,0,0,0,0,0,0,0,7,6,17,0,6,138,0.933861688,0,4116.727462,297.0000074,308.6502875,205,187.0000117,4110.256075,4106.10241,4110.486589,88.86506625,209.5709904,0,,239.5725668,3823.346562
org.apache.tools.ant.taskdefs.TempFile,0,0,0,0,0,0,0,0,0,6,5,14,0,5,75,0.89980266,3,4179.353658,294.0000171,306.0408469,206.322563,188.0000267,4173.236753,4169.107938,4173.418862,90.13878189,209.9738079,0,,212.6048894,3850.321131
org.apache.tools.ant.taskdefs.cvslib.CvsUser,0,0,0,0,0,0,0,0,0,6,2,11,1,1,54,0.96270472,0,4200.512945,297.0000023,308.9239389,209.0598001,191.0000036,4194.351082,4190.137945,4194.351082,91.54780172,209.0598001,0,,209.067439,3853.891687
org.apache.tools.ant.taskdefs.compilers.Sj,0,0,0,0,0,0,0,0,0,2,6,9,1,5,33,0.023657224,0,4221.460648,297.0016048,310.0483833,207.0990101,187.0025488,4215.150057,4211.106862,4215.329406,93.92017888,210.7178208,0,,206.6393647,3856.286475
org.apache.tools.ant.types.selectors.SelectSelector,0,0,0,0,0,0,0,0,0,9,10,24,4,7,104,0.098298962,8,4150.074819,289.0014067,300.4080558,200.531793,183.0022215,4144.042591,4140.094685,4144.266401,86.64871609,205.1048512,0,,215.7169052,3847.194134
org.apache.tools.ant.BuildException,0,0,0,0,0,0,0,0,0,14,193,26,192,1,153,0.858608239,297,4091,0.141391761,77,77,0.141391761,4091,4091.141283,4091,84.17244205,77,0,,244.3294012,3818.63111
org.apache.tools.ant.taskdefs.cvslib.RCSFile,0,0,0,0,0,0,0,0,0,5,2,7,2,0,39,0.94804933,2,4215.335099,295.0000046,307.2800026,209.4683747,191.0000071,4209.335577,4205.145657,4209.29032,92.84934033,208.5569467,0,,209.6519245,3853.316178
org.apache.tools.ant.NoBannerLogger,0,0,0,0,0,0,0,0,0,4,4,16,0,4,59,0.903790465,1,4195.454803,296.0000156,308.5206638,208.0624906,189.0000245,4189.265568,4185.114813,4189.401986,92.35799911,210.791366,0,,205.6020397,3857.331675
org.apache.tools.ant.util.FileNameMapper,0,0,0,0,0,0,0,0,0,3,19,3,19,0,3,1,4,4251.109267,293,305.9297305,194.9871791,174,4244.56794,4241.144421,4244.527064,94.70480452,194.0953374,0,,210.0330146,3852.935103
org.apache.tools.ant.filters.StripLineComments,0,0,0,0,0,0,0,0,0,8,6,26,1,5,164,0.903853958,1,4090.723163,296.0000156,307.4166554,204.5922775,187.0000247,4084.283168,4080.110293,4084.468264,88.25531145,208.2546518,0,,248.5835132,3814.343609
org.apache.tools.ant.taskdefs.XSLTLogger,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,1,4253.312239,296,309.3800252,211.1421322,191,4247.296787,4243.144353,4247.251935,96.56603958,210.2379604,0,,212.0023538,3850.965845
org.apache.tools.tar.TarConstants,0,0,0,0,0,0,0,0,0,0,1,0,1,0,24,1,0,4230.438393,297,310.6283954,212.4735278,192,4224.365514,4220.14514,4224.320182,97.49871794,211.5703193,0,,214.3401057,3848.62819
org.apache.tools.mail.MailMessage,0,0,0,0,0,0,0,0,0,29,5,66,2,3,567,0.093027862,3,3688.734878,294.001399,300.4663043,197.9595918,188.0021877,3681.802955,3677.139241,3681.905621,69.77105417,199.859951,0,,585.1119671,3477.844399
org.apache.tools.ant.BuildEvent,0,0,0,0,0,0,0,0,0,11,12,15,9,4,97,0.912784745,12,4156.781688,285.0000133,296.0152023,197.8913844,181.000021,4150.948084,4147.115865,4151.035774,85.79627032,199.7223072,0,,220.578302,3842.355899
org.apache.tools.ant.input.InputRequest,0,0,0,0,0,0,0,0,0,5,5,7,5,0,32,0.955342017,4,4222.178703,293.0000034,305.3604428,206.7365473,188.0000053,4216.193544,4212.145415,4216.149072,92.84934033,205.8275978,0,,208.4862814,3854.481773
org.apache.tools.ant.taskdefs.rmic.KaffeRmic,0,0,0,0,0,0,0,0,0,3,7,19,1,6,93,0.074760179,0,4161.611467,297.0014412,309.7628125,205.7668584,186.0023012,4155.165099,4151.1013,4155.391919,92.65527508,210.2974084,0,,215.0785827,3847.839846
org.apache.tools.ant.types.Environment,0,0,0,0,0,0,0,0,0,3,7,9,5,2,47,0.962521652,6,4207.076182,291.0000024,304.0148023,205.7668584,186.0000038,4201.119494,4197.129734,4201.163886,93.9840412,206.6712365,0,,209.3637745,3853.58667
org.apache.tools.ant.taskdefs.LogOutputStream,0,0,0,0,0,0,0,0,0,7,9,15,8,1,92,0.8776602,13,4161.701575,284.0000264,296.1621178,202.2671501,184.0000407,4156.075072,4152.139208,4156.075072,90.62008607,202.2671501,0,,218.4041888,3844.555302
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,0,0,0,0,0,0,0,0,0,9,4,18,3,1,88,0.89890229,3,4166.385964,294.0000174,305.2212312,206.0218435,189.000027,4160.295302,4156.139074,4160.295302,88.76936408,206.0218435,0,,213.9186603,3849.040655
org.apache.tools.ant.taskdefs.TaskOutputStream,0,0,0,0,0,0,0,0,0,3,1,10,0,1,67,0.984079243,1,4187.474776,296.0000004,308.804145,211.2060605,192.0000007,4181.410408,4177.138375,4181.410408,94.33981132,211.2060605,0,,213.7209769,3849.238331
