@relation 'Ant15-Arrondi5-weka.filters.unsupervised.attribute.Remove-R1-4,6-17,29'

@attribute #Critical numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute Risk1 numeric

@data
0,4102.76407,297.00144,309.76281,204.86337,185.00232,4096.17981,4092.0958,4096.45517,92.34717,210.29741,0
0,4250.38928,297,310.33691,212.04716,192,4244.34494,4240.13632,4244.34494,96.20811,212.04716,0
0,4183.41416,295.00001,307.56138,206.24742,187.00001,4177.18781,4173.10783,4177.36879,92.02717,209.88092,0
0,4184.41167,295.00001,307.56138,208.06249,189.00002,4178.2768,4174.11512,4178.41357,92.358,210.79137,0
0,4221.46065,297,310.04838,209.81182,190,4215.28421,4211.12158,4215.32941,94.57801,210.71782,0
0,4225.45075,297,309.76281,208.48261,189,4219.23524,4215.12147,4219.3253,93.6376,210.29741,0
0,4199.27863,279,291.95376,186.06719,165.00001,4193.24755,4190.12995,4193.28702,92.11406,186.95454,0
0,4222.24822,294,306.8876,209.38959,190,4216.2832,4212.13722,4216.2832,94.33981,209.38959,0
0,4159.47425,295.00003,307.00163,203.59273,185.00005,4153.12244,4149.09448,4153.39403,89.49302,209.0598,0
0,4188.54306,297.00161,310.04838,206.19651,186.00258,4182.13821,4178.10065,4182.36357,93.60556,210.71782,0
0,4221.90064,274.00001,288.092,204.39423,184.00002,4217.01613,4213.11405,4217.14809,94.24436,207.09901,0
0,4178.42662,295.00001,305.91829,206.54539,190.00001,4172.32837,4168.13064,4172.37402,87.46428,207.46566,0
0,4004.87965,295.00002,307.28,206.73655,188.00002,3998.42219,3994.11267,3998.61226,91.08238,210.38061,0
0,4224.38303,296,308.24017,210.38061,192,4218.37172,4214.14535,4218.32633,92.84934,209.46837,0
0,4202.22715,293.00045,305.92973,207.57649,188.0007,4196.21353,4192.12989,4196.21353,93.98404,207.57649,0
0,4252.31466,296,309.0906,210.71782,191,4246.2978,4242.13625,4246.2978,95.27329,210.71782,0
0,3714.73202,295.00063,304.38463,204.26698,190.00098,3707.87122,3703.14704,3707.9226,81.939,205.19747,0
0,4216.9834,290.00025,303.05775,206.67124,187.00039,4211.154,4207.1217,4211.19852,93.6376,207.57649,0
0,3981.01947,296,308.80415,211.20606,192,3974.64011,3970.14559,3974.64011,94.33981,211.20606,0
0,4148.57325,296,308.24017,210.38061,192.00001,4142.45193,4138.14802,4142.4057,92.84934,209.46837,0
0,4231.81143,288,300.85379,200.82331,181,4225.87802,4222.12127,4225.96415,92.69844,202.62774,0
0,294,294.00137,299.66648,195.78815,187.00216,187,31,189,65.76473,197.69927,0
0,4109.4586,293.00116,303.99013,201.0398,184.00185,4103.12771,4099.08246,4103.49424,85.07056,208.38666,0
0,4068.85402,297.00001,310.04838,208.0024,188.00002,4062.35252,4058.11089,4062.5396,93.92018,211.62467,0
0,4234.42853,297,309.48021,209.88092,191,4228.3161,4224.13683,4228.3161,93.40771,209.88092,0
0,4214.26767,294.00001,306.8876,207.57649,188.00002,4208.20152,4204.11429,4208.33661,93.30059,210.29741,0
0,4231.43593,297,310.04838,209.81182,190,4225.27407,4221.1213,4225.31916,94.57801,210.71782,0
0,3586.98676,293.00002,301.24575,197.8004,185.00003,3579.78351,3575.10196,3580.15209,75.02666,204.36242,0
0,4252.31466,296,309.0906,208.90668,189,4246.20831,4242.12836,4246.20831,94.92102,208.90668,0
0,4144.4411,294.00003,302.92738,189.6154,175.00004,4137.70238,4134.04366,4138.22728,75.43209,200.74362,0
0,4231.43593,297,310.04838,209.81182,190,4225.27407,4221.1213,4225.31916,94.57801,210.71782,0
0,3751.45958,293.00003,302.69622,192.62658,177.00004,3744.18603,3740.04826,3744.9251,78.33901,206.49455,0
0,4173.43911,295.00001,307.28,210.38061,192.00001,4167.42522,4163.14713,4167.37927,92.84934,209.46837,0
0,4156.48181,295.00002,306.72626,209.57099,192.00002,4150.44335,4146.14773,4150.39721,91,208.65522,0
0,3946.44967,287,297.41049,195.25624,179.00001,3940.06815,3936.13834,3940.1137,84.69357,196.17339,0
0,4146.57835,296.00001,308.24017,210.38061,192.00001,4140.45408,4136.14809,4140.40783,92.84934,209.46837,0
0,4086.73366,296,308.24017,208.55695,190.00001,4080.42596,4076.13358,4080.47264,92.11406,209.46837,0
0,4234.28872,295,308.13309,211.62467,192,4228.36138,4224.145,4228.3161,95.63472,210.71782,0
0,4253.31224,296,309.38003,199.45927,178,4246.73204,4243.13622,4246.73204,96.20811,199.45927,0
0,4254.37951,297,310.6284,209.76654,189,4248.20633,4244.1283,4248.25093,96.79876,210.66799,0
0,4250.31952,296,308.80415,211.20606,192,4244.34494,4240.14446,4244.29982,94.7048,210.29741,0
0,4250.31952,296,308.52066,207.15453,188,4244.16588,4240.13632,4244.16588,93.40771,207.15453,0
0,4202.15754,292.00045,304.97213,206.67124,187.0007,4196.16885,4192.12989,4196.16885,93.98404,206.67124,0
0,4166.45665,295,307.84574,205.76686,186,4160.16009,4156.10118,4160.38664,92.65528,210.29741,0
0,4208.21257,293.00004,305.64358,206.24742,187.00006,4202.1629,4198.10017,4202.38837,91.70605,210.79137,0
0,4110.67099,296,308.24017,207.64633,189,4104.35391,4100.11719,4104.49315,91.41663,210.38061,0
0,4238.41869,297,309.48021,208.06249,189,4232.22223,4228.13671,4232.22223,93.40771,208.06249,0
0,4103.76145,297.00159,309.76281,204.86337,185.00256,4097.17879,4093.09577,4097.45409,92.34717,210.29741,0
0,4074.76981,282.00046,290.08275,186.81542,174.00074,4068.72228,4065.03149,4069.25313,69.857,198.0404,0
0,4240.34385,296,305.85127,203.15757,188,4234.17572,4230.1448,4234.13143,84.58132,202.23254,0
0,4234.01193,291,304.0148,212.11553,193,4228.40691,4224.145,4228.36138,94.7048,211.20606,0
0,4145.65242,297,309.48021,208.06249,189.00001,4139.31709,4135.12382,4139.40889,92.69844,209.88092,0
0,3175.63852,294,305.76462,208.65522,191.00001,3167.76341,3162.1937,3167.70327,91,207.74022,0
0,4143.02221,288.00003,298.3756,199.84994,184.00004,4137.09379,4133.13174,4137.13838,84.69357,200.77101,0
