"Class Name","HasT","#Bugs","#Blocker","#Critical","#Major","#Normal","#Minor","#Trivial","WMC","CBO","RFC","Ca","Ce","LOC","Qi","FANIN","d(LOC,FANIN)","d(Qi,FANIN)","d(WMC,FANIN)","d( WMC,CBO)","d(Qi,CBO)","d(LOC, CBO)","d(LOC, Ce)","d(LOC, Ca)","d(WMC, Ce)","d(WMC, Ca)","Risk1","TLOC"
"org.apache.tools.ant.ProjectHelper","0","3","1","0","0","1","1","0","13","15","66","10","7","476","0.37633775669949","8","3779.0666837197","289.00067293104","299.34094273921","194.33990840792","178.00109256573","3772.2020094369","3768.1040325341","3772.3928745559","82.873397420403","198.01010075246","11",""
"org.apache.tools.ant.taskdefs.Pack","0","2","1","0","0","0","1","0","8","5","21","2","3","145","0.91637463709843","6","4109.3164881766","291.00001201581","302.60535355476","205.50669088864","188.00001859894","4103.3090305265","4099.1249066112","4103.4011502655","88.955044826024","207.33788848158","8",""
"org.apache.tools.ant.taskdefs.ExecTask","0","2","1","0","0","1","0","0","27","19","80","4","15","607","0.40106627445558","11","3648.227651888","286.00062713499","293.0733696534","185.39687160252","174.00103080616","3641.1598426875","3637.054989961","3641.8557082894","67.052218456961","198.5950653969","9",""
"org.apache.tools.ant.taskdefs.Recorder","0","2","1","0","0","1","0","0","9","9","34","0","9","214","0.86596514779154","4","4040.6372022244","293.00003065758","304.25811410709","201.44478151593","184.00004881886","4034.1983094538","4030.083870095","4034.5711048388","86.023252670426","208.77739341222","9",""
"org.apache.tools.ant.taskdefs.RecorderEntry","0","2","1","0","0","1","0","0","16","6","36","1","5","363","0.64742359638404","2","3892.1955243795","295.00021069504","304.38462510449","201.47952749597","187.00033237971","3885.5025414996","3881.1159477655","3885.6971060545","80.777472107018","205.19746587129","9",""
"org.apache.tools.ant.DefaultLogger","0","2","1","0","1","0","0","0","16","13","38","6","7","334","0.84533630776208","6","3920.8138185841","291.00004110113","300.50956723539","195","180.00006644681","3914.1410296513","3910.1002544692","3914.4215409176","80.056230238502","200.5517389603","10",""
"org.apache.tools.ant.taskdefs.email.EmailAddress","0","1","1","0","0","0","0","0","7","3","11","3","0","53","0.94092196700397","3","4201.2994418394","294.00000593574","305.76461534978","207.74022239326","190.00000918477","4195.3046373297","4191.1461439563","4195.2594675419","91","206.82601383772","6",""
"org.apache.tools.ant.taskdefs.Patch","0","1","1","0","0","0","0","0","10","11","36","0","11","236","0.6454886773727","3","4018.7684680758","294.00021373849","304.9540949061","199.2109434745","182.00034526967","4012.1301075613","4008.0718556433","4012.5961670719","84.480767041972","208.38665984175","6",""
"org.apache.tools.ant.taskdefs.Cvs","0","1","1","0","0","0","0","0","1","2","2","1","1","4","0.99242424242424","0","4250.3892762899","297.00000009662","310.3369136922","211.14213222377","191.00000015024","4244.2998244705","4240.1363185634","4244.2998244705","96.208107766446","211.14213222377","6",""
"org.apache.tools.ant.taskdefs.PathConvert","0","1","1","0","0","0","0","0","16","13","48","1","13","480","0.29941714000554","4","3775.3867351571","293.00083756936","302.44668951734","195","180.00136337357","3768.3014741392","3764.0642927559","3768.8429258859","78.160092118677","205.19746587129","6",""
"org.apache.tools.ant.taskdefs.email.PlainMailer","0","1","1","0","0","0","0","0","3","6","38","1","5","198","0.98940089818641","0","4056.8861211525","297.00000018913","309.76281248723","206.67123650862","187.00000030038","4050.3191232297","4046.1112194303","4050.5057708884","92.973114393356","210.29740844813","6",""
"org.apache.tools.ant.taskdefs.email.Message","0","1","1","0","0","0","0","0","9","5","20","3","2","141","0.90911406331427","4","4113.448431669","293.000014096","304.25811410709","205.10485123468","188.00002196876","4107.3048340731","4103.1327056287","4107.3507276589","88.39117603019","206.02184350209","6",""
"org.apache.tools.ant.taskdefs.ManifestException","0","1","1","0","0","0","0","0","1","5","2","5","0","5","0.99242424242424","2","4249.2524048355","295.00000009727","308.42341026582","208.43224318708","188.00000015264","4243.1668597876","4239.1444891629","4243.122670864","96.56603957914","207.53072061745","6",""
"org.apache.tools.tar.TarEntry","0","1","1","0","0","0","0","0","32","6","69","4","2","771","0.15190181341208","4","3485.3375733206","293.00122742155","298.88124732074","196.08671551128","187.00192317336","3478.0307646713","3473.1567773425","3478.0846740699","67.601775124622","197.04060495238","6",""
"org.apache.tools.ant.taskdefs.BuildNumber","0","1","1","0","0","0","0","0","6","5","34","0","5","237","0.91491244468823","4","4017.6980971696","293.00001235476","305.08031729366","206.322562993","188.00001925503","4011.4078575981","4007.1123018952","4011.597312792","90.1387818866","209.97380789041","6",""
"org.apache.tools.ant.taskdefs.SendEmail","0","1","1","0","0","0","0","0","2","1","5","0","1","10","0.99242424242424","0","4244.4039628669","297.00000009662","310.04838332106","211.6246677493","192.00000014946","4238.3510944706","4234.1365117341","4238.3510944706","95.273291115611","211.6246677493","6",""
"org.apache.tools.ant.taskdefs.ExecuteOn","0","1","1","0","0","0","0","0","16","19","56","2","17","757","0.35751944753072","3","3499.3720865321","294.00070200811","303.41555662161","189.47559209566","174.001186149","3491.3385685149","3487.0464579641","3492.1725329657","77.129760793095","204.26698215815","6",""
"org.apache.tools.ant.filters.StripJavaComments","0","1","1","0","0","0","0","0","4","3","7","1","2","130","0.86710606935454","1","4124.6347717101","296.00002983243","308.52066381363","208.97128989409","190.00004647578","4118.3851204082","4114.1323508123","4118.4313761431","93.048374515625","209.88091861815","6",""
"org.apache.tools.ant.taskdefs.Unpack","0","1","1","0","0","0","0","0","10","7","24","2","5","162","0.89561790320752","4","4092.5020464259","293.00001859321","303.99013141877","202.87188075236","186.0000292893","4086.2354312986","4082.1102385898","4086.4194596248","86.377080293328","206.54539452624","6",""
"org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory","0","1","1","0","0","0","0","0","4","13","23","1","12","195","0.95114843246931","2","4059.7322571815","295.00000404487","307.5613759886","199.92248497855","180.0000066291","4052.9990130766","4049.0653242446","4053.5024361655","89.988888202933","209.88091861815","6",""
"org.apache.tools.ant.taskdefs.email.Mailer","0","1","1","0","0","0","0","0","15","6","29","2","4","190","0.89188127779365","3","4064.6466021045","294.00001988037","303.66428831853","201.85390756683","187.00003125577","4058.3106091082","4054.1185231811","4058.4499504121","82.079230015882","204.63626267111","6",""
"org.apache.tools.ant.taskdefs.email.EmailTask","0","1","1","0","0","0","0","0","23","14","73","1","13","668","0.19078960857079","2","3588.1472935207","295.00110986479","302.73585846411","191.48106956041","179.00182910087","3580.477202832","3576.0676727378","3581.0971782402","71.470273540823","202.7436805427","6",""
"org.apache.tools.ant.taskdefs.Chmod","0","1","1","0","0","0","0","0","17","15","57","0","15","298","0.12432994939768","25","3955.36344727","272.00140955156","281.88650198262","192.76929216034","178.00215391404","3950.0126582076","3946.0506839117","3950.6682978959","76.655071586947","205.76685836159","6",""
"org.apache.tools.ant.XmlLogger","0","2","0","1","0","1","0","0","15","12","69","0","12","614","0.72047478443151","1","3642.0483247755","296.00013198366","305.60104711862","196.30843079196","181.00021584061","3634.5097331002","3630.0728642825","3635.0741395465","79.404030124421","206.49455198624","8",""
"org.apache.tools.ant.taskdefs.Ear","0","1","0","1","0","0","0","0","7","9","32","0","9","150","0.52702482966111","4","4104.471342329","293.00038174977","304.80321520614","202.26715007633","184.00060789441","4098.1327455318","4094.0825590112","4098.4997255093","87.931791747922","209.57099035888","5",""
"org.apache.tools.ant.taskdefs.MatchingTask","0","1","0","1","0","0","0","0","36","35","84","11","24","302","0.013634869026045","32","3950.8972398684","265.00183568453","270.64737205449","167.29913329124","158.00307881865","3945.1651422976","3942.0153475094","3946.1531901334","56.089214649521","189.17187951701","5",""
"org.apache.tools.ant.types.ZipScanner","0","1","0","1","0","0","0","0","6","3","11","2","1","68","0.76737554459944","24","4184.9139776105","273.00009911012","285.92656399852","208.14658296499","190.00014240557","4180.3200834386","4176.138407668","4180.3200834386","91.547801721287","208.14658296499","5",""
"org.apache.tools.ant.util.SourceFileScanner","0","1","0","1","0","0","0","0","3","11","24","7","4","264","0.98302566014408","8","3990.4787933279","289.00000049849","302.10097649627","202.15835377248","182.00000079156","3984.159133368","3980.1207268122","3984.297303164","93.300589494386","204.86336910243","5",""
"org.apache.tools.zip.ZipOutputStream","0","1","0","1","0","0","0","0","17","7","81","4","3","1178","0.28065149921054","3","3080.0636357062","294.00088003655","303.16991935217","200.17991907282","186.00139102239","3071.6366972674","3066.1669882771","3071.7584540455","80.622577482985","202.0396000788","5",""
"org.apache.tools.ant.UnknownElement","0","3","0","0","1","1","1","0","13","12","43","3","10","424","0.21993713157922","27","3829.5299972712","270.00112684594","281.04092228713","197.09134937891","181.00168092611","3824.2856849352","3820.0818054068","3824.6726657323","81.908485518901","204.46271053666","9",""
"org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter","0","2","0","0","1","1","0","0","16","15","56","4","12","375","0.00010502092124097","5","3880.0032216481","292.00171196411","301.47802573322","193.15537786973","178.00280837664","3873.092433702","3869.0683633144","3873.5648955452","78.447434629821","202.40800379432","7",""
"org.apache.tools.ant.Diagnostics","0","2","0","0","1","1","0","0","12","3","47","1","3","466","0.64974683182813","2","3789.4998350706","295.00020792752","305.39482641328","205.7692882818","190.00032283468","3782.7746430365","3778.1355190093","3782.8250025609","85.23496934944","206.69300907384","7",""
"org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter","0","2","0","0","1","1","0","0","19","23","92","8","15","899","2.1844038677165E-11","10","3357.2896806799","287.00174215499","295.89356194416","184.61852561431","170.00294115103","3349.3170945732","3345.0597901981","3350.056865189","74.726166769078","197.58542456366","7",""
"org.apache.tools.ant.taskdefs.Exit","0","2","0","0","1","0","1","0","8","4","17","0","4","112","0.88721834090154","4","4142.3752847853","293.00002170598","304.52914474644","206.42189806317","189.00003365","4136.3202245474","4132.1162858758","4136.4583885251","88.600225733347","209.17217788224","6",""
"org.apache.tools.ant.Target","0","2","0","0","1","1","0","0","22","19","49","16","5","382","0.79033742491469","13","3872.4281788046","284.00007739153","292.2618688779","187.18172987768","174.00012631718","3865.9177435636","3862.1165181802","3866.0082772803","75.239617223907","189.04232330354","7",""
"org.apache.tools.ant.taskdefs.compilers.Jikes","0","1","0","0","1","0","0","0","2","9","26","1","8","248","0.020244247131529","0","4007.0219615071","297.00161602479","310.04838332106","204.39422692434","184.0026084634","4000.2339931559","3996.0912151751","4000.5620855075","93.005376188691","210.71782079359","4",""
"org.apache.tools.ant.filters.BaseFilterReader","0","1","0","0","1","0","0","0","10","16","21","14","2","149","0.82520333141587","13","4104.8362939343","284.00005379203","295.325244434","194.6535383701","177.00008631036","4098.8234897346","4095.1329648743","4098.8667946153","87.46427842268","195.5632889885","4",""
"org.apache.tools.ant.taskdefs.UpToDate","0","1","0","0","1","0","0","0","11","14","37","1","13","317","0.41317835674485","4","3937.9154384014","293.00058764385","303.72520474929","196.06376513777","179.00096189585","3931.0774604426","3927.0616241663","3931.6421505524","82.969874050766","207.07728026029","4",""
"org.apache.tools.ant.util.LoaderUtils","0","1","0","0","1","0","0","0","6","3","14","2","1","131","0.96486046124817","2","4123.5656900309","295.00000209286","307.00162866018","208.14658296499","190.00000324944","4117.3861854337","4113.1405276261","4117.3861854337","91.547801721287","208.14658296499","4",""
"org.apache.tools.ant.taskdefs.SignJar","0","3","0","0","0","3","0","0","18","10","56","0","10","460","0.66492728540521","4","3795.326731653","293.00019159332","301.95695057408","197.02284131542","183.00030675855","3788.4224949179","3784.0825836654","3788.8679047969","77.162166895442","205.40934740172","9",""
"org.apache.tools.ant.taskdefs.Javadoc","0","3","0","0","0","3","0","0","81","35","213","7","35","2199","0.00010558670356793","4","2065.8833461742","293.00170611933","293.17059879872","158.31613941731","158.00316385705","2051.0945858248","2045","2053.3509198381","10","185.27007313649","9",""
"org.apache.tools.ant.RuntimeConfigurable","0","3","0","0","0","2","1","0","11","12","32","9","4","190","0.91278474524193","7","4064.3592360912","290.00001311466","300.83217912983","197.8913843501","181.00002101243","4058.0385656127","4054.1185231811","4058.1282631282","85.796270315207","199.7223072168","8",""
"org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser","0","2","0","0","0","2","0","0","11","4","34","3","1","312","0.97259144672685","3","3942.9760334042","294.0000012776","304.69000639995","205.23401277566","189.00000198738","3936.539724174","3932.146996235","3936.539724174","86.925255248403","205.23401277566","6",""
"org.apache.tools.ant.taskdefs.rmic.WLRmic","0","2","0","0","0","2","0","0","5","11","24","1","10","133","0.073631707216619","0","4121.7144491097","297.00144470728","309.20058214693","201.29580224138","182.00235756224","4115.0267313834","4111.0760148652","4115.4346064541","89.56003573023","209.46837470129","6",""
"org.apache.tools.ant.taskdefs.XSLTProcess","0","2","0","0","0","2","0","0","26","18","89","1","18","881","0.010821551042902","7","3375.4805583798","290.00168701924","297.19522203427","186.68154702594","175.00279561768","3367.5501481047","3363.042967314","3368.4195106904","67.186308128963","201.75727991822","6",""
"org.apache.tools.ant.taskdefs.Expand","0","3","0","0","0","1","2","0","9","11","53","1","10","457","0.85592035338712","4","3798.3177855466","293.00003542482","304.25811410709","199.61963831247","182.00005703006","3791.3708602562","3787.0825182454","3791.8135502685","85.726308680591","207.85812469086","7",""
"org.apache.tools.ant.taskdefs.JDBCTask","0","2","0","0","0","1","1","0","26","9","54","1","8","539","0.10595273175121","2","3716.725709546","295.00135477743","302.07614933986","195.14353691578","184.0021720538","3709.566147139","3705.0983792607","3709.9199452279","70.384657419071","201.75727991822","5",""
"org.apache.tools.ant.taskdefs.ManifestTask","0","1","0","0","0","1","0","0","6","9","32","0","9","216","0.71143388010477","3","4038.7151422204","294.0001416163","306.04084694694","202.68448386593","184.00022627814","4032.2003918456","4028.0839117377","4032.5733719301","88.887569434652","209.97380789041","3",""
"org.apache.tools.ant.types.selectors.ExtendSelector","0","1","0","0","0","1","0","0","10","16","36","4","12","246","0.097176733797903","3","4008.7953302707","294.00138620396","304.9540949061","194.6535383701","177.00230249872","4001.9161660385","3998.0661575317","4002.417769299","84.202137740084","204.70710783947","3",""
"org.apache.tools.ant.filters.ReplaceTokens","0","1","0","0","0","1","0","0","12","6","37","1","5","308","0.84322235112199","1","3947.1143890189","296.00004151897","306.36089828828","203.00246303924","187.00006571986","3940.4396962776","3936.1143276079","3940.6315483689","84.504437753292","206.69300907384","3",""
"org.apache.tools.ant.Task","0","1","0","0","0","1","0","0","23","117","37","114","7","255","0.41947563394552","186","3990.544073181","111.0015180461","130.17296186229","101.98039027186","76.002217129105","3989.7239252861","3989.0982690327","3989.7625242613","73.539105243401","103.47946656221","3",""
"org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter","0","1","0","0","0","1","0","0","4","3","23","1","2","174","0.98484848484848","1","4080.7494409728","296.00000038778","308.52066381363","208.97128989409","190.00000060413","4074.432475818","4070.1337815851","4074.4792305275","93.048374515625","209.88091861815","3",""
"org.apache.tools.ant.taskdefs.ConditionTask","0","1","0","0","0","1","0","0","4","5","16","0","5","95","0.90800868694155","0","4159.6165688679","297.00001424647","309.48020938341","207.15453169072","188.00002250639","4153.2571555347","4149.1084584522","4153.4401404137","92.027169901068","210.79136604709","3",""
"org.apache.tools.ant.TaskAdapter","0","1","0","0","0","1","0","0","6","7","24","4","4","231","0.8541730447634","6","4023.5370011968","291.00003653866","303.16002374983","204.50183373261","186.00005716532","4017.3081783702","4013.1197340722","4017.4012744559","90.47651629014","206.322562993","3",""
"org.apache.tools.ant.input.DefaultInputHandler","0","1","0","0","0","1","0","0","4","6","21","2","4","91","0.94923017537058","3","4163.3934476578","294.00000438363","306.6023483276","206.24742422634","187.00000689191","4157.2079572713","4153.1156978827","4157.3439838435","92.357999112151","208.97128989409","3",""
"org.apache.tools.ant.taskdefs.Definer","0","1","0","0","0","1","0","0","15","10","47","2","8","452","0.07878633579571","4","3803.3029066852","293.00144817836","302.69621735331","198.15398053029","183.00231865912","3796.4131756172","3792.0961221994","3796.7570372622","80.653580205717","204.63626267111","3",""
"org.apache.tools.ant.taskdefs.condition.FilesMatch","0","1","0","0","0","1","0","0","4","4","13","1","3","60","0.97446675928472","0","4194.5279829797","297.00000109755","309.48020938341","208.0624906128","189.00000172473","4188.2665865487","4184.1223691474","4188.3573152251","92.698435801258","209.88091861815","3",""
"org.apache.tools.ant.filters.util.ChainReaderHelper","0","1","0","0","0","1","0","0","9","14","38","3","12","310","0.91545132538396","3","3944.9704688375","294.00001215728","305.22123124055","196.88829320201","179.00001996782","3938.0702126803","3934.0672337925","3938.5374188904","85.164546614187","206.02184350209","3",""
"org.apache.tools.ant.types.ZipFileSet","0","1","0","0","0","1","0","0","11","13","30","4","9","168","0.036873158046482","17","4085.6059526097","280.00165644745","291.20439557122","196.97715603592","180.00257668521","4079.9725489273","4076.0829235922","4080.3333197179","84.118963379252","204.31348462595","3",""
"org.apache.tools.ant.taskdefs.compilers.JavacExternal","0","1","0","0","0","1","0","0","2","6","14","1","5","44","0.012665889213739","0","4210.4879764702","297.00164112113","310.04838332106","207.09901013766","187.00260647554","4204.1609150935","4200.1071414906","4204.3407330995","93.920178875469","210.71782079359","3",""
"org.apache.tools.ant.Location","0","1","0","0","0","0","1","0","5","69","10","69","0","69","0.96252165247516","5","4185.198800535","292.00000240518","304.40105124654","150.9039429571","124.00000566382","4176.8410312101","4175.1467040093","4176.8114633055","92.849340331528","150.08331019804","2",""
"org.apache.tools.ant.taskdefs.StreamPumper","0","1","0","0","0","0","1","0","4","1","10","1","0","93","0.94782493943526","4","4161.3279130585","293.00000464546","305.64358327961","210.79136604709","192.00000708916","4155.4380033878","4151.1475521836","4155.391918941","93.776329636001","209.88091861815","2",""
"org.apache.tools.ant.helper.ProjectHelperImpl","0","1","0","0","0","0","1","0","9","12","50","8","6","288","0.94978135626762","4","3966.8356406587","293.0000043036","304.25811410709","198.70832896484","181.00000696661","3960.1385076787","3956.1062928086","3960.2767580057","86.977008456258","201.44478151593","2",""
"org.apache.tools.ant.BuildListener","0","0","0","0","0","0","0","0","7","9","7","8","1","7","1","1","4247.3268063571","296","307.68815381811","202.26715007633","184","4240.9933977784","4237.1364150804","4240.9933977784","90.620086073674","202.26715007633","0",""
"org.apache.tools.ant.taskdefs.ExecuteStreamHandler","0","0","0","0","0","0","0","0","5","11","5","11","0","5","1","2","4249.2524048355","295","307.28000260349","201.29580224138","182","4242.9052546575","4239.1444891629","4242.8624771491","92.849340331528","200.39211561336","0",""
"org.apache.tools.tar.TarOutputStream","0","0","0","0","0","0","0","0","15","3","37","1","2","437","0.46673068725477","2","3818.4124973607","295.0004819931","304.63256556055","204.63626267111","190.00074835684","3811.738317356","3807.1430233181","3811.7882942262","82.855295545909","205.56507485466","0",""
"org.apache.tools.ant.util.regexp.RegexpMatcherFactory","0","0","0","0","0","0","0","0","4","5","11","2","3","62","0.94309049662954","5","4192.1817708682","292.0000055457","304.68508332375","207.15453169072","188.00000861354","4186.2235965127","4182.1224276676","4186.3138917191","92.698435801258","208.97128989409","0",""
"org.apache.tools.ant.types.selectors.SelectorUtils","0","0","0","0","0","0","0","0","11","3","26","3","0","725","0.34781489925058","4","3531.1768576496","293.0007258445","303.72520474929","206.15528128088","190.00111932672","3524.1255652999","3519.174050825","3524.0717926853","87.321245982865","205.23401277566","0",""
"org.apache.tools.ant.filters.HeadFilter","0","0","0","0","0","0","0","0","7","5","18","1","4","113","0.92674637124887","1","4141.5911193646","296.00000906435","307.68815381811","205.91260281974","188.00001427153","4135.275686094","4131.1163140246","4135.4131595283","89.537701556383","208.65521800329","0",""
"org.apache.tools.ant.taskdefs.compilers.Jvc","0","0","0","0","0","0","0","0","2","9","20","1","8","132","0.033682960646186","0","4122.7118502267","297.00157199688","310.04838332106","204.39422692434","184.00253739723","4116.1146728438","4112.0886420407","4116.4335291609","93.005376188691","210.71782079359","0",""
"org.apache.tools.ant.types.Parameter","0","0","0","0","0","0","0","0","7","20","8","20","0","43","0.95539768957327","0","4211.4854861438","297.0000033491","308.65028754239","192.31484602079","173.00000574961","4204.5606191373","4201.1457960894","4204.5195920581","91","191.41577782409","0",""
"org.apache.tools.ant.types.DataType","0","0","0","0","0","0","0","0","10","22","24","18","4","146","0.88180884990269","20","4107.3510928578","277.00002521507","288.60006930006","189.21416437466","171.00004084546","4101.5661642841","4098.1172506408","4101.6923336594","86.729464428186","191.92967462068","0",""
"org.apache.tools.ant.filters.util.JavaClassHelper","0","0","0","0","0","0","0","0","3","5","19","0","5","89","0.95454545454545","0","4165.6012771267","297.00000347831","309.76281248723","207.57649192527","188.00000549499","4159.2510143053","4155.1083018376","4159.4337354981","92.973114393356","211.20606051911","0",""
"org.apache.tools.ant.taskdefs.compilers.Gcj","0","0","0","0","0","0","0","0","3","9","26","1","8","147","0.0016537563571721","1","4107.67878491","296.00168360201","308.8041450499","203.96078054371","184.002708391","4101.1297224058","4097.0889665713","4101.4497436882","92.048900047746","210.29740844813","0",""
"org.apache.tools.ant.filters.TabsToSpaces","0","0","0","0","0","0","0","0","7","5","18","1","4","126","0.92674637124887","1","4128.6244682703","296.00000906435","307.68815381811","205.91260281974","188.00001427153","4122.2891698667","4118.1166812027","4122.4270763714","89.537701556383","208.65521800329","0",""
"org.apache.tools.ant.types.FilterChain","0","0","0","0","0","0","0","0","16","22","29","4","18","135","0.85893410364665","1","4119.6476791104","296.00003361417","305.35389304871","186.72439583515","171.00005818592","4112.55662575","4109.0351665567","4113.2985546882","76.902535718922","202.40800379432","0",""
"org.apache.tools.ant.types.selectors.NoneSelector","0","0","0","0","0","0","0","0","3","6","14","5","2","52","0.48845715286652","5","4202.1575410734","292.00044807514","304.97212987419","206.67123650862","187.00069966737","4196.1688478897","4192.1298882549","4196.1688478897","93.984041198493","206.67123650862","0",""
"org.apache.tools.mail.ErrorInQuitException","0","0","0","0","0","0","0","0","1","1","3","1","0","6","0.99242424242424","1","4248.3243755627","296.00000009695","309.38002521171","212.04716456487","192.00000014946","4242.3469919374","4238.1445232554","4242.3018515895","96.56603957914","211.14213222377","0",""
"org.apache.tools.ant.taskdefs.condition.IsFalse","0","0","0","0","0","0","0","0","3","4","7","1","3","33","0.98866505968779","0","4221.4606476906","297.0000002163","309.76281248723","208.48261318393","189.0000003399","4215.2392577409","4211.1215845663","4215.3294058709","93.637599285757","210.29740844813","0",""
"org.apache.tools.ant.filters.LineContainsRegExp","0","0","0","0","0","0","0","0","8","9","29","1","8","179","0.90385395828233","1","4075.7626280244","296.00001561497","307.41665537183","201.85390756683","184.00002511973","4069.1621987824","4065.0896669077","4069.4847339682","87.281154896117","208.25465180879","0",""
"org.apache.tools.ant.taskdefs.rmic.RmicAdapter","0","0","0","0","0","0","0","0","4","6","4","3","4","4","1","1","4250.319517401","296","308.52066381363","206.24742422634","187","4244.1216994804","4240.1133239573","4244.2102916797","92.357999112151","208.0624906128","0",""
"org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream","0","0","0","0","0","0","0","0","2","4","4","1","3","16","0.97259144672685","2","4238.2790139395","295.00000127327","308.13308812914","208.90667772955","189.00000198738","4232.2222295149","4228.1210957114","4232.3120159081","94.578010129205","210.71782079359","0",""
"org.apache.tools.bzip2.BZip2Constants","0","0","0","0","0","0","0","0","1","2","1","2","0","2064","1","0","2200.1384047373","297","310.3369136922","211.14213222377","191","2188.3512058168","2180.2809451995","2188.2641522449","96.56603957914","210.23796041629","0",""
"org.apache.tools.ant.taskdefs.Touch","0","0","0","0","0","0","0","0","8","10","37","0","10","315","0.87828463694705","4","3939.9098974469","293.00002528094","304.52914474644","200.94277792446","183.00004047713","3933.2594625832","3929.0795359728","3933.6884726679","86.683331731077","209.17217788224","0",""
"org.apache.tools.ant.taskdefs.WaitFor","0","0","0","0","0","0","0","0","7","6","17","0","6","138","0.93386168832994","0","4116.7274624391","297.0000073641","308.65028754239","205","187.00001169593","4110.2560747477","4106.1024098286","4110.4865892008","88.865066252156","209.57099035888","0",""
"org.apache.tools.ant.taskdefs.TempFile","0","0","0","0","0","0","0","0","6","5","14","0","5","75","0.89980265962558","3","4179.3536581629","294.00001707399","306.04084694694","206.322562993","188.00002670081","4173.2367534086","4169.1079381566","4173.4188622759","90.1387818866","209.97380789041","0",""
"org.apache.tools.ant.taskdefs.cvslib.CvsUser","0","0","0","0","0","0","0","0","6","2","11","1","1","54","0.96270471986034","0","4200.5129448676","297.00000234165","308.92393885874","209.0598000573","191.0000036412","4194.3510821103","4190.1379452233","4194.3510821103","91.547801721287","209.0598000573","0",""
"org.apache.tools.ant.taskdefs.compilers.Sj","0","0","0","0","0","0","0","0","2","6","9","1","5","33","0.023657223904719","0","4221.4606476906","297.00160478559","310.04838332106","207.09901013766","187.00254876663","4215.1500566409","4211.106861622","4215.3294058709","93.920178875469","210.71782079359","0",""
"org.apache.tools.ant.types.selectors.SelectSelector","0","0","0","0","0","0","0","0","9","10","24","4","7","104","0.098298961640522","8","4150.0748186027","289.00140668302","300.40805581742","200.53179299054","183.00222147494","4144.04259148","4140.0946849076","4144.2664007035","86.648716089738","205.10485123468","0",""
"org.apache.tools.ant.BuildException","0","0","0","0","0","0","0","0","14","193","26","192","1","153","0.85860823859605","297","4091","0.14139176140395","77","77","0.14139176140395","4091","4091.1412833096","4091","84.172442046076","77","0",""
"org.apache.tools.ant.taskdefs.cvslib.RCSFile","0","0","0","0","0","0","0","0","5","2","7","2","0","39","0.94804932980918","2","4215.3350993723","295.00000457436","307.28000260349","209.46837470129","191.00000706511","4209.335577024","4205.1456574059","4209.2903202321","92.849340331528","208.55694665966","0",""
"org.apache.tools.ant.NoBannerLogger","0","0","0","0","0","0","0","0","4","4","16","0","4","59","0.90379046543363","1","4195.4548025214","296.0000156356","308.52066381363","208.0624906128","189.0000244875","4189.2655680919","4185.1148132399","4189.4019859641","92.357999112151","210.79136604709","0",""
"org.apache.tools.ant.util.FileNameMapper","0","0","0","0","0","0","0","0","3","19","3","19","0","3","1","4","4251.1092670031","293","305.92973049379","194.9871790657","174","4244.5679403209","4241.144421026","4244.52706435","94.704804524375","194.09533739892","0",""
"org.apache.tools.ant.filters.StripLineComments","0","0","0","0","0","0","0","0","8","6","26","1","5","164","0.90385395828233","1","4090.7231634517","296.00001561497","307.41665537183","204.59227746912","187.00002471674","4084.2831684397","4080.1102926269","4084.4682640461","88.255311454892","208.25465180879","0",""
"org.apache.tools.ant.taskdefs.XSLTLogger","0","0","0","0","0","0","0","0","1","2","1","2","0","1","1","1","4253.3122387147","296","309.38002521171","211.14213222377","191","4247.2967873696","4243.1443529534","4247.2519350752","96.56603957914","210.23796041629","0",""
"org.apache.tools.tar.TarConstants","0","0","0","0","0","0","0","0","0","1","0","1","0","24","1","0","4230.4383933583","297","310.62839535368","212.47352776287","192","4224.3655144885","4220.1451396842","4224.3201819938","97.498717940289","211.57031927943","0",""
"org.apache.tools.mail.MailMessage","0","0","0","0","0","0","0","0","29","5","66","2","3","567","0.09302786200917","3","3688.7348779765","294.00139897364","300.46630426722","197.95959183631","188.00218774913","3681.8029550751","3677.1392413125","3681.905620735","69.77105417005","199.85995096567","0",""
"org.apache.tools.ant.BuildEvent","0","0","0","0","0","0","0","0","11","12","15","9","4","97","0.91278474524193","12","4156.7816877965","285.00001334474","296.01520231231","197.8913843501","181.00002101243","4150.9480844742","4147.1158652731","4151.035774358","85.796270315207","199.7223072168","0",""
"org.apache.tools.ant.input.InputRequest","0","0","0","0","0","0","0","0","5","5","7","5","0","32","0.95534201696155","4","4222.1787029921","293.0000034033","305.36044275577","206.73654732533","188.00000530408","4216.1935439446","4212.1454153436","4216.1490723171","92.849340331528","205.82759776084","0",""
"org.apache.tools.ant.taskdefs.rmic.KaffeRmic","0","0","0","0","0","0","0","0","3","7","19","1","6","93","0.074760178539107","0","4161.6114667278","297.00144118965","309.76281248723","205.76685836159","186.00230124578","4155.1650990063","4151.1012996553","4155.391918941","92.655275079188","210.29740844813","0",""
