@relation 'Ant16BugsBinaryALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,1-weka.filters.unsupervised.attribute.Remove-R2-7,35-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToBinary-Rlast'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #BugsBinary_binarized {0,1}

@data
-0.92,-0.99177,-0.894737,-1,-0.942857,-0.978764,0.949344,-1,0.976851,0.999993,0.99376,0.981509,0.991766,0.977665,0.978612,0.977621,0.91261,0.989447,-0.992623,0.94283,0.978612,0.9769,-0.978566,0.97839,-0.978344,-0.957751,0.957751,1
-0.94,-0.99177,-0.959514,-0.991736,-1,-0.988674,0.949188,-1,0.987654,0.999993,0.995297,0.984855,0.991766,0.988128,0.988599,0.988062,0.939822,0.984199,-0.990021,0.975948,0.988592,0.987732,-0.988804,0.988465,-0.988672,-0.977412,0.977411,1
-0.86,-0.975309,-0.797571,-0.991736,-0.885714,-0.900425,0.932092,-0.994832,0.891428,0.994824,0.983059,0.954795,0.975299,0.894909,0.899697,0.894833,0.845302,0.970391,-0.956837,0.882279,0.899715,0.892493,-0.899673,0.898803,-0.898779,-0.805805,0.805805,1
-0.86,-0.983539,-0.94332,-0.983471,-1,-0.996697,1,-0.994832,0.996352,0.994824,0.983059,0.963221,0.983532,0.996569,0.99668,0.99651,0.859921,0.961611,-0.991646,0.961614,0.996674,0.996252,-0.996051,0.996569,-0.995953,-0.993398,0.993398,1
-0.96,-0.975309,-0.983806,-0.975207,-1,-0.999056,1,-0.994832,0.998924,0.994824,0.99069,0.971494,0.975299,0.999032,0.999057,0.998975,0.959858,0.9703,-0.989054,0.980897,0.99905,0.9989,-0.998689,0.999019,-0.998661,-0.998113,0.998113,1
-0.86,-0.917695,-0.813765,-0.983471,-0.542857,-0.934403,-0.17932,-0.984496,0.928358,0.984488,0.970704,0.895946,0.917669,0.930576,0.933903,0.930698,0.806105,0.961611,-0.979284,0.886512,0.93394,0.92897,-0.933744,0.933308,-0.933149,-0.870955,0.870955,0
-0.92,-0.950617,-0.878543,-0.958678,-0.885714,-0.960831,0.101212,-0.97416,0.957067,0.974149,0.962931,0.939583,0.950601,0.95859,0.960544,0.958531,0.905596,0.94576,-0.988312,0.909203,0.960555,0.957459,-0.960356,0.960179,-0.95999,-0.922427,0.922427,0
-0.98,-0.868313,-0.991903,-0.876033,-0.942857,-0.999528,1,-0.984496,0.999345,0.984486,0.979952,0.866808,0.86826,0.999173,0.999528,0.999144,0.972912,0.869927,-0.988527,0.930002,0.999531,0.999102,-0.995382,0.99951,-0.995342,-0.999056,0.999056,0
-0.84,-0.917695,-0.813765,-0.958678,-0.714286,-0.90656,0.544074,-0.953488,0.897724,0.953471,0.932151,0.892613,0.917663,0.901181,0.905866,0.901196,0.804566,0.931878,-0.960603,0.871741,0.905898,0.89901,-0.905753,0.905022,-0.904908,-0.817483,0.817483,0
-0.8,-0.860082,-0.708502,-0.958678,-0.314286,-0.880604,-0.787448,-0.984496,0.869732,0.984491,0.966285,0.82717,0.860041,0.873579,0.879698,0.873777,0.722066,0.92513,-0.94455,0.812375,0.879777,0.870807,-0.879291,0.878642,-0.878231,-0.768332,0.768332,0
-1,-0.967078,-1,-0.983471,-0.885714,-1,1,-1,1,0.999993,1,0.970048,0.967065,1,1,1,0.986295,0.986191,-0.988002,0.995288,1,1,-1,1,-1,-1,1,0
-0.94,-0.942387,-0.88664,-0.966942,-0.828571,-0.956583,0.975086,-1,0.952676,0.999993,0.995297,0.934632,0.942364,0.954078,0.956262,0.954073,0.918976,0.958024,-0.986157,0.918755,0.956274,0.95296,-0.956216,0.955877,-0.95583,-0.914108,0.914108,0
-0.86,-0.925926,-0.789474,-0.958678,-0.771429,-0.875885,0.718296,-0.953488,0.864295,0.95347,0.933661,0.904339,0.925896,0.868828,0.87497,0.868792,0.83145,0.935301,-0.937115,0.857871,0.875004,0.866019,-0.874885,0.873883,-0.873797,-0.75947,0.75947,0
-0.94,-0.925926,-0.910931,-0.958678,-0.771429,-0.964134,0.909408,-1,0.960906,0.999993,0.995297,0.917931,0.925896,0.961993,0.963865,0.962022,0.912401,0.94931,-0.9875,0.928185,0.963878,0.961117,-0.963839,0.963545,-0.963519,-0.92891,0.92891,0
-0.78,-0.901235,-0.692308,-0.958678,-0.6,-0.814063,0.589352,-0.953488,0.796937,0.95347,0.927712,0.865932,0.901196,0.80348,0.812686,0.80349,0.730755,0.921804,-0.883105,0.803416,0.812756,0.799369,-0.812482,0.811058,-0.810852,-0.645409,0.645409,0
-0.84,-0.909465,-0.757085,-0.958678,-0.657143,-0.858896,0.684182,-0.953488,0.845782,0.95347,0.932151,0.884213,0.909429,0.850835,0.85785,0.850845,0.798066,0.931878,-0.923455,0.839535,0.857898,0.847683,-0.857714,0.856619,-0.856482,-0.727744,0.727744,0
-0.88,-0.884774,-0.765182,-0.958678,-0.485714,-0.89429,0.6601,-0.953488,0.884352,0.95347,0.935187,0.865841,0.884728,0.888113,0.893493,0.888234,0.820782,0.938755,-0.953436,0.844102,0.893549,0.88568,-0.893246,0.892584,-0.892335,-0.794164,0.794164,0
-0.44,-0.8107,-0.635628,-0.950413,0.314286,-0.903728,0.100014,-0.906977,0.894209,0.906948,0.849053,0.720762,0.810627,0.897828,0.902969,0.898176,0.298444,0.861359,-0.966863,0.767306,0.903094,0.895355,-0.901915,0.901952,-0.900891,-0.812086,0.812086,0
-0.88,-0.851852,-0.935223,-0.876033,-0.828571,-0.981595,0.884956,-0.922481,0.97924,0.922455,0.898202,0.832456,0.851792,0.980183,0.981457,0.980194,0.85842,0.851515,-0.990502,0.895485,0.981474,0.979656,-0.98038,0.981244,-0.980162,-0.963359,0.963359,0
-0.92,-0.901235,-0.959514,-0.933884,-0.771429,-0.991505,0.969544,-0.963824,0.990413,0.963809,0.950606,0.889437,0.901195,0.99081,0.991436,0.990857,0.892132,0.91961,-0.990278,0.94283,0.991447,0.99057,-0.990868,0.991329,-0.99076,-0.983046,0.983046,0
-0.94,-0.950617,-0.88664,-0.958678,-0.885714,-0.97546,0.10686,-0.97416,0.973014,0.974149,0.964488,0.94299,0.950601,0.974035,0.975281,0.973988,0.925739,0.94931,-0.99236,0.913933,0.97529,0.973183,-0.974878,0.975046,-0.97464,-0.95122,0.95122,0
-0.86,-0.958848,-0.935223,-0.958678,-1,-0.97782,0.939552,-0.979328,0.975634,0.979316,0.964528,0.937957,0.958831,0.976555,0.977665,0.976481,0.859921,0.935301,-0.9898,0.942529,0.977662,0.975886,-0.977631,0.977399,-0.977365,-0.955885,0.955885,0
-0.98,-0.958848,-0.991903,-0.966942,-0.942857,-0.999528,1,-1,0.999486,0.999993,0.998418,0.958232,0.958831,0.999474,0.999528,0.999445,0.972912,0.965192,-0.988529,0.981035,0.999525,0.999407,-0.998916,0.99951,-0.998902,-0.999056,0.999056,0
-0.72,-0.934156,-0.846154,-0.933884,-1,-0.934875,0.646484,-0.963824,0.928681,0.963809,0.935807,0.890232,0.93413,0.931131,0.934407,0.931024,0.721149,0.885498,-0.977662,0.875828,0.934418,0.929412,-0.93415,0.933714,-0.933456,-0.871869,0.871869,0
-0.86,-0.942387,-0.740891,-0.991736,-0.6,-0.939594,0.728796,-1,0.93416,0.999994,0.989237,0.921139,0.942364,0.936142,0.939135,0.936211,0.812142,0.970391,-0.986375,0.850522,0.939181,0.934326,-0.938556,0.93858,-0.937996,-0.88101,0.881009,1
-0.92,-0.950617,-0.88664,-0.991736,-0.657143,-0.954696,0.989796,-0.994832,0.950571,0.994824,0.987592,0.939583,0.950597,0.952113,0.95435,0.952165,0.879433,0.980699,-0.985403,0.933279,0.95437,0.951022,-0.954435,0.953949,-0.954034,-0.910416,0.910416,0
-0.88,-0.909465,-0.813765,-0.966942,-0.6,-0.955168,0.649492,-0.97416,0.950894,0.974147,0.959864,0.890936,0.909429,0.95247,0.954822,0.952577,0.832535,0.947508,-0.989958,0.876655,0.954859,0.95119,-0.954321,0.954406,-0.953901,-0.911338,0.911338,1
-0.9,-0.711934,-0.910931,-0.727273,-0.885714,-0.974516,0.88579,-0.891473,0.97125,0.891439,0.86284,0.695338,0.711819,0.97227,0.97433,0.972247,0.885475,0.69982,-0.990403,0.798355,0.974381,0.9715,-0.970996,0.974066,-0.97071,-0.949356,0.949356,1
-0.66,-0.843621,-0.45749,-0.950413,-0.257143,-0.779141,-0.885038,-0.989664,0.759261,0.989661,0.962721,0.787617,0.843575,0.766409,0.77749,0.766574,0.572489,0.893658,-0.853878,0.673857,0.777674,0.761123,-0.77661,0.775529,-0.774642,-0.582665,0.582665,0
-0.76,-0.950617,-0.724696,-0.975207,-0.771429,-0.826805,0.899766,-0.97416,0.81102,0.974147,0.951028,0.913433,0.950597,0.817111,0.825532,0.81701,0.730755,0.93617,-0.89458,0.831448,0.825577,0.81321,-0.825437,0.823987,-0.82389,-0.668606,0.668605,0
-0.56,-0.901235,-0.449393,-0.942149,-0.657143,-0.68051,-0.226614,-0.97416,0.651722,0.97415,0.937536,0.832159,0.901202,0.662528,0.67816,0.662382,0.516084,0.869528,-0.749025,0.664391,0.678339,0.655255,-0.677582,0.675313,-0.67473,-0.41205,0.41205,0
-0.4,-0.580247,-0.174089,-0.669421,-0.257143,-0.415762,-0.980566,-0.529716,0.358893,0.529601,0.392797,0.47577,0.5801,0.381897,0.411452,0.381742,0.306588,0.551158,-0.459975,0.348587,0.412228,0.369325,-0.409919,0.406371,-0.404825,-0.002182,0.002182,0
-0.98,-0.958848,-0.991903,-0.966942,-0.942857,-0.999528,1,-0.994832,0.999439,0.994824,0.992261,0.958232,0.958831,0.999474,0.999528,0.999445,0.972912,0.965192,-0.988529,0.981035,0.999525,0.999407,-0.998916,0.99951,-0.998902,-0.999056,0.999056,0
-0.86,-0.802469,-0.935223,-0.801653,-1,-0.979707,0.939552,-0.994832,0.977833,0.994824,0.983059,0.778997,0.80239,0.978032,0.979567,0.977962,0.859921,0.769766,-0.990094,0.854064,0.979585,0.977389,-0.977459,0.979316,-0.977199,-0.95962,0.95962,0
-0.78,-0.868313,-0.659919,-0.942149,-0.485714,-0.862671,-0.909984,-0.927649,0.849651,0.92763,0.896793,0.832252,0.868276,0.854675,0.861643,0.854774,0.718396,0.904189,-0.930524,0.775444,0.861734,0.851347,-0.861056,0.86042,-0.859828,-0.734768,0.734768,0
-0.94,-1,-0.94332,-1,-1,-0.991034,0.969544,-1,0.990226,0.999993,0.995297,0.993242,1,0.990647,0.990976,0.990584,0.939822,0.992934,-0.991309,0.971186,0.990969,0.990235,-0.991081,0.990861,-0.990968,-0.982107,0.982106,0
-0.9,-0.950617,-0.894737,-0.958678,-0.942857,-0.967437,0.919608,-0.984496,0.964364,0.984486,0.973726,0.936207,0.950597,0.965565,0.967203,0.965512,0.892554,0.942242,-0.989599,0.918674,0.967208,0.964604,-0.967035,0.966877,-0.966708,-0.935404,0.935404,0
-0.6,-0.909465,-0.425101,-0.942149,-0.657143,-0.670599,0.209212,-0.97416,0.640936,0.974148,0.94011,0.846544,0.909431,0.652103,0.668178,0.651918,0.556052,0.875527,-0.738704,0.652177,0.668369,0.64455,-0.667561,0.665271,-0.664649,-0.395445,0.395445,0
-0.5,-0.736626,-0.692308,-0.958678,0.542857,-0.910807,0.724324,-0.994832,0.902741,0.994824,0.958741,0.652565,0.73652,0.905064,0.910095,0.905683,0.350223,0.878729,-0.969675,0.803416,0.910205,0.903161,-0.909356,0.909167,-0.908424,-0.825588,0.825588,0
-0.94,-0.736626,-0.927126,-0.768595,-0.771429,-0.989146,-0.59161,-0.932817,0.987564,0.932798,0.915243,0.727502,0.736532,0.987796,0.989059,0.987834,0.912401,0.750459,-0.9921,0.830921,0.989102,0.987385,-0.984165,0.988944,-0.984016,-0.97835,0.97835,0
-0.84,-0.909465,-0.732794,-0.950413,-0.714286,-0.914582,-0.170824,-0.989664,0.906806,0.989657,0.975396,0.884213,0.909435,0.909622,0.913947,0.909642,0.804566,0.923106,-0.970443,0.820894,0.913999,0.907314,-0.913348,0.913169,-0.912566,-0.83281,0.83281,0
-0.94,-0.942387,-0.927126,-0.958678,-0.885714,-0.97782,0.949344,-0.968992,0.97554,0.968978,0.958329,0.934632,0.942364,0.976498,0.977658,0.976481,0.925739,0.94931,-0.990319,0.937738,0.977662,0.975857,-0.977561,0.977442,-0.977345,-0.955885,0.955885,0
-0.84,-0.514403,-0.88664,-0.520661,-0.942857,-0.958943,0.954496,-0.684755,0.952552,0.68467,0.612481,0.488018,0.514209,0.955258,0.958647,0.955197,0.832535,0.475224,-0.986589,0.674415,0.958776,0.954101,-0.953048,0.958218,-0.952583,-0.918727,0.918727,0
-0.98,-0.99177,-0.983806,-1,-0.942857,-0.998112,1,-1,0.997942,0.999993,0.998418,0.991636,0.991766,0.998092,0.998102,0.998062,0.972912,1,-0.989042,0.995092,0.998099,0.997974,-0.998403,0.998072,-0.998375,-0.996226,0.996226,0
-0.94,-0.925926,-0.927126,-0.958678,-0.771429,-0.989146,-0.586394,-0.984496,0.988027,0.98449,0.976809,0.917931,0.925907,0.988401,0.989059,0.988448,0.912401,0.94931,-0.992164,0.937738,0.989071,0.988008,-0.988544,0.988944,-0.988427,-0.97835,0.97835,0
-0.9,-0.925926,-0.805668,-0.991736,-0.485714,-0.935347,0.949996,-0.989664,0.929435,0.989655,0.979896,0.911074,0.925896,0.931601,0.934851,0.931724,0.841307,0.977232,-0.980303,0.886861,0.93489,0.929985,-0.934688,0.934289,-0.934125,-0.872781,0.872781,0
-0.7,-0.802469,-0.765182,-0.834711,-0.771429,-0.920245,0.785858,-0.881137,0.911983,0.881101,0.835288,0.751791,0.80239,0.915242,0.919655,0.915232,0.670636,0.776428,-0.972529,0.770652,0.91973,0.913099,-0.91837,0.918847,-0.917554,-0.843668,0.843668,0
-0.3,-0.901235,-0.360324,-0.983471,-0.371429,-0.770175,-0.992498,-0.917313,0.748772,0.917292,0.853452,0.797446,0.901213,0.757156,0.768464,0.757231,0.219594,0.879316,-0.846768,0.647836,0.768667,0.751349,-0.76744,0.766253,-0.765223,-0.566751,0.566751,0
-0.4,-0.744856,-0.473684,-0.760331,-0.771429,-0.700802,0.225004,-0.612403,0.670344,0.612301,0.491883,0.646464,0.744756,0.68336,0.698609,0.683129,0.374316,0.649268,-0.769763,0.561436,0.698893,0.676406,-0.697322,0.695842,-0.694546,-0.446358,0.446358,0
-0.76,-0.909465,-0.692308,-0.983471,-0.428571,-0.89429,0.679058,-0.927649,0.884111,0.927624,0.895326,0.871145,0.909429,0.888199,0.89349,0.888323,0.692046,0.945005,-0.956787,0.818656,0.89356,0.885528,-0.893045,0.892519,-0.89207,-0.794163,0.794163,0
-0.8,-0.925926,-0.748988,-0.983471,-0.6,-0.921661,-0.766116,-0.994832,0.914569,0.994829,0.978661,0.89447,0.92591,0.917152,0.921071,0.917237,0.751073,0.951551,-0.974662,0.849999,0.921117,0.915081,-0.920689,0.920337,-0.919952,-0.846388,0.846388,0
0,-0.547325,-0.004049,-0.793388,0.714286,-0.566777,-0.996728,-0.896641,0.527119,0.896616,0.813665,0.386995,0.547165,0.54118,0.563539,0.541696,-0.185734,0.634944,-0.629254,0.357203,0.564258,0.531405,-0.561471,0.559557,-0.557474,-0.227383,0.227383,0
-0.9,-0.942387,-0.959514,-0.950413,-0.942857,-0.99764,1,-0.97416,0.997194,0.974147,0.96139,0.927824,0.942364,0.997425,0.997627,0.997395,0.892554,0.933507,-0.990614,0.952241,0.997626,0.997209,-0.996217,0.997549,-0.996151,-0.995283,0.995283,0
-0.24,-0.744856,0.368421,-0.975207,0.6,0.055215,-0.795368,-0.968992,-0.145616,0.968983,0.912939,0.624985,0.744769,-0.113617,-0.063013,-0.112955,0.072803,0.86298,0.059609,0.367173,-0.061887,-0.134818,0.063762,-0.071967,0.072723,0.553705,-0.553705,0
-0.4,-0.843621,-0.246964,-0.991736,0.085714,-0.552147,-0.997966,-0.927649,0.51155,0.927631,0.871631,0.749675,0.843577,0.526857,0.548818,0.52708,0.273156,0.901097,-0.611626,0.600854,0.549126,0.517193,-0.548213,0.544873,-0.544263,-0.204572,0.204572,1
-0.98,-0.983539,-0.991903,-0.991736,-0.942857,-0.999528,1,-0.994832,0.999439,0.994824,0.992261,0.983278,0.983532,0.999558,0.999528,0.99953,0.972912,0.99129,-0.988529,0.99517,0.999525,0.999493,-0.99975,0.99951,-0.999736,-0.999056,0.999056,0
-0.98,-0.983539,-0.991903,-0.983471,-1,-0.999528,1,-0.994832,0.999439,0.994824,0.992261,0.983278,0.983532,0.999558,0.999532,0.999501,0.979918,0.982586,-0.988529,0.990448,0.999525,0.999464,-0.999513,0.99951,-0.999498,-0.999056,0.999056,0
-0.98,-0.983539,-0.991903,-0.991736,-0.885714,-0.999528,1,-0.994832,0.999439,0.994824,0.992261,0.983278,0.983532,0.999558,0.999525,0.99953,0.966089,0.99129,-0.988529,0.99517,0.999525,0.999493,-0.999747,0.99951,-0.999736,-0.999056,0.999056,0
-0.94,-0.983539,-0.975709,-0.983471,-1,-0.998112,1,-0.994832,0.997895,0.994824,0.989134,0.976472,0.983532,0.998064,0.998106,0.998006,0.939822,0.975469,-0.98957,0.980798,0.998099,0.997887,-0.998005,0.99805,-0.997955,-0.996226,0.996226,0
-0.44,-0.950617,-0.352227,-1,-0.657143,-0.633318,-0.960426,-0.984496,0.600481,0.984492,0.942681,0.867227,0.950614,0.612934,0.630624,0.612794,0.39696,0.915438,-0.69948,0.655074,0.630816,0.604583,-0.630107,0.627326,-0.626805,-0.333856,0.333856,0
-0.84,-0.950617,-0.773279,-1,-0.657143,-0.895706,-0.851094,-0.984496,0.886187,0.984491,0.969216,0.926261,0.950612,0.889839,0.894929,0.889878,0.798066,0.975814,-0.954306,0.873604,0.894964,0.887377,-0.89487,0.894,-0.89394,-0.796847,0.796847,0
-0.8,-0.917695,-0.732794,-1,-0.428571,-0.922133,0.190262,-0.979328,0.914938,0.979318,0.960098,0.88604,0.917665,0.917622,0.921537,0.917795,0.733036,0.969188,-0.975859,0.851087,0.921592,0.915594,-0.921161,0.920816,-0.920437,-0.847295,0.847294,0
-0.86,-0.950617,-0.854251,-1,-0.657143,-0.934403,0.910028,-1,0.928503,0.999993,0.989237,0.929546,0.950597,0.93069,0.933909,0.930757,0.818379,0.979175,-0.977064,0.919485,0.933932,0.929169,-0.933989,0.933308,-0.933389,-0.870956,0.870956,0
-0.78,-0.884774,-0.684211,-0.991736,-0.257143,-0.843322,-0.661112,-0.984496,0.829115,0.98449,0.964842,0.849082,0.88474,0.834307,0.842141,0.834517,0.69623,0.95709,-0.911801,0.819335,0.842221,0.830853,-0.841939,0.840771,-0.840568,-0.698915,0.698915,0
-0.92,-0.934156,-0.789474,-1,-0.542857,-0.94101,0.944814,-0.994832,0.935655,0.994824,0.987592,0.922847,0.93413,0.937608,0.940558,0.937736,0.867512,0.989447,-0.98444,0.882692,0.940596,0.936035,-0.940311,0.940051,-0.939801,-0.883757,0.883757,0
-0.8,-0.942387,-0.789474,-0.983471,-0.714286,-0.923549,0.683504,-0.984496,0.916529,0.984486,0.966285,0.911342,0.942364,0.919203,0.922979,0.919231,0.76413,0.951551,-0.973813,0.872735,0.923011,0.917242,-0.922781,0.922254,-0.922054,-0.850018,0.850018,0
-0.98,-0.975309,-0.983806,-0.983471,-0.942857,-0.998112,1,-1,0.997942,0.999993,0.998418,0.974924,0.975299,0.998035,0.998102,0.998006,0.972912,0.982586,-0.989041,0.985618,0.998099,0.997916,-0.998181,0.998072,-0.998152,-0.996226,0.996226,0
-0.88,-0.950617,-0.789474,-0.991736,-0.657143,-0.936763,0.960424,-0.979328,0.930882,0.979316,0.966035,0.932861,0.950597,0.933181,0.936286,0.93322,0.838712,0.973795,-0.982029,0.877709,0.936319,0.931449,-0.93603,0.935715,-0.935458,-0.875522,0.875522,0
-0.98,-0.99177,-0.983806,-1,-0.942857,-0.998112,1,-1,0.997942,0.999993,0.998418,0.991636,0.991766,0.998092,0.998102,0.998062,0.972912,1,-0.989042,0.995092,0.998099,0.997974,-0.998403,0.998072,-0.998375,-0.996226,0.996226,0
-0.84,-0.917695,-0.684211,-1,-0.428571,-0.844266,0.508462,-0.984496,0.830143,0.984486,0.969216,0.892613,0.917663,0.835421,0.8431,0.835545,0.774091,0.975814,-0.912721,0.824453,0.843169,0.831897,-0.842924,0.841763,-0.841585,-0.700655,0.700655,0
-0.88,-0.958848,-0.878543,-1,-0.714286,-0.964606,0.736754,-0.989664,0.961325,0.989655,0.978381,0.941261,0.958831,0.962604,0.964337,0.962664,0.845086,0.982568,-0.98972,0.93346,0.964353,0.961655,-0.964357,0.963991,-0.964012,-0.929837,0.929837,0
-0.94,-0.99177,-0.919028,-1,-0.942857,-0.968381,0.979722,-0.994832,0.965487,0.994824,0.989134,0.984855,0.991766,0.966705,0.968154,0.966652,0.932688,0.992934,-0.98841,0.956962,0.968152,0.965848,-0.968338,0.967858,-0.968043,-0.937262,0.937262,0
-0.96,-0.983539,-0.935223,-1,-0.885714,-0.982539,0.979644,-1,0.980967,0.999993,0.99685,0.97986,0.983532,0.981622,0.982411,0.981609,0.945903,0.996451,-0.990738,0.966435,0.982413,0.981093,-0.982583,0.982246,-0.982419,-0.96523,0.96523,0
-0.76,-0.860082,-0.295547,-1,-0.028571,-0.67579,0.563912,-0.984496,0.646696,0.984486,0.963415,0.82055,0.860027,0.657388,0.673372,0.657633,0.656703,0.96269,-0.746575,0.628606,0.673623,0.649973,-0.672614,0.670633,-0.669868,-0.404129,0.404129,0
-0.7,-0.934156,-0.603239,-0.991736,-0.542857,-0.781501,-0.689748,-0.927649,0.761212,0.927629,0.891019,0.887143,0.934142,0.769233,0.779882,0.769224,0.643146,0.944305,-0.852893,0.775823,0.779973,0.764271,-0.779618,0.777947,-0.777681,-0.586868,0.586868,0
-0.54,-0.876543,-0.287449,-1,-0.142857,-0.744691,-0.953276,-0.994832,0.721804,0.994831,0.961196,0.803592,0.876511,0.730167,0.742782,0.730384,0.438135,0.929285,-0.821158,0.624888,0.743023,0.72387,-0.741727,0.740482,-0.739418,-0.521965,0.521965,0
-0.9,-0.99177,-0.910931,-0.991736,-1,-0.927796,0.870282,-0.97416,0.921061,0.974147,0.96139,0.978193,0.991766,0.923861,0.927277,0.923748,0.899821,0.977232,-0.969994,0.94741,0.927272,0.922254,-0.927504,0.926621,-0.92685,-0.858198,0.858198,0
-0.6,-0.893004,-0.214575,-0.991736,-0.257143,-0.577631,0.479694,-0.979328,0.539851,0.979317,0.94633,0.829471,0.892962,0.553947,0.574505,0.553977,0.510831,0.929063,-0.640043,0.586441,0.57481,0.544427,-0.573783,0.570861,-0.570133,-0.244451,0.244451,1
-0.6,-0.893004,-0.214575,-0.991736,-0.257143,-0.577631,0.479694,-0.979328,0.539851,0.979317,0.94633,0.829471,0.892962,0.553947,0.574505,0.553977,0.510831,0.929063,-0.640043,0.586441,0.57481,0.544427,-0.573783,0.570861,-0.570133,-0.244451,0.244451,1
-0.8,-0.983539,-0.838057,-1,-0.885714,-0.937706,0.883296,-0.984496,0.931958,0.984486,0.966285,0.953601,0.983532,0.934293,0.937251,0.934246,0.785226,0.969188,-0.979855,0.910221,0.937261,0.932657,-0.937257,0.936631,-0.936637,-0.877351,0.877351,0
-0.62,-0.917695,-0.506073,-1,-0.428571,-0.762152,-0.115562,-0.984496,0.740709,0.984488,0.953855,0.858036,0.917668,0.74875,0.760385,0.748823,0.549159,0.94097,-0.835189,0.730674,0.760514,0.743238,-0.759935,0.758255,-0.757801,-0.552584,0.552584,0
-0.94,-0.975309,-0.919028,-1,-0.828571,-0.984899,0.969492,-0.989664,0.983444,0.989655,0.982971,0.968094,0.975299,0.984085,0.984785,0.984102,0.918976,0.992934,-0.992161,0.956962,0.98479,0.983567,-0.984815,0.984631,-0.984663,-0.96991,0.96991,0
-0.96,-0.99177,-0.959514,-1,-0.942857,-0.995281,0.989796,-1,0.994856,0.999993,0.99685,0.988231,0.991766,0.995103,0.99525,0.995071,0.952789,0.996451,-0.990537,0.980719,0.995247,0.994849,-0.995391,0.995185,-0.995328,-0.990572,0.990572,0
-0.9,-0.909465,-0.813765,-0.991736,-0.428571,-0.93865,-0.844422,-1,0.933132,0.999999,0.992237,0.894343,0.909444,0.935032,0.938175,0.935214,0.835788,0.977232,-0.98174,0.891454,0.938217,0.933556,-0.938028,0.937643,-0.937495,-0.87918,0.87918,0
-0.94,-0.934156,-0.821862,-0.991736,-0.6,-0.928268,-0.844422,-1,0.921818,0.999999,0.995297,0.926279,0.934145,0.924156,0.927726,0.924246,0.89382,0.984199,-0.975134,0.896058,0.927757,0.922446,-0.927679,0.927123,-0.927075,-0.859107,0.859107,0
-0.94,-0.942387,-0.88664,-0.991736,-0.657143,-0.958471,0.97154,-0.989664,0.954638,0.989655,0.982971,0.934632,0.942364,0.956071,0.958153,0.956153,0.899821,0.984199,-0.986949,0.933279,0.958173,0.955073,-0.958217,0.957794,-0.957857,-0.917803,0.917803,0
-0.92,-0.950617,-0.967611,-0.975207,-0.771429,-0.998112,1,-0.994832,0.997895,0.994824,0.987592,0.939583,0.950597,0.997951,0.998091,0.997977,0.892132,0.96322,-0.990097,0.971246,0.9981,0.997829,-0.99755,0.998039,-0.997504,-0.996226,0.996226,0
-0.94,-0.942387,-0.846154,-0.991736,-0.657143,-0.956111,-0.96476,-0.994832,0.952114,0.994831,0.989134,0.934632,0.94238,0.953579,0.955776,0.953661,0.899821,0.984199,-0.988446,0.909936,0.955801,0.9524,-0.95565,0.955398,-0.95527,-0.913184,0.913184,0
-0.68,-0.876543,-0.546559,-0.966942,-0.314286,-0.824445,-0.999802,-0.97416,0.80845,0.974154,0.945445,0.824643,0.876512,0.814351,0.823129,0.814487,0.598583,0.914543,-0.89782,0.730287,0.82326,0.810066,-0.82242,0.821548,-0.820834,-0.664295,0.664295,0
-0.04,-0.794239,-0.117409,-0.942149,0.142857,-0.613497,-0.962424,-0.968992,0.578746,0.968984,0.903537,0.654218,0.794174,0.591395,0.610615,0.591627,-0.10333,0.804369,-0.680373,0.509813,0.611038,0.582426,-0.609367,0.607024,-0.605766,-0.301676,0.301676,0
