@relation 'Ant16AllModels-weka.filters.unsupervised.attribute.Remove-R1-10,29-30,42-43,46-47-weka.filters.unsupervised.attribute.Remove-R29,31'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute 'd(WMC, RFC)' numeric
@attribute #Nbugs numeric

@data
3,6,14,5,2,52,0.55343,5,4203.393867,382.000261,394.123077,256.082018,237.000421,4192.703782,4186.130074,4192.703782,102.459748,256.082018,238.75091,332.352223,4186.019393,4199.173014,53.536826,4187.123714,53.592694,438062.0033,17522829,9642,0
7,5,8,5,0,47,0.969776,4,4208.46409,383.000001,394.12942,255.52495,238.000002,4197.752375,4191.146144,4197.695797,99.368003,254.593794,243.59574,336.585799,4191.008637,4204.494143,47.746544,4192.031727,47.909479,396171.0029,17564720,8888,0
1,5,1,4,1,1,1,0,4254.637235,387,399.462138,257.769277,238,4243.679182,4237.136415,4243.679182,104.67569,257.769277,246.002509,342.28643,4237.00093,4250.803336,2.97787,4238.156439,2.988386,8476.000538,17952415,10047,0
14,8,19,8,0,138,0.823242,7,4117.5721,380.000041,389.610061,250.241883,235.000067,4106.729234,4100.149388,4106.672132,92.84934,249.303029,266.571953,326.710881,4100.041213,4112.996475,139.198332,4100.901852,139.494416,1150663.008,16810228,7624,0
7,7,32,1,7,128,0.864398,0,4128.179865,387.000024,398.017588,253.663162,236.000039,4116.770093,4110.095376,4117.059752,97.123633,258.321505,250.080131,322.964394,4110.059577,4122.669766,129.931533,4111.052055,130.024633,1068576.008,16892315,8864,1
4,6,14,1,6,96,0.994898,1,4159.947115,386,397.758721,255.704908,237,4148.774879,4142.10152,4149.005302,100.284595,259.416653,251.920127,335.216348,4142.011778,4155.542564,96.533665,4143.112357,96.573776,804494.0058,17156397,9449,0
6,11,23,4,7,95,0.824746,5,4160.573638,382.00004,393.395475,250.319795,232.000066,4149.490692,4143.094616,4149.830478,98.081599,255.890602,243.29684,326.833291,4143.040244,4155.871629,96.77239,4144.06624,96.850498,796218.0059,17164673,9060,1
5,35,11,33,2,54,0.942895,21,4199.977619,366.000004,378.128285,228.667881,208.000008,4189.166982,4184.130137,4189.216753,100.568385,229.577874,242.454965,315.241177,4184.1065,4195.85903,61.70108,4185.078374,61.791173,454799.0044,17506092,9261,0
17,19,67,6,13,468,0.057481,2,3789.607499,385.001154,393.845147,238.882816,224.001983,3776.648779,3770.06419,3777.379515,85.866175,250.169942,500.872006,296.809703,3770.30919,3781.665771,470.548158,3770.91355,470.748893,3747811.029,14213080,7069,0
12,6,34,3,4,367,0.949883,5,3889.802694,382.000003,392.005102,252.810205,237.000005,3878.248316,3871.124126,3878.37105,93.300589,254.686081,423.830163,320.140594,3871.080428,3884.215622,367.851705,3872.000129,368.026457,2976037.023,14984854,7957,0
22,12,68,7,6,677,0.386693,5,3581.43058,382.000492,389.882033,243.813453,231.000814,3568.484552,3561.118083,3568.745718,83.216585,247.606543,699.340523,295.408192,3561.346613,3573.23201,678.831182,3561.854152,679.145428,5279991.044,12680900,6263,0
30,51,102,40,13,1238,0.009717,91,3014.567299,296.001657,304.164429,204.362423,192.002554,3006.137721,3000.080666,3006.792976,73.375745,213.784939,1246.459856,248.654379,3001.549706,3010.287196,1241.798303,3000.816556,1242.11262,8960746.086,9000145,5045,0
1,5,1,4,1,1,1,1,4254.546392,386,398.493413,257.769277,238,4243.679182,4237.136415,4243.679182,104.67569,257.769277,246.002509,342.28643,4237.00093,4250.803336,2.97787,4238.156439,2.988386,8476.000538,17952415,10047,0
7,24,8,24,0,43,0.969776,1,4212.721329,386.000001,397.045338,237.928561,219.000002,4200.712559,4195.146005,4200.660543,99.368003,237.008439,243.039973,323.488794,4195.055636,4207.4541,48.107028,4196.030743,48.255779,362627.0033,17598264,8888,0
11,16,42,7,9,291,0.045008,14,3964.585476,373.001222,383.47099,243.823707,227.002009,3953.522227,3947.085634,3953.989631,92.720009,251.288679,355.794859,311.849323,3947.140005,3959.300317,292.935417,3948.003293,293.068055,2381877.018,15579014,8126,0
3,0,7,0,0,19,0.984772,0,4236.712169,387,398.971177,261.644797,243,4225.992191,4219.145174,4225.934808,103.121288,260.716321,240.739541,340.828403,4219.002157,4232.744382,19.45669,4220.114927,19.536123,160690.0012,17800201,9649,0
5,6,13,5,1,69,0.959804,3,4186.647465,384.000002,395.576794,255.331157,237.000003,4175.731074,4169.13864,4175.731074,100.900942,255.331157,243.977797,333.05405,4169.017386,4182.282391,70.032584,4170.082253,70.138531,580096.0042,17380795,9259,0
20,11,71,7,6,698,0.604606,5,3560.551081,382.000205,390.287074,245.405786,232.000337,3547.594114,3540.118783,3547.791567,85.094066,248.243832,718.87629,293.600068,3540.374506,3552.154417,699.90655,3540.903839,700.171932,5429115.045,12531776,6576,0
25,32,38,5,27,189,0.862162,1,4067.357496,386.000025,393.218769,223.933026,211.000045,4054.49405,4049.007903,4055.930226,75.42546,248.58399,281.689717,315.990506,4049.104595,4061.311488,191.346848,4049.694556,191.707121,1566281.012,16394610,5834,0
3,32,9,28,4,23,0.204195,13,4231.560114,374.000847,386.374171,232.228336,211.001501,4220.277953,4215.113996,4220.429007,101.833197,234.957443,239.243534,320.062494,4215.074327,4227.134372,34.003709,4216.115985,34.037007,194428.0031,17766463,9647,0
8,11,33,6,5,181,0.414588,2,4075.226865,385.000445,395.839614,249.57564,232.000739,4063.628059,4057.110918,4063.858388,96.767763,253.298243,280.236199,318.578091,4057.086652,4069.489034,182.949339,4058.043001,183.067159,1501428.011,16459463,8678,0
3,7,9,5,2,47,0.974672,6,4208.282548,381.000001,393.153914,255.156814,236.000001,4197.639456,4191.129919,4197.695797,102.459748,256.082018,242.614683,335.876465,4191.010137,4204.437418,47.893956,4192.122374,47.951564,396172.0029,17564719,9647,0
8,59,14,58,1,87,0.977248,61,4163.781574,326.000001,338.732933,205.718254,184.000001,4155.076052,4151.139241,4155.076052,98.081599,205.718254,249.675052,296.892236,4151.279854,4161.603777,99.451273,4152.019388,99.600891,729857.0071,17231034,8697,0
1,1,2,0,1,4,1,0,4251.64968,387,399.462138,261.467015,242,4240.91028,4234.136512,4240.91028,104.67569,261.467015,245.03072,344.367536,4234.000062,4247.981285,4.057564,4235.157258,4.087489,33890.00023,17927001,10046,0
3,9,9,5,4,23,0.206803,3,4232.45567,384.000819,396.061864,253.308113,234.001344,4221.490377,4215.113996,4221.657731,101.833197,256.082018,239.121542,335.876465,4215.010079,4228.361148,24.79179,4216.115985,24.837442,194428.0016,17766463,9647,0
5,9,24,1,9,137,0.974998,2,4119.032168,385.000001,396.547601,252.549005,234.000001,4107.670508,4101.082418,4108.075218,98.493655,259.048258,261.572153,328.344332,4101.034206,4114.123357,138.065855,4102.100194,138.098992,1142467.008,16818424,9248,0
15,24,29,20,4,169,0.892929,23,4085.248707,364.000016,373.792723,234.917007,219.000026,4074.889201,4069.118086,4075.051533,90.476516,237.716217,276.288294,311.13984,4069.141666,4080.878459,172.387385,4069.887713,172.663411,1403912.011,16556979,7443,0
35,12,79,2,11,487,0.003751,16,3769.302588,371.001338,376.651032,239.970832,231.002148,3758.106172,3751.076779,3758.670111,69.289249,248.646335,514.331371,292.957335,3751.362319,3762.422757,489.834268,3751.563141,490.39586,3890722.031,14070169,4393,0
30,31,65,29,4,634,0.612502,75,3617.479786,312.000241,319.756157,223.257699,212.000354,3610.22991,3604.133322,3610.28877,76.557168,224.207493,660.08794,280.166022,3604.584812,3614.873303,637.311169,3604.679736,637.813289,4971893.041,12988998,5082,0
12,11,38,2,10,224,0.839529,14,4031.293217,373.000035,383.240134,248.128999,232.000056,4020.698944,4014.077852,4021.168487,91.482239,255.624725,306.084431,318.24676,4014.089783,4026.596205,225.653424,4014.964508,225.81676,1848486.014,16112405,7953,0
10,9,31,2,7,166,0.116942,1,4090.254271,386.00101,396.353378,250.710989,234.001666,4078.717936,4072.096266,4079.06656,94.254973,256.320112,272.250493,322.886977,4072.060555,4084.781512,167.510763,4072.994476,167.662364,1379491.01,16581400,8316,0
50,55,123,25,30,918,0.001636,20,3340.222897,367.001358,370.390335,194.535344,188.002651,3325.318631,3320.003765,3327.084159,50.249378,222.685877,926.045578,249.92999,3321.363609,3329.394089,923.043452,3320.376485,923.718279,6938367.061,11022524,2624,0
5,7,5,6,1,5,1,5,4250.201525,382,393.635618,254.403223,236,4239.573681,4233.136544,4239.573681,100.900942,254.403223,242.056217,338.023668,4233.005905,4246.474891,8.655154,4234.065895,8.725976,42360.00091,17918531,9267,0
38,31,169,3,28,2236,0.102316,6,2037.931549,381.001058,386.011658,220.880058,212.001901,2013.193483,2002.012238,2016.215514,62.39391,246.910915,2229.939285,251.406046,2004.190976,2017.723717,2238.078039,2002.95981,2238.181536,13952809.18,4008082,3922,0
30,19,93,1,19,949,0.001017,14,3310.083081,373.001338,379.511528,234.682765,224.002228,3296.619026,3289.038917,3297.817763,71.805292,250.960156,959.412753,286.001748,3289.530805,3301.411516,950.927396,3289.744823,951.271982,7143216.063,10817675,5054,1
1,2,1,1,1,1,1,1,4254.546392,386,398.493413,260.541743,241,4243.848489,4237.136415,4243.848489,104.67569,260.541743,246.001802,344.379151,4237.00006,4250.972359,1.222894,4238.156439,1.248285,8476.000082,17952415,10047,0
1,2,1,2,0,1,1,1,4254.546392,386,398.493413,260.541743,241,4243.848489,4237.144557,4243.791819,105.004762,259.617026,246.002026,343.680084,4237.000236,4250.915784,1.72273,4238.156439,1.74546,8476.000177,17952415,10047,0
1,2,1,1,2,1,1,1,4254.546392,386,398.493413,260.541743,241,4243.848489,4237.128509,4243.848489,104.355163,260.541743,246.001802,344.379151,4237.00006,4250.972359,1.229317,4238.156439,1.248285,8476.000082,17952415,10047,0
3,2,3,2,0,4,1,1,4251.558773,386,398.001256,259.788375,241,4240.853334,4234.14466,4240.796623,103.121288,258.860967,244.03268,342.25137,4234.000954,4247.810259,4.894123,4235.110978,4.963428,33891.00035,17927000,9653,0
28,6,80,0,6,777,0.019787,3,3482.237355,384.001251,390.691694,247.695377,237.002027,3469.105072,3461.121495,3469.450245,77.620873,252.483663,793.121098,294.02891,3461.376701,3473.467144,778.683194,3461.748835,779.1061,5982203.05,11978688,5351,0
8,6,28,0,6,221,0.074453,3,4035.312256,384.001115,394.867066,254.230211,237.001807,4023.985338,4017.104679,4024.282917,96.462428,258.897663,310.780421,326.381678,4017.043584,4030.237462,221.814513,4018.053384,221.916601,1824383.013,16136508,8683,0
10,10,33,0,10,165,0.595131,4,4090.967856,383.000214,393.432332,249.777901,233.000352,4079.659054,4073.076724,4080.182962,93.407708,258.193726,269.98435,323.047984,4073.059665,4085.791111,166.517617,4073.994232,166.650093,1371348.01,16589543,8314,0
7,6,18,0,6,139,0.955014,0,4117.228437,387.000003,398.017588,254.593794,237.000004,4105.845832,4099.102585,4106.137479,97.416631,259.254701,267.704281,333.174129,4099.017332,4112.518207,139.53597,4100.054878,139.634475,1158861.008,16802030,8878,0
11,14,39,1,13,332,0.169444,3,3924.830187,384.000898,394.178893,245.686792,229.001506,3912.707119,3906.061955,3913.427781,91.678787,256.908544,391.235306,318.347295,3906.091576,3918.951518,333.14197,3907.013821,333.240943,2703847.02,15257044,8129,0
4,8,26,0,8,125,0.972407,1,4131.073105,386.000001,397.758721,253.852319,235.000002,4119.707999,4113.08862,4120.113227,99.724621,260.345924,253.742689,327.727021,4113.036666,4126.036112,126.240186,4114.120198,126.259582,1043901.008,16916990,9437,0
10,7,26,2,5,162,0.841752,3,4094.048363,384.000033,394.405882,252.578701,236.000053,4082.826472,4076.110401,4083.059637,94.86833,256.320112,273.857227,326.252969,4076.043546,4089.036195,163.109929,4076.9935,163.276866,1346894.01,16613997,8321,0
1,3,2,2,1,4,1,0,4251.64968,387,399.462138,259.617026,240,4240.796623,4234.136512,4240.796623,104.67569,259.617026,245.032546,342.965013,4234.000535,4247.867818,4.524289,4235.157258,4.551146,33890.0003,17927001,10046,0
6,6,26,1,6,134,0.980212,4,4121.832723,383,394.366581,254.960781,237.000001,4110.837506,4104.10246,4111.070055,98.371744,258.683204,258.306179,326.989297,4104.039935,4117.005951,135.243339,4105.07637,135.319894,1117854.008,16843037,9057,0
1,1,2,0,1,4,1,0,4251.64968,387,399.462138,261.467015,242,4240.91028,4234.136512,4240.91028,104.67569,261.467015,245.03072,344.367536,4234.000062,4247.981285,4.057564,4235.157258,4.087489,33890.00023,17927001,10046,0
8,10,39,0,10,330,0.754231,3,3926.820597,384.000079,394.867066,250.505489,233.00013,3914.939719,3908.079963,3915.485666,95.336247,258.897663,389.493888,319.104998,3908.086416,3921.006503,331.070174,3909.082757,331.118391,2688219.02,15272672,8672,0
6,5,15,0,5,75,0.868377,2,4180.764763,385.000023,396.309223,255.890602,238.000036,4169.797717,4163.108094,4170.027938,98.671171,259.6151,243.748638,335.243195,4163.011655,4176.476625,75.664392,4164.061119,75.761692,630090.0045,17330801,9068,0
3,1,10,0,1,67,0.989861,1,4188.822866,386,398.001256,260.716321,242,4178.014481,4171.138574,4178.014481,102.786186,260.716321,246.227535,338.7226,4171.004867,4184.731055,67.292232,4172.127755,67.353932,563413.004,17397478,9646,0
2,2,8,0,2,37,0.989822,0,4218.787741,387,399.215481,260.16341,241,4207.907081,4201.12961,4207.964472,103.406963,261.090023,241.820461,340.124977,4201.002939,4214.746256,37.331077,4202.142906,37.368604,312251.0022,17648640,9843,0
12,17,87,0,17,687,0.781956,3,3571.702255,384.000062,393.954312,242.528349,226.000105,3558.184509,3551.045621,3559.236575,89.822046,257.503398,703.977129,290.110324,3551.425661,3562.831037,689.279391,3552.09023,689.28592,5351130.044,12609761,7904,0
15,8,49,1,8,463,0.155126,14,3793.382923,373.000957,382.562413,249.89998,235.001519,3782.307497,3775.096555,3782.685025,89.185201,255.550386,502.737715,311.905434,3775.14589,3787.863514,464.219835,3775.956832,464.410229,3710068.029,14250823,7423,0
23,15,88,0,15,541,0.023362,1,3717.096313,386.001236,393.605132,240.6512,228.002092,3704.023893,3697.054098,3704.91201,79.555012,253.95472,562.805011,289.560011,3697.417078,3708.322262,543.916842,3697.801779,544.218734,4292923.034,13667968,6088,0
5,1,11,1,0,153,0.935141,5,4102.822078,382.000005,393.635618,259.978845,242.000009,4092.161898,4085.149936,4092.102882,101.242284,259.048258,281.086148,337.308464,4085.00742,4098.902536,153.176539,4086.104502,153.273007,1273430.009,16687461,9261,0
20,13,97,1,13,895,0.739847,4,3364.868199,383.000088,391.265894,243.515913,230.000147,3350.902714,3343.072389,3351.6757,82.969874,253.931093,905.62329,283.867927,3343.560625,3355.030551,897.147735,3343.957087,897.313808,6785092.059,11175799,6550,2
20,13,97,1,13,895,0.739847,4,3364.868199,383.000088,391.265894,243.515913,230.000147,3350.902714,3343.072389,3351.6757,82.969874,253.931093,905.62329,283.867927,3343.560625,3355.030551,897.147735,3343.957087,897.313808,6785092.059,11175799,6550,2
10,2,20,0,2,132,0.941648,3,4123.91707,384.000004,394.405882,257.256681,241.000007,4113.066618,4106.132609,4113.125332,95.859272,258.193726,262.420735,331.802652,4106.021513,4119.384541,132.663388,4106.986243,132.859921,1101428.008,16859463,8327,0
19,10,61,0,10,504,0.442219,3,3753.693115,384.000405,392.449997,246.677928,233.000668,3741.262487,3734.083689,3741.833775,84.770278,255.196003,536.247316,305.221231,3734.212883,3746.45379,505.619424,3734.878445,505.87503,4017949.032,13942942,6747,0
3,3,10,0,3,32,0.984746,2,4223.583905,385,397.031485,258.860967,240,4212.841796,4206.121729,4212.956207,102.142058,260.716321,239.128426,338.7226,4206.004826,4219.617163,32.634785,4207.118372,32.688253,270218.002,17690673,9646,0
2,1,5,0,1,10,0.994898,0,4245.674622,387,399.215481,261.090023,242,4234.92007,4228.136705,4234.92007,103.73042,261.090023,242.201197,342.239682,4228.000964,4241.828851,10.391523,4229.135609,10.441778,84665.00062,17876226,9846,0
5,11,23,1,10,130,0.077789,0,4126.188677,387.001099,398.489648,250.697028,232.001833,4114.545904,4108.07607,4115.063183,98.234414,259.048258,258.853441,329.024315,4108.031431,4121.155299,131.041481,4109.09832,131.070173,1085003.008,16875888,9249,0
3,8,22,1,7,152,0.077789,0,4104.286174,387.001099,398.971177,254.232177,235.00181,4092.752252,4086.095936,4093.101147,100.960388,259.788375,271.356913,329.70593,4086.028977,4099.280669,152.809334,4087.151208,152.805242,1265270.009,16695621,9634,0
3,7,14,1,6,88,0.98577,2,4167.820174,385,397.031485,255.156814,236,4156.704945,4150.101324,4156.991821,101.242284,259.788375,248.993089,335.216348,4150.011756,4163.516543,88.579635,4151.13346,88.59854,738158.0053,17222733,9642,0
4,6,4,3,4,4,1,1,4251.558773,386,397.758721,255.704908,237,4240.627902,4234.113485,4240.740148,100.881118,257.559702,243.033749,340.837204,4234.00214,4247.696552,5.851675,4235.088193,5.904392,33892.00051,17926999,9459,0
3,7,19,1,6,93,0.01762,1,4162.934182,386.00125,398.001256,255.156814,236.002045,4151.71302,4145.101446,4152.000241,101.242284,259.788375,246.158445,331.760456,4145.021446,4158.255644,93.977748,4146.134827,93.995347,779638.0056,17181253,9637,0
16,15,56,4,12,372,0.000099,5,3884.826894,382.001309,391.126578,242.981481,228.002193,3872.717392,3866.068416,3873.31899,87.091905,252.388589,417.698304,305.16389,3866.206206,3878.0254,374.196631,3866.912463,374.402561,3014744.023,14946147,7247,0
48,25,109,7,20,819,0.018788,6,3440.163078,381.001263,384.532183,224.116041,218.002208,3425.942936,3419.032904,3427.066676,54.120237,240.684441,829.286315,272.523393,3419.770098,3429.84402,822.304129,3419.395414,822.990093,6271192.054,11689699,2842,0
22,9,90,2,9,826,0.844476,3,3433.540447,384.000031,391.841805,246.657657,234.000052,3420.01462,3412.099061,3420.430382,82.219219,252.35689,839.177061,286.790865,3412.498099,3424.031688,828.084462,3412.891443,828.342597,6318990.054,11641901,6241,0
5,5,19,0,5,100,0.943846,2,4155.871629,385.000004,396.547601,256.259634,238.000007,4144.838718,4138.108747,4145.070325,99.624294,259.978845,248.853485,332.487594,4138.019203,4151.33617,100.811076,4139.090359,100.880077,837619.006,17123272,9253,0
21,13,52,2,11,522,0.664691,7,3735.378963,380.000148,388.12498,243.189227,230.000244,3723.111065,3716.077502,3723.742204,82.565126,252.667766,556.341652,309.232922,3716.173036,3728.844459,523.281237,3716.839652,523.569566,4152040.033,13808851,6436,0
16,6,36,1,5,366,0.644382,2,3891.093548,385.000164,394.057102,251.445819,237.000267,3879.246447,3872.116217,3879.492879,89.196412,255.219513,421.856784,320.31547,3872.079284,3885.226634,366.850052,3872.91105,367.105793,2968296.023,14992595,7267,0
9,9,34,0,9,214,0.917564,3,4042.280544,384.000009,394.635275,251.071703,234.000014,4030.797936,4024.083995,4031.270271,94.641429,258.544,301.595371,322.386414,4024.06407,4036.893484,215.245636,4025.02882,215.351378,1768102.013,16192789,8494,0
15,8,23,6,2,170,0.916711,11,4085.339643,376.000009,385.488002,249.89998,235.000015,4074.78208,4068.133847,4074.839874,91.181138,250.840587,281.174536,325.379778,4068.04777,4080.992036,171.133961,4068.887932,171.429062,1412043.01,16548848,7449,0
35,14,90,4,10,815,0.072665,6,3444.138499,381.001128,386.504851,238.046214,229.001878,3430.651542,3423.091293,3431.264053,69.641941,246.716436,828.537158,285.119273,3423.525375,3434.854,817.240848,3423.617093,817.764792,6243805.053,11717086,4382,0
8,2,33,2,1,269,0.967201,3,3987.532696,384.000001,394.867066,257.963176,241.000002,3976.310099,3969.145626,3976.249615,98.081599,257.029181,343.380337,321.552484,3969.069817,3982.004144,270.011087,3970.06612,270.141254,2207716.016,15753175,8678,1
4,11,19,0,11,102,0.116491,0,4154.06608,387.001009,398.729231,251.077677,232.001682,4142.50166,4136.069632,4143.073738,98.954535,260.345924,249.660254,332.487594,4136.019213,4149.342599,102.8345,4137.11397,102.84127,854167.0061,17106724,9444,1
16,13,48,1,13,485,0.147033,3,3772.593935,384.000947,393.080145,244.859143,230.001582,3760.04109,3753.064481,3760.729982,86.833173,255.219513,523.369193,312.541197,3753.141177,3765.99137,486.155098,3753.93993,486.330413,3875683.03,14085208,7255,0
11,11,38,0,11,250,0.760685,2,4006.540777,385.000074,395.153135,248.485412,232.000123,3994.742545,3988.072216,3995.335781,92.179173,257.846854,325.435887,319.757721,3988.080483,4000.798545,251.336569,3988.992981,251.4663,2056538.015,15904353,8130,0
19,8,52,2,8,523,0.890294,3,3734.793301,384.000016,392.449997,248.567898,235.000026,3722.425285,3715.098114,3722.744283,85.381497,253.300217,557.276375,309.232922,3715.173082,3727.847905,524.258326,3715.882937,524.524039,4159471.033,13801420,6756,0
9,5,24,2,3,169,0.940514,5,4086.891851,382.000005,392.689445,254.803846,238.000007,4075.954489,4069.125827,4076.071761,96.462428,256.672944,279.633542,327.61105,4069.037559,4082.167317,169.90455,4070.017445,170.063246,1403907.01,16556984,8504,0
7,9,50,0,9,686,0.820492,2,3572.804081,385.000042,396.073226,251.803495,234.000069,3559.699426,3552.095156,3560.234262,96.56604,259.254701,712.338303,312.046471,3552.153734,3565.68044,686.828851,3553.217275,686.757974,5343990.044,12616901,8846,0
4,3,17,0,3,99,0.967485,4,4156.682571,383.000001,394.848072,258.487911,240.000002,4145.952363,4139.1237,4146.06862,101.192885,260.345924,250.291738,333.862247,4139.01524,4152.443257,99.639865,4140.113163,99.701168,829340.006,17131551,9446,0
42,39,96,11,28,328,0.016046,46,3924.841525,341.00142,345.897384,212.084889,204.002373,3915.318122,3910.006266,3916.817713,58.420887,238.170107,361.063657,275.974636,3910.610887,3919.727286,335.323275,3910.430155,335.937099,2672640.021,15288251,3515,0
7,9,36,0,9,250,0.785758,2,4006.540777,385.00006,396.073226,251.803495,234.000098,3994.859197,3988.084753,3995.335781,96.56604,259.254701,326.723915,321.068529,3988.072371,4000.903523,251.195336,3989.084231,251.246781,2056536.015,15904355,8860,0
1,6,2,6,0,5,0.994898,2,4250.472209,385,397.524842,256.846257,237,4239.629465,4233.144694,4239.573681,105.004762,255.923817,245.055529,340.177895,4233.002855,4246.646913,7.000576,4234.157531,7.02791,42357.00061,17918534,10046,0
17,8,74,3,5,599,0.694877,4,3659.099616,383.000121,391.890291,249.226804,235.000198,3646.580042,3639.123658,3646.840002,88.255311,253.001976,622.473663,295.04237,3639.344197,3650.941112,601.092305,3639.946428,601.319902,4718397.038,13242494,7062,0
8,15,77,1,14,585,0.150141,2,3673.232092,385.000938,395.839614,245.86175,228.001584,3660.108332,3653.060361,3660.941136,94.366308,257.963176,608.095183,294.925414,3653.344482,3664.886083,587.215129,3654.158316,587.168504,4616312.037,13344579,8634,3
8,15,77,1,14,585,0.150141,2,3673.232092,385.000938,395.839614,245.86175,228.001584,3660.108332,3653.060361,3660.941136,94.366308,257.963176,608.095183,294.925414,3653.344482,3664.886083,587.215129,3654.158316,587.168504,4616312.037,13344579,8634,3
8,15,77,1,14,585,0.150141,2,3673.232092,385.000938,395.839614,245.86175,228.001584,3660.108332,3653.060361,3660.941136,94.366308,257.963176,608.095183,294.925414,3653.344482,3664.886083,587.215129,3654.158316,587.168504,4616312.037,13344579,8634,3
17,15,62,4,14,416,0.466467,6,3840.943244,381.000374,389.935892,242.63759,228.000624,3828.794588,3822.057692,3829.403087,85.615419,252.057533,454.72131,301.444854,3822.249242,3833.869194,418.354113,3822.901123,418.560707,3353022.026,14607869,7074,2
17,15,62,4,14,416,0.466467,6,3840.943244,381.000374,389.935892,242.63759,228.000624,3828.794588,3822.057692,3829.403087,85.615419,252.057533,454.72131,301.444854,3822.249242,3833.869194,418.354113,3822.901123,418.560707,3353022.026,14607869,7074,2
2,7,9,3,4,31,0.96878,23,4222.717727,364.000001,376.961537,255.538647,236.000002,4213.614244,4207.114213,4213.783336,102.786186,258.311827,240.011305,337.290676,4207.007237,4220.49926,31.980924,4208.141276,32.004292,261804.002,17699087,9842,0
9,10,18,9,1,160,0.889299,15,4094.93199,372.000017,382.968667,250.139961,233.000026,4084.650903,4078.141734,4084.650903,97.144223,250.139961,279.438008,326.695577,4078.041504,4091.065142,161.041198,4079.0152,161.217729,1330578.01,16630313,8510,0
5,8,41,0,8,230,0.114853,1,4026.544424,386.001015,397.518553,253.475837,235.001667,4014.883435,4008.090942,4015.299242,98.762341,259.978845,308.386298,317.804972,4008.092901,4020.580058,231.650533,4009.125715,231.666805,1896621.014,16064270,9231,0
7,7,38,0,7,262,0.928536,0,3994.789732,387.000007,398.017588,253.663162,236.000011,3982.997866,3976.09859,3983.35788,97.123633,259.254701,334.705643,319.757721,3976.080726,3988.837049,263.251969,3977.087502,263.313927,2152106.016,15808785,8858,0
8,2,39,0,2,308,0.893379,3,3948.715741,384.000015,394.867066,257.963176,241.000024,3937.382506,3930.138547,3937.443841,97.73945,258.897663,371.114263,319.104998,3930.085933,3942.933933,309.084513,3931.076697,309.197121,2515783.019,15445108,8672,0
12,3,22,1,2,156,0.91131,1,4100.209751,386.00001,395.904029,255.624725,240.000016,4089.049278,4082.133388,4089.108093,93.984041,256.563832,273.609072,329.70593,4082.029005,4095.29364,156.752246,4082.948444,156.987211,1297942.009,16662949,7969,0
2,5,30,0,5,189,0.949214,0,4067.45252,387.000003,399.215481,257.386868,238.000005,4055.988782,4049.111137,4056.225462,102.489024,261.090023,287.481595,325.043074,4049.049647,4062.025849,190.077886,4050.185798,190.054515,1566273.011,16394618,9821,0
26,9,56,1,8,537,0.113228,2,3720.97111,385.001021,392.047191,245.422085,234.00168,3708.390082,3701.098486,3708.838363,78.771822,252.105137,568.968709,307.509349,3701.190838,3713.753223,538.343602,3701.739726,538.752521,4263299.034,13697592,5667,0
85,35,227,7,35,2412,0.000012,3,1865.939978,384.001302,384.292857,208.540164,208.002404,1837.808478,1826,1841.059749,15,235.478237,2403.813672,235.849528,1829.264988,1841.168379,2414.601042,1826.061609,2415.589579,14626595.2,3334296,245,1
75,27,121,11,18,918,0.000029,9,3341.449386,378.001323,378.825818,217.441946,216.002315,3327.019086,3320.043524,3328.026592,30.232433,232.348876,925.381838,263.129246,3321.011631,3330.410936,921.736533,3320.094125,922.733131,6938365.061,11022526,751,0
48,22,151,0,22,1000,0.004026,25,3258.172494,362.00137,365.715737,227.03524,221.002244,3245.533084,3238.026096,3247.030644,53.600373,247.523736,1002.367283,260.345924,3239.10887,3248.449476,1003.686726,3238.417515,1004.344112,7476151.067,10484740,2800,2
48,22,151,0,22,1000,0.004026,25,3258.172494,362.00137,365.715737,227.03524,221.002244,3245.533084,3238.026096,3247.030644,53.600373,247.523736,1002.367283,260.345924,3239.10887,3248.449476,1003.686726,3238.417515,1004.344112,7476151.067,10484740,2800,2
