@relation 'ALLModels-weka.filters.unsupervised.attribute.Remove-R1-2,29-30-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,1-weka.filters.unsupervised.attribute.Remove-R1-4,6-7,35-37-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,1-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.NumericToBinary-Rlast'

@attribute WMC numeric
@attribute CBO numeric
@attribute RFC numeric
@attribute Ca numeric
@attribute Ce numeric
@attribute LOC numeric
@attribute Qi numeric
@attribute FANIN numeric
@attribute 'd(LOC,FANIN)' numeric
@attribute 'd(Qi,FANIN)' numeric
@attribute 'd(WMC,FANIN)' numeric
@attribute 'd( WMC,CBO)' numeric
@attribute 'd(Qi,CBO)' numeric
@attribute 'd(LOC, CBO)' numeric
@attribute 'd(LOC, Ce)' numeric
@attribute 'd(LOC, Ca)' numeric
@attribute 'd(WMC, Ce)' numeric
@attribute 'd(WMC, Ca)' numeric
@attribute 'd(RFC,d(LOC, Ca))' numeric
@attribute 'd(RFC, Ca)' numeric
@attribute 'd(LOC,d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC, Ca)' numeric
@attribute 'd(d(LOC,Ce),d(RFC, Ca))' numeric
@attribute 'd(LOC, WMC)' numeric
@attribute 'd(d(LOC,WMC),d(RFC, Ca))' numeric
@attribute 'D(d(LOC,RFC), d(LOC,Ca), d(RFC, Ca))' numeric
@attribute 'd(LOC, RFC)' numeric
@attribute #Normal_binarized {0,1}

@data
-0.868132,-0.84456,-0.924883,-0.875,-0.828571,-0.981621,0.83271,-0.919192,0.979935,0.919143,0.886804,0.826902,0.844446,0.980577,0.981483,0.980587,0.847433,0.845438,-0.992853,0.890245,0.981492,0.980123,-0.980753,0.981315,-0.980583,-0.96341,0.96341,0
-0.956044,-0.958549,-0.887324,-1,-0.771429,-0.974081,0.986326,-1,0.972294,0.999989,0.995035,0.958923,0.958519,0.972942,0.973885,0.972974,0.925614,0.994972,-0.993061,0.932845,0.973889,0.972308,-0.973914,0.973714,-0.973743,-0.948497,0.948497,0
-0.934066,-0.958549,-0.812207,-1,-0.771429,-0.941565,0.944912,-1,0.937537,0.999989,0.99259,0.954119,0.958519,0.938997,0.941131,0.939014,0.904041,0.98999,-0.982237,0.885516,0.941133,0.937689,-0.941073,0.940752,-0.940694,-0.884835,0.884835,0
-0.868132,-0.948187,-0.793427,-1,-0.714286,-0.935438,0.816198,-0.979798,0.93088,0.979778,0.960728,0.929647,0.948149,0.932579,0.934956,0.932615,0.83177,0.975324,-0.979324,0.873832,0.934963,0.931155,-0.934862,0.934513,-0.934418,-0.872959,0.872959,0
-0.758242,-0.88601,-0.643192,-0.958333,-0.6,-0.81574,0.59241,-0.952862,0.802806,0.952829,0.916138,0.844494,0.885928,0.807491,0.814377,0.807518,0.70879,0.907958,-0.879447,0.758347,0.814398,0.803952,-0.814151,0.813161,-0.812933,-0.648452,0.648452,0
-0.912088,-0.948187,-0.915493,-1,-0.714286,-0.97738,0.909468,-0.979798,0.975713,0.979777,0.965535,0.939073,0.948149,0.976363,0.977204,0.976419,0.874934,0.985054,-0.992446,0.95083,0.977211,0.975873,-0.977343,0.977037,-0.977177,-0.955015,0.955015,0
-0.89011,-0.958549,-0.840376,-1,-0.771429,-0.953346,0.864212,-0.979798,0.950022,0.979777,0.963118,0.944645,0.958519,0.951295,0.952998,0.951318,0.860979,0.980166,-0.987298,0.903154,0.953001,0.950234,-0.95298,0.952671,-0.952653,-0.907779,0.907778,0
-0.934066,-0.937824,-0.943662,-0.947917,-0.942857,-0.988219,0.96235,-0.986532,0.987335,0.986515,0.976179,0.933597,0.937778,0.987657,0.988136,0.987629,0.927795,0.936019,-0.992975,0.941048,0.988132,0.987311,-0.987977,0.988031,-0.987872,-0.976506,0.976506,0
-0.384615,-0.678756,-0.464789,-0.697917,-0.771429,-0.716305,-0.04538,-0.575758,0.694539,0.575551,0.415345,0.561401,0.67853,0.703238,0.714228,0.703095,0.376339,0.556126,-0.778928,0.500394,0.714396,0.69765,-0.713069,0.712236,-0.711071,-0.472847,0.472847,0
-0.824176,-0.958549,-0.633803,-0.989583,-0.828571,-0.822337,0.754654,-0.993266,0.810085,0.993252,0.972506,0.930772,0.958519,0.814543,0.821038,0.81448,0.804713,0.954864,-0.886312,0.770982,0.82104,0.810988,-0.820848,0.819877,-0.819686,-0.660453,0.660453,0
-0.868132,-0.937824,-0.849765,-1,-0.657143,-0.955231,0.785134,-0.973064,0.952001,0.97304,0.952505,0.919328,0.937779,0.953219,0.95489,0.953287,0.824276,0.975324,-0.987747,0.909063,0.954899,0.952254,-0.954899,0.954571,-0.95458,-0.911462,0.911462,0
-0.934066,-1,-0.934272,-1,-1,-0.991046,0.954888,-1,0.990428,0.999989,0.99259,0.995278,1,0.990741,0.990988,0.990693,0.936138,0.98999,-0.993829,0.96289,0.99098,0.990392,-0.991055,0.990896,-0.990964,-0.982132,0.982132,0
-0.868132,-0.896373,-0.690141,-1,-0.428571,-0.759189,0.84708,-0.979798,0.74254,0.979777,0.960728,0.87815,0.896297,0.748487,0.757404,0.748566,0.796603,0.975324,-0.820987,0.810694,0.7574,0.7443,-0.757445,0.755906,-0.755947,-0.547371,0.547371,0
-0.582418,-0.875648,-0.032864,-0.989583,-0.314286,-0.189444,0.80269,-0.986532,0.134831,0.986515,0.940341,0.799044,0.875557,0.154082,0.183493,0.154014,0.499094,0.905656,-0.211132,0.457348,0.183713,0.139876,-0.183109,0.178429,-0.178042,0.29262,-0.29262,1
-0.472527,-0.678756,-0.201878,-0.875,0.142857,-0.666352,0.248066,-0.79798,0.6423,0.797875,0.69738,0.578275,0.678525,0.65109,0.663862,0.651329,0.340787,0.762185,-0.728934,0.461149,0.664112,0.644597,-0.662712,0.661646,-0.660488,-0.388357,0.388357,1
-0.714286,-0.84456,-0.380282,-0.895833,-0.6,-0.775683,-0.247324,-0.946128,0.759966,0.946096,0.903373,0.793891,0.844457,0.765585,0.774028,0.765544,0.665702,0.832939,-0.843265,0.569209,0.774156,0.760797,-0.772963,0.772548,-0.771477,-0.576519,0.576519,1
-0.824176,-0.948187,-0.802817,-0.979167,-0.828571,-0.931668,0.83275,-0.959596,0.926743,0.959566,0.931318,0.920404,0.948149,0.928643,0.931166,0.928632,0.804713,0.943953,-0.976431,0.868013,0.931166,0.92714,-0.931057,0.930673,-0.930564,-0.865669,0.865669,0
-0.406593,-0.803109,-0.248826,-0.958333,-0.142857,-0.713949,-0.197868,-0.925926,0.693892,0.925884,0.849718,0.692572,0.802975,0.701051,0.711818,0.701228,0.30407,0.839901,-0.779787,0.538956,0.711987,0.695301,-0.710882,0.709856,-0.708915,-0.468803,0.468803,1
-0.802198,-0.906736,-0.680751,-1,-0.485714,-0.899152,0.73193,-0.973064,0.89206,0.97304,0.945467,0.874385,0.906668,0.894609,0.898392,0.89472,0.7377,0.961085,-0.95666,0.805052,0.898421,0.89246,-0.898079,0.897711,-0.897397,-0.803385,0.803385,1
-0.648352,-0.937824,-0.661972,-0.989583,-0.714286,-0.828935,0.294848,-0.986532,0.817096,0.986516,0.94655,0.874778,0.937782,0.821381,0.827676,0.821369,0.617794,0.918479,-0.892177,0.787752,0.82768,0.818041,-0.827539,0.826485,-0.826348,-0.672498,0.672498,1
-0.648352,-0.865285,-0.643192,-0.9375,-0.6,-0.842601,0.690672,-0.959596,0.831549,0.959566,0.913377,0.80137,0.865187,0.835485,0.841435,0.835522,0.601309,0.863188,-0.905898,0.746282,0.841467,0.832346,-0.841062,0.840335,-0.83996,-0.697586,0.697586,0
-0.846154,-0.968912,-0.896714,-0.96875,-1,-0.975024,0.881844,-0.979798,0.973194,0.979777,0.958363,0.945708,0.968889,0.973948,0.974849,0.973891,0.851456,0.937861,-0.99281,0.921821,0.97484,0.973262,-0.974764,0.974619,-0.974535,-0.950358,0.950358,0
-0.78022,-0.88601,-0.661972,-1,-0.371429,-0.888784,0.290978,-0.979798,0.881016,0.979779,0.951425,0.849077,0.88593,0.883741,0.887942,0.883892,0.702442,0.956435,-0.948399,0.793819,0.887979,0.881437,-0.88762,0.887194,-0.88687,-0.783749,0.783749,0
-0.978022,-0.979275,-0.981221,-0.989583,-0.942857,-0.998115,0.984848,-1,0.997985,0.999989,0.997505,0.98425,0.979259,0.998076,0.998105,0.998053,0.9705,0.989229,-0.991672,0.987724,0.998101,0.997977,-0.998294,0.99808,-0.998271,-0.996232,0.996232,0
-0.648352,-0.865285,-0.549296,-0.989583,-0.257143,-0.773798,-0.401166,-0.973064,0.758108,0.973046,0.92996,0.80137,0.8652,0.763664,0.77211,0.763795,0.557968,0.918479,-0.838631,0.721633,0.772157,0.759396,-0.771837,0.770608,-0.770333,-0.573176,0.573176,0
-0.934066,-0.937824,-0.643192,-0.989583,-0.714286,-0.906692,0.978802,-1,0.900265,0.999989,0.99259,0.933597,0.937778,0.902548,0.906,0.902571,0.896556,0.979175,-0.964254,0.776555,0.906028,0.900333,-0.905431,0.905412,-0.90484,-0.817733,0.817733,0
-0.802198,-0.948187,-0.812207,-0.96875,-0.885714,-0.933553,0.818228,-0.973064,0.92883,0.97304,0.945467,0.915851,0.948149,0.930611,0.933068,0.930578,0.791825,0.92829,-0.977233,0.868105,0.933065,0.929137,-0.932949,0.932574,-0.932453,-0.869312,0.869312,0
-0.978022,-0.948187,-0.981221,-0.947917,-1,-0.997644,0.984848,-0.986532,0.997411,0.986515,0.981124,0.953548,0.948149,0.997518,0.997634,0.997473,0.978681,0.946248,-0.991659,0.965676,0.997627,0.997389,-0.997236,0.997602,-0.997205,-0.99529,0.99529,0
-0.296703,-0.937824,-0.352113,-0.958333,-0.885714,-0.636664,-0.696196,-0.973064,0.611632,0.973049,0.899437,0.813681,0.937798,0.620716,0.634015,0.620538,0.316631,0.821401,-0.695656,0.592849,0.634079,0.613679,-0.633537,0.631488,-0.631008,-0.339328,0.339328,0
-0.868132,-0.948187,-0.680751,-1,-0.714286,-0.888313,0.829824,-0.973064,0.880475,0.97304,0.952505,0.929647,0.948149,0.883385,0.887487,0.8834,0.83177,0.975324,-0.947364,0.805052,0.8875,0.880982,-0.887233,0.886756,-0.886501,-0.78286,0.78286,0
-0.956044,-0.989637,-0.953052,-1,-0.942857,-0.995287,0.984848,-1,0.994962,0.999989,0.995035,0.989717,0.98963,0.995147,0.995257,0.995122,0.949132,0.994972,-0.99312,0.975004,0.995252,0.994932,-0.99536,0.995204,-0.995309,-0.990586,0.990586,0
-0.648352,-0.803109,-0.474178,-0.979167,-0.028571,-0.643261,-0.284962,-0.979798,0.61872,0.979782,0.938254,0.738781,0.802977,0.627269,0.640608,0.627479,0.534417,0.907405,-0.701502,0.672664,0.640667,0.620998,-0.640386,0.638322,-0.638098,-0.350149,0.350149,0
-0.912088,-0.968912,-0.934272,-0.989583,-0.885714,-0.938737,0.734212,-0.993266,0.934479,0.993252,0.981957,0.959655,0.96889,0.936068,0.93829,0.936038,0.898276,0.974219,-0.974889,0.957265,0.938275,0.934986,-0.93855,0.937876,-0.938137,-0.87935,0.87935,0
-0.78022,-0.927461,-0.774648,-0.979167,-0.714286,-0.923657,0.791236,-0.973064,0.918252,0.97304,0.943172,0.890553,0.927408,0.920235,0.923089,0.920265,0.745787,0.934521,-0.972136,0.850465,0.923098,0.918588,-0.922917,0.922535,-0.922362,-0.850226,0.850226,0
-0.912088,-0.865285,-0.784038,-0.989583,-0.314286,-0.908106,0.902296,-0.986532,0.901703,0.986515,0.973744,0.857138,0.865186,0.903867,0.907402,0.904047,0.828344,0.974219,-0.960108,0.862148,0.907426,0.902168,-0.907369,0.906834,-0.9068,-0.820431,0.820431,0
-0.67033,-0.937824,-0.7277,-0.979167,-0.771429,-0.910462,0.783762,-0.979798,0.904184,0.979778,0.940383,0.87902,0.937779,0.906483,0.909801,0.906485,0.647549,0.9118,-0.964105,0.821529,0.909811,0.904501,-0.909525,0.909117,-0.908839,-0.824929,0.824929,0
-0.494505,-0.854922,-0.314554,-0.989583,-0.257143,-0.685203,-0.61842,-0.986532,0.663551,0.986522,0.932435,0.761502,0.854835,0.671167,0.682867,0.671292,0.405055,0.889275,-0.74831,0.592866,0.682981,0.665071,-0.682281,0.680758,-0.680168,-0.419947,0.419947,0
-0.626374,-0.84456,-0.464789,-1,-0.142857,-0.859566,-0.75134,-0.83165,0.848996,0.831569,0.753952,0.776097,0.844468,0.85315,0.858501,0.853381,0.523567,0.925255,-0.92706,0.680208,0.858593,0.850057,-0.85761,0.857519,-0.856624,-0.728988,0.728988,0
-0.67033,-0.875648,-0.352113,-1,-0.314286,-0.71065,0.44095,-0.993266,0.690771,0.993253,0.956963,0.816193,0.875559,0.697776,0.708504,0.697887,0.586401,0.933916,-0.775108,0.619185,0.708599,0.692121,-0.707962,0.706624,-0.706079,-0.463156,0.463156,1
-0.846154,-0.906736,-0.699531,-1,-0.485714,-0.929312,0.05405,-0.973064,0.924296,0.973043,0.950133,0.883702,0.906674,0.926094,0.928772,0.926217,0.781324,0.97053,-0.979323,0.816353,0.928805,0.924442,-0.928302,0.928295,-0.927822,-0.861119,0.861119,0
-0.208791,-0.637306,-0.211268,-0.885417,0.371429,-0.857681,-0.97273,-0.784512,0.846741,0.784412,0.657738,0.487536,0.637072,0.850763,0.856585,0.851156,0.053483,0.727752,-0.930941,0.47267,0.856849,0.847313,-0.853717,0.85546,-0.852579,-0.725482,0.725481,0
-0.868132,-0.968912,-0.896714,-0.979167,-0.942857,-0.967955,0.534752,-0.838384,0.96492,0.838297,0.788537,0.950312,0.968891,0.966568,0.967725,0.96653,0.863977,0.953578,-0.990597,0.927474,0.967717,0.9658,-0.967769,0.967466,-0.967511,-0.936422,0.936422,0
-0.934066,-0.88601,-0.774648,-0.927083,-0.771429,-0.875589,0.966052,-0.946128,0.86673,0.946092,0.927,0.882469,0.885927,0.869966,0.874674,0.86995,0.904041,0.914503,-0.932929,0.821373,0.874675,0.867575,-0.874554,0.873893,-0.873773,-0.758915,0.758915,0
-0.626374,-0.927461,-0.239437,-0.958333,-0.828571,-0.444863,-0.438698,-0.979798,0.406968,0.979783,0.936151,0.860055,0.927422,0.420581,0.440814,0.42034,0.614254,0.880896,-0.488638,0.534197,0.440907,0.410412,-0.440418,0.437263,-0.436864,-0.043808,0.043808,0
-0.714286,-0.875648,-0.596244,-0.96875,-0.428571,-0.800189,-0.560126,-0.818182,0.78545,0.818093,0.746713,0.825063,0.875574,0.791234,0.798702,0.791302,0.643647,0.909734,-0.86479,0.736555,0.798739,0.787398,-0.798424,0.797382,-0.797102,-0.620336,0.620335,1
-0.648352,-0.84456,-0.474178,-0.958333,-0.314286,-0.82328,-0.99979,-0.96633,0.810939,0.966315,0.921667,0.780471,0.844475,0.81527,0.821957,0.815392,0.564536,0.88528,-0.890731,0.659954,0.822046,0.81155,-0.821181,0.820754,-0.819974,-0.662169,0.662169,1
-0.736264,-0.968912,-0.558685,-0.989583,-0.828571,-0.780396,0.299494,-0.986532,0.765235,0.986516,0.955197,0.923379,0.968892,0.770791,0.77879,0.770684,0.719682,0.936278,-0.845284,0.727044,0.778802,0.766403,-0.778523,0.777333,-0.777064,-0.584901,0.5849,1
-0.582418,-0.761658,-0.13615,-0.916667,-0.142857,-0.576343,-1,-0.93266,0.546968,0.932629,0.873861,0.683754,0.761514,0.557329,0.573206,0.557458,0.479477,0.827885,-0.632162,0.455773,0.573444,0.549257,-0.572323,0.570477,-0.569589,-0.24242,0.24242,1
-0.824176,-0.958549,-0.840376,-1,-0.771429,-0.94722,0.774436,-0.973064,0.943438,0.97304,0.947787,0.930772,0.958519,0.9449,0.946827,0.94492,0.796603,0.965784,-0.984121,0.903154,0.946828,0.943747,-0.946846,0.946433,-0.946453,-0.895831,0.89583,0
-0.516484,-0.803109,-0.539906,-0.833333,-0.714286,-0.819981,0.580674,-0.912458,0.807114,0.912406,0.842771,0.712793,0.802966,0.811736,0.818656,0.811668,0.491213,0.72621,-0.885721,0.623861,0.818746,0.807919,-0.817666,0.817358,-0.816362,-0.656161,0.656161,1
-0.956044,-0.906736,-0.755869,-0.989583,-0.542857,-0.883129,-0.959512,-1,0.875084,1,0.995035,0.9078,0.906694,0.877882,0.882255,0.877963,0.897294,0.984179,-0.940318,0.844739,0.882265,0.875652,-0.882219,0.881545,-0.881508,-0.773085,0.773085,0
-0.78022,-0.834197,-0.802817,-0.854167,-0.885714,-0.929783,0.650406,-0.912458,0.92448,0.912406,0.868996,0.797444,0.834076,0.926434,0.929271,0.926398,0.770638,0.803818,-0.975005,0.799427,0.929286,0.924875,-0.928645,0.928744,-0.928115,-0.86203,0.86203,0
-0.758242,-0.854922,-0.652582,-0.989583,-0.257143,-0.850613,-0.173644,-0.973064,0.840185,0.973044,0.940905,0.813421,0.854826,0.843825,0.849486,0.844006,0.667907,0.940851,-0.913488,0.782145,0.849524,0.840971,-0.849264,0.848501,-0.848277,-0.71238,0.71238,0
-0.868132,-0.968912,-0.868545,-0.979167,-0.942857,-0.938266,0.92972,-0.986532,0.933939,0.986515,0.968953,0.950312,0.968889,0.935576,0.937819,0.935523,0.863977,0.953578,-0.97764,0.909484,0.937805,0.934292,-0.937911,0.937379,-0.937471,-0.878436,0.878436,0
-0.604396,-0.896373,-0.474178,-1,-0.428571,-0.783223,0.329854,-0.973064,0.768177,0.973042,0.925767,0.824287,0.8963,0.773573,0.781613,0.773661,0.535158,0.921001,-0.849768,0.685428,0.781673,0.76923,-0.781155,0.780141,-0.77968,-0.589938,0.589938,1
0.78022,-0.637306,1,-0.927083,1,0.036287,-0.999788,-0.973064,-0.105195,0.973052,0.850551,0.385765,0.637073,-0.082,-0.043941,-0.081431,-1,0.681315,0.034143,0.164796,-0.042946,-0.100289,0.044862,-0.050855,0.051782,0.535648,-0.535648,1
-0.758242,-0.875648,-0.699531,-0.90625,-0.771429,-0.910462,0.82557,-0.952862,0.904039,0.952829,0.916138,0.834127,0.875557,0.906349,0.909801,0.906326,0.732512,0.853317,-0.96506,0.762861,0.909832,0.904273,-0.909082,0.909153,-0.908431,-0.824929,0.824929,1
-0.758242,-0.958549,-0.680751,-0.96875,-0.942857,-0.852969,0.945182,-0.979798,0.842741,0.979777,0.949164,0.917314,0.958519,0.846515,0.8519,0.846419,0.758317,0.918914,-0.91493,0.78699,0.851896,0.843486,-0.851693,0.850889,-0.85068,-0.716744,0.716744,1
-0.89011,-0.88601,-0.774648,-0.989583,-0.428571,-0.937323,-0.852736,-1,0.933004,0.999999,0.987777,0.872697,0.885951,0.934414,0.936839,0.934561,0.818542,0.969309,-0.981349,0.85633,0.936866,0.933082,-0.93661,0.936433,-0.936203,-0.876608,0.876608,1
-0.428571,-0.813472,-0.164319,-0.989583,0.028571,-0.584826,-0.978356,-0.952862,0.556154,0.95284,0.885004,0.707127,0.813364,0.566308,0.581743,0.566506,0.307135,0.877536,-0.641356,0.517743,0.581923,0.558489,-0.581088,0.579005,-0.578346,-0.255828,0.255828,1
-0.802198,-0.88601,-0.502347,-0.989583,-0.428571,-0.784637,0.71184,-0.973064,0.769688,0.97304,0.945467,0.853707,0.885927,0.775025,0.783037,0.775113,0.730912,0.950144,-0.8507,0.694867,0.783092,0.770765,-0.782618,0.781662,-0.78124,-0.59246,0.59246,1
-0.428571,-0.906736,-0.492958,-0.989583,-0.542857,-0.745994,-0.788094,-0.986532,0.728484,0.986524,0.926788,0.802996,0.90669,0.734739,0.744119,0.734763,0.380241,0.877536,-0.810547,0.689571,0.744162,0.729827,-0.743781,0.742341,-0.742002,-0.524243,0.524243,1
-0.868132,-0.906736,-0.699531,-1,-0.485714,-0.898209,0.422868,-0.979798,0.891089,0.979778,0.960728,0.88843,0.90667,0.893625,0.897442,0.893735,0.803171,0.975324,-0.955204,0.816353,0.897468,0.891506,-0.897204,0.896785,-0.896546,-0.801596,0.801596,1
-0.78022,-0.834197,-0.661972,-0.958333,-0.314286,-0.884072,-0.805646,-0.979798,0.875979,0.979787,0.951425,0.797444,0.834099,0.878711,0.883193,0.878878,0.696074,0.912643,-0.944159,0.769639,0.88324,0.876352,-0.882746,0.882419,-0.88197,-0.77486,0.774859,1
-0.736264,-0.937824,-0.652582,-0.989583,-0.714286,-0.854854,0.686444,-0.993266,0.84483,0.993252,0.963468,0.892032,0.937779,0.848436,0.853784,0.848435,0.702984,0.936278,-0.917537,0.782145,0.853797,0.845462,-0.853546,0.85279,-0.852551,-0.720238,0.720238,1
-0.494505,0.212435,-0.652582,0.1875,-0.6,-0.87983,-0.161048,0.252525,0.866763,-0.253116,-0.544807,-0.252484,-0.213301,0.872707,0.878936,0.872642,0.452344,-0.29211,-0.939095,0.226838,0.879442,0.870008,-0.871342,0.878005,-0.870374,-0.766878,0.766878,1
-0.912088,-0.968912,-0.784038,-0.989583,-0.885714,-0.918002,0.969696,-0.993266,0.912316,0.993252,0.981957,0.959655,0.968889,0.914423,0.917404,0.914382,0.898276,0.974219,-0.967656,0.862148,0.917397,0.912646,-0.91733,0.916863,-0.91679,-0.839364,0.839363,1
-0.912088,-0.948187,-0.849765,-1,-0.714286,-0.955231,0.816018,-1,0.952145,0.999989,0.990171,0.939073,0.948149,0.953241,0.954893,0.953287,0.874934,0.985054,-0.987747,0.909063,0.954899,0.952254,-0.954902,0.954591,-0.9546,-0.911462,0.911462,1
-0.868132,-0.927461,-0.774648,-0.958333,-0.771429,-0.89114,0.708346,-0.959596,0.883424,0.959566,0.936066,0.909019,0.927409,0.886291,0.890339,0.88626,0.83949,0.931869,-0.946524,0.838781,0.890339,0.884111,-0.89025,0.889622,-0.889533,-0.788204,0.788204,1
-0.912088,-0.937824,-0.802817,-0.979167,-0.771429,-0.957116,0.89846,-0.979798,0.954052,0.979777,0.965535,0.928796,0.937778,0.955187,0.956796,0.95521,0.882496,0.963393,-0.99095,0.868013,0.956806,0.954087,-0.956446,0.956501,-0.95615,-0.915149,0.915149,1
-0.67033,-0.896373,-0.558685,-0.979167,-0.542857,-0.786993,-0.842428,-0.973064,0.772205,0.97305,0.932096,0.837102,0.896321,0.777508,0.785417,0.777548,0.614963,0.9118,-0.852057,0.720815,0.785452,0.773363,-0.785107,0.78399,-0.783678,-0.596669,0.596668,1
-0.912088,-0.958549,-0.877934,-0.989583,-0.828571,-0.971725,0.948934,-1,0.969775,0.999989,0.990171,0.949359,0.958519,0.970482,0.971515,0.97049,0.890278,0.974219,-0.992841,0.921164,0.971516,0.969767,-0.97147,0.971306,-0.971261,-0.943848,0.943848,1
-0.802198,-0.854922,-0.643192,-0.96875,-0.314286,-0.853911,0.830902,-0.979798,0.843748,0.979777,0.953711,0.822763,0.854816,0.847269,0.852812,0.847404,0.718072,0.92829,-0.916851,0.764401,0.852854,0.844394,-0.852488,0.851864,-0.851538,-0.71849,0.71849,1
-0.758242,-0.865285,-0.71831,-0.958333,-0.485714,-0.920829,-0.926254,-0.885522,0.914769,0.885468,0.833719,0.823769,0.865213,0.917151,0.920228,0.917267,0.694173,0.907958,-0.97237,0.803919,0.920263,0.915411,-0.919742,0.91966,-0.919172,-0.84479,0.84479,1
-0.956044,-0.937824,-0.868545,-0.989583,-0.714286,-0.979265,-0.974668,-1,0.977835,1,0.995035,0.938444,0.937805,0.978309,0.979103,0.978365,0.918204,0.984179,-0.995421,0.915197,0.979114,0.977727,-0.978856,0.978967,-0.978719,-0.958743,0.958743,1
-0.89011,-0.284974,-0.906103,-0.28125,-1,-0.967484,0.925044,-0.96633,0.965064,0.966303,0.94669,0.301789,0.28445,0.964855,0.967254,0.964802,0.893727,0.262542,-0.989517,0.597344,0.967372,0.964072,-0.960217,0.966998,-0.959926,-0.935495,0.935495,0
-0.912088,-0.989637,-0.906103,-0.989583,-1,-0.956173,0.89565,-0.973064,0.953009,0.97304,0.957327,0.980276,0.98963,0.954315,0.955861,0.954248,0.914916,0.974219,-0.985367,0.939152,0.955845,0.953373,-0.956034,0.955546,-0.95572,-0.913306,0.913306,0
-0.802198,-0.875648,-0.530516,-0.916667,-0.657143,-0.864279,0.899562,-0.973064,0.85479,0.97304,0.945467,0.843383,0.875557,0.858137,0.863274,0.858115,0.7595,0.873817,-0.92969,0.667226,0.863349,0.854999,-0.862242,0.86237,-0.861332,-0.737763,0.737763,0
-0.846154,-0.906736,-0.934272,-0.916667,-0.942857,-0.996701,1,-0.993266,0.996438,0.993252,0.97483,0.883702,0.906667,0.996448,0.996681,0.996424,0.842772,0.883604,-0.99421,0.918339,0.996682,0.996203,-0.994568,0.996588,-0.994492,-0.993407,0.993407,0
-0.89011,-0.88601,-0.953052,-0.885417,-1,-0.997644,1,-0.986532,0.997411,0.986515,0.971336,0.872697,0.885927,0.997389,0.997634,0.997345,0.893727,0.861288,-0.993206,0.914343,0.997632,0.997185,-0.994855,0.997562,-0.994798,-0.99529,0.99529,0
-0.67033,-0.968912,-0.652582,-0.989583,-0.885714,-0.794062,-0.066538,-0.986532,0.779836,0.986518,0.948672,0.910542,0.968897,0.785055,0.79256,0.784954,0.665288,0.922854,-0.857451,0.782145,0.792546,0.781097,-0.792472,0.791154,-0.791066,-0.609326,0.609326,0
-0.912088,-0.948187,-0.896714,-0.979167,-0.828571,-0.970782,0.88618,-0.96633,0.96859,0.966303,0.949122,0.939073,0.948149,0.969476,0.970565,0.969484,0.890278,0.963393,-0.991545,0.927474,0.970565,0.968794,-0.970585,0.970351,-0.97037,-0.94199,0.94199,0
-0.758242,-0.968912,-0.755869,-0.96875,-1,-0.658341,-0.30437,-0.973064,0.634781,0.973045,0.940905,0.927752,0.968901,0.643416,0.655859,0.643196,0.767369,0.918914,-0.714054,0.832962,0.655782,0.637665,-0.655997,0.653656,-0.653795,-0.375046,0.375046,0
-0.846154,-0.948187,-0.830986,-0.989583,-0.771429,-0.946748,0.853492,-0.993266,0.943042,0.993252,0.97483,0.925002,0.948149,0.944386,0.946352,0.944405,0.818031,0.959631,-0.9843,0.891471,0.946355,0.943202,-0.946301,0.945965,-0.945913,-0.894913,0.894913,0
-0.956044,-0.906736,-0.812207,-0.989583,-0.542857,-0.937795,-0.932634,-1,0.933508,1,0.995035,0.9078,0.906694,0.93495,0.93732,0.935053,0.897294,0.984179,-0.979943,0.879697,0.937336,0.933674,-0.937248,0.936941,-0.936869,-0.877522,0.877522,0
-0.846154,-0.792746,-0.924883,-0.791667,-1,-0.979736,0.910796,-1,0.978338,0.999989,0.983066,0.770948,0.792594,0.978506,0.979596,0.978453,0.851456,0.754457,-0.992408,0.847194,0.979602,0.97796,-0.978101,0.979395,-0.977897,-0.959677,0.959677,0
-0.78022,-0.772021,-0.774648,-0.8125,-0.771429,-0.931197,0.763618,-0.86532,0.92575,0.865246,0.811424,0.73582,0.771854,0.927785,0.930688,0.92779,0.753842,0.760573,-0.977127,0.758797,0.930725,0.926217,-0.929623,0.930176,-0.929106,-0.864759,0.864759,0
-0.934066,-0.948187,-0.821596,-1,-0.714286,-0.958058,0.90909,-1,0.955167,0.999989,0.99259,0.943853,0.948149,0.956193,0.957742,0.95624,0.896556,0.98999,-0.990468,0.89138,0.957751,0.955177,-0.957594,0.957466,-0.957318,-0.916995,0.916995,0
-0.934066,-0.906736,-0.755869,-0.989583,-0.542857,-0.930726,-0.996692,-0.993266,0.925916,0.993263,0.984383,0.90289,0.906695,0.92757,0.930199,0.927671,0.875431,0.979175,-0.977865,0.844739,0.930222,0.92605,-0.929939,0.929768,-0.929506,-0.863848,0.863848,0
